Quarter,Time,Tm,Detail,ARI,SEA
1.0,8:45,Seahawks,D.K. Metcalf 25 yard pass from Russell Wilson (Jason Myers kick),0,7
2.0,13:51,Cardinals,Kenyan Drake 2 yard rush (Zane Gonzalez kick),7,7
,8:27,Seahawks,Tyler Lockett 11 yard pass from Russell Wilson (Jason Myers kick failed),7,13
,0:00,Seahawks,Jason Myers 27 yard field goal,7,16
3.0,10:07,Cardinals,Dan Arnold 4 yard pass from Kyler Murray (Zane Gonzalez kick),14,16
,5:20,Seahawks,Carlos Hyde 2 yard rush (Jason Myers kick),14,23
4.0,13:19,Cardinals,Chase Edmonds 3 yard pass from Kyler Murray (Zane Gonzalez kick),21,23
,9:12,Seahawks,"Safety, J.R. Sweezy Offensive Holding in end zone",21,25
,2:19,Seahawks,Jason Myers 41 yard field goal,21,28
