Quarter,Time,Tm,Detail,PIT,NWE
1.0,4:46,Patriots,Josh Gordon 20 yard pass from Tom Brady (Stephen Gostkowski kick),0,7
2.0,11:52,Patriots,Stephen Gostkowski 25 yard field goal,0,10
,3:49,Patriots,Phillip Dorsett 25 yard pass from Tom Brady (Stephen Gostkowski kick),0,17
,0:17,Patriots,Stephen Gostkowski 41 yard field goal,0,20
3.0,10:17,Steelers,Chris Boswell 19 yard field goal,3,20
,8:05,Patriots,Phillip Dorsett 58 yard pass from Tom Brady (Stephen Gostkowski kick),3,27
,0:13,Patriots,Stephen Gostkowski 35 yard field goal,3,30
4.0,6:38,Patriots,Stephen Gostkowski 39 yard field goal,3,33
