Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
JuJu Smith-Schuster,PIT,8,6,78,0,4,52,8.7,26,4.3,8.0,0,,0,0.0,0,105.2
Ryan Switzer,PIT,6,6,29,0,2,12,2.0,17,2.8,2.0,0,,0,0.0,0,86.8
James Conner,PIT,4,4,44,0,1,3,0.8,41,10.3,0.8,1,4.0,0,0.0,0,112.5
Diontae Johnson,PIT,5,3,25,0,,4,1.3,21,7.0,9.0,0,,1,20.0,0,72.9
Donte Moncrief,PIT,10,3,7,0,,4,1.3,3,1.0,9.2,0,,3,30.0,0,39.6
Vance McDonald,PIT,4,2,40,0,2,20,10.0,20,10.0,8.0,0,,1,25.0,0,85.4
James Washington,PIT,6,2,51,0,2,42,21.0,9,4.5,28.2,0,,0,0.0,1,25.7
Jaylen Samuels,PIT,2,1,2,0,,-1,-1.0,3,3.0,1.5,0,,1,50.0,0,56.2
Johnny Holton,PIT,2,0,0,0,,0,,0,,22.5,0,,0,0.0,0,39.6
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Julian Edelman,NWE,11,6,83,0,4,46,7.7,37,6.2,8.4,0,,1,9.1,0,79.0
Rex Burkhead,NWE,8,5,41,0,2,10,2.0,31,6.2,1.8,0,,0,0.0,0,75.5
James White,NWE,7,5,56,0,3,2,0.4,54,10.8,2.7,0,,0,0.0,0,94.9
Phillip Dorsett,NWE,4,4,95,2,3,73,18.3,22,5.5,18.3,0,,0,0.0,0,158.3
Josh Gordon,NWE,4,3,73,1,2,49,16.3,24,8.0,14.0,2,1.5,0,0.0,0,156.2
Ryan Izzo,NWE,2,1,3,0,,2,2.0,1,1.0,4.5,0,,0,0.0,0,56.2
Jakobi Meyers,NWE,1,1,22,0,1,17,17.0,5,5.0,17.0,1,1.0,0,0.0,0,118.7
