Quarter,Time,Down,ToGo,Location,PIT,NWE,Detail,EPB,EPA
3,4:10,1,10,PIT 42,3,27,Tom Brady pass complete short left to Rex Burkhead for 5 yards (tackle by Devin Bush),2.790,2.920
3,3:33,2,5,PIT 37,3,27,Rex Burkhead right end for 11 yards (tackle by Devin Bush and Terrell Edmunds),2.920,3.840
3,2:55,1,10,PIT 26,3,27,Rex Burkhead right guard for 11 yards (tackle by Devin Bush),3.840,4.580
3,2:11,1,10,PIT 15,3,27,Rex Burkhead up the middle for 3 yards (tackle by Terrell Edmunds and T.J. Watt),4.580,4.450
3,1:32,2,7,PIT 12,3,27,Rex Burkhead left tackle for 2 yards (tackle by Kameron Kelly),4.450,4.000
3,0:52,3,5,PIT 10,3,27,Tom Brady sacked by Bud Dupree for -7 yards,4.000,2.310
3,0:16,4,12,PIT 17,3,30,Stephen Gostkowski 35 yard field goal good,2.310,3.000
3,0:13,,,NWE 35,3,30,"Stephen Gostkowski kicks off 65 yards, touchback.",0.000,0.610
3,0:13,1,10,PIT 25,3,30,Ben Roethlisberger pass complete short left to JuJu Smith-Schuster for 9 yards (tackle by Stephon Gilmore),0.610,1.280
Quarter,Time,Down,ToGo,Location,PIT,NWE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,1,PIT 34,3,30,Ben Roethlisberger pass complete short middle to JuJu Smith-Schuster for 8 yards (tackle by Stephon Gilmore),1.280,1.730
4,14:30,1,10,PIT 42,3,30,Ben Roethlisberger pass complete short middle to Ryan Switzer for 7 yards (tackle by Devin McCourty),1.730,2.130
4,13:53,2,3,PIT 49,3,30,Ben Roethlisberger pass complete short right to Ryan Switzer for 5 yards (tackle by Jonathan Jones),2.130,2.520
4,13:19,1,10,NWE 46,3,30,Ben Roethlisberger pass incomplete short right intended for Diontae Johnson (defended by Jonathan Jones),2.520,1.980
4,13:16,2,10,NWE 46,3,30,Ben Roethlisberger pass incomplete short middle intended for Donte Moncrief (defended by Jason McCourty),1.980,1.290
4,13:13,,,,,,Timeout #1 by New England Patriots,,
4,13:13,3,10,NWE 46,3,30,"Maurkice Pouncey aborted snap, recovered by Ben Roethlisberger at PIT-46 Ben Roethlisberger pass complete short middle to Donte Moncrief for 1 yard (tackle by J.C. Jackson)",1.290,0.270
4,12:32,4,9,NWE 45,3,30,Ben Roethlisberger pass incomplete short left intended for Donte Moncrief. Penalty on Alejandro Villanueva: Offensive Holding (Declined),0.270,-1.930
4,12:26,1,10,NWE 45,3,30,Sony Michel right guard for 3 yards (tackle by Devin Bush and Vince Williams),1.930,1.790
4,11:52,2,7,NWE 48,3,30,Julian Edelman left end for 8 yards (tackle by Kameron Kelly and Cameron Heyward),1.790,2.650
4,11:18,1,10,PIT 44,3,30,Sony Michel up the middle for no gain (tackle by Mike Hilton),2.650,2.110
4,10:39,2,10,PIT 44,3,30,Sony Michel left end for 4 yards (tackle by Devin Bush and Cameron Heyward),2.110,1.950
4,9:55,3,6,PIT 40,3,30,Tom Brady pass complete short right to Julian Edelman for 13 yards (tackle by Mike Hilton),1.950,3.780
4,9:17,1,10,PIT 27,3,30,"Rex Burkhead up the middle for 8 yards (tackle by Devin Bush and Vince Williams). Penalty on Isaiah Wynn: Offensive Holding, 10 yards (no play)",3.780,3.120
4,9:02,1,20,PIT 37,3,30,Tom Brady pass complete short right to Rex Burkhead for 3 yards (tackle by Artie Burns),3.120,2.290
4,8:27,2,17,PIT 34,3,30,"Tom Brady pass complete short middle to Julian Edelman for 16 yards (tackle by Kameron Kelly). Penalty on Bud Dupree: Defensive Pass Interference, 9 yards (no play)",2.290,3.910
4,8:10,1,10,PIT 25,3,30,Sony Michel right end for 4 yards (tackle by Cameron Heyward and Devin Bush),3.910,3.900
4,7:51,2,6,PIT 21,3,30,Rex Burkhead up the middle for 6 yards (tackle by Cameron Heyward),3.900,4.580
4,7:16,1,10,PIT 15,3,30,"Rex Burkhead right tackle for 4 yards (tackle by Joe Haden). Penalty on Shaq Mason: Offensive Holding, 10 yards",4.580,4.170
4,6:51,1,16,PIT 21,3,30,Tom Brady pass incomplete short right intended for Julian Edelman,4.170,3.210
4,6:47,2,16,PIT 21,3,30,Tom Brady pass incomplete short middle intended for Rex Burkhead,3.210,2.540
4,6:45,3,16,PIT 21,3,30,Tom Brady pass incomplete short left intended for Julian Edelman,2.540,2.060
4,6:41,4,16,PIT 21,3,33,Stephen Gostkowski 39 yard field goal good,2.060,3.000
4,6:38,,,NWE 35,3,33,"Stephen Gostkowski kicks off 65 yards, touchback.",0.000,0.610
4,6:38,1,10,PIT 25,3,33,James Conner right end for no gain (tackle by Jamie Collins and Duron Harmon),0.610,0.060
4,6:06,2,10,PIT 25,3,33,"Penalty on PIT: False Start, 5 yards (no play)",0.060,-0.610
4,5:44,2,15,PIT 20,3,33,Ben Roethlisberger pass complete short left to JuJu Smith-Schuster for 26 yards (tackle by Devin McCourty),-0.610,1.990
4,5:04,1,10,PIT 46,3,33,Ben Roethlisberger pass complete short left to Donte Moncrief for 3 yards (tackle by Jason McCourty),1.990,1.860
4,4:33,2,7,PIT 49,3,33,Ben Roethlisberger pass incomplete deep right intended for James Washington,1.860,1.160
4,4:28,3,7,PIT 49,3,33,"Ben Roethlisberger pass incomplete short left intended for JuJu Smith-Schuster (defended by J.C. Jackson). Penalty on J.C. Jackson: Defensive Pass Interference, 10 yards (no play)",1.160,2.850
4,4:24,1,10,NWE 41,3,33,Ben Roethlisberger pass deep right intended for James Washington is intercepted by Devin McCourty at NE-0 and returned for no gain,2.850,-0.280
4,4:17,1,10,NWE 20,3,33,Sony Michel up the middle for no gain (tackle by Bud Dupree),0.280,-0.270
4,3:42,2,10,NWE 20,3,33,Sony Michel left end for -5 yards (tackle by Bud Dupree),-0.270,-1.860
4,2:59,3,15,NWE 15,3,33,James White up the middle for 2 yards (tackle by Mark Barron and Cameron Heyward),-1.860,-2.320
4,2:13,4,13,NWE 17,3,33,"Jake Bailey punts 38 yards, fair catch by Ryan Switzer at PIT-45",-2.320,-1.930
4,2:06,1,10,PIT 45,3,33,"Ben Roethlisberger pass complete short left to Jaylen Samuels for 2 yards (tackle by Ja'Whaun Bentley). Penalty on David DeCastro: Unnecessary Roughness, 15 yards",1.930,-0.370
4,2:00,2,23,PIT 32,3,33,Ben Roethlisberger pass complete short left to JuJu Smith-Schuster for 9 yards (tackle by Chase Winovich),-0.370,0.170
4,1:22,3,14,PIT 41,3,33,Ben Roethlisberger pass complete short left to Vance McDonald for 19 yards (tackle by Jason McCourty),0.170,2.920
4,0:49,1,10,NWE 40,3,33,Ben Roethlisberger pass incomplete short right intended for Vance McDonald,2.920,2.370
4,0:46,2,10,NWE 40,3,33,Ben Roethlisberger pass incomplete short left intended for Jaylen Samuels,2.370,1.680
4,0:42,3,10,NWE 40,3,33,Ben Roethlisberger pass complete short left to Diontae Johnson for 8 yards (tackle by Jason McCourty),1.680,1.300
4,0:36,4,2,NWE 32,3,33,Ben Roethlisberger pass complete short right to James Washington for 6 yards (tackle by Jamie Collins),1.300,3.840
4,0:12,1,10,NWE 26,3,33,Ben Roethlisberger pass incomplete short middle intended for Vance McDonald (defended by Devin McCourty),3.840,3.300
4,0:06,,,,,,Timeout #2 by New England Patriots,,
4,0:06,2,10,NWE 26,3,33,Ben Roethlisberger pass complete short left to Vance McDonald for 21 yards (tackle by Jason McCourty and Stephon Gilmore),3.300,2.460
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
