Quarter,Time,Down,ToGo,Location,ARI,LAR,Detail,EPB,EPA
1,3:50,1,10,ARI 25,0,7,Chase Edmonds up the middle for 2 yards (tackle by A'Shawn Robinson and Troy Reeder),,
1,3:20,2,8,ARI 27,0,7,Kyler Murray sacked by Von Miller for -8 yards,,
1,2:39,3,16,ARI 19,0,7,"Kyler Murray pass complete short right to Christian Kirk for no gain. Penalty on Christian Kirk: Illegal Forward Pass, 5 yards (accepted)",,
1,2:20,4,21,ARI 14,0,7,"Andy Lee punts 54 yards, fair catch by Brandon Powell at LA-32",,
1,2:15,1,10,LAR 32,0,7,Cam Akers up the middle for -2 yards (tackle by Corey Peters),,
1,1:30,2,12,LAR 30,0,7,Cam Akers right tackle for 15 yards (tackle by Markus Golden and Byron Murphy),,
1,0:41,,,,,,Timeout #1 by Los Angeles Rams,,
1,0:41,1,10,LAR 45,0,7,Matthew Stafford pass complete short middle to Tyler Higbee for 14 yards (tackle by Jordan Hicks),,
Quarter,Time,Down,ToGo,Location,ARI,LAR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,ARI 41,0,7,Cam Akers right tackle for 5 yards (tackle by Chandler Jones),,
2,14:19,2,5,ARI 36,0,7,Cam Akers up the middle for 3 yards (tackle by Jordan Hicks and Tanner Vallejo),,
2,13:33,,,,,,Timeout #2 by Los Angeles Rams,,
2,13:33,3,2,ARI 33,0,7,Matthew Stafford pass complete deep left to Odell Beckham for 31 yards (tackle by Jalen Thompson),,
2,12:59,1,2,ARI 2,0,7,"Sony Michel up the middle for no gain, touchdown Replay Assistant challenged the runner broke the plane ruling, and the original play was overturned. Sony Michel up the middle for 1 yard (tackle by J.J. Watt and Kevin Peterson)",,
2,12:42,2,1,ARI 1,0,7,Matthew Stafford up the middle for no gain (tackle by Tanner Vallejo and Zach Allen),,
2,12:01,3,1,ARI 1,0,13,"Matthew Stafford up the middle for no gain (tackle by Zach Allen and Markus Golden) LAR challenged the runner broke the plane ruling, and the original play was overturned. Matthew Stafford up the middle for 1 yard, touchdown",,
2,11:58,,,ARI 15,0,14,Matt Gay kicks extra point good,,
2,11:58,,,LAR 35,0,14,"Matt Gay kicks off 65 yards, touchback.",,
2,11:58,1,10,ARI 25,0,14,Kyler Murray sacked by and Aaron Donald for -7 yards and Greg Gaines for -7 yards,,
2,11:19,2,17,ARI 18,0,14,Kyler Murray pass incomplete short right intended for Christian Kirk,,
2,11:14,3,17,ARI 18,0,14,Kyler Murray pass complete short left to Rondale Moore for 6 yards (tackle by Travin Howard),,
2,10:40,4,11,ARI 24,0,14,"Andy Lee punts 37 yards, returned by Brandon Powell for 11 yards (tackle by Antonio Hamilton)",,
2,10:30,1,10,ARI 50,0,14,Matthew Stafford scrambles up the middle for 4 yards (tackle by Tanner Vallejo),,
2,9:43,2,6,ARI 46,0,14,Sony Michel up the middle for 2 yards (tackle by Markus Golden),,
2,9:00,3,4,ARI 44,0,14,Matthew Stafford pass incomplete deep right intended for Cam Akers,,
2,8:55,4,4,ARI 44,0,14,Johnny Hekker punts 43 yards downed by Ben Skowronek,,
2,8:45,1,10,ARI 1,0,14,James Conner up the middle for 3 yards (tackle by Leonard Floyd and Darious Williams),,
2,8:13,2,7,ARI 4,0,14,"Kyler Murray pass complete deep right to A.J. Green for 21 yards. A.J. Green fumbles LAR challenged the pass completion ruling, and the original play was overturned. Kyler Murray pass incomplete deep right intended for A.J. Green (defended by Nick Scott)",,
2,8:07,3,7,ARI 4,0,20,"Kyler Murray pass short right intended for Rondale Moore is intercepted by David Long at ARI-3 and returned for 3 yards, touchdown",,
2,7:59,,,ARI 15,0,21,Matt Gay kicks extra point good,,
2,7:59,,,LAR 35,0,21,"Matt Gay kicks off 67 yards, returned by Rondale Moore for 15 yards (tackle by Antoine Brooks and Jake Funk)",,
2,7:54,1,10,ARI 13,0,21,Kyler Murray pass complete short middle to Zach Ertz for 5 yards (tackle by Terrell Burgess),,
2,7:17,2,5,ARI 18,0,21,James Conner up the middle for 11 yards (tackle by Terrell Burgess),,
2,6:45,1,10,ARI 29,0,21,Kyler Murray pass incomplete deep left intended for Chase Edmonds,,
2,6:38,2,10,ARI 29,0,21,Kyler Murray pass complete short left to Rondale Moore for 11 yards (tackle by David Long),,
2,6:12,1,10,ARI 40,0,21,Chase Edmonds right end for 10 yards (tackle by Jalen Ramsey),,
2,5:35,1,10,ARI 50,0,21,Kyler Murray pass complete short left to Rondale Moore for -2 yards (tackle by Von Miller),,
2,4:53,2,12,ARI 48,0,21,Kyler Murray pass short middle intended for James Conner is intercepted by Marquise Copeland at LA-49 and returned for no gain (tackle by Darrell Daniels),,
2,4:46,1,10,LAR 49,0,21,Matthew Stafford pass incomplete deep left intended for Cooper Kupp,,
2,4:41,2,10,LAR 49,0,21,"Matthew Stafford pass complete short middle to Odell Beckham for no gain (tackle by Marco Wilson). Penalty on Andrew Whitworth: Offensive Holding, 10 yards (accepted) (no play)",,
2,4:08,2,20,LAR 39,0,21,Cam Akers right tackle for -2 yards (tackle by Tanner Vallejo),,
2,3:23,3,22,LAR 37,0,21,Jake Funk left guard for 8 yards (tackle by Chandler Jones and Budda Baker),,
2,2:53,4,14,LAR 45,0,21,"Johnny Hekker punts 45 yards, fair catch by Christian Kirk at ARI-10",,
2,2:46,1,10,ARI 10,0,21,"Penalty on Kelvin Beachum: False Start, 5 yards (accepted) (no play)",,
2,2:46,1,15,ARI 5,0,21,Kyler Murray pass incomplete short right intended for Darrell Daniels,,
2,2:39,2,15,ARI 5,0,21,Kyler Murray pass incomplete short middle intended for Zach Ertz,,
2,2:35,3,15,ARI 5,0,21,Kyler Murray pass complete short left to Rondale Moore for 6 yards (tackle by Von Miller),,
2,2:00,4,9,ARI 11,0,21,"Andy Lee punts 47 yards, fair catch by Brandon Powell at LA-42",,
2,1:53,1,10,LAR 42,0,21,Sony Michel right guard for 8 yards (tackle by Jalen Thompson),,
2,1:30,2,2,LAR 50,0,21,Sony Michel left tackle for -3 yards (tackle by Chandler Jones),,
2,0:46,3,5,LAR 47,0,21,Matthew Stafford pass incomplete short left intended for Tyler Higbee,,
2,0:42,4,5,LAR 47,0,21,"Johnny Hekker punts 40 yards, recovered by Christian Kirk at ARI-13 and returned for 1 yard",,
2,0:35,1,10,ARI 14,0,21,Eno Benjamin up the middle for no gain (tackle by Von Miller),,
Quarter,Time,Down,ToGo,Location,ARI,LAR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ARI 35,0,21,"Matt Prater kicks off 65 yards, touchback.",,
3,15:00,1,10,LAR 25,0,21,Sony Michel left guard for 3 yards (tackle by Jordan Hicks and J.J. Watt),,
3,14:23,2,7,LAR 28,0,21,Sony Michel right tackle for 4 yards (tackle by Jordan Hicks and Jalen Thompson),,
3,13:37,3,3,LAR 32,0,21,Matthew Stafford pass complete short left to Tyler Higbee for 10 yards (tackle by Byron Murphy),,
3,12:51,1,10,LAR 42,0,21,Matthew Stafford pass incomplete short right intended for Cooper Kupp,,
3,12:47,2,10,LAR 42,0,21,Matthew Stafford pass complete short right to Odell Beckham for 2 yards (tackle by Byron Murphy),,
3,12:20,3,8,LAR 44,0,21,"Matthew Stafford pass incomplete deep left intended for Cooper Kupp (defended by Byron Murphy). Penalty on Byron Murphy: Defensive Holding, 5 yards (accepted) (no play)",,
3,12:12,1,10,LAR 49,0,21,Odell Beckham pass complete deep right to Cam Akers for 40 yards (tackle by Jalen Thompson and Jordan Hicks),,
3,11:21,,,,,,Timeout #1 by Los Angeles Rams,,
3,11:21,1,10,ARI 11,0,21,Matthew Stafford pass complete short right to Cooper Kupp for 4 yards (tackle by Kevin Peterson),,
3,10:40,2,6,ARI 7,0,27,"Matthew Stafford pass complete short right to Cooper Kupp for 7 yards, touchdown",,
3,10:36,,,ARI 15,0,28,Matt Gay kicks extra point good,,
3,10:36,,,LAR 35,0,28,"Matt Gay kicks off 65 yards, touchback.",,
3,10:36,1,10,ARI 25,0,28,Chase Edmonds right guard for 2 yards (tackle by Greg Gaines),,
3,9:54,2,8,ARI 27,0,28,Kyler Murray pass complete short right to Rondale Moore for 11 yards (tackle by Von Miller),,
3,9:11,1,10,ARI 38,0,28,Chase Edmonds left tackle for 2 yards (tackle by A'Shawn Robinson and Greg Gaines),,
3,8:37,2,8,ARI 40,0,28,Kyler Murray pass complete short left to Darrell Daniels for no gain (tackle by A'Shawn Robinson),,
3,7:50,3,8,ARI 40,0,28,Chase Edmonds up the middle for 4 yards (tackle by Leonard Floyd),,
3,7:24,4,4,ARI 44,0,28,Kyler Murray scrambles right end for 7 yards (tackle by Jalen Ramsey),,
3,6:48,1,10,LAR 49,0,28,Kyler Murray pass complete short left to Christian Kirk for 7 yards (tackle by Jalen Ramsey),,
3,6:13,2,3,LAR 42,0,28,James Conner right tackle for 3 yards (tackle by Troy Reeder and A'Shawn Robinson),,
3,5:30,1,10,LAR 39,0,28,Chase Edmonds up the middle for 2 yards (tackle by Terrell Burgess),,
3,5:07,2,8,LAR 37,0,28,"Kyler Murray pass complete deep middle to Christian Kirk for 23 yards (tackle by Terrell Burgess). Penalty on Aaron Donald: Unnecessary Roughness / Defense, 7 yards (accepted)",,
3,4:53,1,7,LAR 7,0,28,Kyler Murray pass complete short left to James Conner for 5 yards (tackle by Donte Deayon and Darious Williams),,
3,4:15,2,2,LAR 2,6,28,"James Conner up the middle for 2 yards, touchdown",,
3,4:11,,,LAR 2,8,28,Two Point Attempt: Kyler Murray pass complete to to Antoine Wesley for no gain,,
3,4:11,,,ARI 35,8,28,"Penalty on Kelvin Beachum: Unnecessary Roughness / Offense, 15 yards (accepted) (no play)",,
3,4:11,,,ARI 20,8,28,"Matt Prater kicks off 70 yards, returned by Brandon Powell for 21 yards (tackle by Dennis Gardeck)",,
3,4:07,1,10,LAR 31,8,28,Cam Akers left tackle for 4 yards (tackle by Budda Baker and Tanner Vallejo),,
3,3:25,2,6,LAR 35,8,28,Matthew Stafford pass complete deep right to Van Jefferson for 41 yards (tackle by Marco Wilson and Jalen Thompson),,
3,2:34,1,10,ARI 24,8,28,Cam Akers right guard for 8 yards (tackle by Jalen Thompson and Budda Baker),,
3,1:51,2,2,ARI 16,8,28,"Cam Akers left end for 1 yard (tackle by Budda Baker). Penalty on David Edwards: Offensive Holding, 10 yards (accepted)",,
3,1:25,2,11,ARI 25,8,28,Matthew Stafford scrambles left end for 10 yards (tackle by Zach Allen),,
3,0:43,3,1,ARI 15,8,28,Cam Akers up the middle for -4 yards (tackle by J.J. Watt),,
Quarter,Time,Down,ToGo,Location,ARI,LAR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,5,ARI 19,8,31,Matt Gay 37 yard field goal good,,
4,14:55,,,LAR 35,8,31,"Matt Gay kicks off 65 yards, touchback.",,
4,14:55,1,10,ARI 25,8,31,Kyler Murray pass complete short left to Christian Kirk for 7 yards (tackle by Jalen Ramsey),,
4,14:25,2,3,ARI 32,8,31,Kyler Murray pass complete short right to Zach Ertz for 4 yards (tackle by Darious Williams),,
4,13:45,1,10,ARI 36,8,31,Kyler Murray pass complete short middle to Christian Kirk for 8 yards (tackle by Troy Reeder),,
4,13:24,2,2,ARI 44,8,31,Chase Edmonds up the middle for 4 yards (tackle by A'Shawn Robinson),,
4,12:48,1,10,ARI 48,8,31,Kyler Murray pass complete short left to Eno Benjamin for 13 yards (tackle by Darious Williams),,
4,12:10,1,10,LAR 39,8,31,Kyler Murray pass complete short middle to Zach Ertz for 12 yards (tackle by Nick Scott),,
4,11:29,1,10,LAR 27,8,31,Eno Benjamin up the middle for no gain (tackle by Greg Gaines and A'Shawn Robinson),,
4,10:52,2,10,LAR 27,8,31,Kyler Murray pass incomplete short left intended for Christian Kirk (defended by Travin Howard),,
4,10:48,3,10,LAR 27,8,31,Kyler Murray pass incomplete deep left intended for Antoine Wesley (defended by Donte Deayon),,
4,10:42,4,10,LAR 27,8,31,"Kyler Murray pass complete deep right to Christian Kirk for no gain. Penalty on Rodney Hudson: Offensive Holding, 10 yards (declined) . Penalty on Kelvin Beachum: Offensive Holding, 10 yards (accepted) (no play)",,
4,10:17,4,20,LAR 37,11,31,Matt Prater 55 yard field goal good,,
4,10:13,,,ARI 35,11,31,"Matt Prater kicks off 61 yards, returned by Brandon Powell for 7 yards (tackle by Zaven Collins)",,
4,10:10,1,10,LAR 11,11,31,Cam Akers up the middle for 1 yard (tackle by Rashard Lawrence),,
4,9:27,2,9,LAR 12,11,31,"Matthew Stafford pass complete short left to Cam Akers for no gain (tackle by Jalen Thompson). Penalty on Austin Corbett: Offensive Holding, 6 yards (accepted) (no play)",,
4,8:52,2,15,LAR 6,11,31,Cam Akers left tackle for 7 yards (tackle by Deionte Thompson),,
4,8:06,3,8,LAR 13,11,31,"Penalty on Chandler Jones: Neutral Zone Infraction, 5 yards (accepted) (no play)",,
4,7:51,3,3,LAR 18,11,31,Matthew Stafford pass complete short middle to Cooper Kupp for 29 yards (tackle by Jalen Thompson and Isaiah Simmons),,
4,7:01,1,10,LAR 47,11,31,Cam Akers left tackle for 2 yards (tackle by Jalen Thompson),,
4,6:17,2,8,LAR 49,11,31,Matthew Stafford pass complete short right to Cooper Kupp for 16 yards (tackle by Byron Murphy),,
4,5:25,1,10,ARI 35,11,31,Sony Michel right tackle for 3 yards (tackle by Jalen Thompson),,
4,4:40,2,7,ARI 32,11,31,Sony Michel left tackle for -2 yards (tackle by Tanner Vallejo and Zach Allen),,
4,4:34,,,,,,Timeout #2 by Arizona Cardinals,,
4,4:34,3,9,ARI 34,11,31,Matthew Stafford scrambles left end for 6 yards (tackle by Deionte Thompson),,
4,4:25,,,,,,Timeout #2 by Arizona Cardinals,,
4,4:25,4,3,ARI 28,11,34,Matt Gay 46 yard field goal good,,
4,4:21,,,LAR 35,11,34,"Matt Gay kicks off 65 yards, touchback.",,
4,4:21,1,10,ARI 25,11,34,Kyler Murray pass complete short left to Eno Benjamin for 13 yards (tackle by Darious Williams and Terrell Burgess),,
4,3:50,1,10,ARI 38,11,34,Kyler Murray pass incomplete deep middle intended for Christian Kirk (defended by Travin Howard),,
4,3:45,2,10,ARI 38,11,34,Kyler Murray pass incomplete short right intended for A.J. Green,,
4,3:38,3,10,ARI 38,11,34,"Penalty on Kelvin Beachum: False Start, 5 yards (accepted) (no play)",,
4,3:38,3,15,ARI 33,11,34,Kyler Murray pass complete short right to Christian Kirk for 6 yards (tackle by Donte Deayon),,
4,3:09,4,9,ARI 39,11,34,Kyler Murray pass incomplete deep left intended for Antoine Wesley,,
4,3:04,1,10,ARI 39,11,34,Sony Michel up the middle for 3 yards (tackle by Chandler Jones),,
4,2:21,2,7,ARI 36,11,34,Sony Michel left tackle for 3 yards (tackle by Corey Peters and Leki Fotu),,
4,2:00,3,4,ARI 33,11,34,Jake Funk right tackle for -3 yards (tackle by Chandler Jones),,
4,1:13,4,7,ARI 36,11,34,"Penalty on LAR: Delay of Game, 5 yards (declined) (no play)",,
4,1:13,4,7,ARI 36,11,34,Johnny Hekker punts 27 yards downed by Jake Gervase,,
4,1:05,1,10,ARI 9,11,34,Eno Benjamin up the middle for 3 yards (tackle by Michael Hoecht and Travin Howard),,
4,0:35,2,7,ARI 12,11,34,Eno Benjamin right tackle for 5 yards (tackle by Michael Hoecht),,
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
