Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Phillip Lindsay,DEN,19,157,2,7,132,6.9,25,1.3,0,
Royce Freeman,DEN,12,48,0,1,13,1.1,35,2.9,1,12.0
Case Keenum,DEN,2,9,0,1,9,4.5,0,0.0,0,
Devontae Booker,DEN,1,4,0,0,3,3.0,1,1.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Joe Mixon,CIN,12,82,0,5,39,3.3,43,3.6,0,
Giovani Bernard,CIN,5,14,0,0,7,1.4,7,1.4,0,
Jeff Driskel,CIN,3,3,0,0,-1,-0.3,4,1.3,0,
Alex Erickson,CIN,1,0,0,,-1,-1.0,1,1.0,0,
John Ross,CIN,1,2,0,0,2,2.0,0,0.0,0,
Mark Walton,CIN,1,10,0,1,7,7.0,3,3.0,0,
