Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST
Player,Pos,Num,Pct,Num,Pct,Num,Pct
Trey Hopkins,G,68,100%,0,0%,2,7%
Bobby Hart,T,68,100%,0,0%,2,7%
Billy Price,C,68,100%,0,0%,2,7%
Clint Boling,G,68,100%,0,0%,2,7%
Alex Redmond,G,68,100%,0,0%,2,7%
Jeff Driskel,QB,68,100%,0,0%,0,0%
C.J. Uzomah,TE,67,99%,0,0%,2,7%
Tyler Boyd,WR,66,97%,0,0%,0,0%
John Ross,WR,60,88%,0,0%,0,0%
Joe Mixon,RB,39,57%,0,0%,0,0%
Cody Core,WR,35,51%,0,0%,19,68%
Giovani Bernard,RB,28,41%,0,0%,0,0%
A.J. Green,WR,17,25%,0,0%,0,0%
Matt Lengel,TE,15,22%,0,0%,7,25%
Jordan Franks,TE,7,10%,0,0%,19,68%
Alex Erickson,WR,5,7%,0,0%,13,46%
Mark Walton,RB,1,1%,0,0%,14,50%
Jessie Bates III,FS,0,0%,59,100%,0,0%
Shawn Williams,SS,0,0%,58,98%,10,36%
William Jackson III,CB,0,0%,58,98%,0,0%
Nick Vigil,LB,0,0%,57,97%,2,7%
Dre Kirkpatrick,CB,0,0%,57,97%,0,0%
Geno Atkins,DT,0,0%,45,76%,2,7%
Andrew Billings,NT,0,0%,44,75%,6,21%
Carlos Dunlap,DE,0,0%,43,73%,7,25%
Vontaze Burfict,LB,0,0%,38,64%,1,4%
Darqueze Dennard,CB,0,0%,36,61%,11,39%
Michael Johnson,DE,0,0%,36,61%,6,21%
Sam Hubbard,DE,0,0%,26,44%,15,54%
Jordan Evans,LB,0,0%,25,42%,19,68%
Hardy Nickerson,LB,0,0%,21,36%,20,71%
Jordan Willis,DE,0,0%,21,36%,4,14%
Christian Ringo,DT,0,0%,14,24%,0,0%
Niles Scott,NT,0,0%,6,10%,1,4%
Brandon Wilson,FS,0,0%,2,3%,17,61%
Darius Phillips,CB,0,0%,2,3%,3,11%
Clayton Fejedelem,SS,0,0%,1,2%,24,86%
Vincent Rey,LB,0,0%,0,0%,20,71%
Malik Jefferson,LB,0,0%,0,0%,19,68%
KeiVarae Russell,CB,0,0%,0,0%,11,39%
Clark Harris,LS,0,0%,0,0%,9,32%
Kevin Huber,P,0,0%,0,0%,9,32%
Randy Bullock,K,0,0%,0,0%,5,18%
Christian Westerman,G,0,0%,0,0%,2,7%
