#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,12:43,TAM 41,3,0:51,2,Punt
2,1,9:55,TAM 47,5,2:34,53,Touchdown
3,1,5:48,TAM 17,7,3:49,47,Punt
4,2,12:14,TAM 24,2,0:54,11,Fumble
5,2,10:33,TAM 30,6,2:29,58,Interception
6,2,6:03,TAM 30,1,0:18,15,Interception
7,2,3:37,TAM 2,2,0:47,0,Interception
8,2,2:50,TAM 22,6,1:35,75,Field Goal
9,2,0:06,TAM 25,1,0:06,-1,End of Half
10,3,15:00,TAM 25,14,7:53,65,Field Goal
11,3,1:06,TAM 37,12,5:00,63,Touchdown
12,4,8:40,TAM 8,9,2:57,92,Touchdown
13,4,3:02,TAM 20,3,0:26,0,Punt
