Quarter,Time,Down,ToGo,Location,IND,ARI,Detail,EPB,EPA
1,9:57,2,10,IND 20,0,7,Trent Richardson left tackle for 2 yards (tackle by Dan Williams),-0.270,-0.690
1,9:18,3,8,IND 22,0,7,Andrew Luck up the middle for 3 yards (tackle by Karlos Dansby),-0.690,-1.700
1,8:41,4,5,IND 25,0,7,"Pat McAfee punts 41 yards, returned by Patrick Peterson for no gain. Penalty on Jaron Brown: Illegal Block Above the Waist, 10 yards",-1.700,-0.540
1,8:30,1,10,ARI 24,0,7,Carson Palmer pass complete short right to Rashard Mendenhall for 24 yards (tackle by Antoine Bethea),0.540,2.130
1,7:54,1,10,ARI 48,0,7,"Carson Palmer pass incomplete deep middle intended for Andre Ellington. Penalty on Pat Angerer: Defensive Pass Interference, 24 yards (no play)",2.130,3.710
1,7:48,1,10,IND 28,0,7,Stepfan Taylor up the middle for 3 yards (tackle by Josh Chapman),3.710,3.570
1,7:15,2,7,IND 25,0,7,Andre Ellington up the middle for 13 yards (tackle by Jerrell Freeman and Pat Angerer),3.570,4.780
1,6:32,1,10,IND 12,0,7,Patrick Peterson left end for 2 yards (tackle by Darius Butler),4.780,4.450
1,5:52,2,8,IND 10,0,7,Carson Palmer pass incomplete short right intended for Larry Fitzgerald,4.450,3.480
1,5:47,3,8,IND 10,0,7,Carson Palmer pass incomplete short middle intended for Andre Roberts,3.480,2.760
1,5:43,4,8,IND 10,0,7,"Jay Feely 28 yard field goal no good, blocked by Sergio Brown",2.760,-0.280
1,5:38,1,10,IND 20,0,7,Andrew Luck pass complete short left to Coby Fleener for 16 yards (tackle by Karlos Dansby),0.280,1.330
1,4:55,1,10,IND 36,0,7,Andrew Luck pass complete short right to Justice Cunningham for 4 yards (tackle by Matt Shaughnessy),1.330,1.330
1,4:18,2,6,IND 40,0,7,Trent Richardson up the middle for 8 yards (tackle by Tyrann Mathieu),1.330,2.130
1,3:40,1,10,IND 48,0,7,"Andrew Luck pass incomplete short middle intended for Coby Fleener. Penalty on Karlos Dansby: Defensive Holding, 5 yards (no play)",2.130,2.460
1,3:34,1,10,ARI 47,0,7,Trent Richardson up the middle for 1 yard (tackle by Calais Campbell),2.460,2.050
1,3:03,2,9,ARI 46,0,7,Andrew Luck pass complete short middle to T.Y. Hilton for 12 yards (tackle by Tyrann Mathieu),2.050,3.310
1,2:22,1,10,ARI 34,0,7,"Andrew Luck pass incomplete deep right intended for T.Y. Hilton. Penalty on Patrick Peterson: Defensive Pass Interference, 24 yards (no play)",3.310,4.910
1,2:16,1,10,ARI 10,0,7,Trent Richardson up the middle for 1 yard (tackle by Karlos Dansby),4.910,4.380
1,1:34,2,9,ARI 9,0,7,Andrew Luck pass incomplete short left intended for Darrius Heyward-Bey,4.380,3.360
1,1:29,3,9,ARI 9,0,7,Andrew Luck pass incomplete short left intended for Darrius Heyward-Bey,3.360,2.830
1,1:19,4,9,ARI 9,3,7,Adam Vinatieri 27 yard field goal good,2.830,3.000
1,1:19,,,IND 35,3,7,"Pat McAfee kicks off 65 yards, touchback",0.000,-0.280
1,1:15,1,10,ARI 20,3,7,Rashard Mendenhall up the middle for 8 yards (tackle by LaRon Landry),0.280,0.810
1,0:38,2,2,ARI 28,3,7,Rashard Mendenhall right end for 13 yards (tackle by Kelvin Sheppard),0.810,1.660
Quarter,Time,Down,ToGo,Location,IND,ARI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,ARI 41,3,7,Larry Fitzgerald left end for 4 yards (tackle by Jerrell Freeman),1.660,1.660
2,14:21,2,6,ARI 45,3,7,Carson Palmer pass complete deep right to Michael Floyd for 29 yards (tackle by Vontae Davis),1.660,1.660
2,13:35,2,6,ARI 45,3,7,Timeout #1 by Arizona Cardinals,1.660,3.840
2,13:35,1,10,IND 26,3,13,"Carson Palmer pass complete deep right to Larry Fitzgerald for 26 yards, touchdown",3.840,7.000
2,13:35,,,IND 2,3,14,Jay Feely kicks extra point good,0.000,0.000
2,13:35,,,ARI 35,3,14,"Jay Feely kicks off 69 yards, touchback",0.000,-0.280
2,13:29,1,10,IND 20,3,14,Donald Brown up the middle for no gain (tackle by Darnell Dockett),0.280,-0.270
2,12:52,2,10,IND 20,3,14,Andrew Luck pass incomplete deep right intended for T.Y. Hilton,-0.270,-0.960
2,12:45,3,10,IND 20,3,14,Andrew Luck pass incomplete short left intended for Coby Fleener (defended by Tyrann Mathieu),-0.960,-2.030
2,12:40,4,10,IND 20,3,14,"Pat McAfee punts 38 yards. Penalty on Antoine Cason: Offensive Holding, 10 yards",-2.030,-1.070
2,12:30,1,10,ARI 32,3,14,"Penalty on Bradley Sowell: False Start, 5 yards (no play)",1.070,0.740
2,12:30,1,15,ARI 27,3,14,Andre Ellington right tackle for 4 yards (tackle by Jerrell Freeman),0.740,0.390
2,11:54,2,11,ARI 31,3,14,Carson Palmer pass complete short right to Rob Housler for 6 yards (tackle by Donald Brown),0.390,0.500
2,11:23,3,5,ARI 37,3,14,"Carson Palmer pass complete short left to Andre Roberts for 8 yards. Penalty on Darius Butler: Personal Foul, 15 yards",0.500,2.920
2,11:23,1,10,IND 40,3,14,Rashard Mendenhall up the middle for 4 yards (tackle by Ricky Jean-Francois),2.920,2.910
2,10:20,2,6,IND 36,3,14,Carson Palmer pass complete short right to Michael Floyd for 11 yards (tackle by Cassius Vaughn),2.910,3.910
2,9:36,1,10,IND 25,3,14,Carson Palmer pass incomplete short left intended for Larry Fitzgerald,3.910,3.360
2,9:32,2,10,IND 25,3,14,Carson Palmer pass complete short left to Andre Roberts for 3 yards (tackle by Vontae Davis),3.360,3.070
2,8:54,3,7,IND 22,3,14,"Carson Palmer sacked by Robert Mathis for -8 yards. Carson Palmer fumbles (forced by Robert Mathis), recovered by Daryn Colledge at IND-30",3.070,1.410
2,8:19,4,15,IND 30,3,17,Jay Feely 48 yard field goal good,1.410,3.000
2,8:19,,,ARI 35,3,17,"Jay Feely kicks off 73 yards, touchback",0.000,-0.280
2,8:15,1,10,IND 20,3,17,Andrew Luck pass incomplete,0.280,-0.270
2,8:07,2,10,IND 20,3,23,"Andrew Luck pass incomplete short middle intended for Coby Fleener is intercepted by Karlos Dansby at IND-22 and returned for 22 yards, touchdown",-0.270,-7.000
2,7:58,,,IND 2,3,24,Jay Feely kicks extra point good,0.000,0.000
2,7:58,,,ARI 35,3,24,"Jay Feely kicks off 70 yards, returned by David Reed for 21 yards (tackle by Jaron Brown)",0.000,0.140
2,7:54,1,10,IND 16,3,24,Andrew Luck pass complete short right to T.Y. Hilton for 5 yards (tackle by Patrick Peterson),-0.140,0.150
2,7:37,2,5,IND 21,3,24,Donald Brown up the middle for 1 yard (tackle by Karlos Dansby and Yeremiah Bell),0.150,-0.570
2,7:00,3,4,IND 22,3,24,Andrew Luck pass incomplete deep left intended for Darrius Heyward-Bey,-0.570,-1.900
2,6:54,4,4,IND 22,3,24,"Pat McAfee punts 45 yards, fair catch by Patrick Peterson",-1.900,-1.140
2,6:47,1,10,ARI 33,3,24,Rashard Mendenhall up the middle for no gain (tackle by Bjoern Werner),1.140,0.590
2,6:13,2,10,ARI 33,3,24,Carson Palmer pass complete short right to Michael Floyd for 13 yards (tackle by Cassius Vaughn),0.590,1.990
2,5:27,1,10,ARI 46,3,24,Carson Palmer sacked by Ricky Jean-Francois for -8 yards,1.990,0.370
2,4:49,2,18,ARI 38,3,24,Andre Ellington for 17 yards (tackle by Antoine Bethea),0.370,1.950
2,4:10,3,1,IND 45,3,24,Andre Ellington left tackle for -2 yards (tackle by Robert Mathis),1.950,0.130
2,3:38,4,3,IND 47,3,24,"Dave Zastudil punts 35 yards, fair catch by LaVon Brazill",0.130,0.350
2,3:31,1,10,IND 12,3,24,Andrew Luck pass complete short middle to Samson Satele for no gain,-0.350,-0.780
2,2:43,2,10,IND 12,3,24,Andrew Luck pass incomplete short middle intended for Coby Fleener (defended by Jerraud Powers),-0.780,-1.420
2,2:36,3,10,IND 12,3,24,Andrew Luck pass complete short middle to T.Y. Hilton for 5 yards (tackle by Darnell Dockett),-1.420,-2.320
2,2:00,4,5,IND 17,3,24,"Pat McAfee punts 45 yards, returned by Patrick Peterson for 11 yards (tackle by Jalil Brown)",-2.320,-2.190
2,1:49,1,10,ARI 49,3,24,Larry Fitzgerald pass incomplete,2.190,1.650
2,1:41,2,10,ARI 49,3,24,Carson Palmer pass complete short right to Patrick Peterson for -4 yards (tackle by Cassius Vaughn and Antoine Bethea),1.650,0.430
2,1:00,3,14,ARI 45,3,24,Carson Palmer pass complete deep middle to Larry Fitzgerald for 16 yards (tackle by Antoine Bethea and LaRon Landry),0.430,0.430
2,0:52,3,14,ARI 45,3,24,Timeout #2 by Arizona Cardinals,0.430,2.980
2,0:52,1,10,IND 39,3,24,Carson Palmer pass complete short left to Alfonso Smith for 6 yards (tackle by Pat Angerer),2.980,3.250
2,0:34,2,4,IND 33,3,24,Carson Palmer pass incomplete short middle intended for Larry Fitzgerald (defended by Antoine Bethea),3.250,2.540
2,0:29,3,4,IND 33,3,24,Carson Palmer pass complete short middle to Stepfan Taylor for 1 yard (tackle by Cory Redding),2.540,2.540
2,0:03,3,4,IND 33,3,24,Timeout #3 by Arizona Cardinals,2.540,1.290
2,0:03,4,3,IND 32,3,27,Jay Feely 50 yard field goal good,1.290,3.000
Quarter,Time,Down,ToGo,Location,IND,ARI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ARI 35,3,27,"Jay Feely kicks off 71 yards, returned by David Reed for 30 yards (tackle by Javier Arenas)",0.000,-0.540
3,14:53,1,10,IND 24,3,27,Andrew Luck pass complete short left to T.Y. Hilton for 5 yards (tackle by Patrick Peterson),0.540,0.670
3,14:29,2,5,IND 29,3,27,Andrew Luck pass complete short left to Trent Richardson for 3 yards (tackle by Karlos Dansby),0.670,0.670
3,13:57,2,5,IND 29,3,27,Timeout #1 by Arizona Cardinals,0.670,0.370
3,13:57,3,2,IND 32,3,27,Andrew Luck pass complete short right to Coby Fleener for 10 yards (tackle by Matt Shaughnessy),0.370,1.730
3,13:31,1,10,IND 42,3,27,Andrew Luck pass complete short left to Darrius Heyward-Bey for 8 yards (tackle by Jerraud Powers),1.730,2.270
3,12:55,2,2,,3,27,Andrew Luck sacked by Darnell Dockett and Calais Campbell for -4 yards,2.270,2.270
3,12:20,2,2,,3,27,Timeout #1 by Indianapolis Colts,2.270,1.030
3,12:20,3,6,IND 46,3,27,Andrew Luck pass complete short right to LaVon Brazill for 14 yards (tackle by Rashad Johnson),1.030,2.920
3,11:51,1,10,ARI 40,3,27,Andrew Luck pass complete short left to Darrius Heyward-Bey for 4 yards (tackle by Patrick Peterson),2.920,2.910
3,11:24,2,6,ARI 36,3,27,Andrew Luck pass incomplete deep right intended for David Reed,2.910,2.210
3,11:18,3,6,ARI 36,3,27,Andrew Luck pass incomplete short right intended for David Reed (defended by Jerraud Powers),2.210,0.880
3,11:14,4,6,ARI 36,3,27,Andrew Luck pass incomplete short left intended for LaVon Brazill (defended by Tyrann Mathieu),0.880,-1.330
3,11:08,1,10,ARI 36,3,27,Rashard Mendenhall up the middle for 2 yards (tackle by Ricky Jean-Francois),1.330,1.060
3,10:33,2,8,ARI 38,3,27,Andre Ellington left tackle for no gain (tackle by Pat Angerer),1.060,0.370
3,9:55,3,8,ARI 38,3,27,Carson Palmer pass complete deep middle to Jaron Brown for 16 yards (tackle by Antoine Bethea),0.370,2.520
3,9:23,1,10,IND 46,3,27,Rashard Mendenhall up the middle for 1 yard (tackle by Robert Mathis and Kelvin Sheppard),2.520,2.110
3,8:45,2,9,IND 45,3,27,Andre Ellington up the middle for -5 yards (tackle by Jerrell Freeman),2.110,0.760
3,8:04,3,14,,3,27,Carson Palmer pass complete short right to Michael Floyd for 14 yards (tackle by Cassius Vaughn),0.760,3.180
3,7:35,1,10,IND 36,3,27,Rashard Mendenhall up the middle for 2 yards (tackle by Josh Chapman),3.180,2.910
3,6:54,2,8,IND 34,3,27,Carson Palmer pass complete short left to Michael Floyd for 9 yards (tackle by Vontae Davis),2.910,3.910
3,6:18,1,10,IND 25,3,27,Carson Palmer pass incomplete deep right intended for Larry Fitzgerald,3.910,3.360
3,6:11,2,10,IND 25,3,27,Carson Palmer pass incomplete short middle intended for Jim Dray,3.360,2.680
3,6:07,3,10,IND 25,3,27,"Carson Palmer pass incomplete deep left intended for Larry Fitzgerald. Penalty on Vontae Davis: Defensive Pass Interference, 20 yards (no play)",2.680,6.060
3,6:02,1,5,IND 5,3,33,"Rashard Mendenhall right tackle for 5 yards, touchdown",6.060,7.000
3,6:02,,,IND 2,3,34,Jay Feely kicks extra point good,0.000,0.000
3,6:02,,,ARI 35,3,34,"Jay Feely kicks off 69 yards, returned by David Reed for 35 yards (tackle by Jay Feely)",0.000,-1.000
3,5:51,1,10,IND 31,3,34,Andrew Luck pass incomplete deep middle intended for Weslye Saunders (defended by Rashad Johnson),1.000,0.460
3,5:45,2,10,IND 31,3,34,Andrew Luck pass complete short right to Donald Brown for -2 yards (tackle by Darnell Dockett and Daryl Washington),0.460,-0.490
3,5:02,3,12,IND 29,3,34,Andrew Luck pass incomplete short left intended for Coby Fleener,-0.490,-1.440
3,4:57,4,12,IND 29,3,34,"Pat McAfee punts 54 yards, returned by Patrick Peterson for 12 yards (tackle by Andy Studebaker)",-1.440,-0.870
3,4:44,1,10,ARI 29,3,34,Rashard Mendenhall up the middle for -2 yards (tackle by Ricardo Mathews and Kelvin Sheppard),0.870,0.060
3,4:04,2,12,ARI 27,3,34,Carson Palmer pass complete deep left to Michael Floyd for 19 yards (tackle by Antoine Bethea),0.060,1.990
3,3:17,1,10,ARI 46,3,34,Rashard Mendenhall right tackle for 2 yards (tackle by Cassius Vaughn),1.990,1.720
3,2:34,2,8,ARI 48,3,34,Andre Ellington up the middle for 4 yards (tackle by Pat Angerer),1.720,1.550
3,1:51,3,4,IND 48,3,34,Carson Palmer pass complete short left to Andre Ellington for 13 yards (tackle by Jerrell Freeman),1.550,3.250
3,1:20,1,10,IND 35,3,34,Carson Palmer pass incomplete deep left intended for Larry Fitzgerald,3.250,2.700
3,1:13,2,10,IND 35,3,34,"Andre Ellington up the middle for no gain (tackle by Pat Angerer and Ricky Jean-Francois). Penalty on Daryn Colledge: Offensive Holding, 10 yards (no play)",2.700,1.350
3,0:44,2,20,IND 45,3,34,Carson Palmer pass incomplete short right intended for Andre Roberts,1.350,0.700
3,0:38,3,20,IND 45,3,34,Carson Palmer sacked by Ricky Jean-Francois for -8 yards,0.700,-0.260
Quarter,Time,Down,ToGo,Location,IND,ARI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,28,ARI 47,3,34,Dave Zastudil punts 37 yards,-0.260,0.140
4,14:48,1,10,IND 16,3,34,Trent Richardson up the middle for -3 yards (tackle by Yeremiah Bell and Frostee Rucker),-0.140,-0.990
4,14:02,2,13,IND 13,3,34,"Andrew Luck pass incomplete deep right intended for Weslye Saunders. Penalty on Matt Shaughnessy: Defensive Offside, 5 yards (no play)",-0.990,-0.350
4,13:53,2,8,IND 18,3,34,Andrew Luck pass complete short middle to LaVon Brazill for 12 yards (tackle by Rashad Johnson),-0.350,0.940
4,13:29,1,10,IND 30,3,34,Andrew Luck pass complete short middle to T.Y. Hilton for 11 yards (tackle by Tyrann Mathieu),0.940,1.660
4,13:04,1,10,IND 41,3,34,Trent Richardson up the middle for 6 yards (tackle by Calais Campbell),1.660,1.930
4,12:36,2,4,IND 47,3,34,Andrew Luck pass complete short right to Trent Richardson for 8 yards (tackle by Rashad Johnson),1.930,1.930
4,12:09,2,4,IND 47,3,34,Timeout #2 by Arizona Cardinals,1.930,2.590
4,12:09,1,10,ARI 45,3,34,"Andrew Luck pass complete short left to David Reed for no gain. Penalty on Anthony Castonzo: Offensive Holding, 10 yards (no play)",2.590,1.930
4,11:46,1,20,IND 45,3,34,Andrew Luck pass incomplete short left intended for T.Y. Hilton,1.930,0.690
4,11:42,2,20,IND 45,3,34,Andrew Luck pass complete short left to Darrius Heyward-Bey for 10 yards,0.690,1.360
4,11:15,3,10,ARI 45,3,34,Andrew Luck for 28 yards (tackle by Jerraud Powers),1.360,4.440
4,10:41,1,10,ARI 17,3,34,Andrew Luck pass incomplete deep right intended for T.Y. Hilton,4.440,3.850
4,10:36,2,10,ARI 17,3,34,Andrew Luck pass incomplete short left intended for Donald Brown,3.850,3.070
4,10:31,3,10,ARI 17,9,34,"Andrew Luck pass complete deep middle to Coby Fleener for 17 yards, touchdown",3.070,7.000
4,10:31,,,,11,34,"Two Point Attempt: Andrew Luck pass complete to Darrius Heyward-Bey, conversion succeeds",0.000,1.000
4,10:31,,,IND 35,11,34,"Pat McAfee kicks onside 9 yards, recovered by Michael Floyd. Penalty on LaVon Brazill: Illegal Touch Kick, 5 yards",0.000,-2.980
4,10:26,1,10,IND 39,11,34,Rashard Mendenhall right end for 1 yard (tackle by Kelvin Sheppard and Aubrayo Franklin),2.980,2.580
4,9:45,2,9,IND 38,11,34,Carson Palmer pass incomplete short left intended for Rashard Mendenhall (defended by Ricky Jean-Francois),2.580,1.880
4,9:41,3,9,IND 38,11,34,Carson Palmer pass complete deep left to Andre Roberts for 32 yards (tackle by Jalil Brown),1.880,5.830
4,9:07,1,6,IND 6,11,34,"Rashard Mendenhall right end for 6 yards. Penalty on Jim Dray: Offensive Holding, 10 yards (no play)",5.830,4.310
4,9:00,1,16,IND 16,11,34,Carson Palmer pass complete short right to Larry Fitzgerald for 3 yards (tackle by Jalil Brown),4.310,3.720
4,8:15,2,13,IND 13,11,34,Carson Palmer pass complete short right to Rob Housler for 10 yards (tackle by Cassius Vaughn),3.720,4.720
4,7:28,3,3,IND 3,11,34,Carson Palmer pass incomplete short left intended for Larry Fitzgerald,4.720,3.040
4,7:23,4,3,IND 3,11,37,Jay Feely 21 yard field goal good,3.040,3.000
4,7:23,,,ARI 35,11,37,"Jay Feely kicks off 72 yards, touchback",0.000,-0.280
4,7:20,1,10,IND 20,11,37,Andrew Luck pass complete short middle to Coby Fleener for 12 yards (tackle by Tyrann Mathieu),0.280,1.070
4,6:55,1,10,IND 32,11,37,Andrew Luck pass incomplete short left intended for Weslye Saunders,1.070,0.530
4,6:47,2,10,IND 32,11,37,Andrew Luck pass complete short left to LaVon Brazill for 9 yards (tackle by Jerraud Powers),0.530,1.030
4,6:07,3,1,IND 41,11,37,Andrew Luck pass incomplete deep left intended for LaVon Brazill (defended by Jerraud Powers),1.030,-0.650
4,6:02,4,1,IND 41,11,37,Trent Richardson up the middle for no gain (tackle by Frostee Rucker),-0.650,-2.920
4,5:57,1,10,IND 40,11,37,Stepfan Taylor up the middle for no gain (tackle by Kelvin Sheppard),2.920,2.370
4,5:22,2,10,IND 40,11,37,Carson Palmer pass complete short left to Larry Fitzgerald for 3 yards (tackle by Darius Butler),2.370,2.080
4,4:40,3,7,IND 37,11,37,"Carson Palmer pass complete short middle to Andre Ellington for 8 yards (tackle by Jerrell Freeman). Penalty on LaRon Landry: Roughing the Passer, 15 yards",2.080,4.650
4,4:33,1,10,IND 14,11,37,Stepfan Taylor left tackle for 3 yards (tackle by LaRon Landry),4.650,4.520
4,3:49,2,7,IND 11,11,37,Stepfan Taylor up the middle for 3 yards (tackle by Jerrell Freeman),4.520,4.280
4,3:06,3,4,IND 8,11,37,Stepfan Taylor up the middle for 1 yard (tackle by Cory Redding and Jerrell Freeman),4.280,2.990
4,2:22,4,3,IND 7,11,40,Jay Feely 25 yard field goal good,2.990,3.000
4,2:22,,,ARI 35,11,40,"Jay Feely kicks off 71 yards, returned by David Reed for 29 yards (tackle by Alfonso Smith)",0.000,-0.480
4,2:12,1,10,IND 23,11,40,Dan Herron up the middle for 22 yards (tackle by Yeremiah Bell),0.480,1.930
4,2:00,1,10,IND 45,11,40,Dan Herron up the middle for 4 yards (tackle by Dan Williams),1.930,1.920
4,1:22,2,6,IND 49,11,40,Dan Herron up the middle for 5 yards (tackle by Calais Campbell and Yeremiah Bell),1.920,1.880
4,0:45,3,1,ARI 46,11,40,Dan Herron up the middle for 2 yards (tackle by Daryl Washington),1.880,2.390
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
