Quarter,Time,Down,ToGo,Location,TEN,CLE,Detail,EPB,EPA
1,6:33,1,10,TEN 11,0,13,"Isaiah Crowell right guard for 11 yards, touchdown",4.840,7.000
1,6:33,,,TEN 11,0,14,Travis Coons kicks extra point good,0.000,0.000
1,6:33,,,CLE 35,0,14,"Travis Coons kicks off 65 yards, touchback",0.000,-0.280
1,6:26,1,10,TEN 20,0,14,Bishop Sankey left guard for 2 yards (tackle by Karlos Dansby and Armonty Bryant),0.280,0.000
1,5:47,2,8,TEN 22,0,14,Marcus Mariota pass complete short left to Anthony Fasano for 13 yards (tackle by Donte Whitner),0.000,1.270
1,5:18,1,10,TEN 35,0,14,"Marcus Mariota pass incomplete short middle intended for Dexter McCluster. Penalty on Harry Douglas: Unnecessary Roughness, 15 yards (no play)",1.270,0.280
1,5:17,1,25,TEN 20,0,14,Marcus Mariota left end for 2 yards (tackle by Joe Haden and Craig Robertson),0.280,-1.030
1,4:35,2,23,TEN 22,0,14,Marcus Mariota pass complete short right to Dexter McCluster for 8 yards (tackle by Armonty Bryant),-1.030,-1.030
1,3:52,2,23,TEN 22,0,14,Timeout #1 by Tennessee Titans,-1.030,-0.630
1,3:52,3,15,TEN 30,0,14,"Marcus Mariota pass incomplete short right intended for Chase Coffman. Penalty on Chase Coffman: Unnecessary Roughness, 15 yards",-0.630,-2.440
1,3:44,4,30,TEN 15,0,14,"Brett Kern punts 48 yards, returned by Travis Benjamin for 25 yards (tackle by Marqueston Huff). Penalty on Marlon Moore: Offensive Holding, 10 yards",-2.440,-2.390
1,3:33,1,10,TEN 48,0,14,Johnny Manziel right end for 2 yards (tackle by Al Woods),2.390,2.120
1,2:44,2,8,TEN 46,0,14,Duke Johnson left tackle for 1 yard (tackle by Al Woods and Brian Orakpo),2.120,1.550
1,2:04,3,7,TEN 45,0,14,Johnny Manziel pass incomplete short right intended for Brian Hartline (defended by Blidi Wreh-Wilson),1.550,0.270
1,2:00,4,7,TEN 45,0,14,"Andy Lee punts 35 yards, fair catch by Dexter McCluster",0.270,0.370
1,1:56,1,10,TEN 11,0,14,Dexter McCluster right tackle for 44 yards (tackle by Tashaun Gipson),-0.370,2.590
1,1:23,1,10,CLE 45,0,14,Bishop Sankey right tackle for 3 yards (tackle by Craig Robertson),2.590,2.450
1,0:46,2,7,CLE 42,0,14,Dexter McCluster right tackle for 4 yards (tackle by Donte Whitner),2.450,2.280
1,0:09,3,3,CLE 38,0,14,"Marcus Mariota sacked by John Hughes and Paul Kruger for -4 yards. Marcus Mariota fumbles (forced by John Hughes), recovered by Christian Kirksey at CLE-42 (tackle by Chance Warmack). Christian Kirksey fumbles (forced by John Hughes), recovered by Christian Kirksey at CLE-42 (tackle by Chance Warmack)",2.280,-1.730
Quarter,Time,Down,ToGo,Location,TEN,CLE,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,CLE 42,0,14,Johnny Manziel pass complete short left to Taylor Gabriel for -3 yards (tackle by Zach Brown),1.730,0.780
2,14:26,2,13,CLE 39,0,14,Johnny Manziel pass incomplete deep middle intended for Andrew Hawkins (defended by Perrish Cox),0.780,0.100
2,14:19,3,13,CLE 39,0,14,Johnny Manziel pass incomplete short left intended for Brian Hartline,0.100,-0.780
2,14:12,4,13,CLE 39,0,14,"Andy Lee punts 61 yards, touchback",-0.780,-0.280
2,14:06,1,10,TEN 20,0,14,Bishop Sankey left tackle for 3 yards (tackle by Tramon Williams and Armonty Bryant),0.280,0.140
2,13:22,2,7,TEN 23,0,14,Marcus Mariota pass incomplete short middle intended for Chase Coffman,0.140,-0.560
2,13:18,3,7,TEN 23,0,14,Marcus Mariota pass complete short left to Chase Coffman for 13 yards (tackle by Donte Whitner),-0.560,1.330
2,12:43,1,10,TEN 36,0,14,Terrance West right guard for 4 yards (tackle by Jamie Meder and Karlos Dansby),1.330,1.330
2,12:01,1,10,TEN 36,0,14,Timeout #2 by Tennessee Titans,1.330,1.330
2,12:01,2,6,TEN 40,0,14,Marcus Mariota pass incomplete deep left intended for Anthony Fasano,1.330,0.630
2,12:01,3,6,TEN 40,0,14,"Penalty on Marcus Mariota: Delay of Game, 5 yards (no play)",0.630,-0.030
2,11:56,3,11,TEN 35,0,14,Marcus Mariota pass incomplete deep middle intended for Harry Douglas (defended by Joe Haden),-0.030,-1.040
2,11:50,4,11,TEN 35,0,14,"Brett Kern punts 51 yards, returned by Travis Benjamin for 16 yards (tackle by Wesley Woodyard)",-1.040,-0.940
2,11:35,1,10,CLE 30,0,14,Duke Johnson right guard for 20 yards (tackle by Michael Griffin and Coty Sensabaugh),0.940,2.260
2,10:52,1,10,,0,14,Duke Johnson right tackle for 2 yards (tackle by Zach Brown and Avery Williamson),2.260,1.980
2,10:14,2,8,TEN 48,0,14,Isaiah Crowell left guard for 8 yards (tackle by Michael Griffin and Zach Brown),1.980,2.920
2,9:35,1,10,TEN 40,0,14,Johnny Manziel pass complete short right to Andrew Hawkins for 9 yards (tackle by Coty Sensabaugh),2.920,3.590
2,9:04,2,1,TEN 31,0,14,Isaiah Crowell left guard for 3 yards (tackle by DaQuan Jones),3.590,3.710
2,8:27,1,10,TEN 28,0,14,Duke Johnson left guard for 2 yards (tackle by Zach Brown),3.710,3.440
2,7:53,2,8,TEN 26,0,14,Duke Johnson right guard for 7 yards (tackle by Ropati Pitoitua and Avery Williamson),3.440,3.720
2,7:14,3,1,TEN 19,0,14,Isaiah Crowell left guard for no gain (tackle by Brian Orakpo),3.720,2.340
2,6:44,4,1,TEN 19,0,14,Johnny Manziel middle for no gain (tackle by Avery Williamson),2.340,-0.150
2,6:39,1,10,TEN 19,0,14,Dexter McCluster right tackle for 17 yards (tackle by Craig Robertson),0.150,1.330
2,5:57,1,10,TEN 36,0,14,Marcus Mariota pass complete short middle to Kendall Wright for 10 yards (tackle by Donte Whitner and Tashaun Gipson),1.330,1.990
2,5:18,1,10,TEN 46,0,14,Marcus Mariota sacked by Armonty Bryant for -7 yards,1.990,0.510
2,4:32,2,17,TEN 39,0,14,"Penalty on Marcus Mariota: Delay of Game, 5 yards (no play)",0.510,-0.170
2,4:16,2,22,TEN 34,0,14,Marcus Mariota pass complete short left to Dexter McCluster for -5 yards (tackle by Christian Kirksey),-0.170,-1.480
2,3:31,3,27,TEN 29,0,14,Marcus Mariota pass complete short middle to Dexter McCluster for 13 yards (tackle by Christian Kirksey),-1.480,-0.590
2,2:54,4,14,TEN 42,0,14,"Brett Kern punts 52 yards, returned by Travis Benjamin for 9 yards (tackle by Beau Brinkley). Penalty on Blidi Wreh-Wilson: Player Out of Bounds on Punt, 15 yards",-0.590,-1.400
2,2:46,1,10,CLE 37,0,14,Isaiah Crowell right tackle for 4 yards (tackle by Al Woods),1.400,1.400
2,2:00,2,6,CLE 41,0,14,Johnny Manziel pass incomplete short left intended for Malcolm Johnson,1.400,0.700
2,1:55,3,6,CLE 41,0,14,Johnny Manziel pass incomplete short right intended for Travis Benjamin,0.700,-0.650
2,1:51,4,6,CLE 41,0,14,"Andy Lee punts 46 yards, returned by Dexter McCluster for 19 yards (tackle by Johnson Bademosi). Penalty on Phillip Supernaw: Illegal Block Above the Waist, 10 yards",-0.650,0.060
2,1:39,1,10,TEN 17,0,14,Marcus Mariota pass complete short left to Harry Douglas for 9 yards,-0.060,0.750
2,1:22,2,1,TEN 26,0,14,Marcus Mariota pass incomplete short left intended for Harry Douglas (defended by Tramon Williams),0.750,-0.120
2,1:16,3,1,TEN 26,0,14,Marcus Mariota pass incomplete short middle intended for Kendall Wright,-0.120,-1.630
2,1:12,4,1,TEN 26,0,20,"Brett Kern punts 52 yards, returned by Travis Benjamin for 78 yards, touchdown",-1.630,-7.000
2,0:53,,,TEN 26,0,21,Travis Coons kicks extra point good,0.000,0.000
2,0:53,,,CLE 35,0,21,"Travis Coons kicks off 65 yards, touchback",0.000,-0.280
2,0:52,1,10,TEN 20,0,21,Marcus Mariota sacked by Jamie Meder for -6 yards,0.280,-1.180
2,0:06,2,16,TEN 14,0,21,Harry Douglas left end for -6 yards (tackle by K'Waun Williams). Penalty on K'Waun Williams: Face Mask (15 Yards) (Declined),-1.180,-2.820
Quarter,Time,Down,ToGo,Location,TEN,CLE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TEN 35,0,21,"Ryan Succop kicks off 65 yards, touchback",0.000,-0.280
3,15:00,1,10,CLE 20,0,21,Isaiah Crowell right guard for 9 yards (tackle by Zach Brown),0.280,0.950
3,14:22,2,1,CLE 29,0,21,"Duke Johnson left guard for -1 yards (tackle by Jurrell Casey and Da'Norris Searcy). Penalty on Joel Bitonio: Offensive Holding, 10 yards (no play)",0.950,-0.460
3,14:04,2,11,CLE 19,0,21,Duke Johnson left tackle for -1 yards (tackle by Al Woods),-0.460,-1.330
3,13:23,3,12,CLE 18,0,21,Johnny Manziel pass complete short right to Andrew Hawkins for 16 yards (tackle by Avery Williamson),-1.330,1.200
3,12:44,1,10,CLE 34,0,21,Duke Johnson left guard for 5 yards (tackle by Derrick Morgan),1.200,1.330
3,12:07,2,5,CLE 39,0,21,Duke Johnson left guard for -2 yards (tackle by Brian Orakpo),1.330,0.370
3,11:22,3,7,CLE 37,0,21,Johnny Manziel pass incomplete short right intended for Brian Hartline,0.370,-0.910
3,11:21,4,7,CLE 37,0,21,"Andy Lee punts 58 yards, returned by Dexter McCluster for 5 yards (tackle by Shaun Draughn)",-0.910,0.380
3,11:10,1,10,TEN 10,0,21,Dexter McCluster right tackle for 3 yards (tackle by Craig Robertson),-0.380,-0.560
3,10:34,2,7,TEN 13,0,21,Bishop Sankey left guard for no gain (tackle by Tashaun Gipson),-0.560,-1.070
3,9:51,3,7,TEN 13,0,21,Marcus Mariota pass complete short left to Anthony Fasano for 33 yards (tackle by Barkevious Mingo),-1.070,1.990
3,9:17,1,10,TEN 46,0,21,Bishop Sankey right guard for 4 yards (tackle by Donte Whitner and Craig Robertson),1.990,1.990
3,8:37,2,6,,0,21,Marcus Mariota sacked by John Hughes for -6 yards,1.990,1.990
3,7:56,2,6,,0,21,Timeout #1 by Cleveland Browns,1.990,0.500
3,7:56,3,12,TEN 44,0,21,Marcus Mariota sacked by Armonty Bryant and Donte Whitner for -3 yards,0.500,-0.650
3,7:15,4,15,TEN 41,0,21,"Brett Kern punts 40 yards, returned by Travis Benjamin for 12 yards (tackle by Blidi Wreh-Wilson)",-0.650,-1.000
3,7:11,1,10,CLE 31,0,21,Duke Johnson right guard for no gain (tackle by Derrick Morgan and Da'Norris Searcy),1.000,0.460
3,6:36,2,10,CLE 31,0,21,Johnny Manziel pass incomplete deep middle intended for Dwayne Bowe,0.460,-0.230
3,6:32,3,10,CLE 31,0,21,"Johnny Manziel sacked by Wesley Woodyard for -8 yards. Johnny Manziel fumbles (forced by Wesley Woodyard), recovered by Mitchell Schwartz at CLE-21",-0.230,-1.960
3,5:48,4,20,CLE 21,0,21,"Andy Lee punts 62 yards, returned by Dexter McCluster for 16 yards (tackle by Charley Hughlett)",-1.960,-1.140
3,5:45,1,10,TEN 33,0,21,Dexter McCluster left guard for 6 yards (tackle by John Hughes and Barkevious Mingo),1.140,1.400
3,5:13,2,4,TEN 39,0,21,Dexter McCluster left guard for 3 yards (tackle by Karlos Dansby and Tashaun Gipson),1.400,1.090
3,4:38,3,1,TEN 42,0,21,Jalston Fowler left guard for 3 yards (tackle by Danny Shelton),1.090,1.930
3,3:59,1,10,TEN 45,0,21,Bishop Sankey left guard for 5 yards (tackle by Karlos Dansby),1.930,2.060
3,3:26,2,5,,0,21,Dexter McCluster left end for 10 yards (tackle by Joe Haden),2.060,2.920
3,2:57,1,10,CLE 40,0,21,Terrance West left guard for 2 yards (tackle by Danny Shelton),2.920,2.640
3,2:29,2,8,CLE 38,0,21,Marcus Mariota pass complete short right to Jalston Fowler for 19 yards (tackle by Joe Haden),2.640,4.310
3,1:42,1,10,CLE 19,6,21,"Marcus Mariota pass complete deep right to Anthony Fasano for 19 yards, touchdown",4.310,7.000
3,1:42,,,CLE 19,7,21,Ryan Succop kicks extra point good,0.000,0.000
3,1:42,,,TEN 35,7,21,"Ryan Succop kicks off 71 yards, returned by Shaun Draughn for 31 yards (tackle by Michael Griffin)",0.000,-0.610
3,1:29,1,10,CLE 25,7,21,Isaiah Crowell right end for 8 yards (tackle by Zach Brown),0.610,1.140
3,0:58,2,2,CLE 33,7,21,Isaiah Crowell right tackle for -3 yards (tackle by Al Woods),1.140,0.040
3,0:14,3,5,CLE 30,7,21,"Johnny Manziel sacked by Derrick Morgan for -5 yards. Johnny Manziel fumbles (forced by Derrick Morgan), recovered by Duke Johnson at CLE-26",0.040,-1.630
Quarter,Time,Down,ToGo,Location,TEN,CLE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,9,CLE 26,7,21,"Andy Lee punts 57 yards, returned by Dexter McCluster for 6 yards (tackle by Johnson Bademosi)",-1.630,-0.480
4,14:49,1,10,TEN 23,7,21,Dexter McCluster left tackle for 1 yard (tackle by Donte Whitner and Joe Haden),0.480,0.070
4,14:10,2,9,TEN 24,7,21,Bishop Sankey right tackle for 6 yards (tackle by Karlos Dansby),0.070,0.170
4,13:27,3,3,TEN 30,7,21,Marcus Mariota left end for 5 yards (tackle by Tashaun Gipson),0.170,1.270
4,12:55,1,10,TEN 35,7,21,Marcus Mariota pass complete short middle to Anthony Fasano for 11 yards (tackle by Tashaun Gipson and Karlos Dansby),1.270,1.990
4,12:17,1,10,TEN 46,7,21,Bishop Sankey right end for 8 yards (tackle by Tramon Williams),1.990,2.530
4,11:37,2,2,CLE 46,7,21,Bishop Sankey right guard for 1 yard (tackle by Jamie Meder and Danny Shelton),2.530,1.950
4,10:48,3,1,CLE 45,7,21,Marcus Mariota pass complete short right to Craig Stevens for 13 yards (tackle by Donte Whitner),1.950,3.450
4,10:13,1,10,CLE 32,7,21,Dexter McCluster right tackle for 6 yards (tackle by Karlos Dansby),3.450,3.710
4,9:30,2,4,CLE 26,7,21,Marcus Mariota pass complete short middle to Kendall Wright for 7 yards (tackle by Joe Haden),3.710,4.310
4,8:45,1,10,CLE 19,7,21,Marcus Mariota pass complete short right to Chase Coffman for 2 yards (tackle by Craig Robertson),4.310,4.030
4,8:01,2,8,CLE 17,7,21,Marcus Mariota pass incomplete short right intended for Bishop Sankey (defended by Craig Robertson),4.030,3.260
4,8:01,3,8,CLE 17,7,21,"Penalty on Chase Coffman: False Start, 5 yards (no play)",3.260,2.680
4,7:54,3,13,CLE 22,7,21,"Marcus Mariota pass incomplete deep left intended for Kendall Wright is intercepted by Jordan Poyer at CLE--1 and returned for 8 yards. Penalty on Desmond Bryant: Illegal Use of Hands, 5 yards (no play)",2.680,4.440
4,7:44,1,10,CLE 17,7,21,Marcus Mariota pass incomplete short left intended for Bishop Sankey (defended by Karlos Dansby),4.440,3.850
4,7:34,2,10,CLE 17,7,21,Bishop Sankey right guard for 4 yards (tackle by Barkevious Mingo),3.850,3.680
4,6:51,3,6,CLE 13,7,21,Marcus Mariota pass incomplete short left intended for Harry Douglas,3.680,2.590
4,6:48,4,6,CLE 13,13,21,"Marcus Mariota pass complete short middle to Dorial Green-Beckham for 13 yards, touchdown",2.590,7.000
4,6:48,,,CLE 13,14,21,Ryan Succop kicks extra point good,0.000,0.000
4,6:48,,,TEN 35,14,21,"Ryan Succop kicks off 65 yards, touchback",0.000,-0.280
4,6:42,1,10,CLE 20,14,21,Isaiah Crowell right guard for 15 yards (tackle by Coty Sensabaugh),0.280,1.270
4,5:57,1,10,CLE 35,14,21,Isaiah Crowell left tackle for 6 yards (tackle by Da'Norris Searcy),1.270,1.530
4,5:13,2,4,CLE 41,14,21,Duke Johnson left guard for 3 yards (tackle by Perrish Cox),1.530,1.220
4,4:30,3,1,CLE 44,14,21,Duke Johnson left guard for 2 yards (tackle by Zach Brown),1.220,1.990
4,3:47,1,10,CLE 46,14,21,Isaiah Crowell right guard for 2 yards (tackle by Derrick Morgan),1.990,1.720
4,3:07,2,8,CLE 48,14,21,Isaiah Crowell left guard for 2 yards (tackle by Michael Griffin),1.720,1.720
4,3:02,2,8,CLE 48,14,21,Timeout #1 by Tennessee Titans,1.720,1.290
4,3:01,3,6,,14,27,"Johnny Manziel pass complete deep left to Travis Benjamin for 50 yards, touchdown",1.290,7.000
4,3:01,,,TEN 50,14,28,Travis Coons kicks extra point good,0.000,0.000
4,3:01,,,CLE 35,14,28,"Travis Coons kicks off 65 yards, touchback",0.000,-0.280
4,2:52,1,10,TEN 20,14,28,Marcus Mariota pass incomplete deep right intended for Harry Douglas,0.280,-0.270
4,2:46,2,10,TEN 20,14,28,Marcus Mariota pass complete short left to Justin Hunter for 20 yards (tackle by Tramon Williams),-0.270,1.600
4,2:25,1,10,TEN 40,14,28,Marcus Mariota pass incomplete short right intended for Harry Douglas,1.600,1.050
4,2:21,2,10,TEN 40,14,28,Marcus Mariota pass incomplete deep right intended for Kendall Wright,1.050,0.370
4,2:15,3,10,TEN 40,14,28,Marcus Mariota pass complete short middle to Justin Hunter for 14 yards (tackle by Joe Haden),0.370,2.520
,,,,,,,"CLE challenged the pass completion ruling, and the play was upheld.",,
4,2:00,1,10,CLE 46,14,28,Marcus Mariota pass incomplete deep left intended for Harry Douglas,2.520,1.980
4,1:55,2,10,CLE 46,14,28,Marcus Mariota pass complete short middle to Chase Coffman for 11 yards (tackle by Karlos Dansby),1.980,3.250
4,1:37,1,10,CLE 35,14,28,"Marcus Mariota sacked by K'Waun Williams for -8 yards. Marcus Mariota fumbles (forced by K'Waun Williams), recovered by Dexter McCluster at CLE-43",3.250,3.250
4,1:31,1,10,CLE 35,14,28,Timeout #2 by Tennessee Titans,3.250,1.620
4,1:30,2,18,CLE 43,14,28,Marcus Mariota pass complete short middle to Chase Coffman for 16 yards (tackle by Tashaun Gipson),1.620,3.070
4,1:07,3,2,CLE 27,14,28,Marcus Mariota pass incomplete deep left intended for Harry Douglas,3.070,1.800
4,1:04,4,2,CLE 27,14,28,Marcus Mariota pass complete short left to Anthony Fasano for 8 yards (tackle by Tramon Williams),1.800,4.310
4,0:46,1,10,CLE 19,14,28,"Marcus Mariota sacked by Armonty Bryant for -7 yards. Marcus Mariota fumbles (forced by Armonty Bryant), recovered by Randy Starks at CLE-23 (tackle by Taylor Lewan)",4.310,-0.480
4,0:40,1,10,CLE 23,14,28,Johnny Manziel kneels for -1 yards,0.480,-0.200
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
