Quarter,Time,Tm,Detail,DEN,OAK
1.0,9:59,Broncos,Eddie Royal 26 yard pass from Jay Cutler (Matt Prater kick),7,0
2.0,9:55,Broncos,Matt Prater 26 yard field goal,10,0
,4:21,Broncos,Michael Pittman 3 yard rush (Matt Prater kick),17,0
3.0,8:23,Broncos,Darrell Jackson 48 yard pass from Jay Cutler (Matt Prater kick),24,0
,3:17,Broncos,Matt Prater 43 yard field goal,27,0
4.0,13:08,Raiders,Ashley Lelie 8 yard pass from JaMarcus Russell (Sebastian Janikowski kick),27,7
,10:08,Broncos,Selvin Young 5 yard rush (Matt Prater kick),34,7
,4:35,Broncos,Michael Pittman 1 yard rush (Matt Prater kick),41,7
,1:34,Raiders,Ronald Curry 4 yard pass from JaMarcus Russell (Sebastian Janikowski kick),41,14
