Quarter,Time,Down,ToGo,Location,DEN,OAK,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Broncos won the coin toss, Broncos to receive the opening kickoff.",,
1,15:00,,,OAK 30,0,0,"Sebastian Janikowski kicks off 63 yards, returned by Andre Hall for 17 yards (tackle by Jon Alston)",0.000,0.540
1,14:55,1,10,DEN 24,0,0,Eddie Royal left end for 2 yards (tackle by Nnamdi Asomugha),0.540,0.270
1,14:16,2,8,DEN 26,0,0,Jay Cutler pass complete short right to Eddie Royal for 16 yards (tackle by DeAngelo Hall),0.270,1.730
1,13:36,1,10,DEN 42,0,0,Selvin Young left tackle for 7 yards (tackle by Jay Richardson),1.730,2.130
1,13:01,2,3,DEN 49,0,0,Eddie Royal right end for 7 yards (tackle by Gibril Wilson),2.130,2.650
1,12:24,1,10,OAK 44,0,0,Jay Cutler pass incomplete short right intended for Nate Jackson,2.650,2.110
1,12:18,2,10,OAK 44,0,0,Selvin Young left end for 1 yard (tackle by Thomas Howard and Jay Richardson),2.110,1.550
1,11:35,3,9,OAK 43,0,0,Jay Cutler pass complete short right to Brandon Stokley for 13 yards (tackle by Stanford Routt),1.550,3.580
1,10:49,1,10,OAK 30,0,0,Andre Hall up the middle for 4 yards (tackle by Gibril Wilson),3.580,3.570
1,10:10,,,,0,0,Timeout #1 by Denver Broncos,0.000,3.570
1,10:10,2,6,OAK 26,0,0,Jay Cutler pass incomplete short right intended for Eddie Royal,3.570,2.870
1,10:06,3,6,OAK 26,6,0,"Jay Cutler pass complete deep right to Eddie Royal for 26 yards, touchdown",2.870,7.000
1,,,,OAK 2,7,0,Matt Prater kicks extra point good,0.000,0.000
1,,,,DEN 30,,,"Matt Prater kicks off 63 yards, returned by Johnnie Lee Higgins for 58 yards (tackle by Champ Bailey)",,
1,9:50,1,10,DEN 35,7,0,Darren McFadden left tackle for 8 yards (tackle by Nate Webster and Jamie Winborn),3.250,3.780
1,9:13,2,2,DEN 27,7,0,Justin Fargas right tackle for 1 yard (tackle by Jamie Winborn),3.780,3.200
1,8:33,3,1,DEN 26,7,0,Justin Fargas left tackle for 7 yards (tackle by Marlon McCree),3.200,4.310
1,7:52,1,10,DEN 19,7,0,Justin Fargas right end for 6 yards (tackle by Nate Webster),4.310,4.720
1,7:07,2,4,DEN 13,7,0,Justin Fargas right tackle for 1 yard,4.720,4.190
1,6:26,3,3,DEN 12,7,0,Justin Fargas left end for 2 yards (tackle by Marlon McCree),4.190,2.910
1,6:08,4,1,DEN 10,7,0,JaMarcus Russell up the middle for 2 yards,2.910,5.370
1,5:19,1,8,DEN 8,7,0,Darren McFadden up the middle for 1 yard (tackle by Jamie Winborn and Nate Webster),5.370,4.760
1,4:37,2,7,DEN 7,7,0,JaMarcus Russell pass incomplete short right intended for Zach Miller (defended by Marquand Manuel),4.760,3.810
1,4:32,3,7,DEN 7,7,0,"JaMarcus Russell sacked for -7 yards. JaMarcus Russell fumbles, recovered by Ebenezer Ekuban at DEN-17 (tackle by JaMarcus Russell)",3.810,0.060
1,4:25,1,10,DEN 17,7,0,Andre Hall left tackle for 6 yards (tackle by Kirk Morrison and Gibril Wilson),-0.060,0.350
1,3:44,2,4,DEN 23,7,0,Andre Hall up the middle for 6 yards (tackle by DeAngelo Hall and Gibril Wilson),0.350,0.870
1,3:05,1,10,DEN 29,7,0,Jay Cutler pass complete short left to Eddie Royal for 7 yards (tackle by Ricky Brown),0.870,1.270
1,2:20,2,3,DEN 36,7,0,Jay Cutler pass complete short right to Nate Jackson for 2 yards (tackle by Thomas Howard),1.270,0.830
1,1:38,3,1,DEN 38,7,0,Michael Pittman left tackle for no gain (tackle by Kirk Morrison and Jay Richardson),0.830,-0.850
,,,,,,,"OAK challenged the first down ruling, and the original play was overturned.",,
1,1:31,4,1,DEN 38,7,0,"Penalty on Jay Cutler: Delay of Game, 5 yards (no play)",-0.850,-1.180
1,0:20,4,6,DEN 33,7,0,"Brett Kern punts 42 yards, returned by Johnnie Lee Higgins for 20 yards (tackle by Spencer Larsen). Penalty on Chris Johnson: Illegal Block Above the Waist, 10 yards",-1.180,0.060
1,0:09,1,10,OAK 17,7,0,Justin Fargas left tackle for 1 yard (tackle by John Engelberger),-0.060,-0.420
Quarter,Time,Down,ToGo,Location,DEN,OAK,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,9,OAK 18,7,0,JaMarcus Russell pass complete short middle to Darren McFadden for 11 yards (tackle by John Engelberger),-0.420,0.870
2,14:21,1,10,OAK 29,7,0,Justin Fargas left tackle for 3 yards (tackle by John Engelberger),0.870,0.000
2,,,,,7,0,Darren McFadden for no gain,0.000,0.730
2,13:38,2,7,OAK 32,7,0,Justin Fargas up the middle for 6 yards (tackle by Marcus Thomas and D.J. Williams),0.730,0.830
2,12:55,3,1,OAK 38,7,0,JaMarcus Russell pass incomplete deep right intended for Ronald Curry,0.830,-0.850
2,12:50,4,1,OAK 38,7,0,"Shane Lechler punts 62 yards, touchback",-0.850,-0.280
2,12:38,1,10,DEN 20,7,0,Jay Cutler pass complete short right to Peyton Hillis for 4 yards (tackle by Ricky Brown),0.280,0.270
2,11:57,2,6,DEN 24,7,0,Jay Cutler pass complete deep middle to Tony Scheffler for 72 yards (tackle by Gibril Wilson),0.270,6.280
2,11:01,,,,7,0,Timeout #2 by Denver Broncos,0.000,6.280
2,11:01,1,4,OAK 4,7,0,"Jay Cutler pass complete short middle to Eddie Royal for 4 yards. Penalty on Eddie Royal: Illegal Formation, 5 yards (no play)",6.280,5.140
2,10:54,1,9,OAK 9,7,0,Jay Cutler pass incomplete short middle intended for Tony Scheffler,5.140,4.380
2,10:46,2,9,OAK 9,7,0,Michael Pittman left tackle for 1 yard (tackle by Tommy Kelly),4.380,3.580
2,10:02,3,8,OAK 8,7,0,Jay Cutler pass incomplete short left intended for Brandon Stokley,3.580,2.950
2,9:58,4,8,OAK 8,10,0,Matt Prater 26 yard field goal good,2.950,3.000
2,,,,DEN 30,10,0,"Matt Prater kicks off 74 yards, touchback",0.000,0.280
2,9:55,1,10,OAK 20,10,0,JaMarcus Russell sacked by D.J. Williams for -9 yards,0.280,-1.440
2,9:22,2,19,OAK 11,10,0,JaMarcus Russell pass complete short right to Ashley Lelie for 7 yards (tackle by Nate Webster),-1.440,-1.330
2,9:22,3,12,OAK 18,10,0,"Penalty on JaMarcus Russell: Delay of Game, 5 yards (no play)",-1.330,-2.190
2,8:22,3,17,OAK 13,10,0,Darren McFadden up the middle for 10 yards (tackle by Hamza Abdullah),-2.190,-1.830
2,7:45,4,7,OAK 23,10,0,"Shane Lechler punts 45 yards, returned by Eddie Royal for 11 yards (tackle by Jon Alston)",-1.830,-1.800
2,7:33,1,10,DEN 43,10,0,Selvin Young right end for 3 yards (tackle by Gerard Warren),1.800,1.660
2,6:52,2,7,DEN 46,10,0,Jay Cutler pass complete short left to Eddie Royal for 6 yards (tackle by Nnamdi Asomugha),1.660,1.750
2,6:23,3,1,OAK 48,10,0,"Jay Cutler pass complete short right to Eddie Royal for 11 yards (tackle by DeAngelo Hall). Penalty on DeAngelo Hall: Unnecessary Roughness, 15 yards",1.750,4.110
2,6:18,1,10,OAK 22,10,0,Andre Hall left end for -1 yards (tackle by Gibril Wilson and Derrick Burgess),4.110,3.430
2,5:26,2,11,OAK 23,10,0,"Jay Cutler pass complete short right to Eddie Royal for 15 yards (tackle by DeAngelo Hall). Penalty on DeAngelo Hall: Unnecessary Roughness, 4 yards",3.430,6.280
2,4:58,1,4,OAK 4,10,0,Michael Pittman right tackle for 1 yard (tackle by Kirk Morrison),6.280,5.530
2,4:21,2,3,OAK 3,16,0,"Michael Pittman up the middle for 3 yards, touchdown",5.530,7.000
2,,,,OAK 2,17,0,Matt Prater kicks extra point good,0.000,0.000
2,,,,DEN 30,17,0,"Matt Prater kicks off 73 yards, returned by Johnnie Lee Higgins for 20 yards (tackle by Peyton Hillis)",0.000,-0.060
2,4:17,1,10,OAK 17,17,0,JaMarcus Russell pass incomplete deep right intended for Ronald Curry,-0.060,-0.580
2,4:09,2,10,OAK 17,17,0,JaMarcus Russell pass complete deep middle to Chaz Schilens for 19 yards (tackle by Marquand Manuel),-0.580,1.330
2,3:30,1,10,OAK 36,17,0,Justin Fargas left end for 13 yards (tackle by Marlon McCree),1.330,2.190
2,2:43,1,10,OAK 49,17,0,"Justin Fargas for no gain. Justin Fargas fumbles, recovered by Johnnie Lee Higgins at OAK-37",2.190,-0.380
2,2:14,,,,17,0,Timeout #1 by Oakland Raiders,0.000,-0.380
2,2:14,2,25,OAK 34,17,0,JaMarcus Russell pass complete short left to Chaz Schilens for 10 yards (tackle by Dre' Bly),-0.380,0.300
2,2:00,3,15,OAK 44,17,0,JaMarcus Russell sacked by Kenny Peterson for -4 yards,0.300,-0.720
2,1:54,,,,17,0,Timeout #3 by Denver Broncos,0.000,-0.720
2,1:54,4,19,OAK 40,17,0,"Shane Lechler punts 60 yards, touchback",-0.720,-0.280
2,1:44,1,10,DEN 20,17,0,Jay Cutler pass incomplete short left intended for Brandon Stokley,0.280,-0.270
2,1:38,2,10,DEN 20,17,0,Jay Cutler pass complete short right to Eddie Royal for 18 yards (tackle by DeAngelo Hall),-0.270,1.470
2,1:08,1,10,DEN 38,17,0,"Penalty on Darrell Jackson: Illegal Formation, 5 yards (no play)",1.470,1.140
2,1:04,1,15,DEN 33,17,0,Jay Cutler pass complete short right to Brandon Stokley for 12 yards (tackle by DeAngelo Hall),1.140,1.870
2,0:43,2,3,DEN 45,17,0,Jay Cutler pass incomplete short right intended for Eddie Royal,1.870,1.160
2,0:42,3,3,DEN 45,17,0,Jay Cutler left end for 1 yard (tackle by Nnamdi Asomugha),1.160,-0.320
2,0:33,,,,17,0,Timeout #2 by Oakland Raiders,0.000,-0.320
2,0:33,4,2,DEN 46,17,0,Brett Kern punts 38 yards,-0.320,0.060
2,0:26,1,10,OAK 17,17,0,JaMarcus Russell pass complete short left to Justin Fargas for no gain,-0.060,-0.580
2,0:19,2,10,OAK 17,17,0,"Penalty on Cornell Green: False Start, 5 yards (no play)",-0.580,-1.250
Quarter,Time,Down,ToGo,Location,DEN,OAK,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DEN 30,17,0,"Matt Prater kicks off 70 yards, touchback",0.000,0.280
