#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,14:01,PHI 39,5,3:39,9,Punt
2,1,7:11,PHI 8,3,1:28,4,Punt
3,1,3:00,PHI 20,9,3:54,50,Fumble
4,2,12:28,PHI 8,3,1:32,9,Interception
5,2,9:16,PHI 44,3,1:03,-4,Punt
6,2,5:27,PHI 10,3,0:57,2,Punt
7,2,3:00,PHI 35,1,0:22,0,Interception
8,2,1:49,,0,0:12,0,Touchdown
9,2,0:17,PHI 43,3,0:17,13,End of Half
10,3,15:00,PHI 23,6,2:58,27,Punt
11,3,7:45,PHI 20,3,1:44,-8,Safety
12,3,2:28,PHI 15,2,0:11,0,Interception
13,4,14:52,PHI 34,3,1:46,-4,Punt
14,4,11:30,PHI 30,9,4:06,69,Interception
15,4,7:24,PHI 28,4,1:13,8,Downs
16,4,3:10,PHI 31,7,1:17,8,Downs
