Quarter,Time,Down,ToGo,Location,BAL,DEN,Detail,EPB,EPA
1,9:49,,,BAL 35,14,7,"Justin Tucker kicks off 70 yards, returned by Trindon Holliday for 31 yards (tackle by Josh Bynes)",0.000,0.670
1,9:42,1,10,DEN 26,14,7,Knowshon Moreno right tackle for -1 yards (tackle by Paul Kruger),0.670,-0.010
1,9:18,2,11,DEN 25,14,7,"Peyton Manning pass complete short left to Joel Dreessen for 8 yards (tackle by Corey Graham). Penalty on DEN: Ineligible Downfield Pass, 5 yards (no play)",-0.010,-0.680
1,8:55,2,16,DEN 20,14,7,Peyton Manning pass complete short left to Joel Dreessen for 9 yards (tackle by Terrell Suggs),-0.680,-0.160
1,8:24,3,7,DEN 29,14,7,Peyton Manning pass complete short right to Jacob Tamme for 21 yards (tackle by Cary Williams),-0.160,2.260
1,7:41,1,10,,14,7,Knowshon Moreno up the middle for 1 yard (tackle by Dannell Ellerbe),2.260,1.850
1,7:15,2,9,BAL 49,14,7,Peyton Manning pass complete short left to Eric Decker for 13 yards (tackle by Cary Williams),1.850,3.180
1,6:44,1,10,BAL 36,14,7,Peyton Manning pass incomplete deep left intended for Demaryius Thomas,3.180,2.640
1,6:38,2,10,BAL 36,14,7,"Peyton Manning pass complete short left to Ronnie Hillman for 5 yards (tackle by Courtney Upshaw). Penalty on Terrence Cody: Illegal Use of Hands, 5 yards (no play)",2.640,3.510
1,6:21,1,10,BAL 31,14,7,Knowshon Moreno up the middle for 3 yards (tackle by Ray Lewis),3.510,3.370
1,5:41,2,7,BAL 28,14,7,Peyton Manning pass complete short left to Demaryius Thomas for 11 yards (tackle by Cary Williams),3.370,4.440
1,4:58,1,10,BAL 17,14,7,Peyton Manning pass incomplete short left intended for Demaryius Thomas (defended by Bernard Pollard),4.440,3.850
1,4:51,2,10,BAL 17,14,7,Knowshon Moreno up the middle for 2 yards (tackle by Haloti Ngata),3.850,3.340
1,4:09,3,8,BAL 15,14,13,"Peyton Manning pass complete short left to Brandon Stokley for 15 yards, touchdown",3.340,7.000
1,4:09,,,BAL 2,14,14,Matt Prater kicks extra point good,0.000,0.000
1,4:02,,,DEN 35,14,14,"Matt Prater kicks off 72 yards, returned by Jacoby Jones for 24 yards (tackle by Jacob Hester)",0.000,-0.060
1,3:58,1,10,BAL 17,14,14,Ray Rice left end for 1 yard (tackle by Wesley Woodyard),-0.060,-0.420
1,3:28,2,9,BAL 18,14,14,Joe Flacco pass complete short right to Ed Dickson for 10 yards (tackle by Von Miller),-0.420,0.810
1,2:45,1,10,BAL 28,14,14,Torrey Smith right end for no gain (tackle by Wesley Woodyard),0.810,0.260
1,2:12,2,10,BAL 28,14,14,"Joe Flacco pass complete short left to Ray Rice for no gain. Penalty on Elvis Dumervil: Defensive Offside, 5 yards (no play)",0.260,0.940
1,1:53,2,5,BAL 33,14,14,Joe Flacco pass complete short middle to Dennis Pitta for 16 yards (tackle by Rahim Moore),0.940,2.190
1,1:17,1,10,BAL 49,14,14,Ray Rice left guard for 3 yards (tackle by Mitch Unrein),2.190,2.050
1,0:36,2,7,DEN 48,14,14,Joe Flacco pass complete short right to Ed Dickson for 5 yards (tackle by Rahim Moore and Mitch Unrein),2.050,2.010
Quarter,Time,Down,ToGo,Location,BAL,DEN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,2,DEN 43,14,14,Joe Flacco pass incomplete deep right intended for Torrey Smith (defended by Champ Bailey),2.010,0.400
2,14:53,4,2,DEN 43,14,14,Sam Koch punts 36 yards,0.400,0.380
2,14:40,1,10,DEN 7,14,14,"Knowshon Moreno right guard for 8 yards (tackle by Ray Lewis). Penalty on Dannell Ellerbe: Face Mask (15 Yards), 15 yards",-0.380,0.940
2,14:32,1,10,DEN 30,14,14,"Knowshon Moreno right guard for 4 yards (tackle by Ray Lewis and Paul Kruger). Penalty on Chris Kuper: Offensive Holding, 10 yards (no play)",0.940,0.280
2,14:11,1,20,DEN 20,14,14,Peyton Manning pass complete short middle to Brandon Stokley for 3 yards (tackle by Ray Lewis),0.280,-0.550
2,13:40,2,17,DEN 23,14,14,Peyton Manning pass complete short left to Joel Dreessen for 7 yards (tackle by Paul Kruger),-0.550,-0.300
2,13:04,3,10,DEN 30,14,14,Peyton Manning pass incomplete short right intended for Brandon Stokley (defended by Corey Graham),-0.300,-1.370
2,12:58,4,10,DEN 30,14,14,"Britton Colquitt punts 59 yards, returned by Tandon Doss for 8 yards (tackle by Omar Bolden)",-1.370,-0.150
2,12:47,1,10,BAL 19,14,14,Joe Flacco pass complete short left to Ed Dickson for 14 yards (tackle by Mike Adams),0.150,1.140
2,12:04,1,10,BAL 33,14,14,Bernard Pierce up the middle for 2 yards (tackle by Wesley Woodyard),1.140,0.860
2,11:26,2,8,BAL 35,14,14,Joe Flacco pass incomplete deep middle intended for Torrey Smith,0.860,0.170
2,11:20,3,8,BAL 35,14,14,Joe Flacco pass incomplete short right intended for Jacoby Jones,0.170,-1.040
2,11:12,4,8,BAL 35,14,14,Sam Koch punts 51 yards,-1.040,0.280
2,11:01,1,10,DEN 14,14,14,Peyton Manning pass complete short middle to Demaryius Thomas for 9 yards (tackle by Chykie Brown),-0.280,0.550
2,10:39,2,1,DEN 23,14,14,Knowshon Moreno right guard for 5 yards (tackle by Terrell Suggs),0.550,0.810
2,10:08,1,10,DEN 28,14,14,Peyton Manning pass complete short left to Knowshon Moreno for 7 yards (tackle by Corey Graham),0.810,1.210
2,9:40,2,3,DEN 35,14,14,Ronnie Hillman left guard for 6 yards (tackle by Ray Lewis),1.210,1.660
2,9:10,1,10,DEN 41,14,14,Peyton Manning pass complete short left to Eric Decker for 10 yards,1.660,2.320
2,8:57,1,10,BAL 49,14,14,Ronnie Hillman up the middle for 3 yards (tackle by Terrence Cody),2.320,2.190
2,8:24,2,7,BAL 46,14,14,Peyton Manning pass complete deep right to Eric Decker for 32 yards (tackle by Ed Reed),2.190,4.650
2,7:32,1,10,BAL 14,14,20,"Peyton Manning pass complete short right to Knowshon Moreno for 14 yards, touchdown",4.650,7.000
2,7:32,,,BAL 2,14,21,Matt Prater kicks extra point good,0.000,0.000
2,7:26,,,DEN 35,14,21,"Matt Prater kicks off 61 yards, returned by Jacoby Jones for 21 yards (tackle by Matt Willis)",0.000,0.610
2,7:20,1,10,BAL 25,14,21,Joe Flacco pass incomplete short middle intended for Ray Rice,0.610,0.060
2,7:15,2,10,BAL 25,14,21,Ray Rice up the middle for 6 yards (tackle by Kevin Vickerson),0.060,0.170
2,6:39,3,4,BAL 31,14,21,Joe Flacco pass incomplete deep left intended for Anquan Boldin (defended by Chris Harris),0.170,-1.310
2,6:33,4,4,BAL 31,14,21,"Sam Koch punts 50 yards, out of bounds",-1.310,-0.150
2,6:26,1,10,DEN 19,14,21,Knowshon Moreno left tackle for 2 yards (tackle by Ma'ake Kemoeatu),0.150,-0.060
2,5:48,2,8,DEN 21,14,21,Peyton Manning pass complete short right to Eric Decker for 10 yards (tackle by Dannell Ellerbe),-0.060,1.000
2,5:19,1,10,DEN 31,14,21,Ronnie Hillman up the middle for 11 yards (tackle by Corey Graham and Ray Lewis),1.000,1.730
2,4:42,1,10,DEN 42,14,21,Peyton Manning pass complete short middle to Jacob Hester for 7 yards (tackle by Ray Lewis),1.730,2.130
2,4:20,2,3,DEN 49,14,21,Jacob Hester left tackle for 2 yards (tackle by Ray Lewis),2.130,1.690
2,3:54,3,1,BAL 49,14,21,Knowshon Moreno up the middle for 3 yards (tackle by Courtney Upshaw and Haloti Ngata),1.690,2.520
2,3:19,1,10,BAL 46,14,21,Peyton Manning pass incomplete short left intended for Joel Dreessen,2.520,1.980
2,3:16,2,10,BAL 46,14,21,Ronnie Hillman left end for 8 yards (tackle by Cary Williams),1.980,2.350
2,2:49,3,2,BAL 38,14,21,Jacob Hester right guard for 1 yard (tackle by Terrell Suggs),2.350,0.790
2,2:12,4,1,BAL 37,14,21,Jacob Hester up the middle for 1 yard (tackle by Terrell Suggs),0.790,3.180
,,,,,,,"BAL challenged the first down ruling, and the play was upheld.",,
2,2:00,1,10,BAL 36,14,21,Jacob Hester right guard for 2 yards (tackle by Corey Graham),3.180,2.910
2,1:31,2,8,BAL 34,14,21,Peyton Manning pass incomplete short left intended for Demaryius Thomas,2.910,2.210
2,1:26,3,8,BAL 34,14,21,Peyton Manning pass incomplete short middle intended for Jacob Hester (defended by Terrell Suggs),2.210,1.060
2,1:21,4,8,BAL 34,14,21,Matt Prater 52 yard field goal no good,1.060,-1.730
2,1:16,1,10,BAL 42,14,21,Joe Flacco pass complete short right to Anquan Boldin for 11 yards (tackle by Champ Bailey),1.730,2.460
2,0:49,1,10,DEN 47,14,21,Joe Flacco pass complete short right to Dennis Pitta for 15 yards,2.460,3.450
2,0:43,1,10,DEN 32,20,21,"Joe Flacco pass complete deep right to Torrey Smith for 32 yards, touchdown",3.450,7.000
2,0:43,,,DEN 2,21,21,Justin Tucker kicks extra point good,0.000,0.000
2,0:36,,,BAL 35,21,21,"Justin Tucker kicks off 65 yards, touchback",0.000,0.280
2,0:35,1,10,DEN 20,21,21,Jacob Hester right guard for 1 yard (tackle by Pernell McPhee),0.280,-0.130
Quarter,Time,Down,ToGo,Location,BAL,DEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,BAL 35,21,27,"Justin Tucker kicks off 69 yards, returned by Trindon Holliday for 104 yards, touchdown",0.000,7.000
3,15:00,,,BAL 2,21,28,Matt Prater kicks extra point good,0.000,0.000
3,14:47,,,DEN 35,21,28,"Matt Prater kicks off 65 yards, touchback",0.000,0.280
3,14:47,1,10,BAL 20,21,28,Ray Rice up the middle for 1 yard (tackle by Kevin Vickerson),0.280,-0.130
3,14:11,2,9,BAL 21,21,28,Ray Rice left tackle for 2 yards (tackle by Elvis Dumervil),-0.130,-0.560
3,13:33,3,7,BAL 23,21,28,"Joe Flacco sacked by Robert Ayers for -8 yards. Penalty on Elvis Dumervil: Defensive Offside, 4 yards (no play)",-0.560,-0.030
3,13:16,3,3,BAL 27,21,28,Ray Rice right end for 20 yards (tackle by Rahim Moore),-0.030,2.060
3,12:57,1,10,BAL 47,21,28,"Bernard Pierce left tackle for no gain (tackle by Derek Wolfe). Penalty on DEN: Defensive 12 On-field, 5 yards (no play)",2.060,2.790
3,12:57,1,5,DEN 48,21,28,"Joe Flacco pass incomplete intended for Anquan Boldin. Penalty on Von Miller: Defensive Offside, 5 yards (no play)",2.790,2.720
3,12:36,1,10,DEN 43,21,28,"Joe Flacco for no gain. Joe Flacco fumbles, recovered by Keith Brooking at DEN-43 (tackle by Marshall Yanda)",2.720,-1.800
3,12:32,1,10,DEN 43,21,28,Knowshon Moreno right tackle for 5 yards (tackle by Ray Lewis and Ed Reed),1.800,1.930
3,11:57,2,5,DEN 48,21,28,"Peyton Manning pass incomplete short middle intended for Brandon Stokley. Penalty on Ray Lewis: Defensive Pass Interference, 5 yards (no play)",1.930,2.460
3,11:52,1,10,BAL 47,21,28,"Ronnie Hillman right guard for 7 yards (tackle by Chykie Brown). Penalty on Chris Kuper: Offensive Holding, 10 yards (no play)",2.460,1.800
3,11:29,1,20,DEN 43,21,28,Peyton Manning pass incomplete short right intended for Eric Decker,1.800,0.560
3,11:26,2,20,DEN 43,21,28,"Peyton Manning sacked by Terrell Suggs for -4 yards. Peyton Manning fumbles (forced by Terrell Suggs), recovered by Ray Lewis at DEN-39 (tackle by Peyton Manning). Penalty on Cary Williams: Illegal Use of Hands, 5 yards, Penalty on Terrell Suggs: Illegal Use of Hands (Declined)",0.560,1.730
3,11:21,1,10,DEN 42,21,28,Ronnie Hillman up the middle for 5 yards (tackle by Dannell Ellerbe),1.730,1.860
3,10:43,2,5,DEN 47,21,28,Peyton Manning pass incomplete short middle intended for Eric Decker (defended by Dannell Ellerbe),1.860,1.160
3,10:38,3,5,DEN 47,21,28,Jacob Hester up the middle for 2 yards (tackle by Ray Lewis and Pernell McPhee),1.160,-0.130
3,9:56,4,3,DEN 49,21,28,Britton Colquitt punts 48 yards,-0.130,0.380
3,9:45,1,10,BAL 3,21,28,Bernard Pierce up the middle for 3 yards (tackle by Derek Wolfe),-0.380,-0.560
3,9:08,2,7,BAL 6,21,28,Vonta Leach up the middle for 3 yards (tackle by Justin Bannan and Von Miller),-0.560,-0.720
3,8:27,3,4,BAL 9,21,28,Joe Flacco pass complete short left to Torrey Smith for 7 yards (tackle by Champ Bailey),-0.720,-0.140
3,7:55,1,10,BAL 16,21,28,Bernard Pierce right guard for 4 yards (tackle by Wesley Woodyard),-0.140,0.010
3,7:27,2,6,BAL 20,21,28,Bernard Pierce up the middle for 3 yards (tackle by Von Miller),0.010,-0.450
3,6:49,3,3,BAL 23,21,28,Joe Flacco pass incomplete short right intended for Ray Rice,-0.450,-1.830
3,6:42,4,3,BAL 23,21,28,"Sam Koch punts 52 yards, fair catch by Trindon Holliday",-1.830,-0.610
3,6:34,1,10,DEN 25,21,28,Peyton Manning pass complete short middle to Joel Dreessen for 9 yards (tackle by Corey Graham),0.610,1.280
3,6:13,2,1,DEN 34,21,28,Ronnie Hillman right guard for no gain (tackle by Paul Kruger),1.280,0.560
3,5:54,3,1,DEN 34,21,28,Ronnie Hillman up the middle for 1 yard (tackle by Arthur Jones),0.560,1.270
3,5:24,1,10,DEN 35,21,28,Peyton Manning pass incomplete short left intended for Eric Decker (defended by Cary Williams),1.270,0.720
3,5:18,2,10,DEN 35,21,28,Peyton Manning pass incomplete short right intended for Joel Dreessen,0.720,0.040
3,5:12,3,10,DEN 35,21,28,Peyton Manning pass complete short right to Jacob Tamme for 11 yards (tackle by Chykie Brown),0.040,1.990
3,4:39,1,10,DEN 46,21,28,Ronnie Hillman left end for -3 yards (tackle by Ray Lewis),1.990,1.050
3,4:06,2,13,DEN 43,21,28,Peyton Manning pass complete short left to Jacob Tamme for 12 yards (tackle by Dannell Ellerbe),1.050,1.950
3,3:18,3,1,BAL 45,21,28,"Jacob Hester up the middle for 3 yards (tackle by Arthur Jones). Penalty on Chris Kuper: Offensive Holding, 9 yards (no play)",1.950,0.760
3,2:55,3,10,DEN 46,21,28,"Peyton Manning sacked by Pernell McPhee for -9 yards. Peyton Manning fumbles (forced by Pernell McPhee), recovered by Paul Kruger at DEN-37 (tackle by Zane Beadles)",0.760,-3.120
,,,,,,,"Replay Assistant challenged the fumble ruling, and the play was upheld.",,
3,2:47,1,10,DEN 37,21,28,Ray Rice right tackle for 1 yard (tackle by Von Miller),3.120,2.710
3,2:09,2,9,DEN 36,21,28,Ray Rice up the middle for 32 yards (tackle by Rahim Moore),2.710,6.280
3,1:31,1,4,DEN 4,21,28,Ray Rice up the middle for 3 yards (tackle by Jim Leonhard),6.280,5.910
3,0:59,2,1,DEN 1,21,28,Ray Rice left guard for no gain (tackle by Keith Brooking),5.910,5.170
3,0:23,3,1,DEN 1,27,28,"Ray Rice up the middle for 1 yard, touchdown",5.170,7.000
3,0:23,,,DEN 2,28,28,Justin Tucker kicks extra point good,0.000,0.000
3,0:20,,,BAL 35,28,28,"Justin Tucker kicks off 51 yards, returned by Lance Ball for 13 yards (tackle by Albert McClellan)",0.000,0.740
3,0:15,1,10,DEN 27,28,28,Ronnie Hillman up the middle for 3 yards (tackle by Ray Lewis and Bernard Pierce),0.740,0.600
Quarter,Time,Down,ToGo,Location,BAL,DEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,7,DEN 30,28,28,Peyton Manning pass complete short right to Joel Dreessen for 3 yards (tackle by Dannell Ellerbe),0.600,0.300
4,14:25,3,4,DEN 33,28,28,Peyton Manning sacked by Terrell Suggs for -4 yards,0.300,-1.440
4,13:54,4,8,DEN 29,28,28,"Britton Colquitt punts 52 yards, returned by Jacoby Jones for 14 yards (tackle by Jacob Tamme)",-1.440,-1.140
4,13:46,1,10,BAL 33,28,28,Ray Rice left tackle for 3 yards (tackle by Justin Bannan),1.140,1.000
4,13:09,2,7,BAL 36,28,28,Joe Flacco pass complete short left to Vonta Leach for 1 yard (tackle by Chris Harris),1.000,0.430
4,12:24,3,6,BAL 37,28,28,Joe Flacco pass incomplete short middle intended for Anquan Boldin (defended by Chris Harris),0.430,-0.910
4,12:21,4,6,BAL 37,28,28,"Sam Koch punts 58 yards, returned by Trindon Holliday for 7 yards (tackle by Chykie Brown)",-0.910,0.350
4,12:09,1,10,DEN 12,28,28,Peyton Manning pass complete short right to Ronnie Hillman for 11 yards (tackle by Ray Lewis and Chykie Brown),-0.350,0.480
4,11:37,1,10,DEN 23,28,28,Peyton Manning pass complete short right to Joel Dreessen for 7 yards (tackle by Dannell Ellerbe),0.480,0.880
4,11:16,2,3,DEN 30,28,28,Ronnie Hillman up the middle for 4 yards (tackle by Bernard Pollard),0.880,1.200
4,10:37,1,10,DEN 34,28,28,Peyton Manning pass incomplete short right intended for Brandon Stokley,1.200,0.660
4,10:33,2,10,DEN 34,28,28,"Peyton Manning pass complete short right to Joel Dreessen for 11 yards (tackle by Chykie Brown). Penalty on Chykie Brown: Unnecessary Roughness, 15 yards",0.660,2.920
4,10:10,1,10,BAL 40,28,28,Ronnie Hillman up the middle for 3 yards (tackle by Haloti Ngata),2.920,2.780
4,9:32,2,7,BAL 37,28,28,Peyton Manning pass complete short middle to Matt Willis for 4 yards (tackle by Ed Reed),2.780,2.610
4,8:46,3,3,BAL 33,28,28,"Peyton Manning pass incomplete short left intended for Demaryius Thomas (defended by Cary Williams). Penalty on Cary Williams: Defensive Holding, 5 yards (no play)",2.610,3.710
4,8:39,1,10,BAL 28,28,28,Ronnie Hillman left guard for 3 yards (tackle by Bernard Pollard and Arthur Jones),3.710,3.570
4,8:04,2,7,BAL 25,28,28,Peyton Manning pass complete short left to Eric Decker for 8 yards (tackle by Dannell Ellerbe),3.570,4.440
4,7:18,1,10,BAL 17,28,34,"Peyton Manning pass complete short right to Demaryius Thomas for 17 yards, touchdown",4.440,7.000
4,7:18,,,BAL 2,28,35,Matt Prater kicks extra point good,0.000,0.000
4,7:11,,,DEN 35,28,35,"Matt Prater kicks off 56 yards, returned by Jacoby Jones for 16 yards (tackle by Danny Trevathan)",0.000,0.610
4,7:06,1,10,BAL 25,28,35,Ray Rice up the middle for 3 yards (tackle by Keith Brooking and Kevin Vickerson),0.610,0.470
4,6:35,2,7,BAL 28,28,35,Ray Rice up the middle for no gain (tackle by Justin Bannan and Derek Wolfe),0.470,-0.230
4,5:50,3,7,BAL 28,28,35,Joe Flacco pass complete short middle to Anquan Boldin for 19 yards (tackle by Rahim Moore),-0.230,2.060
4,5:08,1,10,BAL 47,28,35,Joe Flacco pass complete short right to Anquan Boldin for 17 yards (tackle by Chris Harris),2.060,3.180
4,4:45,1,10,DEN 36,28,35,"Penalty on Kelechi Osemele: False Start, 5 yards (no play)",3.180,2.850
4,4:44,1,15,DEN 41,28,35,Ray Rice left guard for 2 yards (tackle by Wesley Woodyard),2.850,2.230
4,4:07,2,13,DEN 39,28,35,Ray Rice right end for 8 yards (tackle by Rahim Moore),2.230,2.610
4,3:22,3,5,DEN 31,28,35,Joe Flacco pass incomplete short left intended for Jacoby Jones,2.610,0.000
4,3:16,,,,28,35,Timeout #1 by Baltimore Ravens,0.000,1.350
4,3:16,4,5,DEN 31,28,35,Joe Flacco pass incomplete short middle intended for Dennis Pitta (defended by Mike Adams),1.350,-1.000
4,3:12,1,10,DEN 31,28,35,Ronnie Hillman up the middle for 5 yards (tackle by Ray Lewis),1.000,1.140
4,2:30,2,5,DEN 36,28,35,Ronnie Hillman up the middle for 8 yards (tackle by Corey Graham),1.140,0.000
4,2:23,,,,28,35,Timeout #2 by Baltimore Ravens,0.000,1.860
4,2:23,1,10,DEN 44,28,35,Ronnie Hillman up the middle for 2 yards (tackle by Ray Lewis),1.860,0.000
4,2:19,,,,28,35,Timeout #3 by Baltimore Ravens,0.000,1.590
4,2:19,2,8,DEN 46,28,35,Ronnie Hillman left guard for 1 yard (tackle by Ma'ake Kemoeatu and Ray Lewis),1.590,1.030
4,2:00,3,7,DEN 47,28,35,Ronnie Hillman right guard for no gain (tackle by Ma'ake Kemoeatu),1.030,0.000
4,1:15,,,,28,35,Timeout #1 by Denver Broncos,0.000,-0.260
4,1:15,4,7,DEN 47,28,35,"Britton Colquitt punts 30 yards, fair catch by Jacoby Jones",-0.260,-0.480
4,1:09,1,10,BAL 23,28,35,Joe Flacco pass incomplete deep right intended for Dennis Pitta,0.480,-0.070
4,1:05,2,10,BAL 23,28,35,Joe Flacco up the middle for 7 yards (tackle by Von Miller),-0.070,0.170
4,0:41,3,3,BAL 30,34,35,"Joe Flacco pass complete deep right to Jacoby Jones for 70 yards, touchdown",0.170,7.000
4,0:41,,,DEN 2,35,35,Justin Tucker kicks extra point good,0.000,0.000
4,0:31,,,BAL 35,35,35,"Justin Tucker kicks off 65 yards, touchback",0.000,0.280
4,0:31,1,10,DEN 20,35,35,Peyton Manning kneels for -1 yards,0.280,0.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,BAL,DEN,Detail,EPB,EPA
,,,,,,,"Ravens won the coin toss, Ravens to receive the overtime kickoff.",,
OT,15:00,,,DEN 35,35,35,"Matt Prater kicks off 65 yards, touchback",0.000,0.280
OT,15:00,1,10,BAL 20,35,35,Ray Rice right guard for 2 yards (tackle by D.J. Williams and Kevin Vickerson),0.280,0.000
OT,14:28,2,8,BAL 22,35,35,Joe Flacco pass incomplete short left intended for Torrey Smith,0.000,-0.690
OT,14:23,3,8,BAL 22,35,35,Joe Flacco pass complete short right to Anquan Boldin for 11 yards (tackle by Wesley Woodyard),-0.690,1.140
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the play was upheld.",,
OT,13:41,1,10,BAL 33,35,35,Ray Rice up the middle for 3 yards (tackle by D.J. Williams),1.140,1.000
OT,13:07,2,7,BAL 36,35,35,Ray Rice left guard for 3 yards (tackle by Justin Bannan),1.000,0.700
OT,12:28,3,4,BAL 39,35,35,"Joe Flacco pass incomplete short middle intended for Torrey Smith (defended by Champ Bailey). Penalty on Champ Bailey: Defensive Pass Interference, 9 yards (no play)",0.700,0.000
OT,12:23,,,,35,35,Timeout #1 by Denver Broncos,0.000,2.130
OT,12:23,1,10,BAL 48,35,35,Ray Rice up the middle for 1 yard (tackle by Elvis Dumervil),2.130,1.720
OT,11:52,2,9,BAL 49,35,35,Joe Flacco pass complete short right to Jacoby Jones for 7 yards (tackle by Tony Carter),1.720,1.950
OT,11:13,3,2,DEN 44,35,35,Joe Flacco sacked by Von Miller and Elvis Dumervil for -7 yards,1.950,-0.130
OT,10:30,4,9,BAL 49,35,35,"Sam Koch punts 35 yards, fair catch by Jim Leonhard",-0.130,0.140
OT,10:22,1,10,DEN 16,35,35,Peyton Manning pass incomplete short right intended for Ronnie Hillman,-0.140,-0.660
OT,10:19,2,10,DEN 16,35,35,Ronnie Hillman left end for 5 yards (tackle by Corey Graham),-0.660,-0.700
OT,9:41,3,5,DEN 21,35,35,Peyton Manning pass complete short right to Brandon Stokley for 9 yards (tackle by Corey Graham),-0.700,0.940
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the play was upheld.",,
OT,9:01,1,10,DEN 30,35,35,Ronnie Hillman up the middle for 8 yards (tackle by Dannell Ellerbe),0.940,1.470
OT,8:19,2,2,DEN 38,35,35,Ronnie Hillman up the middle for 1 yard (tackle by Terrell Suggs),1.470,0.890
OT,7:48,3,1,DEN 39,35,35,Jacob Hester right guard for no gain (tackle by Terrell Suggs),0.890,-0.780
OT,6:58,4,1,DEN 39,35,35,"Britton Colquitt punts 55 yards, returned by Ed Reed for no gain",-0.780,0.380
OT,6:48,1,10,BAL 6,35,35,Ray Rice up the middle for no gain (tackle by Mitch Unrein and Keith Brooking),-0.380,-0.780
OT,6:11,2,10,BAL 6,35,35,Joe Flacco pass incomplete deep left intended for Anquan Boldin,-0.780,-1.420
OT,6:04,3,10,BAL 6,35,35,"Penalty on Joe Flacco: Delay of Game, 3 yards (no play)",-1.420,-1.770
OT,6:01,3,13,BAL 3,35,35,Joe Flacco pass complete deep right to Dennis Pitta for 24 yards (tackle by Jim Leonhard),-1.770,0.740
OT,5:22,1,10,BAL 27,35,35,Ray Rice left guard for 6 yards (tackle by Derek Wolfe),0.740,1.010
OT,4:45,2,4,BAL 33,35,35,Ray Rice left tackle for 1 yard (tackle by Justin Bannan),1.010,0.430
OT,4:03,3,3,BAL 34,35,35,Joe Flacco pass incomplete short middle intended for Anquan Boldin (defended by Chris Harris),0.430,-1.110
