#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,BAL 20,5,2:46,18,Punt
2,1,12:14,BAL 6,4,1:43,94,Touchdown
3,1,4:02,BAL 17,7,4:22,40,Punt
4,2,12:47,BAL 19,4,1:46,16,Punt
5,2,7:26,BAL 25,3,1:00,6,Punt
6,2,1:16,BAL 42,3,0:40,58,Touchdown
7,3,14:47,BAL 20,4,2:15,37,Fumble
8,3,9:45,BAL 3,6,3:11,20,Punt
9,3,2:47,DEN 37,5,2:27,37,Touchdown
10,4,13:46,BAL 33,3,1:37,4,Punt
11,4,7:11,BAL 25,8,3:59,44,Downs
12,4,1:09,BAL 23,3,0:38,77,Touchdown
13,5,15:00,BAL 20,8,4:38,29,Punt
14,5,6:48,BAL 6,6,3:01,28,Punt
15,6,0:51,DEN 45,6,2:33,16,Field Goal
