Unnamed: 0_level_0,Unnamed: 1_level_0,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Darius Reynaud,MIN,0,0,,0,0,1,2,2.0,0,2
Jeff Dugan,MIN,3,14,4.7,0,8,0,0,,0,0
Percy Harvin,MIN,3,62,20.7,0,26,0,0,,0,0
,,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Steve Breaston,ARI,0,0,,0,0,2,71,35.5,0,64
LaRod Stephens-Howling,ARI,2,46,23.0,0,24,0,0,,0,0
Jason Wright,ARI,1,9,9.0,0,9,0,0,,0,0
