Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Diontae Johnson,PIT,10,10,98,0,6,65,6.5,33,3.3,6.5,5,2.0,0,0.0,0,107.5
George Pickens,PIT,5,2,53,0,2,48,24.0,5,2.5,11.8,0,,0,0.0,0,79.6
Miles Boykin,PIT,1,1,0,0,,0,0.0,0,0.0,0.0,0,,0,0.0,0,79.2
Zach Gentry,PIT,1,1,4,0,,-2,-2.0,6,6.0,-2.0,0,,0,0.0,0,83.3
Gunner Olszewski,PIT,1,1,3,0,,3,3.0,0,0.0,3.0,0,,0,0.0,0,79.2
Steven Sims,PIT,2,1,10,0,0,5,5.0,5,5.0,8.5,0,,0,0.0,0,64.6
Jaylen Warren,PIT,1,1,11,0,1,-5,-5.0,16,16.0,-5.0,0,,0,0.0,0,112.5
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
D.J. Moore,CAR,6,5,73,1,5,66,13.2,7,1.4,18.5,1,5.0,0,0.0,0,156.9
Chuba Hubbard,CAR,3,3,57,0,1,1,0.3,56,18.7,0.3,1,3.0,0,0.0,0,118.7
Terrace Marshall Jr.,CAR,3,3,51,0,2,38,12.7,13,4.3,12.7,0,,0,0.0,0,118.7
Tommy Tremble,CAR,3,2,20,0,1,10,5.0,10,5.0,6.0,0,,0,0.0,0,85.4
Shi Smith,CAR,3,1,24,0,1,20,20.0,4,4.0,7.7,0,,0,0.0,0,63.2
Laviska Shenault Jr.,CAR,1,0,0,0,,0,,0,,23.0,0,,0,0.0,0,39.6
