Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Najee Harris,PIT,24,86,1,5,59,2.5,27,1.1,3,8.0
Jaylen Warren,PIT,11,38,1,2,27,2.5,11,1.0,2,5.5
Mitchell Trubisky,PIT,6,9,1,4,7,1.2,2,0.3,0,
Steven Sims,PIT,2,19,0,1,19,9.5,0,0.0,0,
Diontae Johnson,PIT,1,2,0,0,1,1.0,1,1.0,0,
Derek Watt,PIT,1,2,0,1,2,2.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
D'Onta Foreman,CAR,10,9,0,,4,0.4,5,0.5,1,10.0
Chuba Hubbard,CAR,4,10,0,0,7,1.8,3,0.8,0,
Sam Darnold,CAR,2,2,0,0,2,1.0,0,0.0,0,
