Quarter,Time,Down,ToGo,Location,TAM,NOR,Detail,EPB,EPA
1,6:03,1,10,TAM 40,0,7,Cadillac Williams right tackle for 5 yards (tackle by Marvin Mitchell and Charles Grant),1.600,1.730
1,5:29,2,5,TAM 45,0,7,Cadillac Williams right tackle for 11 yards (tackle by Sedrick Ellis and Darren Sharper),1.730,2.650
1,4:45,1,10,NOR 44,0,7,Josh Freeman pass incomplete deep left intended for Antonio Bryant is intercepted by Darren Sharper at NOR-28 and returned for 21 yards,2.650,-2.190
1,4:31,1,10,NOR 49,0,7,Pierre Thomas right guard for 7 yards (tackle by Stylez G. White),2.190,2.590
1,3:58,2,3,TAM 44,0,7,Mike Bell left tackle for 2 yards (tackle by Matt McCoy and Chris Hovan),2.590,2.150
1,3:21,3,1,TAM 42,0,7,Lynell Hamilton right tackle for 2 yards (tackle by Chris Hovan and Barrett Ruud),2.150,2.920
1,2:45,1,10,TAM 40,0,7,Drew Brees pass complete short left to David Thomas for 2 yards (tackle by Sabby Piscitelli),2.920,2.640
1,2:08,2,8,TAM 38,0,7,Drew Brees pass complete short right to Kyle Eckel for 8 yards (tackle by Ronde Barber),2.640,3.580
1,1:40,1,10,TAM 30,0,13,"Drew Brees pass complete deep right to Robert Meachem for 30 yards, touchdown",3.580,7.000
1,,,,TAM 2,0,14,Garrett Hartley kicks extra point good,0.000,0.000
1,,,,NOR 30,0,14,"Thomas Morstead kicks off 71 yards, returned by Micheal Spurlock for 23 yards (tackle by Anthony Waters)",0.000,0.410
1,1:24,1,10,TAM 22,0,14,Derrick Ward right tackle for 4 yards (tackle by Will Smith),0.410,0.410
1,0:43,2,6,TAM 26,0,14,Derrick Ward right tackle for 2 yards (tackle by Sedrick Ellis and Scott Fujita),0.410,-0.030
1,0:02,3,4,TAM 28,0,14,Josh Freeman pass complete short right to Maurice Stovall for 29 yards (tackle by Jonathan Vilma and Darren Sharper),-0.030,2.720
Quarter,Time,Down,ToGo,Location,TAM,NOR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,NOR 43,0,14,Josh Freeman pass incomplete deep middle intended for Kellen Winslow,2.720,2.180
2,14:55,2,10,NOR 43,0,14,Derrick Ward left end for 16 yards (tackle by Darren Sharper),2.180,3.780
2,14:15,1,10,NOR 27,0,14,"Penalty on Donald Penn: False Start, 5 yards (no play)",3.780,3.450
2,13:54,1,15,NOR 32,0,14,"Josh Freeman pass incomplete. Penalty on Jeremy Zuttah: Ineligible Downfield Pas, 5 yards (no play)",3.450,3.120
2,13:49,1,20,NOR 37,0,14,Derrick Ward left guard for 3 yards (tackle by Sedrick Ellis and Marvin Mitchell),3.120,2.290
2,13:02,2,17,NOR 34,0,14,"Josh Freeman sacked by Charles Grant for -3 yards. Josh Freeman fumbles (forced by Charles Grant), recovered by Josh Freeman at NOR-37",2.290,1.220
2,12:19,,,,0,14,Timeout #2 by Tampa Bay Buccaneers,0.000,1.220
2,12:19,3,20,NOR 37,0,14,Josh Freeman sacked by Anthony Hargrove and Jonathan Casillas for -2 yards,1.220,0.660
2,11:58,4,22,NOR 39,0,14,Sam Paulescu punts 32 yards,0.660,0.380
2,11:46,1,10,NOR 7,0,14,Drew Brees pass complete short left to Devery Henderson for 6 yards (tackle by Sabby Piscitelli),-0.380,-0.340
2,11:07,2,4,NOR 13,0,14,Drew Brees pass complete short right to Marques Colston for 7 yards (tackle by Aqib Talib),-0.340,0.280
2,10:29,1,10,NOR 20,0,14,Mike Bell left tackle for -2 yards (tackle by Barrett Ruud),0.280,-0.630
2,9:51,2,12,NOR 18,0,14,Reggie Bush left end for 13 yards (tackle by Ronde Barber),-0.630,1.000
2,9:19,1,10,NOR 31,0,14,Drew Brees pass complete short middle to Devery Henderson for 9 yards (tackle by Sabby Piscitelli),1.000,1.680
2,8:39,2,1,NOR 40,0,14,"Pierre Thomas right tackle for 26 yards (tackle by Kyle Moore). Penalty on Ronde Barber: Face Mask (15 Yards), 15 yards, Penalty on Chris Hovan: Defensive Holding (Declined)",1.680,4.310
2,8:13,1,10,TAM 19,0,14,Drew Brees pass incomplete short right intended for Reggie Bush,4.310,3.750
2,8:07,2,10,TAM 19,0,14,Pierre Thomas right tackle for 4 yards (tackle by Tim Crowder),3.750,3.580
2,7:30,3,6,TAM 15,0,14,Drew Brees pass complete short left to Marques Colston for 5 yards (tackle by Elbert Mack and Ronde Barber),3.580,2.910
2,6:42,,,,0,14,Timeout #1 by New Orleans Saints,0.000,2.910
2,6:42,4,1,TAM 10,0,17,Garrett Hartley 28 yard field goal good,2.910,3.000
2,,,,NOR 30,0,17,"Thomas Morstead kicks off 67 yards, returned by Micheal Spurlock for 19 yards (tackle by Jeff Charleston)",0.000,0.410
2,6:34,1,10,TAM 22,0,17,Derrick Ward left tackle for 5 yards (tackle by Jonathan Vilma and Charles Grant),0.410,0.540
2,5:56,2,5,TAM 27,0,17,Josh Freeman pass complete short left to Antonio Bryant for 6 yards (tackle by Tracy Porter),0.540,1.140
2,5:20,1,10,TAM 33,0,17,"Penalty on Jeremy Trueblood: False Start, 5 yards (no play)",1.140,0.810
2,4:57,1,15,TAM 28,0,17,Josh Freeman pass complete short middle to Earnest Graham for 12 yards (tackle by Jonathan Casillas and Scott Fujita),0.810,1.540
2,4:22,2,3,TAM 40,0,17,Derrick Ward right tackle for no gain (tackle by Jonathan Casillas and Charles Grant),1.540,0.830
2,3:43,3,3,TAM 40,0,17,Josh Freeman pass complete short right to Kellen Winslow for 12 yards (tackle by Tracy Porter and Scott Fujita),0.830,2.390
2,2:58,1,10,NOR 48,0,17,Derrick Ward right guard for 2 yards (tackle by Roman Harper),2.390,2.120
2,2:52,,,,0,17,Timeout #2 by New Orleans Saints,0.000,2.120
2,2:52,2,8,NOR 46,0,17,Josh Freeman pass incomplete deep left intended for Kellen Winslow,2.120,1.420
2,2:45,3,8,NOR 46,0,17,Josh Freeman sacked by Will Smith for -3 yards,1.420,0.000
2,2:20,4,11,NOR 49,0,17,"Sam Paulescu punts 49 yards, touchback",0.000,-0.280
2,2:10,1,10,NOR 20,0,17,Drew Brees pass incomplete short right intended for Devery Henderson,0.280,-0.270
2,2:05,2,10,NOR 20,0,17,Drew Brees pass incomplete deep middle intended for Devery Henderson,-0.270,-0.960
2,1:59,3,10,NOR 20,0,17,Drew Brees pass complete short right to Robert Meachem for 9 yards (tackle by Ronde Barber),-0.960,-1.440
2,1:54,4,1,NOR 29,0,17,"Thomas Morstead punts 42 yards, returned by Micheal Spurlock for 3 yards (tackle by Courtney Roby)",-1.440,-1.070
2,1:45,1,10,TAM 32,0,17,Josh Freeman pass complete short middle to Cadillac Williams for 5 yards (tackle by Jonathan Casillas),1.070,1.200
2,1:21,2,5,TAM 37,0,17,Josh Freeman pass complete short left to Cadillac Williams for 7 yards (tackle by Anthony Hargrove and Darren Sharper),1.200,1.860
2,0:54,1,10,TAM 44,0,17,Josh Freeman pass complete short right to Kellen Winslow for 12 yards (tackle by Mike McKenzie),1.860,2.650
2,0:47,1,10,NOR 44,0,17,Josh Freeman pass complete short middle to Michael Clayton for 10 yards (tackle by Malcolm Jenkins),2.650,3.310
2,0:27,1,10,NOR 34,0,17,Josh Freeman pass complete short left to Antonio Bryant for 11 yards (tackle by Malcolm Jenkins). Penalty on Malcolm Jenkins: Illegal Contact (Declined),3.310,4.040
2,0:18,1,10,NOR 23,0,17,Josh Freeman pass incomplete deep right intended for Maurice Stovall,4.040,3.500
2,0:12,2,10,NOR 23,0,17,Josh Freeman pass complete short right to Cadillac Williams for 7 yards (tackle by Will Smith and Malcolm Jenkins),3.500,3.850
2,0:04,,,,0,17,Timeout #3 by Tampa Bay Buccaneers,0.000,0.000
2,0:04,,,,0,17,Timeout #3 by New Orleans Saints,0.000,3.850
2,0:04,3,3,NOR 16,3,17,Connor Barth 34 yard field goal good,3.850,3.000
Quarter,Time,Down,ToGo,Location,TAM,NOR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TAM 30,3,17,"Connor Barth kicks off 66 yards, returned by Courtney Roby for 20 yards (tackle by Niko Koutouvides)",0.000,0.540
3,14:55,1,10,NOR 24,3,17,Mike Bell right guard for 3 yards (tackle by Tanard Jackson),0.540,0.400
3,14:19,2,7,NOR 27,3,17,Drew Brees pass incomplete short middle intended for Marques Colston (defended by Aqib Talib),0.400,-0.300
3,14:14,3,7,NOR 27,3,17,Drew Brees pass complete short left to Marques Colston for 13 yards (tackle by Elbert Mack),-0.300,1.600
3,13:33,1,10,NOR 40,3,17,Drew Brees pass complete short middle to Reggie Bush for 7 yards (tackle by Barrett Ruud),1.600,2.000
3,12:53,2,3,NOR 47,3,17,Lynell Hamilton left guard for -1 yards (tackle by Quincy Black),2.000,1.160
3,12:12,3,4,NOR 46,3,17,Drew Brees sacked by Geno Hayes for -9 yards,1.160,-0.910
3,11:51,4,13,NOR 37,3,17,Thomas Morstead punts 33 yards,-0.910,-0.940
3,11:41,1,10,TAM 30,3,17,Cadillac Williams left end for 15 yards (tackle by Malcolm Jenkins),0.940,1.930
3,11:01,1,10,TAM 45,3,17,Josh Freeman pass complete deep left to Antonio Bryant for 22 yards (tackle by Tracy Porter),1.930,3.380
3,10:24,1,10,NOR 33,3,17,Cadillac Williams left tackle for 6 yards (tackle by Jonathan Vilma),3.380,3.650
3,9:49,2,4,NOR 27,3,17,Josh Freeman pass complete short right to Antonio Bryant for 3 yards (tackle by Jonathan Casillas),3.650,3.340
3,9:07,3,1,NOR 24,3,17,Cadillac Williams left end for 5 yards (tackle by Roman Harper),3.340,4.310
3,8:25,1,10,NOR 19,3,17,Josh Freeman pass complete short left to Earnest Graham for 7 yards (tackle by Tracy Porter and Jonathan Casillas),4.310,4.920
3,7:44,2,3,NOR 12,3,17,Josh Freeman pass incomplete short left intended for Antonio Bryant is intercepted by Tracy Porter at NOR-0,4.920,-0.280
3,7:38,1,10,NOR 20,3,17,Mike Bell right guard for 1 yard (tackle by Geno Hayes),0.280,-0.130
3,7:04,2,9,NOR 21,3,17,"Drew Brees pass incomplete short left intended for David Thomas. Penalty on Quincy Black: Defensive Pass Interfere, 2 yards (no play)",-0.130,0.480
3,6:58,1,10,NOR 23,3,17,Drew Brees pass complete short middle to Lynell Hamilton for 12 yards (tackle by Geno Hayes),0.480,1.270
3,6:21,1,10,NOR 35,3,17,Drew Brees pass complete short right to David Thomas for 9 yards (tackle by Geno Hayes),1.270,1.940
3,5:54,2,1,NOR 44,3,17,Lynell Hamilton left guard for no gain (tackle by Roy Miller and Geno Hayes),1.940,1.220
3,5:32,3,1,NOR 44,3,17,Lynell Hamilton right end for 19 yards (tackle by Tim Crowder),1.220,3.120
3,4:48,1,10,TAM 37,3,17,Lynell Hamilton right tackle for -2 yards (tackle by Quincy Black),3.120,2.300
3,4:03,2,12,TAM 39,3,17,Drew Brees pass complete short left to Robert Meachem for 2 yards (tackle by Elbert Mack),2.300,1.880
3,3:16,3,10,TAM 37,3,17,Drew Brees pass complete short left to Reggie Bush for -10 yards (tackle by Ronde Barber),1.880,0.130
3,2:34,4,20,TAM 47,3,17,Thomas Morstead punts 45 yards,0.130,0.380
3,2:23,1,10,TAM 2,3,17,Cadillac Williams right guard for -1 yards (tackle by Darren Sharper and Remi Ayodele),-0.380,-0.850
3,1:47,2,11,TAM 1,3,17,Josh Freeman pass complete short right to Earnest Graham for 10 yards (tackle by Tracy Porter),-0.850,-0.370
3,1:04,3,1,TAM 11,3,17,Josh Freeman pass complete short right to Brian Clark for 15 yards (tackle by Darren Sharper),-0.370,0.670
3,0:25,1,10,TAM 26,3,17,Josh Freeman pass incomplete short left intended for Kellen Winslow,0.670,0.130
3,0:19,2,10,TAM 26,3,17,Cadillac Williams left guard for 3 yards (tackle by Sedrick Ellis and Charles Grant),0.130,-0.160
Quarter,Time,Down,ToGo,Location,TAM,NOR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,7,TAM 29,3,17,Josh Freeman pass complete short middle to Kellen Winslow for 35 yards (tackle by Malcolm Jenkins),-0.160,3.180
4,14:23,1,10,NOR 36,3,17,"Penalty on Jeremy Zuttah: False Start, 5 yards (no play)",3.180,2.850
4,14:04,1,15,NOR 41,3,17,Josh Freeman pass complete short left to Maurice Stovall for 18 yards (tackle by Darren Sharper and Jonathan Casillas),2.850,4.040
4,13:22,1,10,NOR 23,9,17,"Cadillac Williams left end for 23 yards, touchdown",4.040,7.000
4,,,,NOR 2,10,17,Connor Barth kicks extra point good,0.000,0.000
4,,,,TAM 30,10,17,"Connor Barth kicks off 73 yards, returned by Courtney Roby for 24 yards (tackle by Matt McCoy)",0.000,0.340
4,13:09,1,10,NOR 21,10,17,Reggie Bush right tackle for 3 yards (tackle by Aqib Talib),0.340,0.210
4,12:31,2,7,NOR 24,10,17,Drew Brees pass complete short left to Marques Colston for 11 yards (tackle by Ronde Barber),0.210,1.270
4,11:50,1,10,NOR 35,10,17,Drew Brees pass complete short left to David Thomas for 5 yards (tackle by Geno Hayes),1.270,1.400
4,11:14,2,5,NOR 40,10,17,Drew Brees pass complete short right to Marques Colston for 4 yards (tackle by Aqib Talib),1.400,1.220
4,10:32,3,1,NOR 44,10,17,Lynell Hamilton right guard for 3 yards (tackle by Dre Moore),1.220,2.060
4,9:57,1,10,NOR 47,10,17,Drew Brees pass complete short right to Lynell Hamilton for -2 yards (tackle by Geno Hayes),2.060,1.250
4,9:11,,,,10,17,Timeout #1 by New Orleans Saints,0.000,1.250
4,9:11,2,12,NOR 45,10,17,"Drew Brees pass complete short middle to Marques Colston for 16 yards (tackle by Geno Hayes). Marques Colston fumbles (forced by Geno Hayes), recovered by Ronde Barber at TAM-39 (tackle by Marques Colston)",1.250,-1.530
4,9:01,1,10,TAM 39,10,17,Earnest Graham right tackle for 8 yards (tackle by Will Smith),1.530,2.070
4,8:27,2,2,TAM 47,10,17,Cadillac Williams left guard for 5 yards (tackle by Charles Grant),2.070,2.390
4,7:50,1,10,NOR 48,10,17,Cadillac Williams left guard for 3 yards (tackle by Charles Grant and Jonathan Casillas),2.390,2.250
4,7:09,2,7,NOR 45,10,17,Josh Freeman pass complete short right to Kellen Winslow for 17 yards (tackle by Malcolm Jenkins),2.250,3.710
4,6:30,1,10,NOR 28,10,17,Josh Freeman pass complete short left to Jerramy Stevens for 9 yards (tackle by Malcolm Jenkins),3.710,4.420
4,5:49,2,1,NOR 19,10,17,Josh Freeman pass incomplete deep right intended for Earnest Graham,4.420,3.720
4,5:43,3,1,NOR 19,10,17,Cadillac Williams right guard for no gain (tackle by Remi Ayodele and Jonathan Vilma),3.720,2.340
4,5:01,,,,10,17,Timeout #1 by Tampa Bay Buccaneers,0.000,2.340
4,5:01,4,1,NOR 19,10,17,Josh Freeman pass incomplete short right intended for Earnest Graham (defended by Charles Grant),2.340,-0.150
4,4:57,1,10,NOR 19,10,17,Mike Bell left tackle for 2 yards (tackle by Ronde Barber),0.150,-0.060
4,4:15,2,8,NOR 21,10,17,Drew Brees pass complete short right to Devery Henderson for 10 yards (tackle by Aqib Talib),-0.060,1.000
4,4:10,1,10,NOR 31,10,17,Lynell Hamilton left tackle for no gain (tackle by Chris Hovan),1.000,0.460
4,3:30,2,10,NOR 31,10,17,Drew Brees pass complete short left to David Thomas for 3 yards (tackle by Sabby Piscitelli),0.460,0.170
4,3:22,,,,10,17,Timeout #2 by Tampa Bay Buccaneers,0.000,0.170
4,3:22,3,7,NOR 34,10,17,Drew Brees pass complete short right to Robert Meachem for 6 yards (tackle by Aqib Talib),0.170,-0.720
4,2:43,4,1,NOR 40,10,17,"Penalty on Jason Kyle: False Start, 4 yards (no play)",-0.720,-0.980
4,2:41,4,5,NOR 36,16,17,"Thomas Morstead punts 41 yards, returned by Micheal Spurlock for 77 yards, touchdown",-0.980,-7.000
4,,,,NOR 2,17,17,Connor Barth kicks extra point good,0.000,0.000
4,,,,TAM 30,17,17,"Connor Barth kicks off 65 yards, returned by Courtney Roby for 21 yards (tackle by Quincy Black)",0.000,0.670
4,2:20,1,10,NOR 26,17,17,Drew Brees pass complete short right to Devery Henderson for 3 yards (tackle by Ronde Barber),0.670,0.540
4,2:00,2,7,NOR 29,17,17,"Drew Brees pass incomplete short right intended for Reggie Bush (defended by Aqib Talib). Penalty on Jon Stinchcomb: Offensive Holding, 10 yards (no play)",0.540,-0.870
4,1:55,2,17,NOR 19,17,17,Drew Brees pass complete short right to Reggie Bush for 15 yards (tackle by Geno Hayes and Aqib Talib),-0.870,0.500
4,1:16,3,2,NOR 34,17,17,Drew Brees pass complete short right to Marques Colston for 6 yards (tackle by Geno Hayes),0.500,1.600
4,0:57,1,10,NOR 40,17,17,Drew Brees pass complete short right to David Thomas for 6 yards (tackle by Sabby Piscitelli),1.600,1.860
4,0:37,2,4,NOR 46,17,17,Drew Brees pass complete short middle to Reggie Bush for 9 yards (tackle by Tanard Jackson),1.860,2.590
4,0:29,1,10,TAM 45,17,17,Drew Brees pass incomplete deep left intended for David Thomas (defended by Barrett Ruud),2.590,2.040
4,0:24,2,10,TAM 45,17,17,Drew Brees pass complete short left to Devery Henderson for 7 yards (tackle by Elbert Mack),2.040,2.280
4,0:18,,,,17,17,Timeout #2 by New Orleans Saints,0.000,2.280
4,0:18,3,3,TAM 38,17,17,Drew Brees pass complete short middle to Robert Meachem for 19 yards (tackle by Aqib Talib),2.280,4.310
4,0:09,,,,17,17,Timeout #3 by New Orleans Saints,0.000,4.310
4,0:09,1,10,TAM 19,17,17,Garrett Hartley 37 yard field goal no good,4.310,-0.740
4,0:05,1,10,TAM 27,17,17,Josh Freeman kneels for -1 yards,0.740,0.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,TAM,NOR,Detail,EPB,EPA
,,,,,,,"Buccaneers won the coin toss, Buccaneers to receive the overtime kickoff.",,
OT,,,,NOR 30,17,17,"Thomas Morstead kicks off 66 yards, returned by Micheal Spurlock for 19 yards (tackle by Pierson Prioleau)",0.000,0.480
OT,14:54,1,10,TAM 23,17,17,Cadillac Williams left guard for 7 yards (tackle by Remi Ayodele),0.480,0.880
OT,14:15,2,3,TAM 30,17,17,Cadillac Williams left tackle for 12 yards (tackle by Roman Harper),0.880,1.730
OT,13:40,1,10,TAM 42,17,17,Cadillac Williams right tackle for 1 yard (tackle by Roman Harper and Jonathan Casillas),1.730,1.320
OT,13:00,2,9,TAM 43,17,17,Cadillac Williams right tackle for 4 yards (tackle by Scott Fujita and Roman Harper),1.320,1.160
OT,12:17,3,5,TAM 47,17,17,Josh Freeman right end for 8 yards (tackle by Malcolm Jenkins and Scott Fujita),1.160,2.590
OT,11:34,1,10,NOR 45,17,17,Cadillac Williams right guard for 7 yards (tackle by Jonathan Vilma),2.590,2.990
OT,10:55,2,3,NOR 38,17,17,Cadillac Williams left tackle for 3 yards (tackle by Anthony Hargrove),2.990,3.250
OT,10:18,,,,17,17,Timeout #1 by Tampa Bay Buccaneers,0.000,3.250
OT,10:18,1,10,NOR 35,17,17,Cadillac Williams right guard for 2 yards (tackle by Charles Grant),3.250,2.970
OT,9:39,2,8,NOR 33,17,17,Cadillac Williams left tackle for 2 yards (tackle by Jonathan Vilma and Malcolm Jenkins),2.970,2.540
OT,8:57,3,6,NOR 31,17,17,Cadillac Williams left end for 2 yards (tackle by Will Smith and Sedrick Ellis),2.540,1.560
OT,8:13,4,4,NOR 29,20,17,Connor Barth 47 yard field goal good,1.560,3.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
