Quarter,Time,Down,ToGo,Location,MIN,OAK,Detail,EPB,EPA
1,5:30,3,9,OAK 34,7,0,Teddy Bridgewater sacked by Mario Edwards for -6 yards,2.150,0.590
1,5:21,4,15,OAK 40,7,0,"Jeff Locke punts 40 yards, touchback",0.590,-0.280
1,5:14,1,10,OAK 20,7,0,Derek Carr pass incomplete short middle intended for Seth Roberts (defended by Anthony Barr),0.280,-0.270
1,5:10,2,10,OAK 20,7,0,Derek Carr pass complete short left to Amari Cooper for 7 yards (tackle by Xavier Rhodes),-0.270,-0.030
1,4:39,3,3,OAK 27,7,0,Derek Carr pass complete short right to Clive Walford for 8 yards (tackle by Terence Newman),-0.030,1.270
1,3:59,1,10,OAK 35,7,0,Derek Carr pass incomplete short right intended for Amari Cooper is intercepted by Terence Newman at OAK-45 and returned for 4 yards,1.270,-2.850
1,3:49,1,10,OAK 41,7,0,Teddy Bridgewater pass complete short right to Mike Wallace for 22 yards (tackle by Charles Woodson and Nate Allen),2.850,4.310
1,3:12,1,10,OAK 19,7,0,Adrian Peterson right end for 17 yards (tackle by Charles Woodson),4.310,6.740
1,2:28,1,2,OAK 2,7,0,Adrian Peterson left guard for no gain (tackle by Justin Ellis and Malcolm Smith),6.740,5.720
1,1:51,2,2,OAK 2,7,0,Teddy Bridgewater pass incomplete short right intended for Kyle Rudolph,5.720,4.950
1,1:44,3,2,OAK 2,7,0,Teddy Bridgewater pass incomplete short right intended for Kyle Rudolph,4.950,3.250
1,1:36,4,2,OAK 2,10,0,Blair Walsh 20 yard field goal good,3.250,3.000
1,1:36,,,MIN 35,10,0,"Blair Walsh kicks off 62 yards, returned by Taiwan Jones for 37 yards (tackle by Antone Exum)",0.000,-1.600
1,1:26,1,10,OAK 40,10,0,Latavius Murray left guard for 4 yards (tackle by Chad Greenway),1.600,1.590
1,1:02,2,6,OAK 44,10,0,"Penalty on OAK: Offensive 12 On-field, 5 yards (no play)",1.590,0.920
1,0:44,2,11,OAK 39,10,0,Latavius Murray middle for 5 yards (tackle by Everson Griffen and Chad Greenway),0.920,0.890
1,0:05,3,6,OAK 44,10,0,Derek Carr pass complete short middle to Lee Smith for 1 yard (tackle by Anthony Barr),0.890,-0.390
Quarter,Time,Down,ToGo,Location,MIN,OAK,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,5,OAK 45,10,0,"Penalty on Ray-Ray Armstrong: False Start, 5 yards (no play)",-0.390,-0.720
2,15:00,4,10,OAK 40,10,0,Marquette King punts 28 yards,-0.720,-1.070
2,14:52,1,10,MIN 32,10,0,Stefon Diggs left end for 10 yards (tackle by T.J. Carrie and Nate Allen),1.070,1.730
2,14:11,1,10,MIN 42,10,0,Adrian Peterson middle for 11 yards (tackle by Charles Woodson),1.730,2.460
2,13:32,1,10,OAK 47,10,0,Adrian Peterson right guard for 7 yards (tackle by Stacy McGee),2.460,2.860
2,12:54,2,3,OAK 40,10,0,Teddy Bridgewater pass complete short left to Adrian Peterson for 16 yards (tackle by Curtis Lofton),2.860,3.970
2,12:20,1,10,OAK 24,10,0,"Penalty on Brandon Fusco: False Start, 5 yards (no play)",3.970,3.640
2,12:06,1,15,OAK 29,10,0,Teddy Bridgewater pass complete short left to Jerick McKinnon for 7 yards (tackle by Malcolm Smith),3.640,3.700
2,11:24,2,8,OAK 22,10,0,Adrian Peterson middle for 2 yards (tackle by Mario Edwards),3.700,3.270
2,10:46,3,6,OAK 20,10,0,Teddy Bridgewater pass incomplete deep left intended for Jarius Wright,3.270,2.150
2,10:36,4,6,OAK 20,13,0,Blair Walsh 38 yard field goal good,2.150,3.000
2,10:36,,,MIN 35,13,0,"Blair Walsh kicks off 66 yards, returned by Taiwan Jones for 28 yards (tackle by Jason Trusnik). Penalty on MIN: Offside on Free Kick, 5 yards",0.000,-1.070
2,10:27,1,10,OAK 32,13,0,Derek Carr pass complete short right to Amari Cooper for 15 yards (tackle by Harrison Smith),1.070,2.060
2,10:05,1,10,OAK 47,13,0,Jamize Olawale left tackle for 4 yards (tackle by Anthony Barr),2.060,2.060
2,9:25,2,6,MIN 49,13,0,Derek Carr pass complete short middle to Michael Crabtree for 13 yards (tackle by Harrison Smith),2.060,3.180
2,8:42,1,10,MIN 36,13,0,Latavius Murray left end for 14 yards (tackle by Chad Greenway),3.180,4.110
2,8:03,1,10,MIN 22,13,0,Derek Carr pass complete short left to Latavius Murray for no gain,4.110,3.560
2,7:23,2,10,MIN 22,13,0,Jamize Olawale middle for 10 yards (tackle by Andrew Sendejo and Tom Johnson),3.560,4.780
2,6:41,1,10,MIN 12,13,0,Derek Carr pass incomplete short left intended for Amari Cooper,4.780,4.100
2,6:36,2,10,MIN 12,13,0,Jamize Olawale left guard for 2 yards (tackle by Andrew Sendejo),4.100,3.480
2,5:59,3,8,MIN 10,13,6,"Derek Carr pass complete short left to Clive Walford for 10 yards, touchdown. Penalty on Captain Munnerlyn: Illegal Use of Hands (Declined)",3.480,7.000
2,5:59,,,MIN 10,13,7,Sebastian Janikowski kicks extra point good,0.000,0.000
2,5:59,,,OAK 35,13,7,"Sebastian Janikowski kicks off 44 yards, returned by MyCole Pruitt for 12 yards (tackle by Jamize Olawale)",0.000,-1.140
2,5:49,1,10,MIN 33,13,7,"Teddy Bridgewater pass incomplete short left intended for Zach Line. Penalty on T.J. Carrie: Defensive Holding, 5 yards (no play)",1.140,1.470
2,5:42,1,10,MIN 38,13,7,Teddy Bridgewater sacked by Curtis Lofton for 0 yards,1.470,0.920
2,4:57,2,10,MIN 38,13,7,Adrian Peterson middle for -3 yards (tackle by Dan Williams and Benson Mayowa),0.920,-0.160
2,4:10,3,13,MIN 35,13,7,Teddy Bridgewater sacked by Khalil Mack for -6 yards,-0.160,-1.440
2,3:39,4,19,MIN 29,13,7,"Penalty on Edmond Robinson: False Start, 5 yards (no play)",-1.440,-1.770
2,3:31,4,24,MIN 24,13,7,"Jeff Locke punts 50 yards, returned by T.J. Carrie for no gain",-1.770,-0.670
2,3:21,1,10,OAK 26,13,7,Derek Carr pass complete deep left to Amari Cooper for 38 yards (tackle by Andrew Sendejo). Penalty on Xavier Rhodes: Defensive Holding (Declined),0.670,3.180
2,2:53,1,10,MIN 36,13,7,Derek Carr pass complete short right to Marcel Reece for no gain,3.180,2.640
2,2:17,2,10,MIN 36,13,7,Latavius Murray middle for 2 yards (tackle by Linval Joseph),2.640,2.210
2,2:00,3,8,MIN 34,13,13,"Derek Carr pass complete deep right to Andre Holmes for 34 yards, touchdown",2.210,7.000
2,2:00,,,MIN 34,13,14,Sebastian Janikowski kicks extra point good,0.000,0.000
2,2:00,,,OAK 35,19,14,"Sebastian Janikowski kicks off 58 yards, returned by Cordarrelle Patterson for 93 yards, touchdown",0.000,-7.000
2,1:52,,,OAK 34,20,14,Blair Walsh kicks extra point good,0.000,0.000
2,1:52,,,MIN 35,20,14,"Blair Walsh kicks off 67 yards, returned by Taiwan Jones for 23 yards (tackle by Edmond Robinson)",0.000,-0.340
2,1:35,1,10,OAK 21,20,14,"Penalty on Tony Bergstrom: False Start, 5 yards (no play)",0.340,-0.220
2,1:35,1,15,OAK 16,20,14,Derek Carr pass complete short left to Mychal Rivera for -1 yards (tackle by Terence Newman),-0.220,-1.140
2,1:11,2,16,OAK 15,20,14,Derek Carr pass incomplete short right intended for Mychal Rivera (defended by Terence Newman),-1.140,-1.960
2,1:07,3,16,OAK 15,20,14,"Derek Carr pass complete short middle to Mychal Rivera for 4 yards (tackle by Linval Joseph). Mychal Rivera fumbles (forced by Linval Joseph), recovered by Mychal Rivera at OAK-19",-1.960,-1.960
2,0:58,3,16,OAK 15,20,14,Timeout #2 by Minnesota Vikings,-1.960,-2.140
2,0:58,4,12,OAK 19,20,14,"Marquette King punts 48 yards. Penalty on Taiwan Jones: Interference with Opportunity to, 15 yards",-2.140,-2.130
2,0:49,1,10,MIN 48,20,14,Teddy Bridgewater pass complete short right to Stefon Diggs for 9 yards (tackle by D.J. Hayden),2.130,2.800
2,0:42,2,1,OAK 43,20,14,Matt Asiata right guard for 6 yards (tackle by Khalil Mack),2.800,3.120
2,0:23,1,10,OAK 37,20,14,Teddy Bridgewater pass incomplete deep right intended for Kyle Rudolph,3.120,2.570
2,0:15,2,10,OAK 37,20,14,Teddy Bridgewater pass complete short left to Jarius Wright for 2 yards (tackle by Malcolm Smith and Mario Edwards),2.570,2.570
2,0:04,2,10,OAK 37,20,14,Timeout #3 by Minnesota Vikings,2.570,2.570
2,0:04,2,10,OAK 37,20,14,Timeout #1 by Oakland Raiders,2.570,2.150
2,0:04,3,8,OAK 35,20,14,Blair Walsh 53 yard field goal no good,2.150,1.730
Quarter,Time,Down,ToGo,Location,MIN,OAK,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIN 35,20,14,"Blair Walsh kicks off 65 yards, touchback",0.000,-0.280
3,15:00,1,10,OAK 20,20,14,Latavius Murray left guard for 2 yards (tackle by Linval Joseph and Terence Newman),0.280,0.000
3,14:21,2,8,OAK 22,20,14,Derek Carr sacked by Everson Griffen for -5 yards,0.000,-1.510
3,13:36,3,13,OAK 17,20,14,Derek Carr pass complete short right to Michael Crabtree for 15 yards (tackle by Captain Munnerlyn),-1.510,1.070
3,13:10,1,10,OAK 32,20,14,Latavius Murray right end for 5 yards (tackle by Chad Greenway),1.070,1.200
3,12:34,2,5,OAK 37,20,14,Latavius Murray left end for 1 yard (tackle by Andrew Sendejo),1.200,0.630
3,11:54,3,4,OAK 38,20,14,Derek Carr pass complete short right to Michael Crabtree for 5 yards (tackle by Anthony Barr),0.630,1.800
3,11:13,1,10,OAK 43,20,14,Derek Carr pass incomplete short right intended for Marcel Reece (defended by Terence Newman),1.800,1.250
3,11:08,2,10,OAK 43,20,14,Derek Carr pass incomplete short right intended for Amari Cooper (defended by Terence Newman),1.250,0.560
3,11:03,3,10,OAK 43,20,14,Derek Carr pass complete short right to Latavius Murray for 6 yards (tackle by Captain Munnerlyn and Chad Greenway),0.560,-0.130
3,10:15,4,4,OAK 49,20,14,Marquette King punts 48 yards,-0.130,0.380
,,,,,,,"MIN challenged the kick touched ruling, and the play was upheld.",,
3,10:03,1,10,MIN 3,20,14,Adrian Peterson middle for 7 yards (tackle by Aldon Smith),-0.380,-0.270
3,9:32,2,3,MIN 10,20,14,Adrian Peterson middle for 2 yards (tackle by Dan Williams),-0.270,-0.370
3,8:49,3,1,MIN 12,20,14,Adrian Peterson right tackle for 2 yards (tackle by Mario Edwards and Khalil Mack),-0.370,-0.280
3,8:04,1,10,MIN 14,20,14,Teddy Bridgewater pass complete short left to Adrian Peterson for -3 yards (tackle by Malcolm Smith),-0.280,-1.000
3,7:20,2,13,MIN 11,20,14,Teddy Bridgewater pass incomplete short right intended for Adrian Peterson,-1.000,-1.770
3,7:14,3,13,MIN 11,20,14,Teddy Bridgewater pass complete short left to Matt Asiata for 11 yards (tackle by Mario Edwards),-1.770,-1.900
3,6:31,4,2,MIN 22,20,14,"Jeff Locke punts 53 yards, returned by T.J. Carrie for 2 yards (tackle by Marcus Sherels)",-1.900,-0.740
3,6:22,1,10,OAK 27,20,14,Jamize Olawale left guard for 6 yards (tackle by Danielle Hunter and Linval Joseph),0.740,1.010
3,5:48,2,4,OAK 33,20,14,Latavius Murray middle for 2 yards (tackle by Chad Greenway and Linval Joseph),1.010,0.560
3,5:08,3,2,OAK 35,20,14,Jamize Olawale middle for 2 yards (tackle by Harrison Smith),0.560,1.400
3,4:16,1,10,OAK 37,20,14,Derek Carr pass complete short right to Latavius Murray for 8 yards (tackle by Harrison Smith and Chad Greenway),1.400,1.940
3,3:30,2,2,OAK 45,20,14,Latavius Murray left tackle for 5 yards (tackle by Andrew Sendejo),1.940,2.260
3,2:46,1,10,,20,14,Derek Carr pass incomplete,2.260,1.710
3,2:39,2,10,,20,14,Derek Carr sacked by Linval Joseph for -10 yards,1.710,-0.300
3,1:52,3,20,OAK 40,20,14,Derek Carr pass complete short middle to Jamize Olawale for 8 yards (tackle by Anthony Barr),-0.300,-0.190
3,1:08,4,12,OAK 48,20,14,"Marquette King punts 42 yards, returned by Marcus Sherels for 9 yards (tackle by Taiwan Jones)",-0.190,-0.150
3,1:01,1,10,MIN 19,20,14,Teddy Bridgewater pass incomplete,0.150,-0.390
3,0:51,2,10,MIN 19,20,14,Adrian Peterson right guard for 6 yards (tackle by Denico Autry and Khalil Mack),-0.390,-0.290
3,0:06,3,4,MIN 25,20,14,Teddy Bridgewater right end for 18 yards (tackle by Aldon Smith),-0.290,1.800
Quarter,Time,Down,ToGo,Location,MIN,OAK,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,MIN 43,20,14,Adrian Peterson left end for 13 yards (tackle by Nate Allen),1.800,2.650
4,14:34,1,10,OAK 44,20,14,Adrian Peterson left guard for 8 yards (tackle by Charles Woodson),2.650,3.190
4,13:50,2,2,OAK 36,20,14,Adrian Peterson middle for 15 yards (tackle by D.J. Hayden),3.190,4.170
4,13:05,1,10,OAK 21,20,14,Adrian Peterson right tackle for -2 yards (tackle by Curtis Lofton),4.170,3.360
4,12:21,2,12,OAK 23,20,14,Teddy Bridgewater sacked by Aldon Smith for -6 yards,3.360,1.880
4,11:36,3,18,OAK 29,20,14,Adrian Peterson middle for 8 yards (tackle by David Amerson),1.880,2.060
4,10:57,4,10,OAK 21,20,14,"Blair Walsh 39 yard field goal no good, blocked by Keith McGill",2.060,-0.870
4,10:53,1,10,OAK 29,20,14,Latavius Murray right tackle for 4 yards (tackle by Brandon Watts and Andrew Sendejo),0.870,0.870
4,10:17,2,6,OAK 33,20,14,Derek Carr pass complete short left to Amari Cooper for 2 yards (tackle by Captain Munnerlyn),0.870,0.430
4,9:47,3,4,OAK 35,20,14,Derek Carr pass incomplete short right intended for Amari Cooper,0.430,-1.040
4,9:42,4,4,OAK 35,20,14,"Marquette King punts 50 yards, returned by Marcus Sherels for 6 yards (tackle by Ray-Ray Armstrong)",-1.040,-0.340
4,9:31,1,10,MIN 21,20,14,Adrian Peterson middle for 1 yard (tackle by Dan Williams and Justin Ellis),0.340,-0.070
4,8:52,2,9,MIN 22,20,14,Teddy Bridgewater pass complete short middle to Stefon Diggs for 37 yards (tackle by T.J. Carrie),-0.070,2.850
4,8:06,1,10,OAK 41,20,14,Adrian Peterson middle for 3 yards (tackle by Dan Williams and Mario Edwards),2.850,2.710
4,7:22,2,7,OAK 38,20,14,Teddy Bridgewater pass complete short middle to Kyle Rudolph for 7 yards (tackle by D.J. Hayden),2.710,3.510
4,6:45,1,10,OAK 31,20,14,Adrian Peterson middle for 5 yards (tackle by Mario Edwards),3.510,3.640
4,6:08,2,5,OAK 26,20,14,Adrian Peterson middle for 6 yards (tackle by Mario Edwards and Curtis Lofton),3.640,4.240
4,5:30,1,10,OAK 20,20,14,Matt Asiata middle for 1 yard (tackle by Dan Williams),4.240,3.820
4,4:48,2,9,OAK 19,20,14,Teddy Bridgewater pass complete short right to MyCole Pruitt for 3 yards (tackle by Curtis Lofton and Mario Edwards),3.820,3.520
4,4:00,3,6,OAK 16,20,14,Teddy Bridgewater pass incomplete deep left intended for Mike Wallace,3.520,2.400
4,3:54,4,6,OAK 16,23,14,Blair Walsh 34 yard field goal good,2.400,3.000
4,3:54,,,MIN 35,23,14,"Blair Walsh kicks off 60 yards, returned by Taiwan Jones for 16 yards (tackle by Matt Asiata)",0.000,-0.340
4,3:43,1,10,OAK 21,23,14,Derek Carr pass complete short left to Mychal Rivera for 5 yards (tackle by Captain Munnerlyn),0.340,0.480
4,3:21,2,5,OAK 26,23,14,Derek Carr pass complete deep left to Amari Cooper for 17 yards (tackle by Xavier Rhodes),0.480,1.800
4,3:16,1,10,OAK 43,23,14,Derek Carr pass complete short middle to Michael Crabtree for 22 yards (tackle by Harrison Smith),1.800,3.250
4,2:55,1,10,MIN 35,23,14,Derek Carr pass complete short middle to Latavius Murray for 8 yards (tackle by Anthony Barr),3.250,3.780
4,2:36,2,2,MIN 27,23,14,Derek Carr pass complete short left to Seth Roberts for 5 yards (tackle by Xavier Rhodes),3.780,4.110
4,2:30,1,10,MIN 22,23,14,Derek Carr pass incomplete short right intended for Clive Walford (defended by Brian Robison),4.110,3.560
4,2:27,2,10,MIN 22,23,14,Derek Carr middle for 11 yards (tackle by Andrew Sendejo),3.560,4.840
4,2:15,1,10,MIN 11,23,14,Derek Carr pass incomplete deep right intended for Andre Holmes is intercepted by Terence Newman at MIN--8,4.840,-0.280
4,2:03,1,10,MIN 20,29,14,"Adrian Peterson right guard for 80 yards, touchdown",0.280,7.000
4,2:03,,,OAK 20,30,14,Blair Walsh kicks extra point good,0.000,0.000
4,2:03,,,MIN 35,30,14,"Blair Walsh kicks off 67 yards, returned by Taiwan Jones for 19 yards (tackle by Edmond Robinson)",0.000,0.060
4,1:42,1,10,OAK 17,30,14,Derek Carr pass complete short right to Latavius Murray for 7 yards (tackle by Anthony Barr),-0.060,0.480
4,1:35,2,3,OAK 24,30,14,Derek Carr for 1 yard (tackle by Everson Griffen),0.480,-0.240
4,1:26,3,2,OAK 25,30,14,Derek Carr pass complete short middle to Mychal Rivera for 17 yards (tackle by Captain Munnerlyn),-0.240,1.730
4,1:02,1,10,OAK 42,30,14,Derek Carr pass complete short middle to Jamize Olawale for 14 yards (tackle by Trae Waynes and Captain Munnerlyn),1.730,1.730
4,0:54,1,10,OAK 42,30,14,Timeout #1 by Oakland Raiders,1.730,2.650
4,0:54,1,10,MIN 44,30,14,Derek Carr pass complete short right to Mychal Rivera for 14 yards (tackle by Captain Munnerlyn and Brandon Watts),2.650,3.580
4,0:31,1,10,MIN 30,30,14,Derek Carr pass complete short right to Mychal Rivera for 7 yards (tackle by Trae Waynes),3.580,3.980
4,0:25,2,3,MIN 23,30,14,Derek Carr pass complete short middle to Jamize Olawale for 13 yards (tackle by Captain Munnerlyn),3.980,3.980
4,0:17,2,3,MIN 23,30,14,Timeout #2 by Oakland Raiders,3.980,4.910
4,0:17,1,10,MIN 10,30,14,Derek Carr pass incomplete short right intended for Michael Crabtree,4.910,4.190
4,0:13,2,10,MIN 10,30,14,Derek Carr pass incomplete short left intended for Seth Roberts,4.190,3.130
4,0:08,3,10,MIN 10,30,14,Derek Carr pass incomplete short right intended for Seth Roberts,3.130,2.760
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
