Quarter,Time,Down,ToGo,Location,TAM,GNB,Detail,EPB,EPA
2,9:09,1,10,TAM 23,10,7,Kenyan Drake up the middle for no gain (tackle by Joe Tryon-Shoyinka and K.J. Britt),4.040,3.500
2,8:27,2,10,TAM 23,10,7,Jordan Love pass complete short left to Jayden Reed for 1 yard (tackle by Christian Izien),3.500,2.940
2,7:50,3,9,TAM 22,10,7,Jordan Love pass complete short left to Aaron Jones for 4 yards,2.940,2.300
2,7:13,4,5,TAM 18,10,10,Anders Carlson 36 yard field goal good,2.300,3.000
2,7:09,,,GNB 35,10,10,"Anders Carlson kicks off 59 yards,",0.000,0.610
2,7:09,1,10,TAM 25,10,10,"Penalty on Robert Hainsey: False Start, 5 yards (accepted) (no play)",0.610,0.280
2,7:09,1,15,TAM 20,10,10,Chase Edmonds up the middle for 9 yards (tackle by Jonathan Owens),0.280,0.600
2,6:28,2,6,TAM 29,10,10,Chase Edmonds right end for 2 yards (tackle by Quay Walker),0.600,0.170
2,5:48,3,4,TAM 31,10,10,Baker Mayfield pass incomplete short right intended for Chris Godwin (defended by Kenny Clark),0.170,-1.310
2,5:44,4,4,TAM 31,10,10,Jake Camarda punts 65 yards downed by David Moore,-1.310,0.380
2,5:31,1,10,GNB 4,10,10,"Jordan Love pass incomplete deep right intended for Jayden Reed. Penalty on Christian Izien: Defensive Pass Interference, 32 yards (accepted) (no play)",-0.380,1.330
2,5:26,1,10,GNB 36,10,10,Jordan Love pass incomplete short right intended for Dontayvion Wicks (defended by Zyon McCollum),1.330,0.790
2,5:23,2,10,GNB 36,10,10,Jordan Love pass complete short right to Romeo Doubs for 11 yards (tackle by Antoine Winfield),0.790,2.060
2,4:46,1,10,GNB 47,10,10,Jordan Love pass incomplete short right,2.060,1.520
2,4:42,2,10,GNB 47,10,10,Jordan Love pass complete short right to Aaron Jones for 4 yards (tackle by Calijah Kancey and Shaquil Barrett),1.520,1.360
2,3:53,3,6,TAM 49,10,10,"Penalty on Jordan Love: Delay of Game, 5 yards (accepted) (no play)",1.360,0.700
2,3:29,3,11,GNB 46,10,10,Jordan Love pass complete short middle to Jayden Reed for 5 yards (tackle by Lavonte David and Kaevon Merriweather),0.700,0.000
2,2:41,4,6,TAM 49,10,10,"Penalty on GNB: Delay of Game, 5 yards (accepted) (no play)",0.000,-0.320
2,2:21,4,11,GNB 46,10,10,"Daniel Whelan punts 43 yards, fair catch by Deven Thompkins at TB-11",-0.320,0.370
2,2:13,1,10,TAM 11,10,10,Rachaad White up the middle for 1 yard (tackle by Tedarrell Slaton and Karl Brooks),-0.370,-0.710
2,2:00,2,9,TAM 12,10,10,Baker Mayfield pass complete short right to Mike Evans for 6 yards (tackle by Carrington Valentine),-0.710,-0.600
2,1:21,3,3,TAM 18,10,10,Baker Mayfield pass complete short right to Chris Godwin for 8 yards (tackle by Jonathan Owens and Quay Walker),-0.600,0.670
2,1:03,1,10,TAM 26,10,10,Baker Mayfield pass complete deep right to David Moore for 16 yards (tackle by Carrington Valentine),0.670,1.730
2,0:43,1,10,TAM 42,10,10,Baker Mayfield pass complete deep middle to Chris Godwin for 25 yards (tackle by Rudy Ford),1.730,3.380
2,0:36,,,,,,Timeout #1 by Tampa Bay Buccaneers,,
2,0:36,1,10,GNB 33,10,10,Baker Mayfield sacked by Lukas Van Ness for -9 yards,3.380,1.620
2,0:31,,,,,,Timeout #2 by Tampa Bay Buccaneers,,
2,0:31,2,19,GNB 42,10,10,"Baker Mayfield pass incomplete intended for Cade Otton. Penalty on Luke Goedeke: Offensive Holding, 10 yards (accepted) (no play)",1.620,0.270
2,0:26,2,29,TAM 48,10,10,Baker Mayfield pass complete deep right to Chris Godwin for 24 yards (tackle by Carrington Valentine),0.270,2.810
2,0:19,,,,,,Timeout #3 by Tampa Bay Buccaneers,,
2,0:19,,,,,,Timeout #1 by Green Bay Packers,,
2,0:19,3,5,GNB 28,10,10,Baker Mayfield pass incomplete deep right,2.810,1.630
2,0:14,4,5,GNB 28,13,10,Chase McLaughlin 46 yard field goal good,1.630,3.000
2,0:10,,,TAM 35,13,10,"Jake Camarda kicks off 60 yards, returned by Keisean Nixon for 20 yards (tackle by Zyon McCollum)",0.000,0.610
2,0:04,1,10,GNB 25,13,10,Jordan Love kneels for -1 yards,0.610,-0.070
Quarter,Time,Down,ToGo,Location,TAM,GNB,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TAM 35,13,10,"Jake Camarda kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,GNB 25,13,10,Jordan Love pass incomplete short right,0.610,0.060
3,14:56,2,10,GNB 25,13,10,Aaron Jones up the middle for 3 yards (tackle by YaYa Diaby and Vita Vea),0.060,-0.230
3,14:36,,,,,,Timeout #1 by Tampa Bay Buccaneers,,
3,14:36,3,7,GNB 28,13,10,Jordan Love pass incomplete deep left intended for Jayden Reed,-0.230,-1.500
3,14:31,4,7,GNB 28,13,10,"Daniel Whelan punts 51 yards, returned by Deven Thompkins for 13 yards (tackle by Jonathan Owens)",-1.500,-1.200
3,14:21,1,10,TAM 34,13,10,Rachaad White up the middle for 4 yards (tackle by Tedarrell Slaton and Kenny Clark),1.200,1.200
3,13:47,2,6,TAM 38,13,10,Baker Mayfield pass incomplete deep right intended for Chris Godwin,1.200,0.500
3,13:42,3,6,TAM 38,13,10,Baker Mayfield pass complete deep middle to Mike Evans for 18 yards (tackle by Jonathan Owens),0.500,2.650
3,13:02,1,10,GNB 44,13,10,Rachaad White up the middle for -2 yards (tackle by De'Vondre Campbell and Jonathan Owens),2.650,1.840
3,12:20,2,12,GNB 46,13,10,Baker Mayfield pass incomplete short middle intended for Trey Palmer (defended by Rudy Ford),1.840,1.160
3,12:17,3,12,GNB 46,13,10,Baker Mayfield pass complete short left to Chris Godwin for 15 yards (tackle by De'Vondre Campbell),1.160,3.510
3,11:38,1,10,GNB 31,13,10,Baker Mayfield pass complete short left to Trey Palmer for 5 yards (tackle by Jonathan Owens),3.510,3.640
3,11:01,2,5,GNB 26,19,10,"Baker Mayfield pass complete short right to Rachaad White for 26 yards, touchdown",3.640,7.000
3,10:55,,,GNB 15,20,10,Chase McLaughlin kicks extra point good,0.000,0.000
3,10:55,,,TAM 35,20,10,"Jake Camarda kicks off 65 yards, touchback.",0.000,0.610
3,10:55,1,10,GNB 25,20,10,Aaron Jones left guard for no gain (tackle by Lavonte David),0.610,0.060
3,10:20,2,10,GNB 25,20,10,Jordan Love pass complete short right to Aaron Jones for 5 yards (tackle by K.J. Britt),0.060,0.040
3,9:36,3,5,GNB 30,20,10,Jordan Love pass complete short middle to Dontayvion Wicks for 22 yards (tackle by Antoine Winfield and K.J. Britt),0.040,2.390
3,8:53,1,10,TAM 48,20,10,"Jordan Love pass complete short middle to Dontayvion Wicks for 2 yards. Dontayvion Wicks fumbles (forced by Antoine Winfield), recovered by Dontayvion Wicks at TB-46",2.390,2.120
3,8:04,2,8,TAM 46,20,10,Jordan Love pass incomplete deep left intended for Ben Sims,2.120,1.420
3,7:57,3,8,TAM 46,20,10,Jordan Love pass complete deep middle to Dontayvion Wicks for 21 yards (tackle by Antoine Winfield),1.420,3.910
3,7:14,1,10,TAM 25,20,10,"Jordan Love pass complete to Bo Melton for no gain. Penalty on Josh Myers: Offensive Holding, 10 yards (accepted) (no play)",3.910,3.250
3,6:45,1,20,TAM 35,20,10,Jordan Love pass complete short right to Malik Heath for 15 yards (tackle by Lavonte David),3.250,4.040
3,6:18,2,5,TAM 20,20,10,Jordan Love pass complete short left to Bo Melton for 7 yards (tackle by Jamel Dean),4.040,4.710
3,5:46,1,10,TAM 13,20,10,Jordan Love pass complete short right to Patrick Taylor for -3 yards (tackle by Lavonte David),4.710,3.620
3,5:05,2,13,TAM 16,20,10,Jordan Love pass complete short right to Patrick Taylor for -1 yards (tackle by Anthony Nelson),3.620,2.880
3,4:26,3,14,TAM 17,20,16,"Jordan Love pass complete deep right to Jayden Reed for 17 yards, touchdown",2.880,7.000
3,4:18,,,TAM 15,20,17,Anders Carlson kicks extra point good,0.000,0.000
3,4:18,,,GNB 35,20,17,"Anders Carlson kicks off 65 yards, touchback.",0.000,0.610
3,4:18,1,10,TAM 25,20,17,Baker Mayfield pass complete short middle to Cade Otton for 22 yards (tackle by Carrington Valentine and Quay Walker),0.610,2.060
3,3:39,1,10,TAM 47,20,17,Baker Mayfield sacked by Kenny Clark for -8 yards,2.060,0.440
3,3:05,2,18,TAM 39,20,17,Baker Mayfield pass complete short middle to Chris Godwin for 21 yards (tackle by Jonathan Owens and Rudy Ford),0.440,2.920
3,2:25,1,10,GNB 40,20,17,Chase Edmonds right guard for 2 yards (tackle by Devonte Wyatt),2.920,2.640
3,1:43,2,8,GNB 38,20,17,Baker Mayfield pass incomplete short right intended for Mike Evans (defended by Carrington Valentine),2.640,1.950
3,1:40,3,8,GNB 38,20,17,"Baker Mayfield pass incomplete intended for Mike Evans. Penalty on Corey Ballentine: Defensive Pass Interference, 11 yards (accepted) (no play)",1.950,3.780
3,1:35,1,10,GNB 27,20,17,Rachaad White left guard for 3 yards (tackle by De'Vondre Campbell),3.780,3.640
3,0:51,2,7,GNB 24,20,17,Baker Mayfield pass complete deep middle to Cade Otton for 22 yards (tackle by Jonathan Owens),3.640,6.740
3,0:29,1,2,GNB 2,20,17,Baker Mayfield pass incomplete short left intended for Mike Evans,6.740,5.720
3,0:26,2,2,GNB 2,26,17,"Baker Mayfield pass complete short right to Ko Kieft for 2 yards, touchdown",5.720,7.000
3,0:20,,,GNB 15,27,17,Chase McLaughlin kicks extra point good,0.000,0.000
3,0:20,,,TAM 35,27,17,"Jake Camarda kicks off 65 yards, touchback.",0.000,0.610
3,0:20,1,10,GNB 25,27,17,Jordan Love pass complete short left to Jayden Reed for 4 yards (tackle by Jamel Dean),0.610,0.600
Quarter,Time,Down,ToGo,Location,TAM,GNB,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,6,GNB 29,27,17,Jordan Love pass complete short right to Dontayvion Wicks for 20 yards (tackle by Antoine Winfield and Dee Delaney),0.600,2.190
4,14:20,1,10,GNB 49,27,17,Jordan Love pass complete deep right to Dontayvion Wicks for 19 yards (tackle by Antoine Winfield and Zyon McCollum),2.190,3.450
4,13:40,1,10,TAM 32,27,17,Jordan Love pass complete short left to Jayden Reed for 5 yards (tackle by Calijah Kancey),3.450,3.580
4,12:58,2,5,TAM 27,27,17,"Aaron Jones right end for 4 yards (tackle by Christian Izien) GNB challenged the short of the line to gain ruling, and the play was upheld.",3.580,3.400
4,12:19,3,1,TAM 23,27,17,Jordan Love up the middle for 2 yards (tackle by Pat O'Connor and Greg Gaines),3.400,4.170
4,11:39,1,10,TAM 21,27,17,Aaron Jones right end for 3 yards (tackle by Joe Tryon-Shoyinka),4.170,4.040
4,10:58,2,7,TAM 18,27,17,Jordan Love pass complete short left to Aaron Jones for 3 yards (tackle by Lavonte David and Christian Izien),4.040,3.810
4,10:13,3,4,TAM 15,27,17,Jordan Love pass incomplete short right intended for Tucker Kraft (defended by Lavonte David),3.810,2.520
4,10:07,4,4,TAM 15,27,20,Anders Carlson 33 yard field goal good,2.520,3.000
4,10:04,,,GNB 35,27,20,"Anders Carlson kicks off 65 yards, touchback.",0.000,0.610
4,10:04,1,10,TAM 25,27,20,Baker Mayfield sacked by Devonte Wyatt for no gain,0.610,0.060
4,9:27,2,10,TAM 25,27,20,Rachaad White up the middle for 6 yards (tackle by Rudy Ford),0.060,0.170
4,8:49,3,4,TAM 31,27,20,Baker Mayfield pass complete short middle to Chris Godwin for 11 yards (tackle by Quay Walker),0.170,1.730
4,8:06,1,10,TAM 42,27,20,Rachaad White up the middle for 4 yards (tackle by Devonte Wyatt),1.730,1.730
4,7:24,2,6,TAM 46,27,20,Rachaad White up the middle for 2 yards (tackle by Lukas Van Ness),1.730,1.290
4,6:40,3,4,TAM 48,33,20,"Baker Mayfield pass complete short right to David Moore for 52 yards, touchdown Replay Assistant challenged the fumble ruling, and the play was upheld.",1.290,7.000
4,6:30,,,GNB 15,34,20,Chase McLaughlin kicks extra point good,0.000,0.000
4,6:30,,,TAM 35,34,20,"Jake Camarda kicks off 51 yards, returned by Keisean Nixon for 8 yards (tackle by Cam Gill)",0.000,0.410
4,6:26,1,10,GNB 22,34,20,Jordan Love pass complete short left to Romeo Doubs for 12 yards (tackle by Jamel Dean),0.410,1.200
4,6:05,1,10,GNB 34,34,20,Jordan Love pass complete short right to Malik Heath for 9 yards (tackle by Antoine Winfield),1.200,1.870
4,5:45,2,1,GNB 43,34,20,Patrick Taylor up the middle for 6 yards (tackle by Anthony Nelson and K.J. Britt),1.870,2.190
4,5:22,1,10,GNB 49,34,20,Jordan Love pass complete short right to Tucker Kraft for 8 yards (tackle by K.J. Britt),2.190,2.800
4,5:04,2,1,TAM 43,34,20,Jordan Love pass complete short right to Dontayvion Wicks for 13 yards (tackle by Dee Delaney),2.800,3.580
4,4:42,1,10,TAM 30,34,20,Jordan Love pass incomplete short right,3.580,3.030
4,4:37,2,10,TAM 30,34,20,Jordan Love pass incomplete short right intended for Tucker Kraft,3.030,2.340
4,4:33,3,10,TAM 30,34,20,Jordan Love pass incomplete deep left intended for Bo Melton,2.340,1.410
4,4:28,4,10,TAM 30,34,20,"Jordan Love sacked by and Shaquil Barrett for -21 yards and Lavonte David for -21 yards. Jordan Love fumbles (forced by Shaquil Barrett), recovered by Logan Hall at GB-49 (tackle by Rasheed Walker)",1.410,-2.320
4,4:18,1,10,GNB 49,34,20,Rachaad White left end for 5 yards (tackle by Lukas Van Ness and Corey Ballentine),2.320,2.460
4,4:13,,,,,,Timeout #2 by Green Bay Packers,,
4,4:13,2,5,GNB 44,34,20,Rachaad White right end for 1 yard (tackle by Quay Walker),2.460,1.880
4,4:08,,,,,,Timeout #3 by Green Bay Packers,,
4,4:08,3,4,GNB 43,34,20,Rachaad White up the middle for 2 yards (tackle by Jonathan Owens and Rudy Ford),1.880,0.530
4,3:25,,,,,,Timeout #2 by Tampa Bay Buccaneers,,
4,3:25,4,2,GNB 41,34,20,Rachaad White up the middle for 3 yards (tackle by Kenny Clark and Jonathan Owens),0.530,3.050
4,2:41,1,10,GNB 38,34,20,Rachaad White right guard for 5 yards (tackle by Kingsley Enagbare),3.050,3.180
4,2:00,2,5,GNB 33,34,20,Rachaad White up the middle for 22 yards,3.180,4.840
4,1:14,1,10,GNB 11,34,20,Baker Mayfield kneels for -1 yards,4.840,3.980
4,0:34,2,11,GNB 12,34,20,Baker Mayfield kneels for -1 yards,3.980,3.080
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
