Quarter,Time,Down,ToGo,Location,DET,CHI,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Lions won the coin toss and deferred, Bears to receive the opening kickoff.",,
1,15:00,,,DET 35,0,0,"Jack Fox kicks off 65 yards, touchback.",0.000,0.610
1,15:00,1,10,CHI 25,0,0,Justin Fields left end for 28 yards (tackle by Kerby Joseph),0.610,2.460
1,14:28,1,10,DET 47,0,0,David Montgomery left end for 9 yards (tackle by Isaiah Buggs),2.460,3.130
1,13:46,2,1,DET 38,0,0,Justin Fields scrambles left end for 13 yards (tackle by DeShon Elliott),3.130,3.910
1,13:10,1,10,DET 25,0,0,Equanimeous St. Brown left end for 10 yards (tackle by Alex Anzalone),3.910,4.580
1,12:35,1,10,DET 15,0,0,Justin Fields right guard for 6 yards (tackle by Alim McNeill),4.580,5.030
1,11:58,2,4,DET 9,0,0,"David Montgomery for no gain (tackle by DeShon Elliott and Derrick Barnes). Penalty on Braxton Jones: Offensive Holding, 10 yards (accepted) (no play)",5.030,3.450
1,11:30,2,14,DET 19,0,0,Justin Fields pass incomplete short right intended for Trevon Wesco (defended by Jarrad Davis),3.450,2.790
1,11:24,3,14,DET 19,0,0,David Montgomery right guard for 4 yards (tackle by Aidan Hutchinson),2.790,2.440
1,10:42,4,10,DET 15,0,3,Cairo Santos 33 yard field goal good,2.440,3.000
1,10:39,,,CHI 35,0,3,"Cairo Santos kicks off 65 yards, touchback.",0.000,0.610
1,10:39,1,10,DET 25,0,3,Jared Goff pass incomplete short right intended for D'Andre Swift (defended by Joe Thomas),0.610,0.060
1,10:36,2,10,DET 25,0,3,Jamaal Williams left tackle for 5 yards (tackle by Justin Jones),0.060,0.040
1,9:55,3,5,DET 30,0,3,Jared Goff pass complete short middle to Amon-Ra St. Brown for 5 yards (tackle by Jaquan Brisker),0.040,1.270
1,9:30,1,10,DET 35,0,3,"Jared Goff pass complete to Tom Kennedy for 8 yards Replay Assistant challenged the pass completion ruling, and the original play was overturned. Jared Goff pass incomplete intended for Tom Kennedy",1.270,0.720
1,9:21,2,10,DET 35,0,3,D'Andre Swift right guard for 1 yard (tackle by Jack Sanborn),0.720,0.170
1,8:41,3,9,DET 36,0,3,Jared Goff pass complete short left to Amon-Ra St. Brown for 13 yards (tackle by Jack Sanborn),0.170,2.190
1,8:04,1,10,DET 49,0,3,Jared Goff pass complete short left to James Mitchell for 4 yards (tackle by Joe Thomas),2.190,2.190
1,7:21,2,6,CHI 47,0,3,Justin Jackson right tackle for 9 yards (tackle by Eddie Jackson),2.190,3.050
1,6:45,1,10,CHI 38,0,3,Jamaal Williams right guard for 13 yards (tackle by Eddie Jackson),3.050,3.910
1,6:06,1,10,CHI 25,0,3,Jared Goff pass complete short left to Amon-Ra St. Brown for 12 yards (tackle by Jack Sanborn),3.910,4.710
1,5:22,1,10,CHI 13,0,3,Jamaal Williams right tackle for -2 yards (tackle by Justin Jones),4.710,3.760
1,4:46,2,12,CHI 15,0,3,Amon-Ra St. Brown left tackle for 2 yards (tackle by Nicholas Morrow and Kingsley Jonathan),3.760,3.120
1,4:08,3,10,CHI 13,0,3,Jared Goff pass complete short left to Justin Jackson for 6 yards (tackle by Jaquan Brisker),3.120,2.990
1,3:24,4,4,CHI 7,3,3,Michael Badgley 25 yard field goal good,2.990,3.000
1,3:21,,,DET 35,3,3,"Jack Fox kicks off 66 yards, returned by Khalil Herbert for 50 yards (tackle by Amani Oruwariye)",0.000,2.190
1,3:12,1,10,CHI 49,3,3,Justin Fields pass complete short middle to Dante Pettis for 9 yards (tackle by Mike Hughes),2.190,2.860
1,2:31,2,1,DET 42,3,3,David Montgomery right guard for 2 yards (tackle by Alex Anzalone and Isaiah Buggs),2.860,2.920
1,1:54,1,10,DET 40,3,3,Justin Fields pass complete short left to Cole Kmet for 9 yards (tackle by Kerby Joseph),2.920,3.590
1,1:11,2,1,DET 31,3,3,"David Montgomery for 4 yards (tackle by Will Harris). Penalty on Cole Kmet: Face Mask (15 Yards), 15 yards (accepted)",3.590,2.100
1,0:43,2,12,DET 42,3,3,Justin Fields sacked by Julian Okwara for -2 yards,2.100,1.160
Quarter,Time,Down,ToGo,Location,DET,CHI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,14,DET 44,3,3,"Justin Fields pass incomplete. Penalty on Braxton Jones: Offensive Holding, 10 yards (declined)",1.160,0.330
2,14:52,4,14,DET 44,3,3,"Trenton Gill punts 44 yards, touchback.",0.330,-0.280
2,14:44,1,10,DET 20,3,3,Jared Goff pass incomplete short left intended for Justin Jackson (defended by Joe Thomas),0.280,-0.270
2,14:40,2,10,DET 20,3,3,D'Andre Swift right end for -4 yards (tackle by Nicholas Morrow and Dominique Robinson),-0.270,-1.780
2,14:03,3,15,DET 16,3,3,Jared Goff pass complete deep middle to Kalif Raymond for 21 yards (tackle by Jaquan Brisker),-1.780,1.400
2,13:23,1,10,DET 37,3,3,"Jared Goff pass incomplete intended for Justin Jackson. Penalty on Trinity Benson: Offensive Pass Interference, 10 yards (accepted) (no play)",1.400,0.740
2,13:16,1,20,DET 27,3,3,Jamaal Williams right tackle for 7 yards (tackle by Jaylon Johnson and Jack Sanborn),0.740,0.450
2,12:39,2,13,DET 34,3,3,Jared Goff pass complete short right to Amon-Ra St. Brown for 14 yards (tackle by Eddie Jackson),0.450,2.130
2,12:08,1,10,DET 48,3,3,Justin Jackson right tackle for no gain (tackle by Angelo Blackson and Kingsley Jonathan),2.130,1.580
2,11:33,2,10,DET 48,3,3,Jared Goff pass complete short right to Amon-Ra St. Brown for 22 yards (tackle by Jaquan Brisker),1.580,3.580
2,10:54,1,10,CHI 30,3,3,Jared Goff pass complete deep middle to Amon-Ra St. Brown for 20 yards (tackle by Eddie Jackson),3.580,4.910
2,10:14,1,10,CHI 10,3,3,Jamaal Williams left guard for 3 yards (tackle by Mike Pennel),4.910,4.760
2,9:36,2,7,CHI 7,3,3,"Jared Goff pass incomplete intended for Tom Kennedy. Penalty on Lamar Jackson: Defensive Pass Interference, 6 yards (accepted) (no play)",4.760,6.970
2,9:27,1,1,CHI 1,3,3,Jared Goff sacked by Jack Sanborn for -3 yards,6.970,5.340
2,8:43,2,4,CHI 4,3,3,Jamaal Williams right tackle for 3 yards (tackle by Armon Watts),5.340,5.170
2,8:00,3,1,CHI 1,3,3,D'Andre Swift right end for -1 yards (tackle by Nicholas Morrow and Jaquan Brisker),5.170,3.250
2,7:21,4,2,CHI 2,9,3,"Jared Goff pass complete short right to Brock Wright for 2 yards, touchdown",3.250,7.000
2,7:18,,,CHI 15,10,3,Michael Badgley kicks extra point good,0.000,0.000
2,7:18,,,DET 35,10,3,"Jack Fox kicks off 65 yards, touchback.",0.000,0.610
2,7:18,1,10,CHI 25,10,3,Justin Fields pass complete short middle to Chase Claypool for 8 yards (tackle by Will Harris and Jarrad Davis),0.610,1.140
2,6:42,2,2,CHI 33,10,3,Justin Fields pass incomplete short right intended for Byron Pringle,1.140,0.430
2,6:36,3,2,CHI 33,10,3,Justin Fields right end for 8 yards (tackle by Kerby Joseph),0.430,1.660
2,5:56,1,10,CHI 41,10,3,"Justin Fields for 4 yards (tackle by Aidan Hutchinson). Penalty on Byron Pringle: Offensive Holding, 10 yards (accepted)",1.660,1.270
2,5:32,1,16,CHI 35,10,3,Khalil Herbert right guard for 6 yards (tackle by Will Harris),1.270,1.120
2,4:51,2,10,CHI 41,10,3,Khalil Herbert left tackle for 5 yards (tackle by John Cominsky),1.120,1.090
2,4:13,3,5,CHI 46,10,3,Justin Fields pass complete short middle to Byron Pringle for 12 yards (tackle by Will Harris),1.090,2.790
2,3:31,1,10,DET 42,10,3,Khalil Herbert left end for 7 yards (tackle by Jeff Okudah),2.790,3.190
2,3:00,2,3,DET 35,10,3,Justin Fields left end for 6 yards (tackle by Jarrad Davis),3.190,3.640
2,2:22,1,10,DET 29,10,3,Khalil Herbert right guard for 11 yards (tackle by Will Harris and Alex Anzalone),3.640,4.370
2,2:00,1,10,DET 18,10,3,Khalil Herbert left end for 1 yard (tackle by Jerry Jacobs),4.370,3.940
2,1:15,2,9,DET 17,10,3,Justin Fields pass complete short left to Darnell Mooney for 13 yards (tackle by Kerby Joseph),3.940,6.280
2,0:32,1,4,DET 4,10,3,Justin Fields left end for 3 yards (tackle by Alex Anzalone). Justin Fields fumbles (forced by Alex Anzalone). Justin Fields fumbles out of bounds,6.280,5.910
2,0:26,,,,,,Timeout #1 by Chicago Bears,,
2,0:26,2,1,DET 1,10,3,David Montgomery right guard for no gain (tackle by Aidan Hutchinson),5.910,5.170
2,0:21,,,,,,Timeout #2 by Chicago Bears,,
2,0:21,3,1,DET 1,10,9,"Justin Fields scrambles left end for 1 yard, touchdown",5.170,7.000
2,0:12,,,DET 15,10,10,Cairo Santos kicks extra point good,0.000,0.000
2,0:12,,,CHI 35,10,10,"Cairo Santos kicks off 60 yards, returned by Justin Jackson for 39 yards (tackle by Sterling Weatherford)",0.000,1.860
2,0:05,1,10,DET 44,10,10,Jared Goff pass incomplete deep middle,1.860,1.320
Quarter,Time,Down,ToGo,Location,DET,CHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CHI 35,10,10,"Cairo Santos kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,DET 25,10,10,D'Andre Swift right tackle for 6 yards (tackle by Dominique Robinson),0.610,0.870
3,14:26,2,4,DET 31,10,10,Jamaal Williams right tackle for 3 yards (tackle by Dominique Robinson),0.870,0.560
3,13:46,3,1,DET 34,10,10,Jamaal Williams right guard for -2 yards (tackle by Armon Watts and Jack Sanborn),0.560,-1.240
3,13:07,4,3,DET 32,10,10,"Jack Fox punts 59 yards, returned by Dante Pettis for 15 yards (tackle by Jerry Jacobs and Chris Board)",-1.240,-0.540
3,12:55,1,10,CHI 24,10,10,Justin Fields pass complete short middle to Darnell Mooney for 16 yards (tackle by Kerby Joseph),0.540,1.600
3,12:15,1,10,CHI 40,10,10,Equanimeous St. Brown right end for -1 yards (tackle by Jerry Jacobs and Julian Okwara),1.600,0.920
3,11:42,2,11,CHI 39,10,10,David Montgomery left guard for 6 yards (tackle by Alex Anzalone),0.920,1.030
3,11:00,3,5,CHI 45,10,10,Justin Fields pass complete short left to Darnell Mooney for 22 yards (tackle by Will Harris),1.030,3.380
3,10:19,1,10,DET 33,10,10,Justin Fields pass complete short middle to Cole Kmet for 9 yards (tackle by Aidan Hutchinson),3.380,4.050
3,9:42,2,1,DET 24,10,10,Justin Fields pass incomplete short right,4.050,3.340
3,9:38,3,1,DET 24,10,10,Dante Pettis left end for 8 yards (tackle by C.J. Moore),3.340,4.510
3,9:04,1,10,DET 16,10,10,Justin Fields left guard for 5 yards (tackle by Alex Anzalone),4.510,4.760
3,8:24,2,5,DET 11,10,10,David Montgomery left tackle for 5 yards (tackle by Charles Harris and Alex Anzalone),4.760,5.830
3,7:40,1,6,DET 6,10,16,"Justin Fields pass complete short right to Cole Kmet for 6 yards, touchdown",5.830,7.000
3,7:36,,,DET 15,10,17,Cairo Santos kicks extra point good,0.000,0.000
3,7:36,,,CHI 35,10,17,"Cairo Santos kicks off 65 yards, touchback.",0.000,0.610
3,7:36,1,10,DET 25,10,17,Jared Goff pass complete short left to D'Andre Swift for 6 yards (tackle by Dominique Robinson),0.610,0.870
3,6:57,2,4,DET 31,10,17,Jared Goff pass complete short left to Amon-Ra St. Brown for 5 yards (tackle by Jaylon Jones),0.870,1.330
3,6:20,1,10,DET 36,10,17,Jamaal Williams left tackle for 1 yard (tackle by Angelo Blackson and Mike Pennel),1.330,0.930
3,5:40,2,9,DET 37,10,17,"Jared Goff aborted snap, recovered by Kalif Raymond at DET-26",0.930,-1.220
