#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,11:11,TAM 30,8,3:45,44,Field Goal
2,1,1:31,TAM 9,6,3:07,19,Punt
3,2,11:50,TAM 28,3,2:14,6,Punt
4,2,7:25,TAM 26,1,0:16,0,Interception
5,2,7:09,TAM 19,3,1:24,81,Touchdown
6,2,3:57,JAX 43,3,1:29,-6,Punt
7,2,2:01,TAM 39,10,1:46,57,Field Goal
8,3,15:00,TAM 23,6,3:21,40,Interception
9,3,7:59,TAM 40,4,1:36,13,Punt
10,3,4:43,JAX 33,3,1:24,33,Touchdown
11,3,1:39,JAX 30,4,1:34,6,Field Goal
12,4,11:37,TAM 34,3,1:24,4,Punt
13,4,7:58,TAM 17,6,3:11,42,Punt
14,4,1:43,TAM 34,7,1:24,21,Interception
