#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,JAX 17,6,3:49,33,Punt
2,1,7:26,,10,5:55,50,Touchdown
3,2,13:24,JAX 31,3,1:34,2,Punt
4,2,9:36,JAX 43,5,2:11,34,Field Goal
5,2,5:45,JAX 21,3,1:48,5,Punt
6,2,2:28,JAX 9,3,0:27,3,Punt
7,2,0:15,JAX 29,1,0:15,-1,End of Half
8,3,11:39,JAX 40,8,3:40,20,Downs
9,3,6:23,JAX 4,3,1:40,-3,Punt
10,3,3:19,JAX 11,3,1:40,-1,Punt
11,3,0:05,JAX 47,8,3:28,53,Touchdown
12,4,10:13,JAX 10,3,2:15,-3,Punt
13,4,4:47,JAX 3,6,3:04,18,Punt
14,4,0:19,JAX 32,1,0:19,-1,End of Game
