Quarter,Time,Tm,Detail,CLE,PIT
1.0,9:22,Browns,Phil Dawson 20 yard field goal,3,0
,6:12,Steelers,Jerricho Cotchery 11 yard pass from Ben Roethlisberger (Shaun Suisham kick),3,7
4.0,2:52,Steelers,Antonio Brown 79 yard pass from Ben Roethlisberger (Shaun Suisham kick),3,14
