Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Clyde Edwards-Helaire,KAN,14,102,0,4,56,4.0,46,3.3,2,7.0
Darrel Williams,KAN,10,42,1,4,21,2.1,21,2.1,0,
Patrick Mahomes,KAN,5,26,0,2,22,4.4,4,0.8,0,
Mecole Hardman,KAN,2,25,0,1,24,12.0,1,0.5,0,
Michael Burton,KAN,1,5,0,1,1,1.0,4,4.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Jalen Hurts,PHI,8,47,0,5,23,2.9,24,3.0,3,2.7
Miles Sanders,PHI,7,13,0,0,3,0.4,10,1.4,1,7.0
Kenneth Gainwell,PHI,3,31,1,3,19,6.3,12,4.0,1,3.0
Jalen Reagor,PHI,1,12,0,1,6,6.0,6,6.0,1,1.0
