Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Josh Jacobs,LVR,9,24,0,0,20,2.2,4,0.4,0,
Peyton Barber,LVR,1,7,0,0,6,6.0,1,1.0,0,
Dallin Leavitt,LVR,1,4,0,1,4,4.0,0,0.0,0,
Trey Ragas,LVR,1,9,0,1,7,7.0,2,2.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Clyde Edwards-Helaire,KAN,10,37,2,2,23,2.3,14,1.4,2,5.0
Derrick Gore,KAN,9,66,1,2,13,1.4,53,5.9,2,4.5
Patrick Mahomes,KAN,4,20,0,1,20,5.0,0,0.0,0,
Chad Henne,KAN,3,-2,0,,-2,-0.7,0,0.0,0,
Darrel Williams,KAN,2,8,0,0,8,4.0,0,0.0,0,
Michael Burton,KAN,1,3,0,1,0,0.0,3,3.0,0,
Mecole Hardman,KAN,1,0,0,0,0,0.0,0,0.0,0,
