Quarter,Time,Down,ToGo,Location,LVR,KAN,Detail,EPB,EPA
1,5:27,2,4,KAN 26,0,7,Patrick Mahomes pass complete deep left to Mecole Hardman for 44 yards (tackle by Trayvon Mullen),,
1,4:45,1,10,LVR 30,0,7,Patrick Mahomes pass incomplete deep right,,
1,4:37,2,10,LVR 30,0,7,Clyde Edwards-Helaire up the middle for 2 yards (tackle by Cory Littleton),,
1,3:57,3,8,LVR 28,0,7,"Patrick Mahomes pass incomplete deep left intended for Travis Kelce. Penalty on Yannick Ngakoue: Defensive Offside, 5 yards (accepted) (no play)",,
1,3:49,3,3,LVR 23,0,13,"Patrick Mahomes pass complete short left to Darrel Williams for 23 yards, touchdown",,
1,3:43,,,LVR 15,0,14,Harrison Butker kicks extra point good,,
1,3:43,,,KAN 35,0,14,"Harrison Butker kicks off 65 yards, touchback.",,
1,3:43,1,10,LVR 25,0,14,Derek Carr pass complete short middle to Josh Jacobs for 14 yards (tackle by Willie Gay),,
1,3:07,1,10,LVR 37,0,14,Josh Jacobs up the middle for 4 yards (tackle by Derrick Nnadi and Alex Okafor),,
1,2:29,2,6,LVR 43,0,14,Derek Carr pass complete short right to Zay Jones for 2 yards (tackle by Charvarius Ward),,
1,1:51,3,4,LVR 45,0,14,Derek Carr pass incomplete short left intended for Zay Jones,,
1,1:47,4,4,LVR 45,0,14,"AJ Cole punts 46 yards, returned by Mecole Hardman for 11 yards (tackle by Divine Deablo)",,
1,1:35,1,10,KAN 20,0,14,"Patrick Mahomes pass complete short right to Mecole Hardman for no gain. Penalty on Joe Thuney: Ineligible Downfield Pass, 5 yards (accepted) (no play)",,
1,1:16,1,15,KAN 15,0,14,Patrick Mahomes sacked by Clelin Ferrell for -3 yards,,
1,0:35,2,18,KAN 12,0,14,Patrick Mahomes pass complete short middle to Tyreek Hill for 10 yards (tackle by Casey Hayward),,
Quarter,Time,Down,ToGo,Location,LVR,KAN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,8,KAN 22,0,14,Patrick Mahomes pass complete deep middle to Tyreek Hill for 19 yards (tackle by Johnathan Abram),,
2,14:20,1,10,KAN 41,0,14,Patrick Mahomes pass complete short middle to Travis Kelce for 19 yards (tackle by Trayvon Mullen and Johnathan Abram),,
2,13:41,1,10,LVR 40,0,14,Darrel Williams up the middle for 7 yards (tackle by Divine Deablo and Yannick Ngakoue),,
2,13:05,2,3,LVR 33,0,14,Patrick Mahomes pass complete short right to Byron Pringle for 28 yards (tackle by Johnathan Abram and Casey Hayward),,
2,12:21,1,5,LVR 5,0,20,"Clyde Edwards-Helaire left end for 5 yards, touchdown",,
2,12:13,,,LVR 15,0,21,Harrison Butker kicks extra point good,,
2,12:13,,,KAN 35,0,21,"Harrison Butker kicks off 58 yards, returned by Tyron Johnson for 16 yards (tackle by Marcus Kemp and Ben Niemann)",,
2,12:06,1,10,LVR 23,0,21,Derek Carr pass complete short left to Hunter Renfrow for 7 yards (tackle by Mike Hughes),,
2,11:26,2,3,LVR 30,0,21,Derek Carr pass short middle (defended by Daniel Sorensen) intended for Foster Moreau is intercepted by Tyrann Mathieu at LV-45 and returned for 6 yards (tackle by Brandon Parker and DeSean Jackson),,
2,11:19,1,10,LVR 39,0,21,Clyde Edwards-Helaire right end for 7 yards (tackle by Divine Deablo),,
2,10:41,2,3,LVR 32,0,21,Patrick Mahomes pass complete short right to Travis Kelce for 7 yards (tackle by Johnathan Abram and Divine Deablo),,
2,10:02,1,10,LVR 25,0,21,Mecole Hardman left end for no gain (tackle by Divine Deablo),,
2,9:23,2,10,LVR 25,0,21,Patrick Mahomes pass complete short left to Tyreek Hill for 9 yards (tackle by Trayvon Mullen),,
2,8:43,3,1,LVR 16,0,21,Michael Burton up the middle for 3 yards (tackle by Marquel Lee and K.J. Wright),,
2,8:04,1,10,LVR 13,0,21,"Patrick Mahomes scrambles right end for 1 yard (tackle by Johnathan Abram). Penalty on Divine Deablo: Defensive Holding, 5 yards (accepted)",,
2,7:34,1,7,LVR 7,0,21,"Patrick Mahomes aborted snap, recovered by Clyde Edwards-Helaire at LV-4",,
2,7:03,2,4,LVR 4,0,21,Patrick Mahomes pass complete short middle to Darrel Williams for 3 yards (tackle by Johnathan Hankins),,
2,6:20,3,1,LVR 1,0,27,"Patrick Mahomes pass complete short right to Josh Gordon for 1 yard, touchdown",,
2,6:17,,,LVR 15,0,28,Harrison Butker kicks extra point good,,
2,6:17,,,KAN 35,0,28,"Harrison Butker kicks off 65 yards, touchback.",,
2,6:17,1,10,LVR 25,0,28,Josh Jacobs left tackle for 1 yard (tackle by Nick Bolton),,
2,5:42,2,9,LVR 26,0,28,Josh Jacobs right end for 5 yards (tackle by Willie Gay),,
2,5:06,3,4,LVR 31,0,28,"Derek Carr pass complete deep right to Hunter Renfrow for 19 yards. Hunter Renfrow fumbles (forced by Mike Hughes), recovered by Tyrann Mathieu at KC-40 and returned for -2 yards (tackle by Foster Moreau)",,
2,4:58,1,10,KAN 38,0,28,Derrick Gore up the middle for no gain (tackle by Solomon Thomas and K.J. Wright),,
2,4:20,2,10,KAN 38,0,28,Patrick Mahomes pass complete short right to Derrick Gore for 7 yards (tackle by Johnathan Abram and Divine Deablo),,
2,3:38,3,3,KAN 45,0,28,"Penalty on Travis Kelce: False Start, 5 yards (accepted) (no play)",,
2,3:20,3,8,KAN 40,0,28,"Patrick Mahomes pass complete short right to Tyreek Hill for no gain (tackle by Trayvon Mullen). Penalty on Maxx Crosby: Defensive Offside, 5 yards (accepted) (no play)",,
2,2:56,3,3,KAN 45,0,28,"Patrick Mahomes pass incomplete deep right intended for Tyreek Hill. Penalty on Trayvon Mullen: Defensive Pass Interference, 30 yards (accepted) (no play)",,
2,2:49,1,10,LVR 25,0,28,Patrick Mahomes pass incomplete short left,,
2,2:45,2,10,LVR 25,0,28,"Patrick Mahomes pass incomplete short left intended for Travis Kelce. Penalty on Trayvon Mullen: Defensive Holding, 5 yards (accepted) (no play)",,
2,2:37,1,10,LVR 20,0,28,Darrel Williams left end for 1 yard (tackle by Quinton Jefferson and Casey Hayward),,
2,2:00,2,9,LVR 19,0,28,Clyde Edwards-Helaire right end for 4 yards (tackle by Johnathan Hankins),,
2,1:54,,,,,,Timeout #1 by Las Vegas Raiders,,
2,1:54,3,5,LVR 15,0,28,Patrick Mahomes scrambles left end for 9 yards (tackle by Nate Hobbs),,
2,1:45,,,,,,Timeout #2 by Las Vegas Raiders,,
2,1:45,1,6,LVR 6,0,34,"Clyde Edwards-Helaire up the middle for 6 yards, touchdown",,
2,1:40,,,LVR 15,0,35,Harrison Butker kicks extra point good,,
2,1:40,,,KAN 35,0,35,"Harrison Butker kicks off 65 yards, touchback.",,
2,1:40,1,10,LVR 25,0,35,Derek Carr pass incomplete short left intended for Foster Moreau,,
2,1:35,2,10,LVR 25,0,35,Derek Carr pass complete short left to Hunter Renfrow for 7 yards (tackle by Rashad Fenton),,
2,1:06,3,3,LVR 32,0,35,Derek Carr pass complete short left to Foster Moreau for 2 yards (tackle by Tyrann Mathieu),,
2,0:57,,,,,,Timeout #1 by Kansas City Chiefs,,
2,0:57,4,1,LVR 34,0,35,Dallin Leavitt up the middle for 4 yards (tackle by Josh Jackson and Dorian O'Daniel),,
2,0:54,,,,,,Timeout #3 by Las Vegas Raiders,,
2,0:54,1,10,LVR 38,0,35,Derek Carr pass complete short left to Josh Jacobs for 5 yards (tackle by Mike Hughes),,
2,0:50,2,5,LVR 43,0,35,Derek Carr pass complete short right to Foster Moreau for 7 yards (tackle by Charvarius Ward),,
2,0:41,1,10,LVR 50,0,35,Derek Carr pass incomplete short right,,
2,0:35,2,10,LVR 50,0,35,"Derek Carr pass complete short right to Josh Jacobs for 13 yards (tackle by Tyrann Mathieu). Penalty on Tyrann Mathieu: Taunting / Defense, 15 yards (accepted)",,
2,0:28,1,10,KAN 22,0,35,Derek Carr pass incomplete short right,,
2,0:22,2,10,KAN 22,0,35,"Derek Carr pass incomplete deep right intended for Zay Jones. Penalty on Zay Jones: Offensive Pass Interference, 10 yards (declined) . Penalty on John Simpson: Unsportsmanlike Conduct / Offense, 15 yards (accepted)",,
2,0:16,3,25,KAN 37,0,35,Derek Carr pass complete short left to Josh Jacobs for 10 yards (tackle by Rashad Fenton),,
2,0:16,4,15,KAN 27,0,35,"Penalty on Chris Jones: Roughing the Passer, 14 yards (accepted) (no play)",,
2,0:10,1,10,KAN 13,0,35,Derek Carr pass complete short left to Hunter Renfrow for 6 yards (tackle by Mike Hughes),,
2,0:07,2,4,KAN 7,0,35,Derek Carr pass incomplete short left intended for Hunter Renfrow,,
2,0:03,3,4,KAN 7,3,35,Daniel Carlson 26 yard field goal good,,
Quarter,Time,Down,ToGo,Location,LVR,KAN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,LVR 35,3,35,"Daniel Carlson kicks off 66 yards, returned by Byron Pringle for 24 yards (tackle by Trevon Moehrig)",,
3,14:54,1,10,KAN 23,3,35,Clyde Edwards-Helaire up the middle for 4 yards (tackle by K.J. Wright and Johnathan Abram),,
3,14:23,2,6,KAN 27,3,35,Patrick Mahomes sacked by Yannick Ngakoue for -10 yards,,
3,13:39,3,16,KAN 17,3,35,Patrick Mahomes pass complete deep right to Tyreek Hill for 38 yards (tackle by Trevon Moehrig),,
3,13:10,1,10,LVR 45,3,35,Clyde Edwards-Helaire up the middle for 2 yards (tackle by Maxx Crosby and Clelin Ferrell),,
3,12:33,2,8,LVR 43,3,35,"Patrick Mahomes pass complete short right to Mecole Hardman for no gain (tackle by Nate Hobbs). Penalty on Travis Kelce: Offensive Holding, 10 yards (accepted) (no play)",,
3,12:07,2,18,KAN 47,3,35,Patrick Mahomes scrambles left end for 10 yards (tackle by Trayvon Mullen),,
3,11:24,3,8,LVR 43,3,35,Patrick Mahomes pass complete short right to Mecole Hardman for 15 yards,,
3,11:11,1,10,LVR 28,3,35,Patrick Mahomes pass complete short left to Darrel Williams for 5 yards (tackle by Nate Hobbs),,
3,10:32,2,5,LVR 23,3,35,"Patrick Mahomes pass complete short left to Tyreek Hill for no gain. Penalty on Orlando Brown: Ineligible Downfield Pass, 5 yards (accepted) (no play)",,
3,9:58,2,10,LVR 28,3,35,Patrick Mahomes sacked by Malcolm Koonce for -5 yards,,
3,9:14,3,15,LVR 33,3,35,Patrick Mahomes pass complete short left to Clyde Edwards-Helaire for -3 yards (tackle by Quinton Jefferson and Maxx Crosby),,
3,8:30,4,18,LVR 36,3,38,Harrison Butker 54 yard field goal good,,
3,8:25,,,KAN 35,3,38,"Harrison Butker kicks off 63 yards, returned by Tyron Johnson for 29 yards (tackle by Ben Niemann)",,
3,8:19,1,10,LVR 31,3,38,Derek Carr pass complete short left to Josh Jacobs for 4 yards (tackle by Nick Bolton),,
3,7:43,2,6,LVR 35,3,38,Derek Carr pass complete short right to Hunter Renfrow for 6 yards (tackle by Anthony Hitchens),,
3,7:05,1,10,LVR 41,3,38,Derek Carr pass complete short left to Foster Moreau for 4 yards (tackle by Tyrann Mathieu),,
3,6:25,2,6,LVR 45,3,38,Derek Carr pass complete to DeSean Jackson for 19 yards (tackle by Daniel Sorensen),,
3,5:40,1,10,KAN 36,3,38,Josh Jacobs left end for 3 yards (tackle by Tershawn Wharton),,
3,5:20,2,7,KAN 33,3,38,Derek Carr pass incomplete deep left intended for Bryan Edwards,,
3,5:13,3,7,KAN 33,3,38,Derek Carr pass complete short left to Hunter Renfrow for 19 yards (tackle by Mike Hughes),,
3,4:28,1,10,KAN 14,3,38,Derek Carr pass incomplete short right intended for Foster Moreau (defended by Daniel Sorensen),,
3,4:22,2,10,KAN 14,3,38,Derek Carr pass complete short right to Hunter Renfrow for 6 yards (tackle by Tyrann Mathieu),,
3,3:39,3,4,KAN 8,3,38,"Derek Carr pass incomplete short right intended for Hunter Renfrow. Penalty on Frank Clark: Defensive Offside, 4 yards (accepted) (no play)",,
3,3:34,1,4,KAN 4,9,38,"Derek Carr pass complete short right to Hunter Renfrow for 4 yards, touchdown",,
3,3:29,,,KAN 15,9,38,Daniel Carlson kicks extra point no good,,
3,3:29,,,LVR 35,9,38,"Daniel Carlson kicks off 65 yards, touchback.",,
3,3:29,1,10,KAN 25,9,38,Patrick Mahomes pass complete short right to Clyde Edwards-Helaire for 2 yards (tackle by Divine Deablo),,
3,2:46,2,8,KAN 27,9,38,Clyde Edwards-Helaire right end for 4 yards (tackle by Johnathan Abram and Brandon Facyson),,
3,2:06,3,4,KAN 31,9,38,"Patrick Mahomes pass incomplete deep right intended for Tyreek Hill. Penalty on K.J. Wright: Defensive Holding, 5 yards (accepted) (no play)",,
3,1:56,1,10,KAN 36,9,38,Patrick Mahomes pass complete short right to Josh Gordon for 8 yards (tackle by Brandon Facyson),,
3,1:23,2,2,KAN 44,9,38,Derrick Gore up the middle for 2 yards (tackle by Maxx Crosby and Divine Deablo),,
3,0:40,1,10,KAN 46,9,38,Derrick Gore right end for -2 yards (tackle by Maxx Crosby),,
Quarter,Time,Down,ToGo,Location,LVR,KAN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,12,KAN 44,9,38,Derrick Gore up the middle for 2 yards (tackle by Nate Hobbs),,
4,14:23,3,10,KAN 46,9,38,Patrick Mahomes pass complete short right to Derrick Gore for 16 yards (tackle by Trevon Moehrig),,
4,13:42,1,10,LVR 38,9,38,Patrick Mahomes pass incomplete short right intended for Josh Gordon (defended by Maxx Crosby),,
4,13:37,2,10,LVR 38,9,38,Derrick Gore up the middle for 4 yards (tackle by Clelin Ferrell),,
4,12:55,3,6,LVR 34,9,38,"Patrick Mahomes pass incomplete intended for Josh Gordon. Penalty on Maxx Crosby: Defensive Offside, 5 yards (accepted) (no play)",,
4,12:48,3,1,LVR 29,9,38,Patrick Mahomes pass complete short middle to Travis Kelce for 1 yard (tackle by Solomon Thomas),,
4,12:07,1,10,LVR 28,9,38,Derrick Gore left end for 2 yards (tackle by Quinton Jefferson and Divine Deablo),,
4,11:23,2,8,LVR 26,9,38,Derrick Gore up the middle for 5 yards (tackle by K.J. Wright),,
4,10:43,3,3,LVR 21,9,38,Derrick Gore left end for 2 yards (tackle by Johnathan Abram and Johnathan Hankins),,
4,9:57,4,1,LVR 19,9,41,Harrison Butker 37 yard field goal good,,
4,9:52,,,KAN 35,9,41,"Harrison Butker kicks off 65 yards, touchback.",,
4,9:52,1,10,LVR 25,9,41,Derek Carr pass complete short right to Peyton Barber for 11 yards (tackle by Nick Bolton),,
4,9:15,1,10,LVR 36,9,41,Peyton Barber up the middle for 7 yards (tackle by Armani Watts and Rashad Fenton),,
4,8:45,2,3,LVR 43,9,41,Derek Carr pass complete short right to Zay Jones for 4 yards (tackle by Deandre Baker),,
4,8:15,1,10,LVR 47,9,41,Derek Carr pass incomplete short middle intended for Peyton Barber,,
4,8:10,2,10,LVR 47,9,41,Derek Carr pass complete short left to Peyton Barber for 2 yards (tackle by Michael Danna),,
4,7:34,3,8,LVR 49,9,41,"Derek Carr sacked by Alex Okafor for no gain KAN challenged the runner was down by contact ruling, and the original play was overturned. Derek Carr sacked by Alex Okafor for no gain. Derek Carr fumbles (forced by Alex Okafor), recovered by Armani Watts at KC-49 (tackle by Alex Okafor)",,
4,7:28,1,10,KAN 49,9,47,"Derrick Gore up the middle for 51 yards, touchdown",,
4,7:19,,,LVR 15,9,48,Harrison Butker kicks extra point good,,
4,7:19,,,KAN 35,9,48,"Harrison Butker kicks off 65 yards, touchback.",,
4,7:19,1,10,LVR 25,9,48,Derek Carr pass complete short left to Hunter Renfrow for 3 yards (tackle by Mike Hughes),,
4,6:47,2,7,LVR 28,9,48,Trey Ragas left end for 9 yards (tackle by Nick Bolton and Jarran Reed),,
4,6:08,1,10,LVR 37,9,48,Derek Carr sacked by and Alex Okafor for -3 yards and Tershawn Wharton for -3 yards,,
4,5:26,2,13,LVR 34,9,48,Derek Carr pass complete short middle to Zay Jones for 5 yards (tackle by Armani Watts),,
4,4:43,3,8,LVR 39,9,48,Derek Carr pass complete short left to Zay Jones for 9 yards (tackle by Mike Hughes and Rashad Fenton),,
4,4:07,1,10,LVR 48,9,48,Derek Carr pass complete short left to Bryan Edwards for 6 yards (tackle by Mike Hughes),,
4,4:01,2,4,KAN 46,9,48,Derek Carr pass complete short left to Trey Ragas for 2 yards (tackle by Armani Watts),,
4,3:26,3,2,KAN 44,9,48,Derek Carr pass complete short right to Bryan Edwards for 18 yards (tackle by Deandre Baker and Nick Bolton),,
4,2:43,1,10,KAN 26,9,48,Derek Carr pass complete short right to Trey Ragas for 4 yards (tackle by Deandre Baker),,
4,2:04,2,6,KAN 22,9,48,"Derek Carr pass complete short left to Zay Jones for 5 yards. Zay Jones fumbles (forced by Mike Hughes), recovered by Juan Thornhill at KC-11 (tackle by Hunter Renfrow)",,
4,1:56,1,10,KAN 11,9,48,Chad Henne kneels for -1 yards,,
4,1:16,2,11,KAN 10,9,48,Chad Henne kneels for no gain,,
4,0:36,3,11,KAN 10,9,48,Chad Henne kneels for -1 yards,,
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
