Quarter,Time,Down,ToGo,Location,CAR,DAL,Detail,EPB,EPA
2,9:23,2,10,DAL 35,7,0,Lamar Smith middle for 3 yards (tackle by Kevin Hardy),2.700,2.410
2,8:46,3,7,DAL 32,7,0,Lamar Smith left end for 5 yards (tackle by Dexter Coakley and Kevin Hardy),2.410,1.800
2,8:06,4,2,DAL 27,7,0,Shayne Graham 44 yard field goal no good,1.800,-1.270
2,8:00,1,10,DAL 35,7,0,Quincy Carter pass incomplete intended for Antonio Bryant,1.270,0.720
2,7:56,2,10,DAL 35,7,0,Quincy Carter pass complete to Joey Galloway for 6 yards (tackle by Dante Wesley),0.720,0.830
2,7:12,3,4,DAL 41,7,0,Michael Wiley right guard for 4 yards (tackle by Mike Minter),0.830,1.930
,,,,,,,"CAR challenged the ruling, and the play was upheld.",,
2,6:39,1,10,DAL 45,7,0,Quincy Carter pass incomplete intended for Joey Galloway,1.930,1.380
2,6:36,2,10,DAL 45,7,0,Quincy Carter pass incomplete intended for Michael Wiley,1.380,0.700
2,6:32,3,10,DAL 45,7,0,Quincy Carter pass incomplete intended for Darnay Scott,0.700,-0.390
2,6:27,4,10,DAL 45,7,0,Micah Knorr punts 45 yards,-0.390,0.380
2,6:16,1,10,CAR 10,7,0,Dee Brown left tackle for 5 yards (tackle by Kevin Hardy),-0.380,-0.350
2,5:37,2,5,CAR 15,7,0,Lamar Smith middle for no gain (tackle by Darren Woodson and La'Roi Glover),-0.350,-0.840
2,4:54,3,5,CAR 15,7,0,Rodney Peete pass incomplete intended for Brad Hoover,-0.840,-2.440
2,4:49,4,5,CAR 15,7,0,"Todd Sauerbrun punts 45 yards, returned by Reggie Swinton for 2 yards",-2.440,-1.730
2,4:40,1,10,DAL 42,7,0,Emmitt Smith left guard for 4 yards (tackle by Brian Allen),1.730,1.730
2,4:07,2,6,DAL 46,7,0,Emmitt Smith left guard for 2 yards (tackle by Brian Allen and Mark Fields),1.730,1.290
2,3:34,3,4,DAL 48,7,0,"Quincy Carter pass complete to Ken-Yon Rambo for 6 yards (tackle by Mike Minter). Penalty on Kris Jenkins: Unnecessary Roughness, 15 yards",1.290,3.510
2,3:06,1,10,CAR 31,7,0,"Penalty on Javier Collins: Offensive Holding, 10 yards (no play)",3.510,2.850
2,2:48,1,20,CAR 41,7,0,"Quincy Carter sacked by Julius Peppers for -10 yards. Quincy Carter fumbles (forced by Julius Peppers), recovered by Al Wallace at DAL-41. Penalty on Marques McFadden: Offensive Holding (Declined)",2.850,-2.850
2,2:33,1,10,DAL 41,7,0,Rodney Peete pass incomplete intended for Nick Goings,2.850,2.310
2,2:27,2,10,DAL 41,7,0,Rodney Peete pass incomplete intended for Karl Hankton (defended by Kevin Hardy),2.310,1.620
2,2:22,3,10,DAL 41,7,0,Rodney Peete middle for 2 yards (tackle by Greg Ellis and Ebenezer Ekuban),1.620,0.660
2,2:00,4,8,DAL 39,7,0,Penalty on Damien Richardson: False Start (Declined),0.660,0.660
2,1:49,4,8,DAL 39,7,0,"Todd Sauerbrun punts 39 yards, touchback",0.660,-0.280
2,1:47,1,10,DAL 20,7,0,Quincy Carter pass incomplete intended for Michael Wiley,0.280,-0.270
2,1:44,2,10,DAL 20,7,0,Troy Hambrick left end for no gain (tackle by Mike Rucker),-0.270,-0.960
2,1:39,3,10,DAL 20,7,0,Quincy Carter sacked by Kris Jenkins for -10 yards,-0.960,-2.490
2,1:29,3,10,DAL 20,,,Timeout #3 by Carolina Panthers,-0.960,-2.490
2,1:29,4,20,DAL 10,7,0,"Micah Knorr punts 51 yards, returned by Steve Smith for 11 yards (tackle by Troy Hambrick). Penalty on CAR: Running Into the Kicker (Declined)",-2.490,-2.260
2,1:17,1,10,,7,0,Nick Goings middle for 5 yards (tackle by Dexter Coakley),2.260,2.390
2,0:58,2,5,DAL 45,7,0,"Penalty on Todd Steussie: False Start, 5 yards (no play)",2.390,1.710
2,0:39,2,10,,7,0,"Penalty on Chris Terry: False Start, 5 yards (no play)",1.710,1.040
2,0:22,2,15,CAR 45,7,0,Rodney Peete pass complete to Nick Goings for 8 yards,1.040,1.420
2,0:16,3,7,DAL 47,7,0,Rodney Peete pass complete to Muhsin Muhammad for 6 yards (tackle by Tony Dixon),1.420,0.530
Quarter,Time,Down,ToGo,Location,CAR,DAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DAL 30,7,0,"Micah Knorr kicks off 67 yards, returned by Steve Smith for 24 yards (tackle by Troy Hambrick)",0.000,0.740
3,14:55,1,10,CAR 27,7,0,Lamar Smith left end for no gain (tackle by Randal Williams),0.740,0.200
3,14:55,2,10,CAR 27,7,0,Lamar Smith left end for 3 yards (tackle by Ebenezer Ekuban),0.200,-0.100
3,13:39,3,7,CAR 30,7,0,Chris Weinke pass complete to Muhsin Muhammad for 12 yards (tackle by Derek Ross),-0.100,1.730
3,12:57,1,10,CAR 42,7,0,Lamar Smith right end for 2 yards (tackle by Keith Adams),1.730,1.460
3,12:19,2,8,CAR 44,7,0,Brad Hoover left tackle for 7 yards (tackle by Greg Ellis),1.460,1.690
3,11:39,3,1,DAL 49,7,0,Lamar Smith right tackle for 3 yards (tackle by Derek Ross and Dexter Coakley),1.690,2.520
3,11:00,1,10,DAL 46,7,0,"Penalty on Wesley Walls: False Start, 5 yards (no play)",2.520,2.190
3,10:34,1,15,CAR 49,7,0,Chris Weinke pass incomplete intended for Lamar Smith,2.190,1.300
3,10:20,2,15,CAR 49,7,0,Chris Weinke pass complete to Karl Hankton for 16 yards (tackle by Derek Ross),1.300,3.250
3,9:53,1,10,DAL 35,7,0,Lamar Smith left tackle for 8 yards (tackle by Ebenezer Ekuban),3.250,3.780
3,9:16,2,2,DAL 27,7,0,Lamar Smith right tackle for 1 yard (tackle by Keith Davis),3.780,3.200
3,8:33,3,1,DAL 26,7,0,"Penalty on Melvin Tuten: False Start, 5 yards (no play)",3.200,2.540
3,8:09,3,6,DAL 31,7,0,"Chris Weinke pass complete to Brad Hoover for 9 yards (tackle by Kevin Hardy). Penalty on Todd Steussie: Offensive Holding, 10 yards (no play)",2.540,1.220
3,7:45,3,16,DAL 41,7,0,Chris Weinke pass incomplete intended for Steve Smith,1.220,0.530
3,7:40,4,16,DAL 41,7,0,"Todd Sauerbrun punts 41 yards, touchback",0.530,-0.280
3,7:32,1,10,DAL 20,7,0,Emmitt Smith middle for 2 yards (tackle by Brentson Buckner),0.280,0.000
3,6:58,2,8,DAL 22,7,0,Quincy Carter for 16 yards,0.000,1.470
3,6:35,1,10,DAL 38,7,0,Emmitt Smith left end for -2 yards (tackle by Brian Allen),1.470,0.650
3,5:56,2,12,DAL 36,7,0,Quincy Carter pass incomplete,0.650,-0.030
3,5:49,3,12,DAL 36,7,0,Quincy Carter pass incomplete intended for Joey Galloway (defended by Emmanuel McDaniel),-0.030,-0.980
3,5:44,4,12,DAL 36,7,0,"Micah Knorr punts 39 yards, returned by Steve Smith for 11 yards (tackle by Troy Hambrick)",-0.980,-1.330
3,5:32,1,10,CAR 36,7,0,Lamar Smith middle for 5 yards (tackle by Ebenezer Ekuban),1.330,1.470
3,4:57,2,5,CAR 41,7,0,Lamar Smith right guard for no gain (tackle by Dexter Coakley),1.470,0.760
3,4:16,3,5,CAR 41,7,0,Chris Weinke pass complete to Muhsin Muhammad for 7 yards (tackle by Dexter Coakley),0.760,2.130
3,3:36,1,10,CAR 48,7,0,"Chris Weinke pass incomplete intended for Muhsin Muhammad. Penalty on Darren Woodson: Defensive Holding, 5 yards (no play)",2.130,2.460
3,3:31,1,10,DAL 47,7,0,Lamar Smith middle for 5 yards (tackle by Keith Adams),2.460,2.590
3,2:51,2,5,DAL 42,7,0,Lamar Smith right tackle for 5 yards (tackle by Dexter Coakley),2.590,3.120
3,2:17,1,10,DAL 37,7,0,Chris Weinke pass incomplete intended for Muhsin Muhammad,3.120,2.570
3,2:11,2,10,DAL 37,7,0,Lamar Smith left end for 4 yards (tackle by Dexter Coakley and Brandon Noble),2.570,2.410
3,1:45,3,6,DAL 33,7,0,Chris Weinke pass incomplete intended for Steve Smith,2.410,1.160
3,1:40,4,6,DAL 33,10,0,Shayne Graham 50 yard field goal good,1.160,3.000
3,1:40,,,CAR 30,10,0,"Todd Sauerbrun kicks off 63 yards, returned by Reggie Swinton for 17 yards (tackle by Damien Richardson)",0.000,0.540
3,1:30,1,10,DAL 24,10,0,Emmitt Smith left tackle for 7 yards (tackle by Terry Cousin),0.540,0.940
3,0:57,2,3,DAL 31,10,0,Emmitt Smith right tackle for 16 yards (tackle by Will Witherspoon),0.940,2.060
3,0:20,1,10,DAL 47,10,0,Quincy Carter pass complete to Darnay Scott for 10 yards (tackle by Emmanuel McDaniel),2.060,2.720
Quarter,Time,Down,ToGo,Location,CAR,DAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,CAR 43,10,0,Quincy Carter pass incomplete intended for Joey Galloway,2.720,2.180
4,14:56,2,10,CAR 43,10,0,Emmitt Smith middle for 3 yards (tackle by Deon Grant),2.180,1.880
4,14:12,3,7,CAR 40,10,0,Quincy Carter pass complete to Antonio Bryant for 4 yards (tackle by Will Witherspoon),1.880,0.890
4,13:22,4,3,CAR 36,10,0,Quincy Carter pass incomplete intended for Antonio Bryant,0.890,-1.330
4,13:15,1,10,CAR 36,10,0,Lamar Smith right end for no gain (tackle by Darren Woodson),1.330,0.790
4,12:38,2,10,CAR 36,10,0,Dee Brown left guard for 4 yards (tackle by Kevin Hardy),0.790,0.630
4,11:59,3,6,CAR 40,10,0,"Penalty on Chris Terry: False Start, 5 yards (no play)",0.630,-0.030
4,11:32,3,11,CAR 35,10,0,Nick Goings left end for 4 yards (tackle by Dexter Coakley),-0.030,-0.780
4,10:52,4,7,CAR 39,10,0,"Todd Sauerbrun punts 49 yards, returned by Reggie Swinton for 1 yard (tackle by Rod Smart)",-0.780,0.320
4,10:44,1,10,DAL 13,10,0,"Quincy Carter pass complete to Antonio Bryant for 25 yards (tackle by Emmanuel McDaniel). Penalty on Javier Collins: Offensive Holding, 6 yards (no play)",-0.320,-0.610
4,10:17,1,16,DAL 7,10,0,Quincy Carter middle for 3 yards (tackle by Mike Rucker),-0.610,-1.000
4,9:36,2,13,DAL 10,10,0,Quincy Carter pass incomplete intended for Darnay Scott,-1.000,-1.770
4,9:27,3,13,DAL 10,10,0,Quincy Carter sacked by Brentson Buckner for -5 yards,-1.770,-2.490
4,8:56,4,18,DAL 5,10,0,"Micah Knorr punts 43 yards, returned by Steve Smith for no gain. Penalty on Karl Hankton: Offensive Holding, 10 yards, Penalty on Dante Wesley: Offensive Holding (Declined)",-2.490,-1.730
4,8:39,1,10,CAR 42,10,0,Chris Weinke right end for 1 yard (tackle by Louis Mackey),1.730,1.320
4,7:54,2,9,CAR 43,10,0,Lamar Smith middle for 8 yards (tackle by Louis Mackey),1.320,1.690
4,7:10,3,1,DAL 49,10,0,Lamar Smith middle for 2 yards (tackle by Kevin Hardy),1.690,2.460
4,6:29,1,10,DAL 47,10,0,Chris Weinke pass complete to Muhsin Muhammad for 24 yards,2.460,4.040
4,5:56,1,10,DAL 23,10,0,Lamar Smith right tackle for 2 yards (tackle by Greg Ellis),4.040,3.770
4,5:07,1,10,DAL 23,,,Timeout #1 by Carolina Panthers,4.040,3.770
4,5:07,2,8,DAL 21,10,0,Chris Weinke for -6 yards (tackle by Ebenezer Ekuban),3.770,2.280
4,5:01,2,8,DAL 21,,,Timeout #1 by Dallas Cowboys,3.770,2.280
4,5:01,3,14,DAL 27,10,0,Lamar Smith middle for no gain (tackle by Greg Ellis),2.280,1.670
4,4:53,3,14,DAL 27,,,Timeout #2 by Dallas Cowboys,2.280,1.670
4,4:53,4,14,DAL 27,13,0,Shayne Graham 44 yard field goal good,1.670,3.000
4,4:53,,,CAR 30,13,0,"Todd Sauerbrun kicks off 55 yards, returned by Reggie Swinton for 9 yards (tackle by Damien Richardson)",0.000,0.540
4,4:43,1,10,DAL 24,13,0,Quincy Carter pass incomplete intended for Troy Hambrick,0.540,0.000
4,4:40,2,10,DAL 24,13,0,Quincy Carter sacked by Julius Peppers for -4 yards,0.000,-1.220
4,4:08,3,14,DAL 20,13,6,"Quincy Carter pass complete to Joey Galloway for 80 yards, touchdown",-1.220,7.000
4,4:08,,,CAR 20,13,7,Billy Cundiff kicks extra point good,0.000,0.000
4,4:08,,,DAL 30,13,7,"Micah Knorr kicks off 70 yards, touchback",0.000,0.280
4,3:55,1,10,CAR 20,13,7,"Lamar Smith right end for 3 yards (tackle by Brandon Noble). Penalty on Brad Hoover: Offensive Holding, 10 yards (no play)",0.280,-0.760
4,3:50,1,20,CAR 10,13,7,Lamar Smith middle for 9 yards (tackle by Darren Woodson),-0.760,-0.460
4,3:07,2,11,CAR 19,13,7,Chris Weinke pass incomplete intended for Steve Smith,-0.460,-1.140
4,3:03,3,11,CAR 19,13,7,Lamar Smith middle for 5 yards (tackle by Greg Ellis),-1.140,-1.770
4,2:56,3,11,CAR 19,,,Timeout #3 by Dallas Cowboys,-1.140,-1.770
4,2:56,4,6,CAR 24,13,7,"Todd Sauerbrun punts 43 yards, muffed catch by Reggie Swinton, recovered by Reggie Swinton and returned for no gain",-1.770,-1.140
4,2:48,1,10,DAL 33,13,7,Quincy Carter pass complete to Joey Galloway for 18 yards (tackle by Deon Grant),1.140,2.320
4,2:16,1,10,CAR 49,13,7,Quincy Carter pass complete to Ken-Yon Rambo for 15 yards (tackle by Terry Cousin),2.320,3.310
4,2:16,1,10,CAR 34,13,7,"Penalty on Mike Rucker: Defensive Offside, 5 yards (no play)",3.310,4.040
4,2:05,1,5,CAR 29,13,7,Michael Wiley middle for -1 yards (tackle by Brentson Buckner),4.040,3.310
4,1:59,2,6,CAR 30,13,7,Quincy Carter pass incomplete,3.310,2.610
,,,,,,,"Replay Assistant challenged the ruling, and the original play was overturned.",,
4,1:57,3,6,CAR 30,13,7,Quincy Carter pass incomplete intended for Joey Galloway (defended by Terry Cousin),2.610,1.430
4,1:53,4,6,CAR 30,13,7,Quincy Carter pass complete to Darnay Scott for 10 yards (tackle by Deon Grant),1.430,4.240
4,1:34,1,10,CAR 20,13,7,"Penalty on Tyson Walter: False Start, 5 yards (no play)",4.240,3.910
4,1:32,1,15,CAR 25,13,7,Quincy Carter pass complete to Michael Wiley for 1 yard (tackle by Brentson Buckner),3.910,3.150
4,1:13,2,14,CAR 24,13,7,Quincy Carter pass incomplete intended for Joey Galloway,3.150,2.480
4,1:07,3,14,CAR 24,13,7,Quincy Carter pass incomplete intended for Antonio Bryant,2.480,1.870
4,1:03,4,14,CAR 24,13,13,"Quincy Carter pass complete to Antonio Bryant for 24 yards, touchdown",1.870,7.000
,,,,,,,"Replay Assistant challenged the ruling, and the play was upheld.",,
4,1:03,,,CAR 24,13,14,Billy Cundiff kicks extra point good,0.000,0.000
4,1:03,,,DAL 30,13,14,"Micah Knorr kicks off 71 yards, returned by Steve Smith for 20 yards (tackle by James Whalen)",0.000,0.150
4,0:51,4,14,CAR 24,,,Timeout #2 by Carolina Panthers,1.870,-0.150
4,0:51,1,10,CAR 19,13,14,Chris Weinke pass complete to Muhsin Muhammad for 24 yards (tackle by Derek Ross),0.150,1.730
4,0:31,1,10,CAR 42,13,14,"Penalty on Melvin Tuten: False Start, 5 yards (no play)",1.730,1.400
4,0:11,1,15,CAR 37,13,14,Chris Weinke pass complete to Karl Hankton for 22 yards (tackle by Tony Dixon),1.400,2.850
4,0:11,1,15,CAR 37,,,Timeout #3 by Carolina Panthers,1.400,2.850
4,0:11,1,10,DAL 41,13,14,Chris Weinke pass complete to Muhsin Muhammad for 9 yards (tackle by Derek Ross),2.850,3.520
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
