Quarter,Time,Down,ToGo,Location,CAR,DAL,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Cowboys won the coin toss, Cowboys to receive the opening kickoff.",,
1,15:00,,,CAR 30,0,0,"Todd Sauerbrun kicks off 30 yards, out of bounds",0.000,1.600
1,15:00,1,10,DAL 40,0,0,Quincy Carter pass complete to Robert Thomas for 9 yards (tackle by Mike Minter),1.600,2.270
1,14:23,2,1,DAL 49,0,0,Emmitt Smith middle for -2 yards (tackle by Mike Rucker and Hannibal Navies),2.270,1.290
1,13:43,3,3,DAL 47,0,0,"Penalty on Javier Collins: False Start, 5 yards (no play)",1.290,0.630
1,13:25,3,8,DAL 42,0,0,Quincy Carter pass incomplete intended for Antonio Bryant (defended by Dante Wesley),0.630,-0.590
1,13:21,4,8,DAL 42,0,0,"Micah Knorr punts 37 yards, fair catch by Steve Smith",-0.590,-0.340
1,13:13,1,10,CAR 21,0,0,Lamar Smith right end for 3 yards (tackle by Darren Woodson),0.340,0.210
1,12:42,2,7,CAR 24,0,0,Rodney Peete pass incomplete intended for Muhsin Muhammad,0.210,-0.490
1,12:37,3,7,CAR 24,0,0,Rodney Peete pass incomplete (defended by Michael Myers),-0.490,-1.770
1,12:31,4,7,CAR 24,0,0,"Todd Sauerbrun punts 64 yards, returned by Reggie Swinton for 14 yards (tackle by Brad Hoover)",-1.770,-0.670
1,12:20,1,10,DAL 26,0,0,Quincy Carter pass complete to Antonio Bryant for 17 yards (tackle by Emmanuel McDaniel),0.670,1.800
1,11:58,1,10,DAL 43,0,0,"Quincy Carter pass complete to Antonio Bryant for 7 yards (tackle by Emmanuel McDaniel). Penalty on Flozell Adams: Offensive Holding, 10 yards (no play)",1.800,1.140
1,11:38,1,20,DAL 33,0,0,Emmitt Smith right tackle for 18 yards (tackle by Mike Minter),1.140,2.330
1,10:55,2,2,CAR 49,0,0,Emmitt Smith middle for 1 yard (tackle by Brentson Buckner and Terry Cousin),2.330,1.750
1,10:20,2,2,CAR 49,,,Timeout #1 by Dallas Cowboys,2.330,1.750
1,10:20,3,1,CAR 48,0,0,"Penalty on Brentson Buckner: Defensive Delay of Game, 6 yards (no play)",1.750,2.790
1,10:17,1,10,CAR 42,0,0,Quincy Carter sacked by Mike Minter for -7 yards,2.790,1.300
1,9:56,2,17,CAR 49,0,0,"Michael Wiley right end for 10 yards (tackle by Deon Grant). Penalty on Michael Wiley: Taunting, 15 yards",1.300,-0.030
1,9:34,3,22,DAL 46,0,0,Quincy Carter sacked by Julius Peppers for -7 yards,-0.030,-0.780
1,9:24,4,29,DAL 39,0,0,"Micah Knorr punts 48 yards, returned by Steve Smith for 14 yards (tackle by Randal Williams)",-0.780,-0.740
1,9:12,1,10,CAR 27,0,0,Lamar Smith right guard for 4 yards (tackle by Greg Ellis and Michael Myers),0.740,0.740
1,8:35,2,6,CAR 31,0,0,"Lamar Smith middle for 4 yards (tackle by Randal Williams). Penalty on Melvin Tuten: Offensive Holding, 10 yards (no play)",0.740,-0.610
1,8:04,2,16,CAR 21,0,0,Lamar Smith left end for 4 yards (tackle by Dexter Coakley),-0.610,-0.760
1,7:21,3,12,CAR 25,0,0,Rodney Peete pass complete to Steve Smith for 4 yards (tackle by Duane Hawthorne),-0.760,-1.440
1,6:45,4,8,CAR 29,0,0,"Todd Sauerbrun punts 49 yards, returned by Reggie Swinton for 3 yards (tackle by Will Witherspoon). Penalty on DAL: Offensive Holding, 10 yards",-1.440,0.220
1,6:34,1,10,DAL 15,0,0,Emmitt Smith middle for -2 yards (tackle by Mark Fields),-0.220,-0.920
1,5:57,2,12,DAL 13,0,0,Quincy Carter pass complete to Tony McGee for 12 yards (tackle by Dante Wesley),-0.920,0.610
1,5:21,1,10,DAL 25,0,0,Quincy Carter pass complete to Emmitt Smith for 7 yards (tackle by Dan Morgan),0.610,1.010
1,4:41,2,3,DAL 32,0,0,Troy Hambrick right guard for 12 yards (tackle by Emmanuel McDaniel),1.010,1.860
1,4:04,1,10,DAL 44,0,0,Quincy Carter pass complete to Darnay Scott for 6 yards (tackle by Terry Cousin),1.860,2.130
1,3:30,2,4,CAR 50,0,0,Reggie Swinton left end for 23 yards (tackle by Mike Minter),2.130,3.780
1,2:46,1,10,CAR 27,0,0,Emmitt Smith middle for 6 yards (tackle by Brian Allen),3.780,4.040
1,2:08,2,4,CAR 21,0,0,Quincy Carter middle for 9 yards (tackle by Mike Minter),4.040,4.780
1,1:17,1,10,CAR 12,0,0,"Quincy Carter pass incomplete intended for Tony McGee is intercepted by Julius Peppers at CAR-17 and returned for 21 yards, lateral to Mark Fields for 30 yards",4.780,-3.450
1,1:17,1,10,DAL 32,0,0,Lamar Smith middle for no gain (tackle by Darren Woodson),3.450,2.900
1,0:42,2,10,DAL 32,0,0,Rodney Peete middle for 7 yards (tackle by Keith Adams),2.900,3.140
1,0:03,3,3,DAL 25,6,0,"Rodney Peete pass complete to Brad Hoover for 25 yards, touchdown",3.140,7.000
1,0:03,,,DAL 25,7,0,Shayne Graham kicks extra point good,0.000,0.000
Quarter,Time,Down,ToGo,Location,CAR,DAL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,,,,CAR 30,7,0,"Todd Sauerbrun kicks off 62 yards, returned by Reggie Swinton for 26 yards (tackle by Al Wallace)",0.000,1.200
2,14:25,1,10,DAL 34,7,0,Emmitt Smith right end for 6 yards,1.200,1.470
2,14:06,2,4,DAL 40,7,0,Troy Hambrick middle for 3 yards (tackle by Terry Cousin and Hannibal Navies),1.470,1.160
2,13:47,3,1,DAL 43,7,0,Quincy Carter for -1 yards (tackle by Al Wallace). Penalty on Marques McFadden: Offensive Holding (Declined),1.160,-0.590
2,13:28,4,2,DAL 42,7,0,"Micah Knorr punts 44 yards, returned by Steve Smith for 15 yards",-0.590,-0.870
2,13:19,1,10,CAR 29,7,0,"Dee Brown right end for no gain. Penalty on Melvin Tuten: Offensive Holding, 10 yards (no play)",0.870,0.110
2,12:55,1,20,CAR 19,7,0,"Penalty on Michael Myers: Encroachment, 5 yards (no play)",0.110,0.540
2,12:37,1,15,CAR 24,7,0,Rodney Peete pass complete to Steve Smith for 12 yards (tackle by Derek Ross and Randal Williams),0.540,1.270
2,11:56,2,3,CAR 36,7,0,Rodney Peete pass complete to Lamar Smith for 7 yards (tackle by Ebenezer Ekuban),1.270,1.800
2,11:18,1,10,CAR 43,7,0,Rodney Peete pass complete to Steve Smith for 11 yards (tackle by Derek Ross),1.800,2.520
2,10:39,1,10,DAL 46,7,0,Rodney Peete pass complete to Kris Mangum for 7 yards,2.520,2.920
2,10:10,2,3,DAL 39,7,0,Rodney Peete pass complete to Steve Smith for 4 yards (tackle by Randal Williams),2.920,3.250
2,9:31,1,10,DAL 35,7,0,Rodney Peete pass incomplete intended for Steve Smith,3.250,2.700
2,9:23,1,10,DAL 35,,,Timeout #1 by Carolina Panthers,3.250,2.700
