Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Todd Gurley,LAR,28,208,2,10,117,4.2,91,3.3,5,5.6
Malcolm Brown,LAR,5,24,0,,18,3.6,6,1.2,3,1.7
Jared Goff,LAR,4,14,0,1,14,3.5,0,0.0,0,
Cooper Kupp,LAR,1,12,0,1,12,12.0,0,0.0,0,
Robert Woods,LAR,1,12,0,1,12,12.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Royce Freeman,DEN,9,22,0,1,14,1.6,8,0.9,2,4.5
Phillip Lindsay,DEN,4,18,0,0,13,3.3,5,1.3,0,
Devontae Booker,DEN,2,15,0,1,11,5.5,4,2.0,0,
Case Keenum,DEN,1,6,0,1,6,6.0,0,0.0,0,
Chad Kelly,DEN,1,-1,0,,-1,-1.0,0,0.0,0,
