0,1
Game Info,Game Info
Won Toss,Jaguars
Roof,outdoors
Surface,grass
Duration,3:07
Attendance,60543
Weather,"46 degrees, relative humidity 0%, no wind, wind chill 0"
Vegas Line,Tampa Bay Buccaneers -3.0
Over/Under,37.0 (under)
