Quarter,Time,Down,ToGo,Location,TAM,JAX,Detail,EPB,EPA
1,8:03,2,17,TAM 17,0,0,Brad Johnson pass incomplete intended for Michael Pittman,-1.080,-1.850
1,7:58,3,17,TAM 17,0,0,Michael Pittman up the middle for 3 yards (tackle by Mike Peterson),-1.850,-2.030
1,7:14,4,14,TAM 20,0,0,"Tom Tupa punts 55 yards, returned by David Allen for 28 yards (tackle by David Gibson)",-2.030,-2.460
1,7:03,1,10,TAM 47,0,0,Byron Leftwich pass complete to Jimmy Smith for 17 yards (tackle by Ronde Barber),2.460,3.580
1,6:21,1,10,TAM 30,0,0,Fred Taylor right end for -2 yards (tackle by Dwight Smith),3.580,2.760
1,5:36,2,12,TAM 32,0,0,Byron Leftwich pass complete to Jimmy Smith for 14 yards (tackle by Dwight Smith),2.760,4.370
1,5:02,1,10,TAM 18,0,0,Fred Taylor up the middle for 5 yards (tackle by Shelton Quarles and Greg Spires),4.370,4.610
1,4:24,2,5,TAM 13,0,0,Fred Taylor left tackle for -2 yards (tackle by Warren Sapp),4.610,3.460
1,3:43,3,7,TAM 15,0,0,"Byron Leftwich pass incomplete intended for Fred Taylor. Penalty on Byron Leftwich: Intentional Grounding, 13 yards",3.460,1.590
1,3:37,4,20,TAM 28,0,0,Seth Marler 46 yard field goal no good,1.590,-1.330
1,3:35,1,10,TAM 36,0,0,"Brad Johnson pass complete to Ken Dilger for 8 yards (tackle by Danny Clark). Penalty on Kenyatta Walker: Offensive Holding, 10 yards (no play)",1.330,0.670
1,3:18,1,20,TAM 26,0,0,Thomas Jones left end for 4 yards (tackle by Deke Cooper),0.670,-0.020
1,2:37,2,16,TAM 30,0,0,Michael Pittman up the middle for 3 yards (tackle by Akin Ayodele),-0.020,-0.300
1,2:02,3,13,TAM 33,0,0,Brad Johnson pass incomplete intended for Charles Lee is intercepted by Mike Peterson at TAM-47 and returned for 7 yards (tackle by Ken Dilger),-0.300,-2.920
1,1:55,1,10,TAM 40,0,0,Byron Leftwich pass complete to Fred Taylor for 4 yards (tackle by Ryan Nece),2.920,2.910
1,1:15,2,6,TAM 36,0,0,Byron Leftwich pass complete to Jimmy Smith for 9 yards (tackle by Tim Wansley),2.910,3.780
1,0:34,1,10,TAM 27,0,0,Fred Taylor right tackle for 1 yard (tackle by Shelton Quarles),3.780,3.370
Quarter,Time,Down,ToGo,Location,TAM,JAX,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,9,TAM 26,0,0,Byron Leftwich pass incomplete intended for Jimmy Smith,3.370,2.680
2,14:56,3,9,TAM 26,0,0,Byron Leftwich pass complete to Kevin Johnson for 20 yards (tackle by Tim Wansley),2.680,5.830
2,14:31,1,6,TAM 6,0,0,Fred Taylor right tackle for -4 yards (tackle by Greg Spires),5.830,4.190
2,13:52,2,10,TAM 10,0,6,"Byron Leftwich pass complete to Kyle Brady for 10 yards, touchdown",4.190,7.000
2,,,,TAM 2,0,7,Seth Marler kicks extra point good,0.000,0.000
2,,,,JAX 30,0,7,"Seth Marler kicks off 49 yards, returned by Todd Yoder for 8 yards (tackle by Jimmy Redmond). Penalty on Danny Clark: Unnecessary Roughness, 15 yards",0.000,1.860
2,13:39,1,10,TAM 44,0,7,Brad Johnson pass complete to Charles Lee for 7 yards (tackle by Fernando Bryant),1.860,2.260
2,13:04,2,3,JAX 49,0,7,Brad Johnson pass complete to Michael Pittman for 2 yards (tackle by Danny Clark),2.260,1.820
2,12:41,3,1,JAX 47,0,7,Michael Pittman up the middle for no gain (tackle by John Henderson),1.820,0.130
2,12:17,4,1,JAX 47,0,7,Brad Johnson up the middle for 2 yards (tackle by Rob Meier),0.130,2.590
2,11:40,1,10,JAX 45,0,7,Brad Johnson pass complete to Keenan McCardell for 18 yards (tackle by Rashean Mathis),2.590,3.780
2,11:01,1,10,JAX 27,0,7,Brad Johnson pass complete to Thomas Jones for 7 yards (tackle by Paul Spicer),3.780,4.180
2,10:22,2,3,JAX 20,0,7,Thomas Jones up the middle for 4 yards (tackle by Rashean Mathis and Mike Peterson),4.180,4.510
2,9:43,1,10,JAX 16,0,7,Brad Johnson pass incomplete intended for Michael Pittman,4.510,3.900
2,9:38,,,,0,7,Timeout #1 by Tampa Bay Buccaneers,0.000,3.900
2,9:38,2,10,JAX 16,0,7,Thomas Jones left end for 2 yards (tackle by Deke Cooper and Matt Leonard),3.900,3.370
2,8:57,3,8,JAX 14,0,7,Brad Johnson pass complete to Keenan McCardell for 9 yards (tackle by Donovin Darius),3.370,6.060
2,8:17,1,5,JAX 5,6,7,"Thomas Jones up the middle for 5 yards, touchdown",6.060,7.000
2,,,,JAX 2,7,7,Martin Gramatica kicks extra point good,0.000,0.000
2,,,,TAM 30,7,7,"Martin Gramatica kicks off 59 yards, returned by David Allen for 20 yards (tackle by Darian Barnes)",0.000,1.000
2,8:07,1,10,JAX 31,7,7,Fred Taylor up the middle for no gain (tackle by Ryan Nece),1.000,0.460
2,7:29,2,10,JAX 31,7,7,"Byron Leftwich pass complete to Kyle Brady for 6 yards (tackle by Derrick Brooks). Kyle Brady fumbles (forced by Derrick Brooks), recovered by Tim Wansley at JAX-39 (tackle by Jimmy Smith)",0.460,-2.980
2,7:21,1,10,JAX 39,7,7,Michael Pittman up the middle for 4 yards (tackle by Rob Meier),2.980,2.980
2,6:46,2,6,JAX 35,7,7,Brad Johnson pass complete to Keenan McCardell for 13 yards (tackle by Deke Cooper),2.980,4.110
2,6:04,1,10,JAX 22,7,7,Brad Johnson pass incomplete intended for Michael Pittman (defended by Mike Peterson),4.110,3.560
2,5:59,2,10,JAX 22,7,7,Thomas Jones up the middle for -7 yards (tackle by Donovin Darius),3.560,1.950
2,5:15,3,17,JAX 29,7,7,Brad Johnson pass incomplete intended for Michael Pittman,1.950,1.500
2,5:10,4,17,JAX 29,10,7,Martin Gramatica 47 yard field goal good,1.500,3.000
2,,,,TAM 30,10,7,"Martin Gramatica kicks off 62 yards, returned by David Allen for 22 yards (tackle by Tim Wansley)",0.000,0.940
2,4:59,1,10,JAX 30,10,7,Byron Leftwich pass complete to Jimmy Smith for 9 yards (tackle by John Lynch),0.940,1.610
2,4:21,2,1,JAX 39,10,7,Byron Leftwich up the middle for 6 yards (tackle by Nate Webster),1.610,1.930
2,3:49,1,10,JAX 45,10,7,Fred Taylor up the middle for 9 yards (tackle by Derrick Brooks),1.930,2.600
2,3:10,2,1,TAM 46,10,7,Fred Taylor up the middle for 6 yards (tackle by Derrick Brooks and Simeon Rice),2.600,2.920
2,2:29,1,10,TAM 40,10,7,Byron Leftwich pass incomplete intended for George Wrighster (defended by Simeon Rice),2.920,2.370
2,2:24,2,10,TAM 40,10,7,Byron Leftwich pass complete to Kyle Brady for 16 yards (tackle by Dwight Smith),2.370,3.970
2,2:00,1,10,TAM 24,10,7,Fred Taylor up the middle for 13 yards (tackle by Derrick Brooks and Ronde Barber),3.970,4.840
2,1:22,1,10,TAM 11,10,7,Fred Taylor up the middle for 2 yards (tackle by Simeon Rice),4.840,4.510
2,0:49,2,8,TAM 9,10,7,Fred Taylor up the middle for 4 yards (tackle by Derrick Brooks),4.510,4.440
2,0:18,3,4,TAM 5,10,7,Byron Leftwich pass incomplete intended for Kevin Johnson,4.440,3.010
2,0:18,4,4,TAM 5,10,7,"Penalty on Joe Zelenka: False Start, 5 yards (no play)",3.010,2.760
2,0:14,4,9,TAM 10,10,10,Seth Marler 28 yard field goal good,2.760,3.000
2,,,,JAX 30,10,10,--,0.000,1.800
2,0:10,1,10,JAX 43,10,10,Byron Leftwich pass incomplete intended for Kevin Johnson,1.800,1.250
2,0:05,2,10,JAX 43,10,10,Byron Leftwich pass complete to Troy Edwards for 14 yards (tackle by Derrick Brooks),1.250,2.720
Quarter,Time,Down,ToGo,Location,TAM,JAX,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,JAX 30,10,10,"Seth Marler kicks off 66 yards, returned by Reggie Barlow for 21 yards (tackle by Deke Cooper)",0.000,0.610
3,14:54,1,10,TAM 25,10,10,Brad Johnson pass complete to Keenan McCardell for 9 yards (tackle by Danny Clark),0.610,1.280
3,14:22,2,1,TAM 34,10,10,Michael Pittman left tackle for 1 yard (tackle by Danny Clark),1.280,1.270
3,13:45,1,10,TAM 35,10,10,Brad Johnson pass complete to Charles Lee for 15 yards (tackle by Deke Cooper),1.270,2.260
3,13:17,1,10,JAX 50,10,10,Brad Johnson up the middle for 4 yards (tackle by John Henderson),2.260,2.250
3,12:35,2,6,JAX 46,10,10,Brad Johnson sacked by Marcus Stroud for -5 yards,2.250,0.890
3,12:03,3,11,TAM 49,10,10,Brad Johnson pass incomplete intended for Michael Pittman,0.890,-0.130
3,11:58,4,11,TAM 49,10,10,Tom Tupa punts 36 yards,-0.130,0.220
3,11:51,1,10,JAX 15,10,10,Byron Leftwich pass complete to Troy Edwards for 3 yards (tackle by Tim Wansley),-0.220,-0.280
3,11:17,2,7,JAX 18,10,10,Byron Leftwich pass incomplete intended for Fred Taylor,-0.280,-1.000
3,11:09,3,7,JAX 18,10,10,Byron Leftwich pass incomplete intended for Fred Taylor (defended by Simeon Rice),-1.000,-2.240
3,11:07,4,7,JAX 18,10,10,"Mark Royals punts 46 yards, returned by Reggie Barlow for 1 yard (tackle by Nick Sorensen). Penalty on Vinny Ciurciu: Unnecessary Roughness, 15 yards",-2.240,-0.410
3,10:59,1,10,TAM 22,10,10,Michael Pittman up the middle for 15 yards (tackle by Deke Cooper),0.410,1.400
3,10:26,1,10,TAM 37,10,10,Brad Johnson pass complete to Charles Lee for 5 yards (tackle by Mike Peterson),1.400,1.530
3,9:52,2,5,TAM 42,10,10,Thomas Jones right tackle for -1 yards (tackle by Rashean Mathis),1.530,0.700
3,9:08,3,6,TAM 41,10,10,Brad Johnson pass incomplete intended for Jameel Cook (defended by Hugh Douglas),0.700,-0.650
3,9:03,4,6,TAM 41,10,10,"Tom Tupa punts 50 yards, out of bounds. Penalty on Dwayne Rudd: Ineligible Downfield Kick, 5 yards (no play)",-0.650,-0.980
3,8:54,4,11,TAM 36,10,10,Tom Tupa punts 28 yards,-0.980,-1.330
3,8:46,1,10,JAX 36,10,10,LaBrandon Toefield up the middle for no gain (tackle by Anthony McFarland),1.330,0.790
3,8:09,2,10,JAX 36,10,10,LaBrandon Toefield up the middle for 9 yards (tackle by Greg Spires),0.790,1.290
3,7:31,3,1,JAX 45,10,10,Chris Fuamatu-Ma'afala up the middle for 5 yards (tackle by Jermaine Phillips),1.290,2.260
3,6:55,1,10,JAX 50,10,10,"Byron Leftwich pass complete to Jimmy Smith for no gain (tackle by Tim Wansley). Jimmy Smith fumbles (forced by Tim Wansley), ball out of bounds at tm_-50",2.260,1.710
3,6:55,2,10,JAX 50,10,10,"Penalty on Byron Leftwich: Delay of Game, 5 yards (no play)",1.710,1.040
3,6:49,2,15,JAX 45,10,10,Fred Taylor up the middle for 25 yards (tackle by Dwight Smith),1.040,3.580
3,6:23,1,10,TAM 30,10,10,Byron Leftwich pass incomplete intended for Jimmy Smith,3.580,3.030
3,6:17,2,10,TAM 30,10,10,Byron Leftwich pass incomplete intended for Jimmy Smith,3.030,2.340
3,6:13,3,10,TAM 30,10,10,Fred Taylor up the middle for 7 yards (tackle by Greg Spires),2.340,2.030
3,5:31,4,3,TAM 23,10,10,Seth Marler 41 yard field goal no good,2.030,-1.000
3,5:27,1,10,TAM 31,10,10,Brad Johnson pass incomplete intended for Jameel Cook (defended by Lionel Barnes),1.000,0.460
3,5:23,2,10,TAM 31,10,10,Michael Pittman right tackle for 10 yards (tackle by Donovin Darius and Blue Adams),0.460,1.660
3,4:53,1,10,TAM 41,10,10,Brad Johnson pass incomplete intended for Keenan McCardell,1.660,1.120
3,4:46,2,10,TAM 41,10,10,Brad Johnson pass complete to Charles Lee for 8 yards (tackle by Rashean Mathis),1.120,1.490
3,4:06,3,2,TAM 49,10,10,"Penalty on Ken Dilger: False Start, 5 yards (no play)",1.490,0.830
3,3:43,3,7,TAM 44,10,10,Brad Johnson pass complete to Keenan McCardell for 8 yards (tackle by Donovin Darius),0.830,2.390
3,2:58,1,10,JAX 48,10,10,"Michael Pittman left tackle for 14 yards (tackle by Donovin Darius). Penalty on Charles Lee: Offensive Holding, 10 yards",2.390,2.970
3,2:26,1,6,JAX 44,10,10,Brad Johnson pass complete to Thomas Jones for 14 yards (tackle by Rashean Mathis),2.970,3.580
3,1:43,1,10,JAX 30,10,10,Brad Johnson pass incomplete intended for Michael Pittman (defended by Mike Peterson),3.580,3.030
3,1:38,2,10,JAX 30,10,10,Brad Johnson pass complete to Keenan McCardell for 3 yards (tackle by Akin Ayodele),3.030,2.740
3,1:38,3,7,JAX 27,10,10,Brad Johnson pass incomplete intended for Charles Lee,2.740,1.670
3,0:56,4,7,JAX 27,10,10,Martin Gramatica 45 yard field goal no good,1.670,-1.330
3,0:56,1,10,JAX 36,10,10,Fred Taylor up the middle for 4 yards (tackle by Jermaine Phillips and Shelton Quarles),1.330,1.330
3,0:18,2,6,JAX 40,10,10,"Byron Leftwich pass incomplete intended for Jimmy Smith. Penalty on Tim Wansley: Defensive Pass Interference, 9 yards (no play)",1.330,2.190
3,0:16,1,10,JAX 49,10,10,Fred Taylor left tackle for 4 yards (tackle by Shelton Quarles and Derrick Brooks),2.190,2.190
Quarter,Time,Down,ToGo,Location,TAM,JAX,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,6,TAM 47,10,10,Fred Taylor up the middle for 1 yard (tackle by Ellis Wyms),2.190,1.620
4,14:23,3,5,TAM 46,10,10,Fred Taylor up the middle for 2 yards (tackle by Ronde Barber),1.620,0.330
4,13:53,4,3,TAM 44,10,10,"Mark Royals punts 44 yards, touchback",0.330,-0.280
4,13:43,1,10,TAM 20,10,10,Brad Johnson pass complete to Keenan McCardell for 12 yards (tackle by Danny Clark),0.280,1.070
4,13:04,1,10,TAM 32,10,10,Brad Johnson pass complete to Jameel Cook for 4 yards (tackle by Rashean Mathis),1.070,1.070
4,12:21,2,6,TAM 36,10,10,Thomas Jones left end for 4 yards (tackle by Akin Ayodele),1.070,0.890
4,11:35,3,2,TAM 40,10,10,Brad Johnson pass complete to Ken Dilger for no gain,0.890,-0.720
4,10:53,4,2,TAM 40,10,10,"Tom Tupa punts 35 yards, returned by David Allen for 1 yard (tackle by Todd Yoder)",-0.720,-0.670
4,10:40,1,10,JAX 26,10,10,"Byron Leftwich pass incomplete intended for Troy Edwards. Penalty on Dwight Smith: Defensive Pass Interference, 26 yards (no play)",0.670,2.390
4,10:35,1,10,TAM 48,10,10,Byron Leftwich pass incomplete intended for Kevin Johnson,2.390,1.850
4,10:31,2,10,TAM 48,10,16,"Byron Leftwich pass complete to Jimmy Smith for 48 yards, touchdown",1.850,7.000
4,,,,TAM 2,10,17,Seth Marler kicks extra point good,0.000,0.000
4,,,,JAX 30,10,17,"Seth Marler kicks off 57 yards, returned by Thomas Jones for 25 yards (tackle by Deke Cooper)",0.000,1.470
4,10:18,1,10,TAM 38,10,17,Brad Johnson pass complete to Michael Pittman for 4 yards (tackle by Rashean Mathis),1.470,1.460
4,9:42,2,6,TAM 42,10,17,Brad Johnson pass incomplete intended for Keenan McCardell (defended by Rashean Mathis),1.460,0.760
4,9:38,3,6,TAM 42,10,17,"Brad Johnson pass incomplete intended for Charles Lee. Penalty on Fernando Bryant: Defensive Pass Interference, 10 yards (no play)",0.760,2.390
4,9:31,1,10,JAX 48,10,17,Michael Pittman up the middle for 6 yards (tackle by Akin Ayodele and Donovin Darius),2.390,2.660
4,8:48,2,4,JAX 42,10,17,Brad Johnson pass complete to Jameel Cook for 4 yards (tackle by Akin Ayodele),2.660,3.050
4,8:21,1,10,JAX 38,10,17,Brad Johnson pass incomplete intended for Keenan McCardell (defended by Donovin Darius),3.050,2.510
4,8:15,2,10,JAX 38,10,17,Brad Johnson pass incomplete intended for Ken Dilger,2.510,1.820
4,8:11,3,10,JAX 38,10,17,Brad Johnson pass incomplete intended for Reggie Barlow,1.820,0.720
,,,,,,,"TAM challenged the ruling, and the play was upheld.",,
4,8:06,4,10,JAX 38,10,17,Tom Tupa punts 29 yards,0.720,0.380
4,7:58,1,10,JAX 9,10,17,Byron Leftwich pass complete to Troy Edwards for 7 yards (tackle by Ronde Barber),-0.380,-0.160
4,7:37,2,3,JAX 16,10,17,Fred Taylor right tackle for 4 yards (tackle by Shelton Quarles),-0.160,0.280
4,6:53,1,10,JAX 20,10,17,Fred Taylor up the middle for 6 yards (tackle by Ellis Wyms and John Lynch),0.280,0.540
4,6:10,2,4,JAX 26,10,17,Fred Taylor left tackle for 1 yard (tackle by Derrick Brooks),0.540,-0.030
4,5:27,3,3,JAX 27,10,17,Byron Leftwich pass incomplete intended for Jimmy Smith (defended by Ellis Wyms),-0.030,-1.570
4,5:23,4,3,JAX 27,10,17,Mark Royals punts 40 yards,-1.570,-1.140
4,5:12,1,10,TAM 33,10,17,Brad Johnson pass complete to Charles Lee for 5 yards (tackle by Fernando Bryant),1.140,1.270
4,4:37,2,5,TAM 38,10,17,Brad Johnson pass complete to Charles Lee for 7 yards (tackle by Fernando Bryant),1.270,1.930
4,4:04,1,10,TAM 45,10,17,Michael Pittman right end for 4 yards (tackle by Tony Brackens),1.930,1.920
,,,,,,,"TAM challenged the ruling, and the original play was overturned.",,
4,3:53,2,6,TAM 49,10,17,Brad Johnson pass complete to Keenan McCardell for 2 yards (tackle by Rashean Mathis),1.920,1.490
4,3:20,3,4,JAX 49,10,17,Brad Johnson pass incomplete intended for Ken Dilger (defended by John Henderson),1.490,0.000
4,3:15,4,4,JAX 49,10,17,Brad Johnson pass incomplete intended for Reggie Barlow (defended by John Henderson),0.000,-2.190
4,3:11,1,10,JAX 49,10,17,Fred Taylor right tackle for no gain (tackle by Shelton Quarles),2.190,1.650
4,3:05,,,,10,17,Timeout #2 by Tampa Bay Buccaneers,0.000,1.650
4,3:05,2,10,JAX 49,10,17,Byron Leftwich pass incomplete intended for Jimmy Smith (defended by Ronde Barber),1.650,0.960
,,,,,,,"JAX challenged the ruling, and the original play was overturned.",,
4,3:00,3,10,JAX 49,10,17,Byron Leftwich pass complete to Jimmy Smith for 9 yards (tackle by Corey Ivy),0.960,0.460
4,2:55,4,1,TAM 42,10,17,Fred Taylor up the middle for 3 yards (tackle by John Lynch),0.460,2.980
4,2:43,,,,10,17,Timeout #3 by Tampa Bay Buccaneers,0.000,2.980
4,2:43,1,10,TAM 39,10,17,Fred Taylor left tackle for 4 yards (tackle by Jermaine Phillips),2.980,2.980
4,2:00,2,6,TAM 35,10,17,Fred Taylor left tackle for 12 yards (tackle by Shelton Quarles),2.980,4.040
4,1:17,1,10,TAM 23,10,17,Byron Leftwich for -1 yards,4.040,3.360
4,0:40,2,11,TAM 24,10,17,Byron Leftwich for -2 yards,3.360,2.410
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
