Quarter,Time,Down,ToGo,Location,CLE,NWE,Detail,EPB,EPA
1,2:31,1,10,CLE 11,0,10,Tom Brady pass complete short right to James White for 3 yards (tackle by Morgan Burnett),4.840,4.700
1,1:53,2,7,CLE 8,0,16,"Tom Brady pass complete short middle to Julian Edelman for 8 yards, touchdown",4.700,7.000
1,1:47,,,CLE 15,0,17,Mike Nugent kicks extra point good,0.000,0.000
1,1:47,,,NWE 35,0,17,"Penalty on NWE: Delay of Kickoff, 5 yards (no play)",0.000,0.000
1,1:47,,,NWE 30,0,17,"Jake Bailey kicks off 64 yards, returned by Dontrell Hilliard for 26 yards (tackle by Brandon Bolden and Nate Ebner)",0.000,1.070
1,1:40,1,10,CLE 32,0,17,Nick Chubb left end for 16 yards (tackle by Duron Harmon),1.070,2.130
1,1:05,1,10,CLE 48,0,17,Nick Chubb up the middle for 12 yards (tackle by Ja'Whaun Bentley),2.130,2.920
1,0:23,1,10,NWE 40,0,17,"Penalty on Pharaoh Brown: False Start, 5 yards (no play)",2.920,2.590
1,0:08,1,15,NWE 45,0,17,Nick Chubb left end for no gain (tackle by Jamie Collins),2.590,1.700
Quarter,Time,Down,ToGo,Location,CLE,NWE,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,15,NWE 45,0,17,"Baker Mayfield pass complete short middle to Nick Chubb for 12 yards (tackle by J.C. Jackson and Ja'Whaun Bentley). Penalty on Joel Bitonio: Offensive Holding, 10 yards (no play)",1.700,0.350
2,14:31,2,25,CLE 45,0,17,Baker Mayfield pass complete short middle to Dontrell Hilliard for 1 yard (tackle by Deatrich Wise),0.350,-0.160
2,13:50,,,,,,Timeout #1 by New England Patriots,,
2,13:50,3,24,CLE 46,0,17,"Penalty on Shilique Calhoun: Neutral Zone Infraction, 5 yards (no play)",-0.160,0.500
2,13:50,3,19,NWE 49,0,17,Baker Mayfield pass complete short left to Antonio Callaway for 3 yards (tackle by J.C. Jackson),0.500,0.200
2,13:05,4,16,NWE 46,0,17,Jamie Gillan punts 33 yards downed by Sione Takitaki,0.200,0.320
2,12:54,1,10,NWE 13,0,17,Rex Burkhead up the middle for 3 yards (tackle by Joe Schobert),-0.320,-0.440
2,12:20,2,7,NWE 16,0,17,James White right tackle for 1 yard (tackle by Larry Ogunjobi and T.J. Carrie),-0.440,-0.940
2,11:48,3,6,NWE 17,0,17,Tom Brady sacked by Eric Murray for -4 yards,-0.940,-2.490
2,11:22,4,10,NWE 13,0,17,"Jake Bailey punts 42 yards, muffed catch by Dontrell Hilliard, recovered by Dontrell Hilliard at CLE-46",-2.490,-1.990
2,11:12,1,10,CLE 46,0,17,Nick Chubb up the middle for 6 yards (tackle by Jamie Collins and Danny Shelton),1.990,2.260
2,10:32,2,4,NWE 48,0,17,Baker Mayfield pass complete short left to Jarvis Landry for 13 yards (tackle by Jason McCourty),2.260,3.250
2,9:55,1,10,NWE 35,0,17,Baker Mayfield pass complete short left to Odell Beckham for 7 yards (tackle by Stephon Gilmore),3.250,3.650
2,9:17,2,3,NWE 28,0,17,Nick Chubb up the middle for 6 yards (tackle by Deatrich Wise),3.650,4.110
2,8:35,1,10,NWE 22,0,17,Nick Chubb up the middle for 1 yard (tackle by Dont'a Hightower and Danny Shelton),4.110,3.700
2,7:50,2,9,NWE 21,6,17,"Baker Mayfield pass complete deep left to Demetrius Harris for 21 yards, touchdown",3.700,7.000
2,7:44,,,NWE 15,7,17,Austin Seibert kicks extra point good,0.000,0.000
2,7:44,,,CLE 35,7,17,"Austin Seibert kicks off 65 yards, touchback.",0.000,0.610
2,7:44,1,10,NWE 25,7,17,Tom Brady pass complete short right to James White for 7 yards (tackle by Joe Schobert),0.610,1.010
2,7:17,2,3,NWE 32,7,17,Sony Michel left tackle for 5 yards (tackle by Morgan Burnett and Devaroe Lawrence),1.010,1.400
2,6:35,1,10,NWE 37,7,17,Tom Brady pass incomplete short left,1.400,0.860
2,6:32,2,10,NWE 37,7,17,"Tom Brady pass incomplete deep left intended for Phillip Dorsett. Penalty on Greedy Williams: Defensive Holding, 5 yards (no play)",0.860,1.730
2,6:27,1,10,NWE 42,7,17,Tom Brady pass complete short right to Julian Edelman for 23 yards (tackle by Denzel Ward),1.730,3.250
2,5:58,1,10,CLE 35,7,17,"Rex Burkhead up the middle for no gain (tackle by Devaroe Lawrence). Penalty on Devaroe Lawrence: Illegal Use of Hands, 5 yards (no play)",3.250,3.580
2,5:43,1,10,CLE 30,7,17,Rex Burkhead left guard for no gain (tackle by Morgan Burnett and Joe Schobert),3.580,3.030
2,5:06,2,10,CLE 30,7,17,Tom Brady pass complete short middle to Julian Edelman for 6 yards (tackle by Mack Wilson),3.030,3.140
2,4:22,3,4,CLE 24,7,17,Tom Brady pass incomplete short right,3.140,1.940
2,4:16,4,4,CLE 24,7,17,Tom Brady pass complete short right to Mohamed Sanu for 4 yards (tackle by Jermaine Whitehead),1.940,4.240
2,3:47,1,10,CLE 20,7,17,Tom Brady pass incomplete short right intended for Phillip Dorsett,4.240,3.690
2,3:42,2,10,CLE 20,7,17,"Tom Brady pass incomplete short right intended for James White. Penalty on Eric Murray: Illegal Use of Hands, 5 yards (no play)",3.690,4.580
2,3:38,1,10,CLE 15,7,17,Tom Brady pass complete short left to Phillip Dorsett for 3 yards (tackle by Greedy Williams),4.580,4.450
2,3:08,2,7,CLE 12,7,17,Sony Michel right end for 1 yard (tackle by Olivier Vernon),4.450,3.780
2,2:28,3,6,CLE 11,7,17,Tom Brady pass incomplete short middle intended for Julian Edelman,3.780,2.720
2,2:25,4,6,CLE 11,7,17,"Mike Nugent 29 yard field goal no good blocked by Denzel Ward, recovered by Jamie Collins (tackle by Mack Wilson)",2.720,0.140
2,2:19,1,10,CLE 16,7,17,Nick Chubb right tackle for 7 yards (tackle by Danny Shelton and Jonathan Jones),-0.140,0.420
2,2:00,2,3,CLE 23,7,17,Nick Chubb right tackle for no gain (tackle by Jamie Collins and Lawrence Guy),0.420,-0.450
2,1:15,3,3,CLE 23,7,17,Baker Mayfield pass complete short right to Odell Beckham for 4 yards (tackle by Stephon Gilmore),-0.450,0.740
2,0:52,1,10,CLE 27,7,17,Baker Mayfield pass complete short left to Jarvis Landry for 12 yards (tackle by Jamie Collins and Jonathan Jones),0.740,1.530
2,0:32,1,10,CLE 39,7,17,Baker Mayfield sacked by Adam Butler for -10 yards,1.530,-0.360
2,0:28,,,,,,Timeout #3 by Cleveland Browns,,
2,0:28,2,20,CLE 29,7,17,"Penalty on Justin McCray: False Start, 5 yards (no play)",-0.360,-1.040
2,0:28,2,25,CLE 24,7,17,Baker Mayfield pass complete short left to Dontrell Hilliard for 6 yards (tackle by Jamie Collins and Jason McCourty),-1.040,-0.890
2,0:01,3,19,CLE 30,7,17,Baker Mayfield pass complete short left to Dontrell Hilliard for 3 yards (tackle by Jamie Collins),-0.890,-1.180
Quarter,Time,Down,ToGo,Location,CLE,NWE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NWE 35,7,17,"Jake Bailey kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,CLE 25,7,17,Baker Mayfield pass complete deep right to Jarvis Landry for 21 yards (tackle by Elandon Roberts),0.610,1.990
3,14:28,1,10,CLE 46,7,17,Nick Chubb right guard for 4 yards (tackle by Lawrence Guy and John Simon),1.990,1.990
3,13:47,2,6,CLE 50,7,17,Baker Mayfield pass complete short left to Nick Chubb for 7 yards (tackle by Dont'a Hightower),1.990,2.720
3,13:14,1,10,NWE 43,7,17,Nick Chubb left tackle for 4 yards (tackle by Danny Shelton),2.720,2.720
3,12:31,2,6,NWE 39,7,17,Nick Chubb left guard for 5 yards (tackle by Lawrence Guy),2.720,2.680
3,11:48,3,1,NWE 34,7,17,Nick Chubb right tackle for 5 yards (tackle by Stephon Gilmore),2.680,3.640
3,11:09,1,10,NWE 29,7,17,Baker Mayfield pass incomplete deep left intended for Demetrius Harris (defended by Patrick Chung),3.640,3.100
3,11:02,2,10,NWE 29,7,17,Nick Chubb left tackle for 12 yards (tackle by Devin McCourty and Dont'a Hightower),3.100,4.440
3,10:19,1,10,NWE 17,7,17,Nick Chubb left end for -2 yards (tackle by Adam Butler),4.440,3.600
3,9:32,2,12,NWE 19,7,17,Baker Mayfield pass complete short right to Antonio Callaway for 8 yards (tackle by Deatrich Wise),3.600,4.100
3,8:48,3,4,NWE 11,7,17,Baker Mayfield sacked by Jamie Collins for -9 yards Penalty on CLE: Illegal Shift (Declined),4.100,2.120
3,8:41,4,13,NWE 20,10,17,Austin Seibert 38 yard field goal good,2.120,3.000
3,8:37,,,CLE 35,10,17,"Austin Seibert kicks off 67 yards, returned by Brandon Bolden for 18 yards (tackle by Sione Takitaki and Dontrell Hilliard)",0.000,-0.140
3,8:33,1,10,NWE 16,10,17,Tom Brady pass incomplete short left intended for Jakobi Meyers,-0.140,-0.660
3,8:30,2,10,NWE 16,10,17,Tom Brady pass incomplete short right intended for Mohamed Sanu,-0.660,-1.320
3,8:26,3,10,NWE 16,10,17,Tom Brady pass complete short right to James White for 59 yards (tackle by Juston Burris),-1.320,3.910
3,7:42,1,10,CLE 25,10,17,Tom Brady pass incomplete short left intended for Brandon Bolden,3.910,3.360
3,7:38,2,10,CLE 25,10,17,Tom Brady pass complete short left to Rex Burkhead for 9 yards (tackle by Sheldon Richardson),3.360,4.060
3,7:00,3,1,CLE 16,10,17,Sony Michel right tackle for 2 yards (tackle by Chad Thomas),4.060,4.650
3,6:20,1,10,CLE 14,10,23,"Tom Brady pass complete short right to Julian Edelman for 14 yards, touchdown",4.650,7.000
3,6:11,,,CLE 15,10,24,Mike Nugent kicks extra point good,0.000,0.000
3,6:11,,,NWE 35,10,24,"Jake Bailey kicks off 65 yards, touchback.",0.000,0.610
3,6:11,1,10,CLE 25,10,24,Baker Mayfield pass incomplete short right,0.610,0.060
3,6:04,2,10,CLE 25,10,24,Nick Chubb up the middle for no gain (tackle by Lawrence Guy and Jonathan Jones),0.060,-0.620
3,5:17,,,,,,Timeout #1 by Cleveland Browns,,
3,5:17,3,10,CLE 25,10,24,Baker Mayfield pass incomplete deep right intended for Odell Beckham,-0.620,-1.700
3,5:12,4,10,CLE 25,10,24,"Jamie Gillan punts 56 yards, returned by Gunner Olszewski for 8 yards (tackle by KhaDarel Hodge and Eric Murray)",-1.700,-0.740
3,4:59,1,10,NWE 27,10,24,Sony Michel right tackle for 8 yards (tackle by Joe Schobert and Jermaine Whitehead),0.740,1.280
3,4:19,2,2,NWE 35,10,24,Sony Michel right end for 3 yards (tackle by Denzel Ward),1.280,1.470
3,3:46,1,10,NWE 38,10,24,Tom Brady pass incomplete deep right intended for Julian Edelman,1.470,0.920
3,3:41,2,10,NWE 38,10,24,Tom Brady pass complete short right to Julian Edelman for 7 yards (tackle by Joe Schobert),0.920,1.160
3,3:05,3,3,NWE 45,10,24,Tom Brady sacked by Olivier Vernon for -9 yards,1.160,-0.980
3,2:23,4,12,NWE 36,10,24,"Jake Bailey punts 51 yards, fair catch by Dontrell Hilliard at CLE-13",-0.980,0.320
3,2:15,1,10,CLE 13,10,24,Nick Chubb left guard for 3 yards (tackle by Shilique Calhoun),-0.320,-0.440
3,1:31,2,7,CLE 16,10,24,Nick Chubb left end for 5 yards (tackle by Jamie Collins and Jason McCourty),-0.440,-0.470
3,0:49,3,2,CLE 21,10,24,Baker Mayfield pass complete short left to Demetrius Harris for 12 yards (tackle by Jamie Collins),-0.470,1.140
3,0:13,1,10,CLE 33,10,24,"Penalty on Demetrius Harris: False Start, 5 yards (no play)",1.140,0.810
Quarter,Time,Down,ToGo,Location,CLE,NWE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,15,CLE 28,10,24,"Penalty on Odell Beckham: False Start, 5 yards (no play)",0.810,0.480
4,15:00,1,20,CLE 23,10,24,Nick Chubb right guard for 3 yards (tackle by Shilique Calhoun and John Simon),0.480,-0.350
4,14:18,2,17,CLE 26,10,24,Baker Mayfield pass complete short right to Dontrell Hilliard for 14 yards (tackle by Jamie Collins),-0.350,0.830
4,13:33,3,3,CLE 40,10,24,"Baker Mayfield pass complete short left to Jarvis Landry for 27 yards (tackle by J.C. Jackson). Penalty on Antonio Callaway: Offensive Pass Interference, 10 yards (no play)",0.830,-0.490
4,13:26,3,13,CLE 30,10,24,Baker Mayfield pass incomplete deep right intended for Jarvis Landry (defended by Stephon Gilmore),-0.490,-1.370
4,13:21,4,13,CLE 30,10,24,Jamie Gillan punts 43 yards downed by Demetrius Harris,-1.370,-0.740
4,13:10,1,10,NWE 27,10,24,Sony Michel right end for 3 yards (tackle by Olivier Vernon and Joe Schobert),0.740,0.600
4,12:26,2,7,NWE 30,10,24,Tom Brady pass complete deep right to Mohamed Sanu for 19 yards (tackle by Eric Murray and Jermaine Whitehead),0.600,2.190
4,11:49,1,10,NWE 49,10,24,Sony Michel right end for 7 yards (tackle by Joe Schobert and Morgan Burnett),2.190,2.590
4,11:12,2,3,CLE 44,10,24,Sony Michel right end for no gain (tackle by Olivier Vernon),2.590,1.880
4,10:28,3,3,CLE 44,10,24,Tom Brady pass complete short left to Jakobi Meyers for 5 yards,1.880,2.980
4,10:00,1,10,CLE 39,10,24,Rex Burkhead left end for 1 yard (tackle by Joe Schobert),2.980,2.580
4,9:20,2,9,CLE 38,10,24,Tom Brady pass complete deep left to Ben Watson for 26 yards (tackle by Mack Wilson),2.580,4.780
4,8:34,1,10,CLE 12,10,24,Sony Michel left end for 1 yard (tackle by Joe Schobert),4.780,4.270
4,8:00,2,9,CLE 11,10,24,Tom Brady pass incomplete short right intended for Julian Edelman (defended by Denzel Ward),4.270,3.290
4,7:54,3,9,CLE 11,10,24,Tom Brady pass incomplete short right,3.290,2.700
4,7:46,4,9,CLE 11,10,27,Mike Nugent 29 yard field goal good,2.700,3.000
4,7:43,,,NWE 35,10,27,"Jake Bailey kicks off 65 yards, touchback.",0.000,0.610
4,7:43,1,10,CLE 25,10,27,Baker Mayfield pass complete short right to Jarvis Landry for 7 yards (tackle by Jonathan Jones),0.610,1.010
4,7:27,2,3,CLE 32,10,27,Baker Mayfield pass complete short right to Rashard Higgins for 2 yards (tackle by Jamie Collins),1.010,0.560
4,6:50,3,1,CLE 34,10,27,"Baker Mayfield pass complete deep left to Rashard Higgins for 26 yards (tackle by Jonathan Jones). Penalty on Rashard Higgins: Offensive Pass Interference, 10 yards (no play)",0.560,-0.760
4,6:22,3,11,CLE 24,10,27,Baker Mayfield pass incomplete deep left intended for Odell Beckham,-0.760,-1.770
4,6:17,4,11,CLE 24,10,27,"Penalty on KhaDarel Hodge: False Start, 5 yards (no play)",-1.770,-2.140
4,6:17,4,16,CLE 19,10,27,Baker Mayfield sacked by and Adam Butler for -5 yards,-2.140,-4.650
4,6:07,1,10,CLE 14,10,27,Tom Brady sacked by Myles Garrett for -7 yards,4.650,3.150
4,5:32,2,17,CLE 21,10,27,James White right guard for 3 yards (tackle by Larry Ogunjobi),3.150,2.840
4,4:50,3,14,CLE 18,10,27,Sony Michel right guard for 2 yards (tackle by Larry Ogunjobi and Myles Garrett),2.840,2.380
4,4:12,4,12,CLE 16,10,27,Mike Nugent 34 yard field goal no good,2.380,-0.540
4,4:07,,,,,,Timeout #1 by New England Patriots,,
4,4:07,1,10,CLE 24,10,27,Baker Mayfield pass incomplete short right intended for Jarvis Landry,0.540,0.000
4,4:04,2,10,CLE 24,10,27,Baker Mayfield pass complete short right to Jarvis Landry for 12 yards,0.000,1.330
4,3:59,1,10,CLE 36,10,27,Baker Mayfield pass complete deep right to Odell Beckham for 31 yards (tackle by Duron Harmon),1.330,3.380
4,3:32,1,10,NWE 33,10,27,Baker Mayfield sacked by Kyle Van Noy for -9 yards,3.380,1.620
4,2:53,2,19,NWE 42,10,27,Baker Mayfield left end for 18 yards (tackle by Patrick Chung),1.620,3.340
4,2:44,3,1,NWE 24,10,27,Baker Mayfield pass incomplete short left intended for Jarvis Landry,3.340,2.020
4,2:38,4,1,NWE 24,10,27,"Penalty on Chris Hubbard: False Start, 5 yards (no play)",2.020,1.520
4,2:38,4,6,NWE 29,13,27,Austin Seibert 47 yard field goal good,1.520,3.000
4,2:33,,,CLE 35,13,27,"Jamie Gillan kicks onside 11 yards,",0.000,2.520
4,2:32,1,10,CLE 46,13,27,Sony Michel right tackle for 2 yards (tackle by Sheldon Richardson and Mack Wilson),2.520,2.250
4,2:25,,,,,,Timeout #3 by Cleveland Browns,,
4,2:25,2,8,CLE 44,13,27,Sony Michel right end for 5 yards (tackle by Joe Schobert),2.250,2.210
4,2:00,3,3,CLE 39,13,27,Sony Michel left end for -2 yards (tackle by Myles Garrett and Morgan Burnett),2.210,0.530
4,1:12,,,,,,Timeout #2 by New England Patriots,,
4,1:12,4,5,CLE 41,13,27,"Jake Bailey punts 41 yards, touchback.",0.530,-0.280
4,1:06,1,10,CLE 20,13,27,"Baker Mayfield pass incomplete deep right intended for Antonio Callaway. Penalty on Jason McCourty: Defensive Pass Interference, 17 yards (no play)",0.280,1.400
4,0:59,1,10,CLE 37,13,27,Baker Mayfield sacked by and Adam Butler for -10 yards,1.400,-0.490
4,0:16,2,20,CLE 27,13,27,Baker Mayfield pass incomplete short right intended for Rashard Higgins,-0.490,-1.150
4,0:14,3,20,CLE 27,13,27,Dontrell Hilliard right tackle for 10 yards (tackle by Jamie Collins),-1.150,-0.910
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
