Quarter,Time,Down,ToGo,Location,SFO,WAS,Detail,EPB,EPA
1,3:33,1,10,WAS 28,3,0,Brock Purdy pass complete short middle to Deebo Samuel for 16 yards (tackle by Emmanuel Forbes),3.710,4.780
1,2:55,1,10,WAS 12,3,0,Christian McCaffrey right tackle for 10 yards (tackle by Cody Barton and Casey Toohill),4.780,6.740
1,2:15,1,2,WAS 2,3,0,Christian McCaffrey left tackle for no gain (tackle by Jonathan Allen and Tariq Castro-Fields),6.740,5.720
1,1:35,2,2,WAS 2,9,0,"Brock Purdy pass complete short middle to Deebo Samuel for 2 yards, touchdown",5.720,7.000
1,1:31,,,WAS 15,10,0,Jake Moody kicks extra point good,0.000,0.000
1,1:31,,,SFO 35,10,0,"Jake Moody kicks off 65 yards, touchback.",0.000,0.610
1,1:31,1,10,WAS 25,10,0,Brian Robinson right guard for 12 yards (tackle by Tashaun Gipson),0.610,1.400
1,0:50,1,10,WAS 37,10,0,Sam Howell pass complete short left to Brian Robinson for 22 yards (tackle by Dre Greenlaw and Charvarius Ward),1.400,2.850
1,0:04,1,10,SFO 41,10,0,Sam Howell pass complete short right to Terry McLaurin for 5 yards (tackle by Charvarius Ward),2.850,2.980
Quarter,Time,Down,ToGo,Location,SFO,WAS,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,5,SFO 36,10,0,Brian Robinson right guard for 4 yards (tackle by Fred Warner and Javon Kinlaw),2.980,2.810
2,14:23,3,1,SFO 32,10,0,Brian Robinson left guard for 2 yards (tackle by Dre Greenlaw),2.810,3.580
2,13:37,1,10,SFO 30,10,0,Sam Howell pass complete short right to Antonio Gibson for 2 yards (tackle by Dre Greenlaw),3.580,3.300
2,12:58,2,8,SFO 28,10,0,Sam Howell up the middle for -1 yards (tackle by Nick Bosa),3.300,2.480
2,12:15,3,9,SFO 29,10,0,Sam Howell pass incomplete short right intended for Logan Thomas,2.480,1.500
2,12:10,4,9,SFO 29,10,3,Joey Slye 47 yard field goal good,1.500,3.000
2,12:05,,,WAS 35,10,3,"Joey Slye kicks off 62 yards, returned by Jordan Mason for 28 yards (tackle by Jabril Cox)",0.000,1.000
2,12:00,1,10,SFO 31,10,3,Brock Purdy pass complete short middle to Christian McCaffrey for 12 yards (tackle by Cody Barton and Khaleke Hudson),1.000,1.800
2,11:21,1,10,SFO 43,10,3,Christian McCaffrey right end for 3 yards (tackle by Kamren Curl),1.800,1.660
2,10:42,2,7,SFO 46,10,3,Elijah Mitchell right tackle for 2 yards (tackle by K.J. Henry),1.660,1.220
2,10:02,3,5,SFO 48,10,3,Brock Purdy pass incomplete short left intended for Ronnie Bell (defended by Christian Holmes),1.220,-0.190
2,9:58,4,5,SFO 48,10,3,"Mitch Wishnowsky punts 36 yards, fair catch by Jamison Crowder at WAS-16",-0.190,0.140
2,9:51,1,10,WAS 16,10,3,"Sam Howell pass complete short left to Curtis Samuel for no gain (tackle by Dre Greenlaw). Penalty on Javon Hargrave: Defensive Offside, 5 yards (accepted) (no play)",-0.140,0.740
2,9:29,1,5,WAS 21,10,3,Sam Howell pass complete short middle to Terry McLaurin for 11 yards (tackle by Logan Ryan),0.740,1.070
2,8:49,1,10,WAS 32,10,3,Sam Howell pass complete short left to Curtis Samuel for 1 yard (tackle by Fred Warner),1.070,0.660
2,8:10,2,9,WAS 33,10,3,Sam Howell pass complete short left to Brian Robinson for 7 yards (tackle by Deommodore Lenoir),0.660,0.890
2,7:27,3,2,WAS 40,10,3,Sam Howell pass complete deep right to Terry McLaurin for 42 yards (tackle by Deommodore Lenoir),0.890,4.370
2,6:42,1,10,SFO 18,10,3,Brian Robinson left tackle for 4 yards (tackle by Fred Warner and Clelin Ferrell),4.370,4.430
2,6:03,2,6,SFO 14,10,3,Brian Robinson left tackle for 8 yards (tackle by Javon Kinlaw and Logan Ryan),4.430,5.830
2,5:18,1,6,SFO 6,10,3,Brian Robinson up the middle for 3 yards (tackle by Logan Ryan),5.830,5.530
2,4:40,2,3,SFO 3,10,3,Sam Howell pass incomplete short right intended for Jahan Dotson,5.530,4.720
2,4:37,3,3,SFO 3,10,9,"Sam Howell pass complete short left to Terry McLaurin for 3 yards, touchdown",4.720,7.000
2,4:33,,,SFO 15,10,10,Joey Slye kicks extra point good,0.000,0.000
2,4:33,,,WAS 35,10,10,"Joey Slye kicks off 65 yards, touchback.",0.000,0.610
2,4:33,1,10,SFO 25,10,10,Brock Purdy pass complete short right to George Kittle for 18 yards (tackle by Emmanuel Forbes),0.610,1.800
2,4:00,1,10,SFO 43,10,10,Brock Purdy pass complete deep middle to Brandon Aiyuk for 22 yards (tackle by Kamren Curl and Christian Holmes),1.800,3.250
2,3:18,1,10,WAS 35,10,10,Deebo Samuel left end for 8 yards (tackle by Khaleke Hudson),3.250,3.780
2,2:35,2,2,WAS 27,10,10,Christian McCaffrey left tackle for 13 yards (tackle by Kamren Curl),3.780,4.650
2,2:00,1,10,WAS 14,10,10,Brock Purdy pass complete short left to Deebo Samuel for 7 yards (tackle by Kamren Curl),4.650,5.280
2,1:22,2,3,WAS 7,10,10,Christian McCaffrey right end for 6 yards (tackle by Kamren Curl),5.280,6.970
2,0:41,1,1,WAS 1,10,10,Christian McCaffrey right end for -3 yards (tackle by Daron Payne),6.970,5.340
2,0:35,,,,,,Timeout #1 by Washington Commanders,,
2,0:35,2,4,WAS 4,10,10,Brock Purdy pass incomplete short right intended for Christian McCaffrey,5.340,4.490
2,0:27,3,4,WAS 4,10,10,Brock Purdy pass incomplete short right intended for Brandon Aiyuk,4.490,3.030
2,0:22,4,4,WAS 4,13,10,Jake Moody 22 yard field goal good,3.030,3.000
2,0:19,,,SFO 35,13,10,"Jake Moody kicks off 65 yards, touchback.",0.000,0.610
2,0:19,1,10,WAS 25,13,10,Antonio Gibson up the middle for -1 yards (tackle by Nick Bosa and Oren Burks),0.610,-0.070
Quarter,Time,Down,ToGo,Location,SFO,WAS,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SFO 35,13,10,"Jake Moody kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,WAS 25,13,10,Brian Robinson right guard for 1 yard (tackle by Fred Warner and Javon Hargrave),0.610,0.200
3,14:21,2,9,WAS 26,13,10,Sam Howell pass complete short middle to Logan Thomas for 8 yards (tackle by Logan Ryan and Fred Warner),0.200,0.560
3,13:41,3,1,WAS 34,13,10,Sam Howell sacked by Clelin Ferrell for -6 yards,0.560,-1.500
3,13:09,4,7,WAS 28,13,10,Tress Way punts 55 yards downed by Dyami Brown,-1.500,0.060
3,12:59,1,10,SFO 17,13,10,Brock Purdy pass incomplete short middle intended for George Kittle (defended by Emmanuel Forbes),-0.060,-0.580
3,12:53,2,10,SFO 17,13,10,Brock Purdy pass complete short middle to Christian McCaffrey for 10 yards (tackle by David Mayo and Khaleke Hudson),-0.580,0.740
3,12:11,1,10,SFO 27,13,10,Elijah Mitchell right end for 7 yards (tackle by Quan Martin and James Smith-Williams),0.740,1.140
3,11:33,2,3,SFO 34,13,10,Elijah Mitchell left guard for 11 yards (tackle by Khaleke Hudson and Quan Martin),1.140,1.930
3,10:52,1,10,SFO 45,13,10,Elijah Mitchell left end for 6 yards (tackle by David Mayo),1.930,2.190
3,10:11,2,4,WAS 49,13,10,Brock Purdy pass complete short left to Brandon Aiyuk for 9 yards (tackle by Emmanuel Forbes and Cody Barton),2.190,2.920
3,9:34,1,10,WAS 40,13,10,Elijah Mitchell left tackle for 7 yards (tackle by David Mayo),2.920,3.320
3,8:51,2,3,WAS 33,13,10,"Christian McCaffrey right end for no gain (tackle by Cody Barton). Penalty on Cody Barton: Face Mask (15 Yards), 15 yards (accepted) (no play)",3.320,4.370
3,8:28,1,10,WAS 18,13,10,Christian McCaffrey right end for 3 yards (tackle by Cody Barton),4.370,4.250
3,7:49,2,7,WAS 15,13,10,Brock Purdy pass complete short left to Deebo Samuel for 6 yards (tackle by Christian Holmes and Casey Toohill),4.250,4.740
3,7:08,3,1,WAS 9,13,10,Elijah Mitchell right tackle for 4 yards (tackle by Casey Toohill and Terrell Burgess),4.740,6.060
3,6:28,1,5,WAS 5,13,10,Elijah Mitchell left tackle for 3 yards (tackle by Cody Barton and Jonathan Allen),6.060,5.720
3,5:46,2,2,WAS 2,19,10,"Elijah Mitchell right guard for 2 yards, touchdown",5.720,7.000
3,5:44,,,WAS 15,20,10,Jake Moody kicks extra point good,0.000,0.000
3,5:44,,,SFO 35,20,10,"Jake Moody kicks off 65 yards, touchback.",0.000,0.610
3,5:44,1,10,WAS 25,20,10,Sam Howell pass complete short right to Logan Thomas for 6 yards (tackle by Dre Greenlaw),0.610,0.870
3,5:13,2,4,WAS 31,20,10,Brian Robinson up the middle for 5 yards (tackle by Fred Warner and Deommodore Lenoir),0.870,1.330
3,4:30,1,10,WAS 36,20,10,Sam Howell pass incomplete short left intended for Antonio Gibson,1.330,0.790
3,4:26,2,10,WAS 36,20,10,"Sam Howell pass complete short right to Terry McLaurin for no gain (tackle by Charvarius Ward and Deommodore Lenoir). Penalty on Trenton Scott: Illegal Use of Hands / Offense, 10 yards (accepted) (no play)",0.790,-0.560
3,4:02,2,20,WAS 26,20,10,Sam Howell pass complete deep left to Curtis Samuel for 25 yards (tackle by Dre Greenlaw),-0.560,2.320
3,3:15,1,10,SFO 49,20,10,Sam Howell pass complete short right to Antonio Gibson for 15 yards (tackle by Tashaun Gipson),2.320,3.310
3,2:30,1,10,SFO 34,20,10,Antonio Gibson right end for 16 yards (tackle by Charvarius Ward),3.310,4.370
3,1:47,1,10,SFO 18,20,10,Brian Robinson right tackle for 5 yards (tackle by Nick Bosa and Dre Greenlaw),4.370,4.610
3,1:05,2,5,SFO 13,20,10,"Penalty on Trenton Scott: False Start, 5 yards (accepted) (no play)",4.610,3.800
3,0:44,2,10,SFO 18,20,10,"Sam Howell pass incomplete deep middle. Penalty on Logan Ryan: Illegal Contact, 5 yards (accepted) (no play)",3.800,4.710
3,0:38,1,10,SFO 13,20,10,Antonio Gibson left tackle for 2 yards (tackle by Chase Young and Dre Greenlaw),4.710,4.390
Quarter,Time,Down,ToGo,Location,SFO,WAS,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,8,SFO 11,20,10,Sam Howell pass incomplete short right intended for Antonio Gibson,4.390,3.450
4,14:57,3,8,SFO 11,20,10,Sam Howell pass short right intended for Terry McLaurin is intercepted by Charvarius Ward at SF-2 and returned for 3 yards (tackle by Terry McLaurin),3.450,0.380
4,14:53,1,10,SFO 5,20,10,Elijah Mitchell right guard for 15 yards (tackle by Terrell Burgess and Khaleke Hudson),-0.380,0.280
4,14:12,1,10,SFO 20,20,10,Elijah Mitchell right guard for 6 yards (tackle by K.J. Henry and Cody Barton),0.280,0.540
4,13:34,2,4,SFO 26,20,10,Brock Purdy pass complete short left to Kyle Juszczyk for 7 yards (tackle by David Mayo and Khaleke Hudson),0.540,1.140
4,12:53,1,10,SFO 33,20,10,Elijah Mitchell left guard for 2 yards (tackle by Jonathan Allen and Kamren Curl),1.140,0.860
4,12:11,2,8,SFO 35,20,10,Brock Purdy pass complete short middle to Kyle Juszczyk for 9 yards (tackle by David Mayo),0.860,1.860
4,11:25,1,10,SFO 44,20,10,Brock Purdy pass complete deep right to Brandon Aiyuk for 38 yards (tackle by Emmanuel Forbes),1.860,4.370
4,10:32,,,,,,Timeout #1 by San Francisco 49ers,,
4,10:32,1,10,WAS 18,20,10,"Brock Purdy pass complete short middle to Deebo Samuel for 6 yards (tackle by Christian Holmes). Penalty on Ronnie Bell: Offensive Holding, 10 yards (accepted)",4.370,4.110
4,10:09,1,14,WAS 22,20,10,Elijah Mitchell left guard for 5 yards (tackle by James Smith-Williams),4.110,3.940
4,9:33,2,9,WAS 17,20,10,Brock Purdy pass incomplete short left intended for Deebo Samuel,3.940,3.170
4,9:30,3,9,WAS 17,26,10,"Brock Purdy pass complete deep middle to Brandon Aiyuk for 17 yards, touchdown",3.170,7.000
4,9:20,,,WAS 15,27,10,Jake Moody kicks extra point good,0.000,0.000
4,9:20,,,SFO 35,27,10,"Jake Moody kicks off 65 yards, touchback.",0.000,0.610
4,9:20,1,10,WAS 25,27,10,Sam Howell pass complete short middle to Logan Thomas for 6 yards (tackle by Dre Greenlaw),0.610,0.870
4,8:56,2,4,WAS 31,27,10,Sam Howell pass short middle intended for Byron Pringle is intercepted by Deommodore Lenoir at WAS-41 and returned for no gain (tackle by Byron Pringle),0.870,-2.850
4,8:50,1,10,WAS 41,27,10,Elijah Mitchell left end for 3 yards (tackle by John Ridgeway and Phidarian Mathis),2.850,2.710
4,8:09,2,7,WAS 38,27,10,Deebo Samuel right end for 17 yards (tackle by Cody Barton),2.710,4.170
4,7:25,,,,,,Timeout #2 by San Francisco 49ers,,
4,7:25,1,10,WAS 21,27,10,Elijah Mitchell left guard for 5 yards (tackle by Quan Martin),4.170,4.370
4,6:48,2,5,WAS 16,27,10,Brock Purdy pass complete short right to Kyle Juszczyk for 7 yards (tackle by Terrell Burgess),4.370,5.140
4,6:03,1,9,WAS 9,27,10,Elijah Mitchell left end for 2 yards (tackle by Khaleke Hudson),5.140,4.760
4,5:22,2,7,WAS 7,27,10,Brock Purdy pass complete short middle to George Kittle for 5 yards (tackle by David Mayo),4.760,4.950
4,4:38,3,2,WAS 2,27,10,Elijah Mitchell left tackle for 1 yard (tackle by Jonathan Allen),4.950,3.550
4,4:01,4,1,WAS 1,27,10,Elijah Mitchell left end for -1 yards (tackle by David Mayo),3.550,0.380
4,3:56,1,10,WAS 2,27,10,Sam Howell pass complete short right to Brian Robinson for -1 yards (tackle by Charvarius Ward and Dre Greenlaw),-0.380,-0.850
4,3:14,2,11,WAS 1,27,10,Sam Howell pass complete short middle to Brian Robinson for 4 yards (tackle by Dre Greenlaw),-0.850,-1.070
4,2:31,3,7,WAS 5,27,10,Sam Howell pass incomplete short left intended for Terry McLaurin (defended by Nick Bosa),-1.070,-2.490
4,2:24,4,7,WAS 5,27,10,"Tress Way punts 48 yards, returned by Ronnie Bell for no gain (tackle by Byron Pringle)",-2.490,-2.060
4,2:16,1,10,SFO 47,27,10,Jordan Mason right tackle for -2 yards (tackle by Cody Barton),2.060,1.250
4,2:00,2,12,SFO 45,27,10,Jordan Mason right tackle for 5 yards (tackle by Khaleke Hudson and Phidarian Mathis),1.250,1.220
4,1:54,,,,,,Timeout #1 by Washington Commanders,,
4,1:54,3,7,SFO 50,27,10,"Sam Darnold sacked by. Sam Darnold fumbles, recovered by Sam Darnold at SF-44 (tackle by K.J. Henry)",1.220,-0.460
4,1:49,,,,,,Timeout #2 by Washington Commanders,,
4,1:49,4,13,SFO 44,27,10,"Mitch Wishnowsky punts 40 yards, returned by Jamison Crowder for 2 yards (tackle by Samuel Womack)",-0.460,-0.040
4,1:39,1,10,WAS 18,27,10,Antonio Gibson right tackle for 2 yards (tackle by Robert Beal and Kevin Givens),0.040,-0.130
4,1:13,2,8,WAS 20,27,10,Sam Howell pass incomplete short right,-0.130,-0.910
4,1:10,3,8,WAS 20,27,10,Sam Howell pass incomplete deep left intended for Terry McLaurin,-0.910,-2.030
4,1:03,4,8,WAS 20,27,10,Sam Howell pass complete short left to John Bates for 6 yards (tackle by Isaiah Oliver),-2.030,-3.840
4,0:54,1,10,WAS 26,27,10,Sam Darnold kneels for -1 yards,3.840,3.160
4,0:34,2,11,WAS 27,27,10,Sam Darnold kneels for -1 yards,3.160,2.350
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
