Quarter,Time,Down,ToGo,Location,PIT,TAM,Detail,EPB,EPA
1,8:59,4,4,TAM 15,0,3,"Chris Bryan punts 38 yards, returned by Antwaan Randle El for 8 yards (tackle by Adam Hayward)",-2.440,-2.590
1,8:46,1,10,TAM 45,0,3,Mike Wallace left end for -1 yards (tackle by Geno Hayes and Stylez G. White),2.590,1.910
1,8:04,2,11,TAM 46,6,3,"Charlie Batch pass complete deep middle to Mike Wallace for 46 yards, touchdown",1.910,7.000
1,,,,TAM 2,7,3,Jeff Reed kicks extra point good,0.000,0.000
1,,,,PIT 30,7,3,"Jeff Reed kicks off 67 yards, returned by Micheal Spurlock for 18 yards (tackle by Antonio Brown)",0.000,0.340
1,7:44,1,10,TAM 21,7,3,"Cadillac Williams left tackle for 9 yards (tackle by James Farrior). Penalty on Jeremy Trueblood: Illegal Formation, 5 yards (no play)",0.340,-0.220
1,7:14,1,15,TAM 16,7,3,Cadillac Williams left end for no gain (tackle by Ryan Clark),-0.220,-1.010
1,6:35,2,15,TAM 16,7,3,Josh Freeman pass complete short middle to Mike Williams for 16 yards (tackle by Ike Taylor),-1.010,1.070
1,5:53,1,10,TAM 32,7,3,Josh Freeman pass incomplete deep left intended for Mike Williams,1.070,0.530
1,5:42,2,10,TAM 32,7,3,LeGarrette Blount right end for 12 yards (tackle by Troy Polamalu),0.530,1.860
1,4:55,1,10,TAM 44,7,3,Josh Freeman pass complete short middle to Cadillac Williams for 11 yards (tackle by Lawrence Timmons),1.860,2.590
1,4:14,1,10,PIT 45,7,3,LeGarrette Blount right guard for 4 yards (tackle by James Farrior),2.590,2.580
1,3:35,2,6,PIT 41,7,3,LeGarrette Blount left tackle for 2 yards (tackle by Lawrence Timmons and LaMarr Woodley),2.580,2.150
1,2:50,3,4,PIT 39,7,3,Josh Freeman for 11 yards,2.150,3.710
1,2:09,1,10,PIT 28,7,3,Josh Freeman pass incomplete short left intended for Cadillac Williams (defended by Lawrence Timmons),3.710,3.170
1,2:00,2,10,PIT 28,7,3,LeGarrette Blount right end for 8 yards (tackle by LaMarr Woodley and Will Allen),3.170,3.530
1,1:16,3,2,PIT 20,7,3,Josh Freeman pass complete short right to Kellen Winslow for 13 yards,3.530,5.600
1,0:39,1,7,PIT 7,7,3,Josh Freeman middle for -3 yards (tackle by James Farrior),5.600,4.190
Quarter,Time,Down,ToGo,Location,PIT,TAM,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,10,PIT 10,7,3,Josh Freeman pass incomplete short middle intended for Kellen Winslow,4.190,3.130
2,14:56,3,10,PIT 10,7,3,Josh Freeman pass complete short middle to Sammie Stroughter for 5 yards (tackle by William Gay),3.130,3.010
2,14:14,4,5,PIT 5,7,6,Connor Barth 24 yard field goal good,3.010,3.000
2,,,,TAM 30,7,6,"Connor Barth kicks off 56 yards, returned by Antonio Brown for 19 yards (tackle by Cody Grimm)",0.000,1.140
2,14:03,1,10,PIT 33,7,6,Rashard Mendenhall right tackle for 15 yards (tackle by Sean Jones and Barrett Ruud),1.140,2.130
2,13:24,1,10,PIT 48,7,6,Rashard Mendenhall right end for 4 yards (tackle by Roy Miller),2.130,2.120
2,12:42,2,6,TAM 48,7,6,Rashard Mendenhall left guard for no gain (tackle by Tim Crowder and Barrett Ruud),2.120,1.420
2,11:57,3,6,TAM 48,7,6,Charlie Batch middle for 24 yards (tackle by Sean Jones),1.420,3.970
2,11:09,1,10,TAM 24,7,6,Charlie Batch pass complete deep middle to Heath Miller for 21 yards (tackle by Cody Grimm),3.970,6.510
2,10:26,1,3,TAM 3,13,6,"Rashard Mendenhall right guard for 3 yards, touchdown",6.510,7.000
2,,,,TAM 2,14,6,Jeff Reed kicks extra point good,0.000,0.000
2,,,,PIT 30,14,6,"Jeff Reed kicks off 68 yards, returned by Micheal Spurlock for 21 yards (tackle by Will Allen)",0.000,0.480
2,10:12,1,10,TAM 23,14,6,Josh Freeman pass complete short middle to Mike Williams for 22 yards (tackle by Ike Taylor),0.480,1.930
2,9:32,1,10,TAM 45,14,6,"Cadillac Williams right tackle for 9 yards (tackle by Bryant McFadden and James Harrison). Penalty on Davin Joseph: Offensive Holding, 10 yards (no play)",1.930,1.270
2,8:59,1,20,TAM 35,14,6,Josh Freeman sacked by Lawrence Timmons for 0 yards,1.270,0.030
2,8:19,2,20,TAM 35,14,6,"Josh Johnson pass complete short left to Mike Williams for 9 yards (tackle by James Farrior). Mike Williams fumbles (forced by James Farrior), recovered by Ryan Clark at TAM-49 and returned for 5 yards (tackle by Jerramy Stevens)",0.030,-2.650
2,8:02,1,10,TAM 44,14,6,Rashard Mendenhall middle for 3 yards (tackle by Barrett Ruud),2.650,2.520
2,7:25,2,7,TAM 41,20,6,"Charlie Batch pass complete deep right to Mike Wallace for 41 yards, touchdown",2.520,7.000
2,,,,TAM 2,21,6,Jeff Reed kicks extra point good,0.000,0.000
2,,,,PIT 30,21,6,"Jeff Reed kicks off 63 yards, returned by Micheal Spurlock for 21 yards (tackle by Anthony Madison)",0.000,0.810
2,7:06,1,10,TAM 28,21,6,Cadillac Williams left guard for 2 yards (tackle by James Harrison),0.810,0.530
2,6:26,2,8,TAM 30,21,6,Josh Freeman pass incomplete,0.530,-0.160
2,6:17,3,8,TAM 30,21,6,"Josh Freeman pass complete short right to Micheal Spurlock for 10 yards (tackle by Bryant McFadden). Penalty on Keyaron Fox: Unnecessary Roughness, 15 yards",-0.160,2.590
2,5:50,1,10,PIT 45,21,6,"Josh Freeman for no gain. Josh Freeman fumbles, recovered by Josh Freeman at TAM-PIT",2.590,2.040
2,5:12,2,10,PIT 45,21,6,Josh Freeman right end for 3 yards (tackle by Bryant McFadden),2.040,1.750
2,4:32,3,7,PIT 42,21,6,Josh Freeman pass incomplete short right intended for Kellen Winslow,1.750,0.460
2,4:27,4,7,PIT 42,21,6,"Chris Bryan punts 21 yards, fair catch by Antwaan Randle El",0.460,-0.340
2,4:18,1,10,PIT 21,21,6,Rashard Mendenhall right end for 13 yards (tackle by Aqib Talib),0.340,1.200
2,3:46,1,10,PIT 34,21,6,Rashard Mendenhall left tackle for -1 yards (tackle by Ronde Barber),1.200,0.520
2,3:03,2,11,PIT 33,21,6,Charlie Batch pass complete short middle to Heath Miller for 4 yards (tackle by Quincy Black),0.520,0.370
2,2:20,3,7,PIT 37,21,6,Charlie Batch pass complete short left to Antwaan Randle El for 14 yards (tackle by E.J. Biggers),0.370,2.320
2,2:00,1,10,TAM 49,21,6,Mewelde Moore right guard for 4 yards (tackle by Barrett Ruud),2.320,2.320
2,1:35,2,6,TAM 45,21,6,Charlie Batch pass complete short right to Mike Wallace for 13 yards (tackle by Aqib Talib),2.320,3.450
2,1:27,,,,21,6,Timeout #1 by Pittsburgh Steelers,0.000,3.450
2,1:27,1,10,TAM 32,21,6,Charlie Batch pass complete short left to Mewelde Moore for -3 yards (tackle by Stylez G. White),3.450,2.500
2,0:53,2,13,TAM 35,21,6,Charlie Batch pass complete short right to Hines Ward for 19 yards (tackle by Cody Grimm),2.500,4.510
2,0:43,,,,21,6,Timeout #2 by Pittsburgh Steelers,0.000,4.510
2,0:43,1,10,TAM 16,21,6,Charlie Batch pass complete short right to Mewelde Moore for 7 yards (tackle by Aqib Talib and Sean Jones),4.510,5.160
2,0:23,2,3,TAM 9,21,6,Charlie Batch spiked the ball,5.160,4.390
2,0:23,3,3,TAM 9,27,6,"Charlie Batch pass complete short middle to Hines Ward for 9 yards, touchdown",4.390,7.000
2,,,,TAM 2,28,6,Jeff Reed kicks extra point good,0.000,0.000
2,,,,PIT 30,28,6,"Jeff Reed kicks off 72 yards, returned by Micheal Spurlock for 21 yards (tackle by Arnaz Battle)",0.000,0.150
2,0:10,1,10,TAM 19,28,6,Josh Freeman kneels for -1 yards,0.150,-0.560
Quarter,Time,Down,ToGo,Location,PIT,TAM,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PIT 30,28,6,"Jeff Reed kicks off 68 yards, returned by Preston Parker for 37 yards (tackle by Ike Taylor)",0.000,1.530
3,14:50,1,10,TAM 39,28,6,Josh Freeman pass complete short right to Cadillac Williams for 2 yards (tackle by LaMarr Woodley),1.530,1.260
3,14:11,2,8,TAM 41,28,6,Cadillac Williams right guard for 1 yard (tackle by James Harrison),1.260,0.700
3,13:28,3,7,TAM 42,28,6,Josh Freeman sacked by William Gay for -7 yards,0.700,-1.040
3,12:57,4,14,TAM 35,28,6,"Chris Bryan punts 28 yards, fair catch by Antwaan Randle El",-1.040,-1.400
3,12:48,1,10,PIT 37,28,6,Rashard Mendenhall left guard for 17 yards (tackle by Quincy Black),1.400,2.520
3,12:11,1,10,TAM 46,28,6,Rashard Mendenhall right guard for 2 yards (tackle by Sean Jones),2.520,2.250
3,11:31,2,8,TAM 44,28,6,Hines Ward left end for -2 yards (tackle by Ronde Barber),2.250,1.290
3,10:48,3,10,TAM 46,28,6,Charlie Batch pass complete short middle to Isaac Redman for 9 yards (tackle by Geno Hayes and Cody Grimm),1.290,0.790
3,9:58,4,1,TAM 37,28,6,Isaac Redman right guard for no gain (tackle by Cody Grimm and Ronde Barber),0.790,-1.400
3,9:51,1,10,TAM 37,28,6,Josh Freeman pass complete short right to Sammie Stroughter for 5 yards (tackle by Troy Polamalu),1.400,1.530
3,9:15,2,5,TAM 42,28,6,Josh Freeman pass complete short left to Earnest Graham for 3 yards (tackle by James Harrison and James Farrior),1.530,1.220
3,8:32,3,2,TAM 45,28,6,Josh Freeman pass complete short left to Mike Williams for 2 yards (tackle by Lawrence Timmons),1.220,2.060
3,7:44,1,10,TAM 47,28,6,Josh Freeman sacked by Nick Eason for -9 yards,2.060,0.300
3,7:05,2,19,TAM 38,28,6,Josh Freeman pass incomplete short left intended for Cadillac Williams (defended by Evander Hood),0.300,-0.360
3,6:58,,,,28,6,Timeout #1 by Tampa Bay Buccaneers,0.000,-0.360
3,6:58,3,19,TAM 38,28,6,Josh Freeman pass incomplete deep left intended for Kellen Winslow. Penalty on Donald Penn: Offensive Holding (Declined),-0.360,-0.850
3,6:53,4,19,TAM 38,28,6,"Chris Bryan punts 36 yards, fair catch by Antwaan Randle El. Penalty on Preston Parker: Unnecessary Roughness, 15 yards",-0.850,-1.660
3,6:44,1,10,PIT 41,28,6,Rashard Mendenhall middle for 5 yards (tackle by Sean Jones and Kyle Moore),1.660,1.800
3,6:00,2,5,PIT 46,28,6,Isaac Redman right guard for 4 yards (tackle by Ronde Barber and Barrett Ruud),1.800,1.620
3,5:19,3,1,,28,6,Charlie Batch middle for 2 yards (tackle by Geno Hayes),1.620,2.390
3,4:35,1,10,TAM 48,28,6,Rashard Mendenhall right tackle for 34 yards (tackle by Cody Grimm),2.390,4.650
3,4:04,1,10,TAM 14,28,6,Rashard Mendenhall right tackle for 3 yards (tackle by Ronde Barber and Barrett Ruud),4.650,4.520
3,3:23,2,7,TAM 11,28,6,Rashard Mendenhall left tackle for 5 yards (tackle by Quincy Black),4.520,4.730
3,2:37,3,2,TAM 6,28,6,Charlie Batch pass incomplete short middle intended for David Johnson,4.730,3.010
3,2:28,4,2,TAM 6,31,6,Jeff Reed 24 yard field goal good,3.010,3.000
3,,,,PIT 30,31,6,"Jeff Reed kicks off 77 yards, touchback",0.000,0.280
3,2:15,1,10,TAM 20,31,6,Josh Freeman pass complete short right to Sammie Stroughter for 5 yards (tackle by Troy Polamalu),0.280,0.410
3,1:45,2,5,TAM 25,31,6,Josh Freeman pass complete short left to Kellen Winslow for 4 yards (tackle by William Gay),0.410,0.230
3,1:20,3,1,TAM 29,31,6,Cadillac Williams right guard for 8 yards (tackle by Ryan Clark),0.230,1.400
3,0:41,1,10,TAM 37,31,6,Josh Freeman pass complete short right to Earnest Graham for 46 yards (tackle by Ryan Mundy),1.400,4.440
Quarter,Time,Down,ToGo,Location,PIT,TAM,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,PIT 17,37,6,"Josh Freeman pass incomplete short left intended for Sammie Stroughter is intercepted by Brett Keisel at PIT-21 and returned for 79 yards, touchdown",4.440,-7.000
4,,,,TAM 2,38,6,Jeff Reed kicks extra point good,0.000,0.000
4,,,,PIT 30,38,6,"Jeff Reed kicks off 62 yards, returned by Preston Parker for 15 yards (tackle by Keyaron Fox)",0.000,0.480
4,14:38,1,10,TAM 23,38,6,Josh Freeman pass complete short right to Cadillac Williams for 5 yards (tackle by Keyaron Fox),0.480,0.610
4,14:12,2,5,TAM 28,38,6,Josh Freeman pass complete short middle to Cadillac Williams for 5 yards (tackle by Larry Foote),0.610,1.140
4,13:48,1,10,TAM 33,38,6,Josh Freeman pass complete short middle to Cadillac Williams for 10 yards (tackle by Larry Foote),1.140,1.800
4,13:25,1,10,TAM 43,38,6,Josh Freeman pass complete short middle to Earnest Graham for 5 yards (tackle by Ryan Clark and Larry Foote),1.800,1.930
4,13:00,2,5,TAM 48,38,6,Earnest Graham right guard for 9 yards (tackle by Ryan Mundy),1.930,2.720
4,12:34,1,10,PIT 43,38,6,Josh Freeman pass incomplete short right intended for Micheal Spurlock (defended by Bryant McFadden),2.720,2.180
4,12:26,2,10,PIT 43,38,6,Josh Freeman pass incomplete,2.180,1.490
4,12:20,3,10,PIT 43,38,6,Josh Freeman pass complete short right to Kellen Winslow for 7 yards (tackle by Keyaron Fox),1.490,0.890
4,11:45,4,3,PIT 36,38,6,Chris Bryan punts 32 yards,0.890,0.380
4,11:35,1,10,PIT 4,38,6,Rashard Mendenhall right guard for 5 yards (tackle by Ronde Barber),-0.380,-0.420
4,10:52,2,5,PIT 9,38,6,Rashard Mendenhall left end for 10 yards (tackle by Cody Grimm),-0.420,0.150
4,10:03,1,10,PIT 19,38,6,Isaac Redman left tackle for 9 yards (tackle by Barrett Ruud),0.150,0.880
4,9:17,2,1,PIT 28,38,6,Isaac Redman middle for 16 yards (tackle by Ronde Barber),0.880,1.860
4,8:28,1,10,PIT 44,38,6,Rashard Mendenhall middle for 18 yards (tackle by Ronde Barber),1.860,3.050
4,7:38,,,,38,6,Timeout #1 by Pittsburgh Steelers,0.000,3.050
4,7:38,1,10,TAM 38,38,6,Isaac Redman right guard for 2 yards (tackle by Geno Hayes),3.050,2.780
4,6:57,2,8,TAM 36,38,6,Rashard Mendenhall left end for 4 yards (tackle by Quincy Black),2.780,2.610
4,6:10,3,4,TAM 32,38,6,Charlie Batch pass incomplete short middle intended for Hines Ward is intercepted by Quincy Black at TAM-28 and returned for 4 yards,2.610,-1.070
4,6:03,1,10,TAM 32,38,6,Josh Johnson right end for 7 yards (tackle by Chris Hoke),1.070,1.470
4,5:42,2,3,TAM 39,38,6,Josh Johnson pass complete short right to Arrelious Benn for 13 yards (tackle by Bryant McFadden),1.470,2.390
4,5:18,1,10,PIT 48,38,6,Josh Johnson sacked by Jason Worilds for -7 yards,2.390,0.900
4,4:57,2,17,TAM 45,38,6,Josh Johnson pass complete short right to Arrelious Benn for 10 yards (tackle by Bryant McFadden),0.900,1.550
4,4:31,3,7,PIT 45,38,6,"Josh Johnson middle for 1 yard (tackle by Aaron Smith and Lawrence Timmons). Penalty on James Harrison: Defensive Offside, 5 yards (no play)",1.550,2.210
4,4:22,3,2,PIT 40,38,6,Josh Johnson pass complete short middle to Arrelious Benn for 10 yards (tackle by Will Allen),2.210,3.580
4,3:56,1,10,PIT 30,38,6,Josh Johnson pass complete deep middle to Jerramy Stevens for 22 yards (tackle by Will Allen),3.580,5.370
4,3:27,1,8,PIT 8,38,6,Earnest Graham right guard for 4 yards (tackle by Larry Foote),5.370,5.340
4,3:02,2,4,PIT 4,38,6,Josh Johnson pass complete short middle to Earnest Graham for 3 yards (tackle by Larry Foote),5.340,5.170
4,2:15,,,,38,6,Timeout #2 by Tampa Bay Buccaneers,0.000,5.170
4,2:15,3,1,PIT 1,38,6,LeGarrette Blount middle for no gain (tackle by Ryan Mundy and Keyaron Fox),5.170,3.550
4,2:00,4,1,PIT 1,38,12,"LeGarrette Blount left guard for 1 yard, touchdown. Penalty on Donald Penn: Unsportsmanlike Conduct, 15 yards",3.550,7.000
4,,,,PIT 2,38,13,Connor Barth kicks extra point good,0.000,0.000
4,,,,TAM 15,,,"Connor Barth kicks off 60 yards, returned by Antonio Brown for 23 yards. Penalty on Jason Worilds: Offside on Free Kick (Declined)",,
4,1:31,1,10,PIT 48,38,13,Charlie Batch kneels for no gain,2.130,1.580
4,1:05,2,10,PIT 48,38,13,Charlie Batch kneels for no gain,1.580,0.890
4,0:28,3,10,PIT 48,38,13,Charlie Batch kneels for no gain,0.890,-0.190
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
