Quarter,Time,Down,ToGo,Location,NYJ,CHI,Detail,EPB,EPA
2,12:51,4,8,CHI 42,14,10,"Brad Maynard punts 44 yards, returned by Jerricho Cotchery for 14 yards (tackle by Major Wright)",-0.590,-0.810
2,12:38,1,10,NYJ 28,14,10,Mark Sanchez pass complete short left to Braylon Edwards for 16 yards (tackle by Charles Tillman),0.810,1.860
2,11:59,1,10,NYJ 44,14,10,Shonn Greene right end for no gain (tackle by D.J. Moore),1.860,1.320
2,11:17,2,10,NYJ 44,14,10,Mark Sanchez pass complete short middle to Dustin Keller for 4 yards (tackle by Brian Urlacher),1.320,1.160
2,10:32,3,6,NYJ 48,14,10,Mark Sanchez pass incomplete short left intended for Jerricho Cotchery,1.160,-0.190
2,10:27,4,6,NYJ 48,14,10,Steve Weatherford punts 43 yards,-0.190,0.380
2,10:17,1,10,CHI 9,14,10,Chester Taylor left tackle for 4 yards (tackle by Bryan Thomas),-0.380,-0.480
2,9:37,2,6,CHI 13,14,10,Jay Cutler sacked by Marcus Dixon for -10 yards,-0.480,-2.120
2,9:00,3,16,CHI 3,14,10,"Penalty on Jay Cutler: Delay of Game, 1 yards (no play)",-2.120,-2.240
2,8:38,3,17,CHI 2,14,10,Jay Cutler pass incomplete short left intended for Devin Hester,-2.240,-2.490
2,8:33,4,17,CHI 2,14,10,Brad Maynard punts 34 yards,-2.490,-3.180
2,8:23,1,10,CHI 36,14,10,LaDainian Tomlinson right guard for 1 yard (tackle by Brian Urlacher). Penalty on Santonio Holmes: Illegal Formation (Declined),3.180,2.770
2,8:00,2,9,CHI 35,14,10,LaDainian Tomlinson right tackle for 2 yards (tackle by Danieal Manning),2.770,2.350
2,7:20,3,7,CHI 33,14,10,Mark Sanchez pass complete short left to Santonio Holmes for 16 yards (tackle by Charles Tillman),2.350,4.440
2,6:49,1,10,CHI 17,14,10,LaDainian Tomlinson right guard for 2 yards (tackle by Zackary Bowman),4.440,4.150
2,6:14,2,8,CHI 15,14,10,Brad Smith right end for 12 yards (tackle by Chris Harris),4.150,6.510
2,5:49,1,3,CHI 3,20,10,"LaDainian Tomlinson left guard for 3 yards, touchdown",6.510,7.000
2,,,,CHI 2,21,10,Nick Folk kicks extra point good,0.000,0.000
2,,,,NYJ 30,21,10,"Nick Folk kicks off 36 yards, returned by Kellen Davis for 2 yards (tackle by James Ihedigbo)",0.000,1.330
2,5:40,1,10,CHI 36,21,10,Jay Cutler pass complete short right to Greg Olsen for 5 yards,1.330,1.470
2,5:14,2,5,CHI 41,21,10,"Penalty on Chris Williams: False Start, 5 yards (no play)",1.470,0.790
2,4:52,2,10,CHI 36,21,10,Jay Cutler pass complete short left to Matt Forte for 24 yards (tackle by Dwight Lowery),0.790,2.920
2,4:12,1,10,NYJ 40,21,10,Jay Cutler pass incomplete short middle intended for Matt Forte (defended by David Harris),2.920,2.370
2,4:07,2,10,NYJ 40,21,10,Jay Cutler pass incomplete short middle intended for Earl Bennett,2.370,1.680
2,4:02,3,10,NYJ 40,21,10,Jay Cutler pass complete short middle to Earl Bennett for 14 yards (tackle by Jason Taylor),1.680,3.840
2,3:19,1,10,NYJ 26,21,10,Jay Cutler pass complete deep left to Matt Forte for 24 yards (tackle by Dwight Lowery),3.840,6.740
2,2:51,1,2,NYJ 2,21,16,"Jay Cutler right end for 2 yards, touchdown",6.740,7.000
2,,,,NYJ 2,21,17,Robbie Gould kicks extra point good,0.000,0.000
2,,,,CHI 30,21,17,"Robbie Gould kicks off 51 yards, returned by Joe McKnight for 14 yards",0.000,1.140
2,2:37,1,10,NYJ 33,21,17,Shonn Greene left end for 12 yards (tackle by Major Wright),1.140,1.930
2,2:00,1,10,NYJ 45,21,17,Mark Sanchez pass complete short middle to Shonn Greene for 5 yards (tackle by Brian Urlacher),1.930,2.060
2,1:26,2,5,,21,17,Shonn Greene right tackle for 7 yards (tackle by Brian Urlacher),2.060,2.720
2,1:19,,,,21,17,Timeout #1 by New York Jets,0.000,2.720
2,1:19,1,10,CHI 43,21,17,Mark Sanchez pass complete short right to Santonio Holmes for 18 yards (tackle by Nick Roach and Tim Jennings),2.720,3.910
2,1:12,,,,21,17,Timeout #2 by New York Jets,0.000,3.910
2,1:12,1,10,CHI 25,21,17,Shonn Greene left end for 11 yards (tackle by Danieal Manning),3.910,4.650
2,1:06,1,10,CHI 14,21,17,Shonn Greene right guard for -1 yards (tackle by Julius Peppers),4.650,3.850
2,0:29,2,11,CHI 15,21,17,Mark Sanchez pass complete short right to Tony Richardson for 7 yards (tackle by Tim Jennings and Chris Harris),3.850,4.280
2,0:21,,,,21,17,Timeout #3 by New York Jets,0.000,4.280
2,0:21,3,4,CHI 8,21,17,Mark Sanchez pass incomplete short middle intended for Dustin Keller,4.280,2.980
2,0:16,4,4,CHI 8,24,17,Nick Folk 26 yard field goal good,2.980,3.000
2,,,,NYJ 30,24,17,"Nick Folk kicks off 36 yards, returned by Danieal Manning for 5 yards (tackle by Josh Mauga)",0.000,1.530
2,0:06,1,10,CHI 39,24,17,Jay Cutler right end for 3 yards (tackle by Marquice Cole),1.530,1.390
Quarter,Time,Down,ToGo,Location,NYJ,CHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CHI 30,24,17,"Robbie Gould kicks off 65 yards, returned by Joe McKnight for 28 yards (tackle by Major Wright)",0.000,1.140
3,14:55,1,10,NYJ 33,24,17,Mark Sanchez pass complete short right to LaDainian Tomlinson for 7 yards (tackle by Lance Briggs),1.140,1.540
3,14:19,2,3,NYJ 40,24,17,LaDainian Tomlinson right tackle for no gain (tackle by Anthony Adams),1.540,0.830
3,13:35,3,3,NYJ 40,24,17,Mark Sanchez pass incomplete short left intended for Santonio Holmes (defended by Lance Briggs),0.830,-0.720
3,13:31,4,3,NYJ 40,24,17,Mark Sanchez pass incomplete short right intended for Brad Smith (defended by Rashied Davis),-0.720,-2.920
3,13:28,1,10,NYJ 40,24,23,"Jay Cutler pass complete deep right to Johnny Knox for 40 yards, touchdown",2.920,7.000
3,,,,NYJ 2,24,24,Robbie Gould kicks extra point good,0.000,0.000
3,,,,CHI 30,24,24,"Robbie Gould kicks off 61 yards, returned by Joe McKnight for 18 yards (tackle by Brian Iwuh)",0.000,0.740
3,13:13,1,10,NYJ 27,24,24,Shonn Greene right end for no gain (tackle by Chris Harris),0.740,0.200
3,12:35,2,10,NYJ 27,24,24,Mark Sanchez pass incomplete short left intended for Shonn Greene,0.200,-0.490
3,12:30,3,10,NYJ 27,24,24,Mark Sanchez pass incomplete,-0.490,-1.570
3,12:22,4,10,NYJ 27,24,24,"Steve Weatherford punts 43 yards, returned by Devin Hester for 38 yards",-1.570,-3.450
3,12:06,1,10,NYJ 32,24,24,Jay Cutler pass complete short middle to Matt Forte for 4 yards (tackle by Bryan Thomas),3.450,3.440
3,11:20,2,6,NYJ 28,24,24,Matt Forte right guard for 3 yards (tackle by Mike DeVito),3.440,3.140
3,10:35,3,3,NYJ 25,24,30,"Jay Cutler pass complete deep left to Devin Hester for 25 yards, touchdown",3.140,7.000
3,,,,NYJ 2,24,31,Robbie Gould kicks extra point good,0.000,0.000
3,,,,CHI 30,24,31,"Robbie Gould kicks off 64 yards, returned by Brad Smith for 28 yards (tackle by Nick Roach)",0.000,1.200
3,10:21,1,10,NYJ 34,24,31,Mark Sanchez pass complete deep right to Braylon Edwards for 19 yards (tackle by Chris Harris),1.200,2.460
3,9:46,1,10,CHI 47,24,31,Brad Smith right end for 6 yards (tackle by Danieal Manning),2.460,2.720
3,9:24,2,4,CHI 41,24,31,Shonn Greene right guard for 18 yards (tackle by Chris Harris),2.720,4.040
3,8:43,1,10,CHI 23,30,31,"Mark Sanchez pass complete deep right to Santonio Holmes for 23 yards, touchdown",4.040,7.000
3,,,,CHI 2,31,31,Nick Folk kicks extra point good,0.000,0.000
3,,,,NYJ 30,31,31,"Nick Folk kicks off 59 yards, returned by Devin Hester for 40 yards (tackle by Nick Folk)",0.000,2.320
3,8:27,1,10,NYJ 49,31,31,Jay Cutler pass complete short left to Devin Hester for 9 yards (tackle by Antonio Cromartie),2.320,3.000
3,7:46,2,1,NYJ 40,31,31,Matt Forte left guard for 1 yard (tackle by Mike DeVito),3.000,2.980
3,7:03,1,10,NYJ 39,31,31,Jay Cutler pass incomplete short right intended for Johnny Knox (defended by Brodney Pool),2.980,2.440
3,6:55,2,10,NYJ 39,31,31,Jay Cutler pass complete short left to Johnny Knox for 13 yards (tackle by Antonio Cromartie),2.440,3.840
3,6:14,1,10,NYJ 26,31,37,"Jay Cutler pass complete deep left to Johnny Knox for 26 yards, touchdown",3.840,7.000
3,,,,NYJ 2,31,38,Robbie Gould kicks extra point good,0.000,0.000
3,,,,CHI 30,31,38,"Robbie Gould kicks off 55 yards, returned by Brad Smith for 18 yards (tackle by Corey Graham)",0.000,1.140
3,6:02,1,10,NYJ 33,31,38,Mark Sanchez pass complete short right to Braylon Edwards for 12 yards (tackle by Charles Tillman),1.140,1.930
3,5:24,1,10,NYJ 45,31,38,LaDainian Tomlinson left tackle for 2 yards (tackle by Israel Idonije),1.930,1.650
3,4:47,2,8,NYJ 47,31,38,Mark Sanchez pass complete short right to LaDainian Tomlinson for 7 yards (tackle by Tim Jennings),1.650,1.880
3,4:12,3,1,CHI 46,31,38,Tony Richardson right guard for 3 yards (tackle by Chris Harris and Brian Urlacher),1.880,2.720
3,3:33,1,10,CHI 43,31,38,LaDainian Tomlinson right tackle for 4 yards (tackle by Lance Briggs),2.720,2.720
3,2:53,2,6,CHI 39,31,38,Mark Sanchez pass complete short right to Dustin Keller for 7 yards (tackle by Chris Harris),2.720,3.450
3,2:11,1,10,CHI 32,31,38,LaDainian Tomlinson left end for 8 yards (tackle by Tim Jennings and Brian Urlacher),3.450,3.980
3,1:28,2,2,CHI 24,31,38,LaDainian Tomlinson right guard for 4 yards (tackle by Tommie Harris),3.980,4.240
3,0:42,1,10,CHI 20,31,38,Mark Sanchez pass incomplete deep left intended for Santonio Holmes,4.240,3.690
3,0:37,2,10,CHI 20,31,38,LaDainian Tomlinson right guard for 4 yards (tackle by Anthony Adams),3.690,3.520
Quarter,Time,Down,ToGo,Location,NYJ,CHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,6,CHI 16,31,38,Mark Sanchez pass incomplete short left intended for Santonio Holmes,3.520,2.400
4,14:57,4,6,CHI 16,34,38,Nick Folk 34 yard field goal good,2.400,3.000
4,,,,NYJ 30,34,38,"Nick Folk kicks off 47 yards, returned by Johnny Knox for 11 yards (tackle by Emanuel Cook)",0.000,1.200
4,14:47,1,10,CHI 34,34,38,Matt Forte left end for 6 yards (tackle by Calvin Pace),1.200,1.470
4,14:11,2,4,CHI 40,34,38,Matt Forte left end for 12 yards (tackle by David Harris),1.470,2.390
4,13:31,1,10,NYJ 48,34,38,Jay Cutler pass incomplete deep right intended for Devin Hester (defended by Antonio Cromartie),2.390,1.850
4,13:24,2,10,NYJ 48,34,38,Matt Forte left guard for 32 yards (tackle by Darrelle Revis),1.850,4.510
4,12:39,1,10,NYJ 16,34,38,Chester Taylor right guard for 2 yards (tackle by Mike DeVito),4.510,4.210
4,11:57,2,8,NYJ 14,34,38,Jay Cutler sacked by Bryan Thomas for -3 yards,4.210,3.020
4,11:36,3,11,NYJ 17,34,38,Jay Cutler pass incomplete deep middle intended for Greg Olsen (defended by Brodney Pool),3.020,2.310
4,11:31,4,11,NYJ 17,34,38,Robbie Gould 35 yard field goal no good,2.310,-0.610
4,11:26,1,10,NYJ 25,34,38,LaDainian Tomlinson right guard for -2 yards (tackle by Lance Briggs),0.610,-0.210
4,10:47,2,12,NYJ 23,34,38,Mark Sanchez pass complete short right to Braylon Edwards for 11 yards (tackle by Charles Tillman),-0.210,0.560
4,10:05,3,1,NYJ 34,34,38,Tony Richardson left guard for 2 yards (tackle by Anthony Adams),0.560,1.330
4,9:24,1,10,NYJ 36,34,38,Brad Smith pass incomplete deep right intended for Braylon Edwards,1.330,0.790
4,9:18,2,10,NYJ 36,34,38,Mark Sanchez pass complete short left to Shonn Greene for 9 yards (tackle by Zackary Bowman),0.790,1.290
4,8:35,3,1,NYJ 45,34,38,Mark Sanchez pass complete short right to Dustin Keller for 5 yards (tackle by Zackary Bowman),1.290,2.260
4,8:05,1,10,,34,38,Shonn Greene right guard for 4 yards (tackle by Brian Urlacher),2.260,2.250
4,7:26,2,6,CHI 46,34,38,Mark Sanchez pass incomplete short right intended for Dustin Keller,2.250,1.550
4,7:18,3,6,CHI 46,34,38,Mark Sanchez pass complete short right to Braylon Edwards for 7 yards (tackle by Charles Tillman),1.550,2.980
4,6:33,1,10,CHI 39,34,38,Shonn Greene left guard for 4 yards (tackle by Danieal Manning),2.980,2.980
4,5:54,2,6,CHI 35,34,38,Mark Sanchez pass incomplete short left intended for Ben Hartsock,2.980,2.280
4,5:48,3,6,CHI 35,34,38,Mark Sanchez pass incomplete deep right intended for Braylon Edwards (defended by Charles Tillman),2.280,0.970
4,5:43,4,6,CHI 35,34,38,Steve Weatherford punts 25 yards,0.970,0.380
4,5:33,1,10,CHI 10,34,38,Matt Forte right tackle for no gain (tackle by Jason Taylor),-0.380,-0.780
4,4:55,2,10,CHI 10,34,38,Jay Cutler pass incomplete short left intended for Matt Forte,-0.780,-1.420
4,4:48,3,10,CHI 10,34,38,Jay Cutler pass incomplete short middle intended for Matt Forte,-1.420,-2.490
4,4:43,4,10,CHI 10,34,38,"Brad Maynard punts 49 yards, returned by Jerricho Cotchery for -1 yards (tackle by Corey Graham)",-2.490,-1.600
4,4:32,1,10,NYJ 40,34,38,Mark Sanchez pass complete short middle to Dustin Keller for 6 yards (tackle by Pisa Tinoisamoa),1.600,1.860
4,3:56,2,4,NYJ 46,34,38,LaDainian Tomlinson right tackle for -1 yards (tackle by Chris Harris),1.860,1.030
4,3:14,3,5,NYJ 45,34,38,Mark Sanchez pass incomplete short left intended for Jerricho Cotchery (defended by D.J. Moore),1.030,-0.390
4,3:09,4,5,NYJ 45,34,38,Steve Weatherford punts 50 yards,-0.390,0.380
4,3:02,1,10,CHI 5,34,38,Matt Forte left guard for 2 yards (tackle by Calvin Pace),-0.380,-0.630
4,2:57,,,,34,38,Timeout #1 by New York Jets,0.000,-0.630
4,2:57,2,8,CHI 7,34,38,Matt Forte right tackle for 8 yards (tackle by David Harris),-0.630,-0.220
4,2:48,,,,34,38,Timeout #2 by New York Jets,0.000,-0.220
4,2:48,1,10,CHI 15,34,38,Matt Forte left tackle for no gain (tackle by Vernon Gholston),-0.220,-0.710
4,2:43,,,,34,38,Timeout #3 by New York Jets,0.000,-0.710
4,2:43,2,10,CHI 15,34,38,Matt Forte right tackle for 1 yard (tackle by Shaun Ellis),-0.710,-1.250
4,2:00,3,9,CHI 16,34,38,Matt Forte right tackle for 2 yards (tackle by Shaun Ellis),-1.250,-2.240
4,1:14,,,,34,38,Timeout #1 by Chicago Bears,0.000,-2.240
4,1:14,4,7,CHI 18,34,38,"Brad Maynard punts 31 yards, muffed catch by Marquice Cole, recovered by Marquice Cole and returned for -5 yards (tackle by Corey Graham)",-2.240,-0.810
4,1:03,1,10,NYJ 28,34,38,"Mark Sanchez pass incomplete short middle intended for Jerricho Cotchery. Penalty on Israel Idonije: Defensive Offside, 5 yards (no play)",0.810,1.540
4,0:58,1,5,NYJ 33,34,38,Mark Sanchez pass incomplete deep left intended for Santonio Holmes is intercepted by Chris Harris at CHI-41,1.540,-1.660
4,0:51,1,10,CHI 41,34,38,Jay Cutler kneels for -1 yards,1.660,0.990
4,0:25,2,11,CHI 40,34,38,Jay Cutler kneels for -1 yards,0.990,0.170
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
