Unnamed: 0_level_0,Unnamed: 1_level_0,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Brian Finneran,ATL,0,0,,0,0,1,2,2.0,0,0
DeAngelo Hall,ATL,0,0,,0,0,1,27,27.0,0,0
Romby Bryant,ATL,4,81,20.3,0,0,0,0,,0,0
,,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Peter Warrick,SEA,0,0,,0,0,2,10,5.0,0,0
Bobby Engram,SEA,0,0,,0,0,1,9,9.0,0,0
Josh Scobey,SEA,3,58,19.3,0,0,0,0,,0,0
