Quarter,Time,Down,ToGo,Location,ATL,SEA,Detail,EPB,EPA
2,8:18,1,10,ATL 29,0,7,Michael Vick sacked by Lofa Tatupu for -7 yards,0.870,-0.620
2,7:50,2,17,ATL 22,0,7,Michael Vick pass incomplete intended for Michael Jenkins,-0.620,-1.290
2,7:50,3,17,ATL 22,0,7,"Penalty on Michael Vick: Delay of Game, 5 yards (no play)",-1.290,-2.270
2,7:43,3,22,ATL 17,0,7,Warrick Dunn left tackle for 7 yards (tackle by Grant Wistrom and LeRoy Hill),-2.270,-1.770
2,7:07,4,15,ATL 24,0,7,"Michael Koenen punts 53 yards, returned by Bobby Engram for 9 yards (tackle by Antoine Cash)",-1.770,-1.070
2,6:55,1,10,SEA 32,0,7,Shaun Alexander right tackle for 2 yards (tackle by Demorrio Williams and Keith Brooking),1.070,0.800
2,6:24,2,8,SEA 34,0,7,Matt Hasselbeck pass complete to Jerramy Stevens for 7 yards (tackle by Keith Brooking and Jason Webster),0.800,1.030
2,5:49,3,1,SEA 41,0,7,Shaun Alexander left end for 17 yards (tackle by Demorrio Williams),1.030,2.790
2,5:26,1,10,ATL 42,0,7,Matt Hasselbeck pass complete to Darrell Jackson for 33 yards (tackle by Keion Carpenter),2.790,5.140
2,4:43,1,9,ATL 9,0,7,"Matt Hasselbeck pass incomplete intended for Darrell Jackson. Penalty on Darrell Jackson: Illegal Touch Pass, 5 yards (no play)",5.140,4.440
2,4:37,1,14,ATL 14,0,7,Shaun Alexander up the middle for no gain (tackle by Bryan Scott and Patrick Kerney),4.440,3.580
2,3:59,2,14,ATL 14,0,13,"Shaun Alexander left guard for 14 yards, touchdown",3.580,7.000
2,,,,ATL 2,0,14,Josh Brown kicks extra point good,0.000,0.000
2,,,,SEA 30,0,14,"Josh Brown kicks off 62 yards, returned by Romby Bryant for 16 yards (tackle by Joe Tafoya)",0.000,0.540
2,3:51,1,10,ATL 24,0,14,T.J. Duckett left tackle for 9 yards (tackle by Jamie Sharper),0.540,1.210
2,3:22,2,1,ATL 33,0,14,T.J. Duckett up the middle for no gain (tackle by Grant Wistrom and Lofa Tatupu),1.210,0.500
2,3:04,3,1,ATL 33,0,14,Michael Vick up the middle for no gain (tackle by Marcus Tubbs and Bryce Fisher),0.500,-1.180
2,2:42,4,1,ATL 33,0,14,"Michael Koenen punts 67 yards, touchback",-1.180,-0.280
2,2:33,1,10,SEA 20,0,14,Shaun Alexander right guard for 1 yard (tackle by Bryan Scott),0.280,-0.130
2,2:00,2,9,SEA 21,0,14,Shaun Alexander right tackle for 13 yards (tackle by Keion Carpenter),-0.130,1.200
2,1:19,,,,0,14,Timeout #1 by Seattle Seahawks,0.000,1.200
2,1:19,1,10,SEA 34,0,14,"Matt Hasselbeck pass incomplete intended for Joe Jurevicius. Penalty on Bryan Scott: Defensive Pass Interfere, 14 yards (no play)",1.200,2.130
2,1:15,1,10,SEA 48,0,14,Shaun Alexander right guard for 4 yards (tackle by Chad Lavalais and Demorrio Williams),2.130,2.120
2,0:45,2,6,ATL 48,0,14,Matt Hasselbeck pass complete to Darrell Jackson for 13 yards (tackle by Jason Webster),2.120,3.250
2,0:36,,,,0,14,Timeout #2 by Seattle Seahawks,0.000,3.250
2,0:36,1,10,ATL 35,0,20,"Matt Hasselbeck pass complete to Jerramy Stevens for 35 yards, touchdown",3.250,7.000
,,,,,,,"Replay Assistant challenged the ruling, and the play was upheld.",,
2,,,,ATL 2,0,21,Josh Brown kicks extra point good,0.000,0.000
2,,,,SEA 30,0,21,"Josh Brown kicks off 64 yards, returned by Romby Bryant for 21 yards (tackle by Marquand Manuel)",0.000,0.740
2,0:24,1,10,ATL 27,0,21,Warrick Dunn up the middle for 4 yards (tackle by D.D. Lewis),0.740,0.740
Quarter,Time,Down,ToGo,Location,ATL,SEA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ATL 30,0,21,"Michael Koenen kicks off 71 yards, returned by Josh Scobey for 15 yards (tackle by Omare Lowe)",0.000,-0.280
3,14:56,1,10,SEA 14,0,21,Matt Hasselbeck pass incomplete intended for Bobby Engram (defended by Roderick Coleman),-0.280,-0.750
3,14:53,2,10,SEA 14,0,21,Shaun Alexander up the middle for 12 yards (tackle by Jason Webster),-0.750,0.670
3,14:09,1,10,SEA 26,0,21,Matt Hasselbeck pass incomplete intended for Shaun Alexander,0.670,0.130
3,14:03,2,10,SEA 26,0,21,Maurice Morris left end for -2 yards (tackle by Keith Brooking and Chad Lavalais),0.130,-0.820
3,13:25,3,12,SEA 24,0,21,Matt Hasselbeck pass incomplete intended for Darrell Jackson (defended by DeAngelo Hall). Penalty on Darrell Jackson: Offensive Pass Interfere (Declined),-0.820,-1.770
3,13:19,4,12,SEA 24,0,21,"Leo Araguz punts 49 yards, returned by DeAngelo Hall for 27 yards (tackle by Ryan Hannam)",-1.770,-2.520
3,13:06,1,10,SEA 46,0,21,"Michael Vick pass incomplete intended for Dwayne Blakley. Penalty on Andre Dyson: Illegal Contact, 5 yards (no play)",2.520,2.850
3,13:01,1,10,SEA 41,0,21,Michael Vick pass complete to Alge Crumpler for 7 yards (tackle by Lofa Tatupu),2.850,3.250
3,12:33,2,3,SEA 34,0,21,Warrick Dunn right tackle for no gain (tackle by Marcus Tubbs),3.250,2.540
3,11:58,3,3,SEA 34,0,21,Michael Vick pass complete to Brian Finneran for 13 yards (tackle by Kelly Herndon),2.540,4.170
3,11:26,1,10,SEA 21,0,21,Michael Vick pass incomplete intended for Alge Crumpler,4.170,3.630
3,11:21,2,10,SEA 21,0,21,Michael Vick pass complete to Alge Crumpler for 16 yards (tackle by Ken Hamlin),3.630,6.060
3,10:48,1,5,SEA 5,0,21,Michael Vick left end for no gain (tackle by Ken Hamlin),6.060,5.150
3,10:18,2,5,SEA 5,6,21,"Michael Vick pass complete to Brian Finneran for 5 yards, touchdown",5.150,7.000
3,,,,SEA 2,7,21,Todd Peterson kicks extra point good,0.000,0.000
3,,,,ATL 30,7,21,"Michael Koenen kicks off 70 yards, touchback",0.000,0.280
3,10:14,1,10,SEA 20,7,21,Matt Hasselbeck pass incomplete intended for Jerramy Stevens (defended by Ed Hartwell),0.280,-0.270
3,10:09,2,10,SEA 20,7,21,Shaun Alexander right end for 1 yard (tackle by Junior Glymph and Demorrio Williams),-0.270,-0.820
3,9:26,3,9,SEA 21,7,21,Matt Hasselbeck left end for 8 yards (tackle by Demorrio Williams),-0.820,-1.440
3,8:51,4,1,SEA 29,7,21,"Leo Araguz punts 34 yards, fair catch by Brian Finneran",-1.440,-1.400
3,8:44,1,10,ATL 37,7,21,"Michael Vick pass complete to Alge Crumpler for 30 yards (tackle by Ken Hamlin). Penalty on Ken Hamlin: Face Mask (15 Yards), 15 yards",1.400,4.370
3,8:25,1,10,SEA 18,7,21,Warrick Dunn up the middle for 1 yard (tackle by Joe Tafoya and Jamie Sharper),4.370,3.940
3,7:49,2,9,SEA 17,7,21,Michael Vick pass incomplete intended for Alge Crumpler (defended by Michael Boulware),3.940,3.170
3,7:43,3,9,SEA 17,7,21,Michael Vick pass complete to Brian Finneran for 4 yards (tackle by Andre Dyson),3.170,2.620
3,7:03,4,5,SEA 13,10,21,Todd Peterson 30 yard field goal good,2.620,3.000
3,,,,ATL 30,10,21,"Michael Koenen kicks off 70 yards, returned by Josh Scobey for 25 yards (tackle by Ronnie Heard). Penalty on Leonard Weaver: Offensive Holding, 10 yards",0.000,-0.220
3,6:54,1,10,SEA 15,10,21,Shaun Alexander left guard for 3 yards (tackle by Jonathan Babineaux and Antwan Lake),-0.220,-0.280
3,6:17,2,7,SEA 18,10,21,Matt Hasselbeck pass incomplete intended for Darrell Jackson,-0.280,-1.000
3,6:10,3,7,SEA 18,10,21,Matt Hasselbeck pass incomplete intended for Bobby Engram (defended by Jason Webster),-1.000,-2.240
3,6:05,4,7,SEA 18,10,21,"Leo Araguz punts 34 yards, returned by Brian Finneran for 2 yards (tackle by Joe Tafoya)",-2.240,-2.260
3,5:58,1,10,SEA 50,10,21,Michael Vick pass incomplete intended for Warrick Dunn,2.260,1.710
3,5:54,2,10,SEA 50,10,21,T.J. Duckett right tackle for 8 yards (tackle by D.D. Lewis),1.710,2.080
3,5:20,3,2,SEA 42,10,21,Michael Vick pass incomplete intended for Michael Jenkins (defended by Andre Dyson),2.080,0.460
3,5:15,4,2,SEA 42,10,21,"Michael Koenen punts 33 yards, fair catch by Bobby Engram",0.460,0.380
3,5:09,1,10,SEA 9,10,21,Matt Hasselbeck pass complete to Jerramy Stevens for 7 yards (tackle by Demorrio Williams),-0.380,-0.160
3,4:37,2,3,SEA 16,10,21,Matt Hasselbeck pass complete to Darrell Jackson for 10 yards (tackle by Demorrio Williams and DeAngelo Hall),-0.160,0.670
3,3:57,1,10,SEA 26,10,21,Matt Hasselbeck pass complete to Shaun Alexander for 7 yards (tackle by DeAngelo Hall),0.670,1.070
3,3:17,2,3,SEA 33,10,21,Shaun Alexander right tackle for 7 yards (tackle by Demorrio Williams and Ed Hartwell),1.070,1.600
3,2:38,1,10,SEA 40,10,21,Shaun Alexander up the middle for 3 yards (tackle by Ed Hartwell and Chauncey Davis),1.600,1.460
3,1:42,2,7,SEA 43,10,21,Matt Hasselbeck sacked by Chad Lavalais for -7 yards,1.460,-0.160
3,1:07,3,14,SEA 36,10,21,Matt Hasselbeck pass incomplete intended for Darrell Jackson,-0.160,-0.980
3,1:04,4,14,SEA 36,10,21,"Leo Araguz punts 36 yards, fair catch by Brian Finneran",-0.980,-0.810
3,0:58,1,10,ATL 28,10,21,Michael Vick pass incomplete intended for Michael Jenkins,0.810,0.260
3,0:52,2,10,ATL 28,10,21,Warrick Dunn left tackle for 12 yards (tackle by Michael Boulware and Lofa Tatupu),0.260,1.600
3,0:17,1,10,ATL 40,10,21,Michael Vick sacked by Rocky Bernard for -7 yards,1.600,0.110
Quarter,Time,Down,ToGo,Location,ATL,SEA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,17,ATL 33,10,21,Michael Vick right end for 4 yards (tackle by Andre Dyson),0.110,-0.030
4,14:29,3,13,ATL 37,10,21,Michael Vick pass incomplete intended for Michael Jenkins,-0.030,-0.910
4,14:20,4,13,ATL 37,10,21,Michael Koenen punts 54 yards,-0.910,0.380
4,14:12,1,10,SEA 9,10,21,Shaun Alexander right tackle for 2 yards (tackle by Junior Glymph and Jonathan Babineaux),-0.380,-0.630
4,13:35,2,8,SEA 11,10,21,Matt Hasselbeck pass complete to Mack Strong for 7 yards (tackle by Keith Brooking and Ed Hartwell),-0.630,-0.370
4,12:44,3,1,SEA 18,10,21,"Matt Hasselbeck pass complete to Shaun Alexander for 2 yards (tackle by Ed Hartwell). Penalty on Sean Locklear: Offensive Holding (Offsetting), Penalty on Bryan Scott: Defensive Holding (Offsetting) (no play)",-0.370,-0.370
4,12:26,3,1,SEA 18,10,21,Shaun Alexander up the middle for 4 yards (tackle by Bryan Scott and Keith Brooking),-0.370,0.410
4,11:46,1,10,SEA 22,10,21,Shaun Alexander right end for 4 yards (tackle by Demorrio Williams and Patrick Kerney),0.410,0.410
4,11:06,2,6,SEA 26,10,21,Matt Hasselbeck pass complete to Darrell Jackson for 9 yards (tackle by Roderick Coleman and DeAngelo Hall),0.410,1.270
4,10:23,1,10,SEA 35,10,21,Matt Hasselbeck pass complete to Darrell Jackson for 41 yards (tackle by DeAngelo Hall),1.270,3.970
4,9:51,1,10,ATL 24,10,21,Shaun Alexander left tackle for 6 yards (tackle by Ed Hartwell),3.970,4.290
4,9:09,2,4,ATL 18,10,21,"Matt Hasselbeck pass complete to Darrell Jackson for 5 yards (tackle by Ed Hartwell). Penalty on Mack Strong: Tripping, 10 yards (no play)",4.290,2.890
4,8:43,2,14,ATL 28,10,21,Shaun Alexander left tackle for 1 yard (tackle by Jason Webster),2.890,2.350
4,8:00,3,13,ATL 27,10,21,"Matt Hasselbeck pass complete to Bobby Engram for 8 yards (tackle by Bryan Scott). Penalty on Robbie Tobeck: Offensive Holding, 10 yards (no play)",2.350,1.030
4,7:32,3,23,ATL 37,10,21,"Penalty on Chris Gray: False Start, 5 yards (no play)",1.030,0.370
4,7:06,3,28,ATL 42,10,21,"Matt Hasselbeck pass complete to Bobby Engram for 8 yards (tackle by Jason Webster). Bobby Engram fumbles (forced by Jason Webster), recovered by Christian Morton at ATL-31 and returned for 14 yards (tackle by Steve Hutchinson)",0.370,-1.930
4,6:56,1,10,ATL 45,10,21,Michael Vick left end for 32 yards (tackle by D.D. Lewis),1.930,4.040
4,6:30,1,10,SEA 23,10,21,Warrick Dunn right guard for 3 yards (tackle by Grant Wistrom),4.040,3.900
4,5:55,2,7,SEA 20,10,21,Michael Vick pass complete to Brian Finneran for 11 yards (tackle by Michael Boulware),3.900,5.140
4,5:14,1,9,SEA 9,10,21,Warrick Dunn right guard for 4 yards (tackle by D.D. Lewis and Craig Terrill),5.140,5.150
4,4:41,2,5,SEA 5,10,21,Warrick Dunn up the middle for no gain (tackle by Ken Hamlin and Jamie Sharper),5.150,4.260
4,4:06,3,5,SEA 5,10,21,"Matt Schaub pass incomplete intended for Brian Finneran. Penalty on Andre Dyson: Defensive Pass Interfere, 4 yards (no play)",4.260,6.970
4,4:01,,,,10,21,Timeout #1 by Seattle Seahawks,0.000,6.970
4,4:01,1,1,SEA 1,16,21,"T.J. Duckett right guard for 1 yard, touchdown",6.970,7.000
4,,,,,18,21,"Two Point Attempt: Matt Schaub pass complete to Alge Crumpler, conversion succeeds",1.000,1.000
4,,,,ATL 30,18,21,"Michael Koenen kicks off 55 yards, muffed catch by Maurice Morris, recovered by Josh Scobey and returned for no gain",0.000,0.480
4,3:50,1,10,SEA 23,18,21,Shaun Alexander up the middle for 4 yards (tackle by Ed Hartwell and Chad Lavalais),0.480,0.470
4,3:04,2,6,SEA 27,18,21,Shaun Alexander right end for -4 yards (tackle by Chad Lavalais and Ike Reese),0.470,-0.760
4,2:58,,,,18,21,Timeout #1 by Atlanta Falcons,0.000,-0.760
4,2:58,3,10,SEA 23,18,21,Matt Hasselbeck pass incomplete intended for Jerramy Stevens,-0.760,-1.830
4,2:54,4,10,SEA 23,18,21,Leo Araguz punts 50 yards,-1.830,-0.740
4,2:39,1,10,ATL 27,18,21,Warrick Dunn up the middle for no gain (tackle by Jamie Sharper and Marcus Tubbs),0.740,0.200
4,2:13,2,10,ATL 27,18,21,Michael Vick pass complete to Justin Griffith for 2 yards (tackle by D.D. Lewis),0.200,-0.230
4,2:00,3,8,ATL 29,18,21,"Penalty on Roddy White: False Start, 5 yards (no play)",-0.230,-0.890
4,2:00,3,13,ATL 24,18,21,Michael Vick sacked by Bryce Fisher for -1 yards,-0.890,-1.830
4,1:41,,,,18,21,Timeout #2 by Atlanta Falcons,0.000,-1.830
4,1:41,4,14,ATL 23,18,21,Matt Schaub pass incomplete intended for Roddy White (defended by Andre Dyson),-1.830,-4.040
4,1:35,1,10,ATL 23,18,21,Shaun Alexander left end for 11 yards (tackle by Ed Hartwell),4.040,4.780
4,0:48,1,10,ATL 12,18,21,Matt Hasselbeck kneels for -1 yards,4.780,3.940
4,0:15,2,11,ATL 13,18,21,Matt Hasselbeck kneels for -1 yards,3.940,3.060
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
