Quarter,Time,Down,ToGo,Location,LVR,KAN,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Raiders won the coin toss and deferred, Chiefs to receive the opening kickoff.",,
1,15:00,,,LVR 35,0,0,"Daniel Carlson kicks off 65 yards, touchback.",0.000,0.610
1,15:00,1,10,KAN 25,0,0,Clyde Edwards-Helaire right end for 8 yards (tackle by Johnathan Abram),0.610,1.140
1,14:43,2,2,KAN 33,0,0,Clyde Edwards-Helaire right guard for 9 yards (tackle by Maxx Crosby and Johnathan Abram),1.140,1.730
1,14:06,1,10,KAN 42,0,0,"Patrick Mahomes pass complete deep middle to Tyreek Hill for 58 yards. Penalty on Kelechi Osemele: Offensive Holding, 10 yards (no play)",1.730,1.070
1,13:57,1,20,KAN 32,0,0,Patrick Mahomes pass incomplete short right intended for Clyde Edwards-Helaire,1.070,-0.160
1,13:52,2,20,KAN 32,0,0,Patrick Mahomes left end for 5 yards (tackle by Arden Key),-0.160,-0.160
1,13:28,3,15,KAN 37,0,0,Patrick Mahomes pass complete short right to Travis Kelce for 9 yards (tackle by Amik Robertson),-0.160,-0.320
1,12:50,4,6,KAN 46,0,0,"Tommy Townsend punts 44 yards, fair catch by Hunter Renfrow at LV-10. Penalty on Hunter Renfrow: Delay of Game, 5 yards",-0.320,0.380
1,12:34,1,10,LVR 5,0,0,Josh Jacobs right guard for 7 yards (tackle by Anthony Hitchens),-0.380,-0.270
1,12:03,2,3,LVR 12,0,0,Josh Jacobs right end for 3 yards (tackle by Anthony Hitchens and Willie Gay),-0.270,-0.220
1,11:21,1,10,LVR 15,0,0,Josh Jacobs right guard for 6 yards (tackle by Damien Wilson and Charvarius Ward),-0.220,0.210
1,10:51,2,4,LVR 21,0,0,Derek Carr pass complete short left to Darren Waller for 9 yards (tackle by Daniel Sorensen),0.210,0.940
1,10:18,1,10,LVR 30,0,0,Derek Carr sacked by Willie Gay for -1 yards,0.940,0.260
1,9:36,2,11,LVR 29,0,0,Josh Jacobs right guard for 1 yard (tackle by Derrick Nnadi and Chris Jones),0.260,-0.300
1,8:51,3,10,LVR 30,0,0,Derek Carr pass complete deep right to Henry Ruggs for 46 yards (tackle by Rashad Fenton),-0.300,3.970
1,8:14,1,10,KAN 24,0,0,Josh Jacobs up the middle for 2 yards (tackle by Anthony Hitchens),3.970,3.700
1,7:40,2,8,KAN 22,0,0,Derek Carr pass incomplete deep right intended for Rico Gafford,3.700,3.010
1,7:34,3,8,KAN 22,0,0,"Penalty on Kolton Miller: False Start, 5 yards (no play)",3.010,2.350
1,7:34,3,13,KAN 27,0,0,"Penalty on Trent Brown: False Start, 5 yards (no play)",2.350,1.690
1,7:34,3,18,KAN 32,0,0,Derek Carr pass complete short right to Jalen Richard for 12 yards (tackle by Charvarius Ward),1.690,2.150
1,6:49,4,6,KAN 20,3,0,Daniel Carlson 38 yard field goal good,2.150,3.000
1,6:45,,,LVR 35,3,0,"Daniel Carlson kicks off 65 yards, returned by Mecole Hardman for 22 yards (tackle by Raekwon McMillan and Jeff Heath). Penalty on Dorian O'Daniel: Offensive Holding, 10 yards",0.000,-0.350
1,6:38,1,10,KAN 12,3,0,Clyde Edwards-Helaire left guard for 6 yards (tackle by Chris Smith),-0.350,-0.070
1,6:04,2,4,KAN 18,3,0,Patrick Mahomes sacked by Chris Smith for no gain,-0.070,-0.720
1,5:21,3,4,KAN 18,3,0,Patrick Mahomes pass complete short right to Travis Kelce for 12 yards (tackle by Nicholas Morrow),-0.720,0.940
1,4:42,1,10,KAN 30,3,0,Tyreek Hill right end for 6 yards (tackle by Jeff Heath),0.940,1.200
1,4:07,2,4,KAN 36,3,0,Patrick Mahomes pass complete deep right to Tyreek Hill for 26 yards (tackle by Trayvon Mullen). Penalty on Kendal Vickers: Defensive Offside (Declined),1.200,3.050
1,3:53,1,10,LVR 38,3,0,Patrick Mahomes pass incomplete short right intended for Clyde Edwards-Helaire,3.050,2.510
1,3:46,2,10,LVR 38,3,0,Clyde Edwards-Helaire right end for 3 yards (tackle by Trayvon Mullen),2.510,2.210
1,3:02,3,7,LVR 35,3,0,Patrick Mahomes pass complete short right to Travis Kelce for 32 yards (tackle by Cory Littleton),2.210,6.510
1,2:12,1,3,LVR 3,3,6,"Patrick Mahomes left end for 3 yards, touchdown",6.510,7.000
1,2:06,,,LVR 15,3,7,Harrison Butker kicks extra point good,0.000,0.000
1,2:06,,,KAN 35,3,7,"Harrison Butker kicks off 65 yards, returned by Jalen Richard for 18 yards (tackle by Dorian O'Daniel). Penalty on Nicholas Morrow: Illegal Block Above the Waist, 9 yards",0.000,-0.380
1,2:01,1,10,LVR 9,3,7,"Derek Carr pass incomplete deep right intended for Darren Waller. Penalty on Charvarius Ward: Defensive Pass Interference, 19 yards (no play)",-0.380,0.810
1,1:57,1,10,LVR 28,3,7,Josh Jacobs right end for 5 yards (tackle by Damien Wilson and Tershawn Wharton),0.810,0.940
1,1:21,2,5,LVR 33,3,7,Derek Carr pass complete short right to Darren Waller for 4 yards (tackle by Damien Wilson),0.940,0.760
1,0:46,3,1,LVR 37,3,7,Derek Carr pass deep left intended for Darren Waller is intercepted by Bashaud Breeland at KC-43 and returned for 29 yards,0.760,-3.710
1,0:34,1,10,LVR 28,3,7,Patrick Mahomes pass incomplete deep right,3.710,3.170
1,0:25,2,10,LVR 28,3,7,Patrick Mahomes pass complete short left to Mecole Hardman for 13 yards (tackle by Nick Kwiatkoski),3.170,4.580
Quarter,Time,Down,ToGo,Location,LVR,KAN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,LVR 15,3,7,Patrick Mahomes pass complete short left to Travis Kelce for 5 yards (tackle by Cory Littleton),4.580,4.840
2,14:35,2,5,LVR 10,3,13,"Tyreek Hill right end for 10 yards, touchdown",4.840,7.000
2,14:29,,,LVR 15,3,14,Harrison Butker kicks extra point good,0.000,0.000
2,14:29,,,KAN 35,3,14,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
2,14:29,1,10,LVR 25,3,14,Devontae Booker right guard for 7 yards (tackle by Daniel Sorensen and Damien Wilson),0.610,1.010
2,13:56,2,3,LVR 32,3,14,Devontae Booker right end for 2 yards (tackle by Daniel Sorensen),1.010,0.560
2,13:20,3,1,LVR 34,3,14,Devontae Booker up the middle for 2 yards (tackle by Chris Jones),0.560,1.330
2,12:43,1,10,LVR 36,3,14,Derek Carr pass complete short middle to Devontae Booker for 5 yards (tackle by Ben Niemann),1.330,1.470
2,11:58,2,5,LVR 41,9,14,"Derek Carr pass complete deep right to Nelson Agholor for 59 yards, touchdown",1.470,7.000
2,11:48,,,KAN 15,10,14,Daniel Carlson kicks extra point good,0.000,0.000
2,11:48,,,LVR 35,10,14,"Daniel Carlson kicks off 65 yards, touchback.",0.000,0.610
2,11:48,1,10,KAN 25,10,14,Clyde Edwards-Helaire left end for 8 yards (tackle by Erik Harris),0.610,1.140
2,11:16,2,2,KAN 33,10,14,Patrick Mahomes pass complete deep left to Sammy Watkins for 16 yards (tackle by Nevin Lawson),1.140,2.190
2,10:32,1,10,KAN 49,10,14,Patrick Mahomes right end for 5 yards (tackle by Kendal Vickers),2.190,2.320
