#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,9:13,CLE 20,3,0:56,1,Punt
2,1,6:55,CLE 32,6,2:13,68,Touchdown
3,1,3:21,CLE 18,7,3:26,82,Touchdown
4,2,10:12,CLE 20,9,4:05,60,Field Goal
5,2,5:12,MIN 38,6,1:33,38,Touchdown
6,2,1:08,CLE 20,4,0:21,13,Interception
7,3,15:00,CLE 20,7,3:36,45,Interception
8,3,10:44,CLE 37,5,1:59,16,Punt
9,3,8:06,MIN 43,4,0:45,6,Downs
10,3,4:21,CLE 16,2,0:56,-11,Interception
11,3,2:36,CLE 26,3,1:35,2,Punt
12,4,10:47,CLE 20,5,2:08,9,Punt
13,4,7:11,CLE 26,4,2:49,13,Punt
14,4,3:21,CLE 45,11,2:30,55,Touchdown
