Quarter,Time,Down,ToGo,Location,MIA,IND,Detail,EPB,EPA
1,3:49,2,10,IND 42,3,0,Ryan Fitzpatrick pass complete short middle to Mike Gesicki for 7 yards (tackle by Kenny Moore),2.240,2.480
1,3:05,3,3,IND 35,3,0,Ryan Fitzpatrick pass incomplete short middle intended for DeVante Parker (defended by Darius Leonard),2.480,0.990
1,2:59,4,3,IND 35,3,0,Ryan Fitzpatrick pass complete short right to Jakeem Grant for 12 yards (tackle by Marvell Tell),0.990,4.040
1,2:30,1,10,IND 23,3,0,Kalen Ballage right tackle for 5 yards (tackle by Darius Leonard and Anthony Walker),4.040,4.210
1,1:54,2,5,IND 18,3,0,Ryan Fitzpatrick pass complete short right to Kalen Ballage for no gain (tackle by Rock Ya-Sin),4.210,3.490
1,1:25,3,5,IND 18,3,0,Ryan Fitzpatrick pass complete short right to Patrick Laird for 9 yards (tackle by George Odum and Jabaal Sheard),3.490,5.140
1,0:55,1,9,IND 9,3,0,Kalen Ballage up the middle for 1 yard (tackle by Darius Leonard and Grover Stewart),5.140,4.570
1,0:12,2,8,IND 8,3,0,Kalen Ballage up the middle for 5 yards (tackle by Bobby Okereke and Anthony Walker),4.570,4.720
Quarter,Time,Down,ToGo,Location,MIA,IND,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,3,IND 3,3,0,Ryan Fitzpatrick pass incomplete short middle intended for DeVante Parker,4.720,3.040
2,14:54,4,3,IND 3,3,0,Ryan Fitzpatrick pass complete short left to Myles Gaskin for no gain (tackle by Malik Hooker and George Odum),3.040,0.380
2,14:47,1,10,IND 3,3,0,Brian Hoyer pass complete short right to Eric Ebron for 8 yards (tackle by Nik Needham),-0.380,-0.200
2,14:22,2,2,IND 11,3,0,Marlon Mack right end for 14 yards (tackle by Raekwon McMillan),-0.200,0.610
2,13:50,1,10,IND 25,3,0,Brian Hoyer pass complete short left to Jack Doyle for 23 yards (tackle by Steven Parker),0.610,2.130
2,13:12,1,10,IND 48,3,0,Marlon Mack up the middle for no gain (tackle by Charles Harris and Eric Rowe),2.130,1.580
2,12:36,2,10,IND 48,3,0,Jordan Wilkins left end for 7 yards (tackle by Vince Biegel),1.580,1.820
2,11:51,3,3,MIA 45,3,0,Brian Hoyer pass complete short left to Jack Doyle for 20 yards (tackle by Bobby McCain),1.820,3.910
2,11:18,1,10,MIA 25,3,0,Marlon Mack up the middle for -3 yards (tackle by Charles Harris),3.910,2.960
2,10:39,2,13,MIA 28,3,0,"Brian Hoyer sacked by Jerome Baker for -13 yards. Brian Hoyer fumbles (forced by Jerome Baker), recovered by Marlon Mack at MIA-41",2.960,0.560
2,9:57,,,,,,Timeout #1 by Indianapolis Colts,,
2,9:57,3,26,MIA 41,3,0,Brian Hoyer pass incomplete deep right intended for Zach Pascal (defended by Nik Needham),0.560,0.530
2,9:51,4,26,MIA 41,3,0,Rigoberto Sanchez punts 35 yards downed by Ashton Dulin,0.530,0.380
2,9:43,1,10,MIA 6,3,0,Kalen Ballage left guard for no gain (tackle by Clayton Geathers),-0.380,-0.780
2,9:12,2,10,MIA 6,3,0,Kalen Ballage left tackle for 2 yards (tackle by Bobby Okereke),-0.780,-1.190
2,8:31,3,8,MIA 8,3,0,Ryan Fitzpatrick pass complete short middle to Clive Walford for 8 yards (tackle by Darius Leonard),-1.190,-0.140
2,7:50,1,10,MIA 16,3,0,Kalen Ballage left guard for -2 yards (tackle by Grover Stewart),-0.140,-0.890
2,7:15,2,12,MIA 14,3,0,Ryan Fitzpatrick pass incomplete short right intended for Mike Gesicki (defended by Denico Autry),-0.890,-1.610
2,7:09,3,12,MIA 14,3,0,Ryan Fitzpatrick pass incomplete deep right intended for DeVante Parker,-1.610,-2.470
2,7:04,4,12,MIA 14,3,0,"Matt Haack punts 39 yards, fair catch by Chester Rogers at IND-47",-2.470,-2.060
2,6:58,1,10,IND 47,3,0,Brian Hoyer pass complete short right to Marlon Mack for 8 yards (tackle by Steven Parker),2.060,2.600
2,6:19,2,2,MIA 45,3,0,Marlon Mack left guard for no gain (tackle by Vince Biegel),2.600,1.880
2,5:36,3,2,MIA 45,3,0,Brian Hoyer pass incomplete short middle intended for Eric Ebron,1.880,0.270
2,5:32,4,2,MIA 45,3,0,Brian Hoyer right end for 1 yard (tackle by Vince Biegel),0.270,-1.860
2,5:25,1,10,MIA 44,3,0,"Ryan Fitzpatrick pass complete short right to Kalen Ballage for -1 yards (tackle by Anthony Walker). Penalty on Ben Banogu: Roughing the Passer, 15 yards (no play)",1.860,2.850
2,5:02,1,10,IND 41,3,0,Ryan Fitzpatrick pass complete short middle to Jakeem Grant for 3 yards (tackle by Darius Leonard and Malik Hooker),2.850,2.710
2,4:24,2,7,IND 38,3,0,Ryan Fitzpatrick pass complete short right to Albert Wilson for no gain (tackle by Khari Willis),2.710,2.020
2,3:52,3,7,IND 38,3,0,Ryan Fitzpatrick pass incomplete short left intended for Allen Hurns (defended by Marvell Tell). Penalty on Michael Deiter: Offensive Holding (Declined),2.020,0.720
2,3:45,4,7,IND 38,3,0,"Matt Haack punts 38 yards, touchback.",0.720,-0.280
2,3:38,1,10,IND 20,3,0,Brian Hoyer pass deep right intended for Eric Ebron is intercepted by Bobby McCain at IND-44 and returned for 32 yards,0.280,-4.780
2,3:26,1,10,IND 12,3,0,Ryan Fitzpatrick up the middle for 5 yards (tackle by Bobby Okereke and Darius Leonard),4.780,5.020
2,2:37,2,5,IND 7,3,0,Kalen Ballage right guard for -4 yards (tackle by Khari Willis),5.020,3.290
2,2:00,3,9,IND 11,9,0,"Ryan Fitzpatrick right end for 11 yards, touchdown",3.290,7.000
2,1:52,,,IND 15,10,0,Jason Sanders kicks extra point good,0.000,0.000
2,1:52,,,MIA 35,10,0,"Jason Sanders kicks off 65 yards, touchback.",0.000,0.610
2,1:52,1,10,IND 25,10,0,Brian Hoyer pass incomplete deep right intended for Chester Rogers,0.610,0.060
2,1:47,2,10,IND 25,10,0,Brian Hoyer pass incomplete deep left intended for Marcus Johnson (defended by Ryan Lewis),0.060,-0.620
2,1:41,3,10,IND 25,10,0,Brian Hoyer pass incomplete short right intended for Nyheim Hines,-0.620,-1.700
2,1:36,4,10,IND 25,10,0,"Rigoberto Sanchez punts 48 yards, returned by Marcus Sherels for 6 yards (tackle by Ashton Dulin and Clayton Geathers)",-1.700,-1.140
2,1:25,1,10,MIA 33,10,0,Ryan Fitzpatrick pass complete short left to Kalen Ballage for -2 yards (tackle by Kenny Moore),1.140,0.320
2,1:17,,,,,,Timeout #2 by Indianapolis Colts,,
2,1:17,2,12,MIA 31,10,0,Ryan Fitzpatrick pass complete short left to DeVante Parker for 5 yards (tackle by Khari Willis),0.320,0.300
2,1:12,,,,,,Timeout #3 by Indianapolis Colts,,
2,1:12,3,7,MIA 36,10,0,Ryan Fitzpatrick sacked by Darius Leonard for -4 yards,0.300,-1.240
2,0:26,4,11,MIA 32,10,0,"Matt Haack punts 55 yards, returned by Chester Rogers for 10 yards (tackle by Jomal Wiltz)",-1.240,-0.480
2,0:15,1,10,IND 23,10,0,Brian Hoyer kneels for -1 yards,0.480,-0.200
Quarter,Time,Down,ToGo,Location,MIA,IND,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIA 35,10,0,"Jason Sanders kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,IND 25,10,0,Brian Hoyer pass incomplete short middle intended for Jack Doyle (defended by Raekwon McMillan),0.610,0.060
3,14:57,2,10,IND 25,10,0,Marlon Mack up the middle for 2 yards (tackle by Raekwon McMillan and Jerome Baker),0.060,-0.360
3,14:17,3,8,IND 27,10,0,Brian Hoyer pass incomplete deep left intended for Eric Ebron. Penalty on Jonathan Williams: Offensive Holding (Declined),-0.360,-1.570
3,14:12,4,8,IND 27,10,0,"Rigoberto Sanchez punts 54 yards, returned by Marcus Sherels for 10 yards (tackle by Clayton Geathers). Penalty on Ashton Dulin: Player Out of Bounds on Kick, 5 yards",-1.570,-1.200
3,14:01,1,10,MIA 34,10,0,Ryan Fitzpatrick sacked by Justin Houston for -6 yards,1.200,-0.150
3,13:30,2,16,MIA 28,10,0,"Kalen Ballage right tackle for 4 yards (tackle by Darius Leonard and Anthony Walker). Penalty on Durham Smythe: Offensive Holding, 10 yards (no play)",-0.150,-1.610
3,13:08,2,26,MIA 18,10,0,Ryan Fitzpatrick pass incomplete short right intended for Mike Gesicki (defended by Denico Autry),-1.610,-2.430
3,13:03,3,26,MIA 18,10,0,"Penalty on MIA: Delay of Game, 5 yards (no play)",-2.430,-3.740
3,13:03,3,31,MIA 13,10,0,Kalen Ballage right tackle for 3 yards (tackle by Khari Willis),-3.740,-2.390
3,12:26,4,28,MIA 16,10,0,"Matt Haack punts 54 yards, returned by Chester Rogers for 7 yards (tackle by Durham Smythe)",-2.390,-1.400
3,12:14,1,10,IND 37,10,0,Marlon Mack up the middle for 20 yards (tackle by Bobby McCain),1.400,2.720
3,11:43,1,10,MIA 43,10,0,Jordan Wilkins up the middle for 2 yards (tackle by John Jenkins and Davon Godchaux),2.720,2.450
3,11:10,2,8,MIA 41,10,0,Brian Hoyer pass complete short left to Nyheim Hines for 10 yards (tackle by Jerome Baker),2.450,3.510
3,10:39,1,10,MIA 31,10,0,Jordan Wilkins up the middle for 11 yards (tackle by Eric Rowe),3.510,4.240
3,10:03,1,10,MIA 20,10,0,Marlon Mack left end for -3 yards (tackle by John Jenkins),4.240,3.290
3,9:19,2,13,MIA 23,10,0,Brian Hoyer pass complete short middle to Eric Ebron for 13 yards (tackle by Raekwon McMillan and Eric Rowe),3.290,4.910
3,8:42,1,10,MIA 10,10,0,Marlon Mack up the middle for 3 yards (tackle by Vince Biegel),4.910,4.760
3,8:02,2,7,MIA 7,10,0,Brian Hoyer pass incomplete short right intended for Mo Alie-Cox,4.760,3.810
3,7:57,3,7,MIA 7,10,0,Brian Hoyer pass incomplete short right intended for Nyheim Hines (defended by Jomal Wiltz),3.810,2.970
3,7:54,4,7,MIA 7,10,3,Adam Vinatieri 25 yard field goal good,2.970,3.000
3,7:50,,,IND 35,10,3,"Rigoberto Sanchez kicks off 65 yards, touchback.",0.000,0.610
3,7:50,1,10,MIA 25,10,3,Ryan Fitzpatrick pass incomplete short middle intended for Albert Wilson,0.610,0.060
3,7:46,2,10,MIA 25,10,3,Kalen Ballage right tackle for 1 yard (tackle by Darius Leonard),0.060,-0.490
3,7:08,3,9,MIA 26,10,3,Ryan Fitzpatrick up the middle for 8 yards (tackle by Margus Hunt),-0.490,-1.110
3,6:15,4,1,MIA 34,10,3,"Penalty on MIA: Delay of Game, 5 yards (no play)",-1.110,-1.440
3,6:06,4,6,MIA 29,10,3,Matt Haack punts 53 yards downed by Samuel Eguavoen. Penalty on Walt Aikens: Unsportsmanlike Conduct (Offsetting) . Penalty on Patrick Laird: Unnecessary Roughness (Offsetting) (no play),-1.440,-1.440
3,5:54,4,6,MIA 29,10,3,"Matt Haack punts 41 yards, returned by Chester Rogers for 21 yards (tackle by Patrick Laird)",-1.440,-2.320
3,5:41,1,10,MIA 49,10,3,Marlon Mack right tackle for 2 yards (tackle by Jerome Baker),2.320,2.050
3,5:11,2,8,MIA 47,10,3,Marlon Mack right guard for 9 yards (tackle by Jerome Baker and Charles Harris),2.050,3.050
3,4:36,1,10,MIA 38,10,3,Brian Hoyer pass complete short middle to Zach Pascal for 3 yards (tackle by Nik Needham),3.050,2.910
3,4:02,2,7,MIA 35,10,3,Marlon Mack left end for 11 yards (tackle by Bobby McCain),2.910,3.970
3,3:21,1,10,MIA 24,10,3,Nyheim Hines up the middle for 6 yards (tackle by Taco Charlton and Samuel Eguavoen),3.970,4.290
3,2:42,2,4,MIA 18,10,3,Jonathan Williams up the middle for 4 yards (tackle by Samuel Eguavoen),4.290,4.650
3,2:00,1,10,MIA 14,10,3,Jonathan Williams right guard for -3 yards (tackle by Samuel Eguavoen),4.650,3.590
3,1:18,2,13,MIA 17,10,3,Brian Hoyer pass incomplete deep left intended for Zach Pascal,3.590,2.930
3,1:13,,,,,,Timeout #1 by Miami Dolphins,,
3,1:13,3,13,MIA 17,10,3,"Penalty on Ryan Kelly: False Start, 5 yards (no play)",2.930,2.350
3,1:13,3,18,MIA 22,10,3,Brian Hoyer pass complete short right to Nyheim Hines for 1 yard (tackle by Jerome Baker),2.350,2.060
3,0:43,4,17,MIA 21,10,6,Adam Vinatieri 39 yard field goal good,2.060,3.000
3,0:38,,,IND 35,10,6,"Rigoberto Sanchez kicks off 65 yards, touchback.",0.000,0.610
3,0:38,1,10,MIA 25,10,6,Kalen Ballage left tackle for 6 yards (tackle by Darius Leonard and Anthony Walker),0.610,0.870
Quarter,Time,Down,ToGo,Location,MIA,IND,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,4,MIA 31,10,6,Ryan Fitzpatrick pass short left intended for Mike Gesicki is intercepted by Darius Leonard at MIA-35 and returned for 1 yard,0.870,-3.310
4,14:54,1,10,MIA 34,10,6,Brian Hoyer pass complete short right to Marcus Johnson for 9 yards (tackle by Jerome Baker),3.310,3.990
4,14:30,2,1,MIA 25,10,6,Marlon Mack up the middle for 3 yards (tackle by Charles Harris and Christian Wilkins),3.990,4.110
4,13:52,1,10,MIA 22,10,6,Brian Hoyer pass complete short middle to Chester Rogers for 11 yards (tackle by Ryan Lewis),4.110,4.840
4,13:10,1,10,MIA 11,10,6,Marlon Mack left end for 2 yards (tackle by Raekwon McMillan and Christian Wilkins),4.840,4.510
4,12:31,2,8,MIA 9,10,6,Nyheim Hines left tackle for 1 yard (tackle by Vince Biegel and Nik Needham),4.510,3.760
4,11:59,3,7,MIA 8,10,6,Brian Hoyer pass complete short left to Nyheim Hines for 7 yards (tackle by Jomal Wiltz),3.760,6.970
4,11:34,1,1,MIA 1,10,12,"Brian Hoyer pass complete short left to Jack Doyle for 1 yard, touchdown",6.970,7.000
4,11:30,,,MIA 15,10,12,Adam Vinatieri kicks extra point no good wide left,0.000,-1.000
4,11:30,,,IND 35,10,12,"Rigoberto Sanchez kicks off 65 yards, touchback.",0.000,0.610
4,11:30,1,10,MIA 25,10,12,Ryan Fitzpatrick pass incomplete short middle intended for Allen Hurns,0.610,0.060
4,11:27,2,10,MIA 25,10,12,Ryan Fitzpatrick pass complete short right to Kalen Ballage for 1 yard (tackle by Darius Leonard and Khari Willis),0.060,-0.490
4,10:56,3,9,MIA 26,10,12,Ryan Fitzpatrick pass complete short right to DeVante Parker for 13 yards (tackle by George Odum),-0.490,1.530
4,10:14,1,10,MIA 39,10,12,Kalen Ballage right tackle for no gain (tackle by Jabaal Sheard),1.530,0.990
4,9:38,2,10,MIA 39,10,12,Ryan Fitzpatrick pass complete short middle to DeVante Parker for 21 yards (tackle by Khari Willis),0.990,2.920
4,9:12,1,10,IND 40,10,12,Ryan Fitzpatrick pass incomplete short left intended for Albert Wilson,2.920,2.370
4,9:07,2,10,IND 40,10,12,Kalen Ballage left end for 2 yards (tackle by Khari Willis),2.370,1.950
4,8:24,3,8,IND 38,10,12,Ryan Fitzpatrick pass complete short left to Mike Gesicki for 12 yards (tackle by Khari Willis),1.950,3.840
4,7:59,1,10,IND 26,10,12,Kalen Ballage left end for 1 yard (tackle by Grover Stewart),3.840,3.430
4,7:20,2,9,IND 25,10,12,"Ryan Fitzpatrick pass incomplete deep middle intended for Mike Gesicki. Penalty on J'Marcus Webb: Offensive Holding, 10 yards (no play)",3.430,2.080
4,7:15,2,19,IND 35,10,12,Ryan Fitzpatrick sacked by Jabaal Sheard for no gain,2.080,1.420
4,6:33,3,19,IND 35,10,12,Kalen Ballage up the middle for 5 yards (tackle by Kenny Moore),1.420,1.410
4,5:50,4,14,IND 30,13,12,Jason Sanders 48 yard field goal good,1.410,3.000
4,5:45,,,MIA 35,13,12,"Jason Sanders kicks off 65 yards, touchback.",0.000,0.610
4,5:45,1,10,IND 25,13,12,Brian Hoyer pass short right intended for Zach Pascal is intercepted by Nik Needham at IND-35 and returned for no gain,0.610,-3.250
4,5:37,1,10,IND 35,13,12,Kalen Ballage left end for 1 yard (tackle by Al-Quadin Muhammad),3.250,2.840
4,5:01,2,9,IND 34,13,12,Patrick Laird left end for 3 yards (tackle by Darius Leonard and Marvell Tell),2.840,2.540
4,4:23,3,6,IND 31,13,12,Patrick Laird left end for 1 yard (tackle by Justin Houston and George Odum),2.540,1.450
4,3:36,4,5,IND 30,16,12,Jason Sanders 48 yard field goal good,1.450,3.000
4,3:31,,,MIA 35,16,12,"Jason Sanders kicks off 65 yards, touchback.",0.000,0.610
4,3:31,1,10,IND 25,16,12,Brian Hoyer pass incomplete short left intended for Zach Pascal (defended by Nik Needham),0.610,0.060
4,3:27,2,10,IND 25,16,12,Marlon Mack left guard for 2 yards (tackle by Nik Needham),0.060,-0.360
4,2:49,3,8,IND 27,16,12,Brian Hoyer pass complete deep right to Chester Rogers for 20 yards (tackle by Chris Lammons),-0.360,2.060
4,2:14,1,10,IND 47,16,12,Marlon Mack up the middle for 3 yards (tackle by Davon Godchaux and Christian Wilkins),2.060,1.920
4,2:00,2,7,IND 50,16,12,Brian Hoyer pass complete deep right to Eric Ebron for 23 yards (tackle by Eric Rowe),1.920,3.780
4,1:34,1,10,MIA 27,16,12,Nyheim Hines up the middle for 7 yards (tackle by Eric Rowe),3.780,4.180
4,1:08,2,3,MIA 20,16,12,Brian Hoyer pass incomplete deep right intended for Marcus Johnson,4.180,3.470
4,1:04,3,3,MIA 20,16,12,Brian Hoyer pass complete short right to Eric Ebron for 4 yards,3.470,4.510
4,0:59,1,10,MIA 16,16,12,Brian Hoyer pass incomplete short middle intended for Eric Ebron (defended by Eric Rowe),4.510,3.900
4,0:55,2,10,MIA 16,16,12,Brian Hoyer pass incomplete deep right intended for Chester Rogers,3.900,3.080
4,0:50,3,10,MIA 16,16,12,Brian Hoyer pass incomplete deep right intended for Eric Ebron,3.080,2.380
4,0:45,,,,,,Timeout #1 by Indianapolis Colts,,
4,0:45,4,10,MIA 16,16,12,Brian Hoyer pass complete short middle to Eric Ebron for 8 yards (tackle by Nik Needham),2.380,0.380
4,0:40,1,10,MIA 8,16,12,Ryan Fitzpatrick kneels for -1 yards,-0.380,-0.850
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
