#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,11:37,JAX 9,3,1:04,-9,Safety
2,1,9:41,JAX 49,3,1:41,7,Punt
3,1,5:54,JAX 44,6,2:52,20,Field Goal
4,2,13:28,JAX 28,6,2:21,26,Punt
5,2,7:41,JAX 40,4,1:43,32,Interception
6,2,2:28,JAX 10,4,1:08,24,Interception
7,2,0:26,JAX 23,1,0:26,2,End of Half
8,3,15:00,JAX 18,4,2:20,25,Punt
9,3,10:45,JAX 44,4,1:37,7,Punt
10,3,3:50,JAX 15,3,1:42,7,Interception
11,3,1:30,JAX 20,1,0:09,0,Interception
12,4,14:03,JAX 27,9,4:48,46,Downs
13,4,7:00,JAX 24,6,4:19,12,Punt
14,4,0:27,JAX 36,1,0:27,4,End of Game
