Quarter,Time,Down,ToGo,Location,SFO,STL,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Rams won the coin toss, Rams to receive the opening kickoff.",,
1,15:00,,,SFO 30,0,0,"Joe Nedney kicks off 65 yards, returned by Kay-Jay Harris for 19 yards (tackle by Maurice Hicks)",0.000,0.540
1,14:54,1,10,STL 24,0,0,Steven Jackson left guard for 6 yards (tackle by Marques Douglas),0.540,0.810
1,14:21,2,4,STL 30,0,0,Steven Jackson middle for 7 yards (tackle by Derek Smith),0.810,1.400
1,13:48,1,10,STL 37,0,0,Steven Jackson right tackle for no gain (tackle by Bryant Young),1.400,0.860
1,13:14,2,10,STL 37,0,0,Marc Bulger pass complete short left to Torry Holt for 8 yards (tackle by Walt Harris),0.860,1.220
1,12:37,3,2,STL 45,0,0,Marc Bulger pass complete short right to Steven Jackson for 8 yards (tackle by Jeff Ulbrich),1.220,2.460
1,12:06,1,10,SFO 47,0,0,Stephen Davis left tackle for 9 yards (tackle by Derek Smith),2.460,3.130
1,11:30,2,1,SFO 38,0,0,Stephen Davis right end for 2 yards (tackle by Derek Smith),3.130,3.180
1,10:53,1,10,SFO 36,0,0,"Penalty on Torry Holt: False Start, 5 yards (no play)",3.180,2.850
1,10:31,1,15,SFO 41,0,0,Marc Bulger pass incomplete deep right intended for Torry Holt is intercepted by Manny Lawson at SFO-24,2.850,-0.540
,,,,,,,"STL challenged the ruling, and the play was upheld.",,
1,10:25,1,10,SFO 24,0,0,Frank Gore left end for 11 yards (tackle by Pisa Tinoisamoa),0.540,1.270
1,9:47,1,10,SFO 35,0,0,Frank Gore left tackle for 3 yards (tackle by Will Witherspoon),1.270,1.130
1,9:08,2,7,SFO 38,0,0,"Penalty on Antonio Bryant: False Start, 5 yards (no play)",1.130,0.450
1,8:44,2,12,SFO 33,0,0,Frank Gore middle for 5 yards (tackle by La'Roi Glover),0.450,0.430
1,8:00,3,7,SFO 38,0,0,Alex Smith pass complete short left to Frank Gore for 6 yards (tackle by Pisa Tinoisamoa),0.430,-0.460
1,7:33,4,1,SFO 44,0,0,"Andy Lee punts 56 yards, touchback",-0.460,-0.280
1,7:23,1,10,STL 20,0,0,Steven Jackson middle for 7 yards (tackle by Derek Smith),0.280,0.680
1,6:51,2,3,STL 27,0,0,Steven Jackson middle for 2 yards (tackle by Marques Douglas),0.680,0.230
1,6:14,3,1,STL 29,0,0,Steven Jackson right tackle for 3 yards (tackle by Brandon Moore and Keith Lewis),0.230,1.070
1,5:41,1,10,STL 32,0,0,Marc Bulger pass complete short left to Torry Holt for 8 yards (tackle by Keith Lewis),1.070,1.610
1,5:07,2,2,STL 40,0,0,Steven Jackson left tackle for 1 yard (tackle by Marques Douglas),1.610,1.030
1,4:22,3,1,STL 41,0,0,Steven Jackson middle for 4 yards (tackle by Walt Harris),1.030,1.930
1,3:52,1,10,STL 45,0,0,Marc Bulger pass complete short right to Isaac Bruce for 11 yards (tackle by Keith Lewis),1.930,2.650
1,3:20,1,10,SFO 44,0,0,Marc Bulger for -6 yards (tackle by Ronald Fields),2.650,1.300
1,2:49,2,16,STL 50,0,0,Marc Bulger pass incomplete short left intended for Torry Holt (defended by Walt Harris),1.300,0.630
,,,,,,,"STL challenged the ruling, and the original play was overturned.",,
1,2:37,3,16,STL 50,0,0,Marc Bulger sacked by Roderick Green and Bryant Young for -9 yards,0.630,-0.650
1,2:12,4,25,STL 41,0,0,"Matt Turk punts 40 yards, fair catch by Arnaz Battle",-0.650,-0.150
1,2:04,1,10,SFO 19,0,0,Frank Gore left tackle for 11 yards (tackle by Corey Chavous),0.150,0.940
1,1:26,1,10,SFO 30,0,0,Alex Smith pass incomplete short left intended for Moran Norris,0.940,0.390
1,1:20,2,10,SFO 30,0,0,Alex Smith pass incomplete short right intended for Arnaz Battle,0.390,-0.300
1,1:12,,,,0,0,Timeout #1 by San Francisco 49ers,0.000,-0.300
1,1:12,3,10,SFO 30,0,0,Alex Smith pass complete short right to Frank Gore for 16 yards (tackle by Corey Chavous),-0.300,1.990
1,0:28,1,10,SFO 46,0,0,Alex Smith pass complete deep middle to Arnaz Battle for 18 yards (tackle by Tye Hill),1.990,3.180
Quarter,Time,Down,ToGo,Location,SFO,STL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,STL 36,0,0,Alex Smith pass incomplete short left intended for Antonio Bryant,3.180,2.640
2,14:54,2,10,STL 36,0,0,"Frank Gore right end for 12 yards (tackle by O.J. Atogwe). Penalty on Antonio Bryant: Offensive Holding, 10 yards",2.640,2.910
2,14:22,,,,0,0,Timeout #2 by San Francisco 49ers,0.000,2.910
2,14:22,2,8,STL 34,0,0,Alex Smith pass incomplete short left intended for Antonio Bryant (defended by Brandon Green),2.910,2.210
2,14:17,3,8,STL 34,0,0,Alex Smith pass incomplete short left intended for Arnaz Battle,2.210,1.060
2,14:12,4,8,STL 34,0,0,"Andy Lee punts 34 yards, touchback",1.060,-0.280
2,14:05,1,10,STL 20,0,0,Marc Bulger pass complete short right to Steven Jackson for 4 yards (tackle by Brandon Moore),0.280,0.270
2,13:34,2,6,STL 24,0,0,Steven Jackson middle for no gain (tackle by Anthony Adams),0.270,-0.430
2,12:52,3,6,STL 24,0,0,Marc Bulger pass complete short right to Isaac Bruce for 7 yards (tackle by Chad Williams),-0.430,1.000
2,12:13,1,10,STL 31,0,0,Steven Jackson middle for 9 yards (tackle by Bryant Young),1.000,1.680
2,11:35,2,1,STL 40,0,0,Marc Bulger pass incomplete deep middle intended for Torry Holt (defended by Walt Harris),1.680,0.960
2,11:27,3,1,STL 40,0,0,Steven Jackson right guard for 7 yards (tackle by Keith Lewis),0.960,2.060
2,10:53,1,10,STL 47,0,0,Steven Jackson right guard for 11 yards (tackle by Manny Lawson),2.060,2.790
2,10:13,1,10,SFO 42,0,0,Marc Bulger pass complete short right to Steven Jackson for 14 yards (tackle by Walt Harris),2.790,3.710
2,9:47,1,10,SFO 28,0,0,Stephen Davis left end for 8 yards (tackle by Melvin Oliver and Keith Lewis),3.710,4.250
2,9:19,2,2,SFO 20,0,0,Stephen Davis middle for 5 yards (tackle by Brandon Moore),4.250,4.580
2,8:42,1,10,SFO 15,0,0,Steven Jackson left guard for 5 yards (tackle by Derek Smith),4.580,4.840
2,7:57,2,5,SFO 10,0,0,Steven Jackson right guard for no gain (tackle by Mark Roman),4.840,4.000
2,7:21,3,5,SFO 10,0,0,Marc Bulger pass complete short left to Isaac Bruce for 4 yards (tackle by Keith Lewis),4.000,3.020
2,6:31,4,1,SFO 6,0,3,Jeff Wilkins 24 yard field goal good,3.020,3.000
2,6:29,,,STL 30,0,3,"Jeff Wilkins kicks off 71 yards, returned by Maurice Hicks for 25 yards (tackle by Madison Hedgecock)",0.000,0.540
2,6:24,1,10,SFO 24,0,3,Frank Gore left guard for 2 yards (tackle by Will Witherspoon and Corey Chavous),0.540,0.270
2,5:47,2,8,SFO 26,0,3,Alex Smith pass complete short right to Vernon Davis for 11 yards (tackle by Tye Hill and O.J. Atogwe),0.270,1.400
2,5:05,1,10,SFO 37,0,3,Frank Gore middle for 3 yards (tackle by Brandon Chillar and Pisa Tinoisamoa),1.400,1.260
2,4:33,2,7,SFO 40,0,3,Frank Gore right end for no gain (tackle by Leonard Little),1.260,0.560
2,3:56,3,7,SFO 40,0,3,"Alex Smith pass incomplete deep right intended for Antonio Bryant is intercepted by Tye Hill at STL-30. Penalty on Tye Hill: Taunting, 15 yards",0.560,0.220
2,3:47,1,10,STL 15,0,3,Steven Jackson left end for 3 yards (tackle by Manny Lawson and Brandon Moore),-0.220,-0.280
