Quarter,Time,Down,ToGo,Location,GNB,ATL,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Packers won the coin toss and deferred, Falcons to receive the opening kickoff.",,
1,15:00,,,GNB 35,0,0,"Mason Crosby kicks off 66 yards, returned by Andre Roberts for 15 yards (tackle by Josh Jones)",0.000,0.280
1,14:56,1,10,ATL 14,0,0,Devonta Freeman left guard for 3 yards (tackle by Ha Ha Clinton-Dix),-0.280,-0.370
1,14:23,2,7,ATL 17,0,0,Matt Ryan pass complete short left to Julio Jones for 19 yards (tackle by Kentrell Brice),-0.370,1.330
1,13:54,1,10,ATL 36,0,0,Devonta Freeman left tackle for 8 yards (tackle by Jake Ryan and Nick Perry),1.330,1.870
1,13:18,2,2,ATL 44,0,0,Matt Ryan pass complete deep right to Julio Jones for 34 yards (tackle by Damarious Randall),1.870,4.110
1,12:29,1,10,GNB 22,0,0,Devonta Freeman right guard for 6 yards (tackle by Ha Ha Clinton-Dix),4.110,4.460
1,11:50,2,4,GNB 16,0,0,Matt Ryan pass complete short right to Devonta Freeman for 6 yards (tackle by Kentrell Brice),4.460,4.910
1,11:14,1,10,GNB 10,0,0,Taylor Gabriel left end for 7 yards (tackle by Kentrell Brice),4.910,5.530
1,10:36,2,3,GNB 3,0,0,Tevin Coleman left guard for 2 yards (tackle by Morgan Burnett and Nick Perry),5.530,5.170
1,9:55,3,1,GNB 1,0,6,"Devonta Freeman right end for 1 yard, touchdown",5.170,7.000
1,9:51,,,GNB 15,0,7,Matt Bryant kicks extra point good,0.000,0.000
1,9:51,,,ATL 35,0,7,"Matthew Bosher kicks off 65 yards, touchback",0.000,-0.610
1,9:51,1,10,GNB 25,0,7,Aaron Rodgers pass complete short left to Davante Adams for 1 yard (tackle by Brian Poole),0.610,0.200
1,9:15,2,9,GNB 26,0,7,Ty Montgomery right tackle for 5 yards (tackle by Ricardo Allen),0.200,0.170
1,8:30,3,4,GNB 31,0,7,Randall Cobb right end for 10 yards (tackle by Keanu Neal),0.170,1.660
1,7:51,1,10,GNB 41,0,7,Aaron Rodgers pass complete short left to Aaron Ripkowski for 2 yards (tackle by Brian Poole),1.660,1.390
1,7:13,2,8,GNB 43,0,7,Ty Montgomery right guard for 1 yard (tackle by Derrick Shelby),1.390,0.830
1,6:32,3,7,GNB 44,0,7,Aaron Rodgers pass complete short left to Richard Rodgers for 14 yards (tackle by Keanu Neal),0.830,2.790
1,5:47,1,10,ATL 42,0,7,Aaron Rodgers pass incomplete short left intended for Martellus Bennett,2.790,2.240
1,5:43,2,10,ATL 42,0,7,Ty Montgomery right guard for 2 yards (tackle by Deion Jones),2.240,1.820
1,5:11,3,8,ATL 40,0,7,"Aaron Rodgers pass incomplete short left intended for Martellus Bennett (defended by Keanu Neal). Penalty on Keanu Neal: Defensive Pass Interference, 8 yards (no play)",1.820,3.450
1,5:07,1,10,ATL 32,0,7,Ty Montgomery right tackle for 7 yards (tackle by Jack Crawford and Keanu Neal),3.450,3.850
1,4:23,2,3,ATL 25,0,7,Aaron Rodgers pass complete short right to Ty Montgomery for 23 yards (tackle by Keanu Neal),3.850,6.740
1,3:51,1,2,ATL 2,0,7,"Aaron Rodgers pass incomplete short left intended for Martellus Bennett. Penalty on Adrian Clayborn: Defensive Offside, 1 yards (no play)",6.740,6.970
1,3:47,1,1,ATL 1,6,7,"Ty Montgomery left end for 1 yard, touchdown",6.970,7.000
1,3:43,,,ATL 15,7,7,Mason Crosby kicks extra point good,0.000,0.000
1,3:43,,,GNB 35,7,7,"Mason Crosby kicks off 65 yards, touchback",0.000,-0.610
1,3:43,1,10,ATL 25,7,7,Matt Ryan pass incomplete,0.610,0.060
1,3:39,2,10,ATL 25,7,7,Matt Ryan pass incomplete short left intended for Mohamed Sanu,0.060,-0.620
1,3:34,3,10,ATL 25,7,7,Matt Ryan sacked by Clay Matthews and Joe Thomas for -11 yards,-0.620,-2.470
1,2:58,4,21,ATL 14,7,7,"Matthew Bosher punts 50 yards, fair catch by Trevor Davis",-2.470,-1.330
1,2:48,1,10,GNB 36,7,7,Aaron Rodgers pass complete short left to Randall Cobb for 5 yards (tackle by Brian Poole),1.330,1.470
1,2:02,2,5,GNB 41,7,7,"Jamaal Williams left end for no gain (tackle by Derrick Shelby). Penalty on Corey Linsley: Offensive Holding, 10 yards (no play)",1.470,0.120
1,1:32,2,15,GNB 31,7,7,Jamaal Williams left guard for 2 yards (tackle by Dontari Poe and Duke Riley),0.120,-0.300
1,0:48,3,13,GNB 33,7,7,Aaron Rodgers pass incomplete deep right intended for Randall Cobb,-0.300,-1.180
1,0:41,4,13,GNB 33,7,7,"Justin Vogel punts 44 yards, returned by Andre Roberts for 4 yards (tackle by Kyler Fackrell). Penalty on Kemal Ishmael: Offensive Holding, 10 yards, Penalty on Ayodeji Olatoye: Offensive Holding (Declined)",-1.180,0.320
1,0:22,1,10,ATL 13,7,7,Matt Ryan pass complete deep right to Mohamed Sanu for 24 yards (tackle by Ha Ha Clinton-Dix),-0.320,1.400
Quarter,Time,Down,ToGo,Location,GNB,ATL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,ATL 37,7,7,Matt Ryan pass incomplete deep left intended for Taylor Gabriel,1.400,0.860
2,14:55,2,10,ATL 37,7,7,Matt Ryan pass complete short middle to Mohamed Sanu for 24 yards (tackle by Morgan Burnett and Jake Ryan),0.860,2.980
2,14:11,1,10,GNB 39,7,7,Matt Ryan pass incomplete short middle intended for Andre Roberts,2.980,2.440
2,14:06,2,10,GNB 39,7,7,Tevin Coleman right end for -2 yards (tackle by Clay Matthews and Quinton Dial),2.440,1.490
2,13:25,3,12,GNB 41,7,7,Matt Ryan pass complete short left to Julio Jones for 15 yards (tackle by Quinten Rollins),1.490,3.840
2,12:49,1,10,GNB 26,7,7,Devonta Freeman right guard for 5 yards (tackle by Quinten Rollins and Jake Ryan),3.840,3.970
2,12:08,2,5,GNB 21,7,7,Matt Ryan pass complete short middle to Justin Hardy for 19 yards (tackle by Davon House and Kevin King),3.970,6.740
2,11:17,1,2,GNB 2,7,7,Matt Ryan pass incomplete short left intended for Julio Jones,6.740,5.720
2,11:14,2,2,GNB 2,7,13,"Devonta Freeman right guard for 2 yards, touchdown",5.720,7.000
2,11:10,,,GNB 15,7,14,Matt Bryant kicks extra point good,0.000,0.000
2,11:10,,,ATL 35,7,14,"Matthew Bosher kicks off 65 yards, touchback",0.000,-0.610
2,11:10,1,10,GNB 25,7,14,Aaron Rodgers pass complete short left to Davante Adams for 9 yards (tackle by De'Vondre Campbell),0.610,0.000
2,10:44,,,,,,Timeout #1 by Atlanta Falcons,0.000,-1.280
2,10:41,2,1,GNB 34,7,14,Ty Montgomery right end for -2 yards (tackle by Ricardo Allen and De'Vondre Campbell),1.280,0.300
2,10:03,3,3,GNB 32,7,14,Aaron Rodgers pass complete short left to Geronimo Allison for 8 yards (tackle by Robert Alford),0.300,1.600
2,9:33,1,10,GNB 40,7,14,Aaron Rodgers sacked by De'Vondre Campbell for -8 yards,1.600,-0.030
2,8:44,2,18,GNB 32,7,14,Aaron Rodgers pass complete short middle to Randall Cobb for 17 yards (tackle by Desmond Trufant),-0.030,1.550
2,7:57,3,1,GNB 49,7,14,"Penalty on Justin McCray: False Start, 5 yards (no play)",1.550,0.890
2,7:34,3,6,GNB 44,7,14,Aaron Rodgers pass incomplete short left intended for Martellus Bennett,0.890,-0.460
2,7:29,4,6,GNB 44,7,14,Justin Vogel punts 47 yards,-0.460,0.380
2,7:14,1,10,ATL 9,7,14,Tevin Coleman right tackle for 35 yards (tackle by Ha Ha Clinton-Dix),-0.380,1.860
2,6:35,1,10,ATL 44,7,14,Tevin Coleman left guard for 1 yard (tackle by Quinton Dial),1.860,1.450
2,5:58,2,9,ATL 45,7,14,Matt Ryan pass complete deep right to Julio Jones for 27 yards (tackle by Kevin King),1.450,3.710
2,5:09,1,10,GNB 28,7,14,Matt Ryan pass complete short left to Taylor Gabriel for 2 yards (tackle by Morgan Burnett and Ha Ha Clinton-Dix),3.710,3.440
2,4:43,2,8,GNB 26,7,14,Matt Ryan pass complete short right to Austin Hooper for 3 yards (tackle by Blake Martinez),3.440,3.140
2,4:05,3,5,GNB 23,7,14,Matt Ryan sacked by Clay Matthews for -10 yards,3.140,1.150
2,3:27,4,15,GNB 33,7,17,Matt Bryant 51 yard field goal good,1.150,3.000
2,3:21,,,ATL 35,7,17,"Matthew Bosher kicks off 65 yards, touchback",0.000,-0.610
2,3:21,1,10,GNB 25,7,17,Aaron Rodgers pass complete short left to Ty Montgomery for -2 yards (tackle by Keanu Neal),0.610,-0.210
2,2:39,2,12,GNB 23,7,17,Aaron Rodgers pass incomplete short left intended for Martellus Bennett,-0.210,-0.890
2,2:33,3,12,GNB 23,7,17,"Aaron Rodgers pass incomplete short right intended for Martellus Bennett. Penalty on Robert Alford: Defensive Holding, 5 yards (no play)",-0.890,0.810
