Quarter,Time,Down,ToGo,Location,GNB,ATL,Detail,EPB,EPA
2,2:24,1,10,GNB 28,7,17,Aaron Rodgers pass incomplete short left intended for Martellus Bennett (defended by Deion Jones),0.810,0.260
2,2:20,2,10,GNB 28,7,17,Aaron Rodgers pass incomplete deep left intended for Davante Adams,0.260,-0.430
2,2:15,3,10,GNB 28,7,17,Aaron Rodgers pass incomplete short middle intended for Randall Cobb (defended by Brian Poole),-0.430,-1.500
2,2:09,4,10,GNB 28,7,17,Justin Vogel punts 28 yards,-1.500,-1.860
2,1:59,1,10,ATL 44,7,17,Devonta Freeman left guard for 1 yard (tackle by Kenny Clark),1.860,1.450
2,1:26,2,9,ATL 45,7,17,Matt Ryan pass incomplete short right intended for Julio Jones (defended by Kevin King),1.450,0.760
2,1:21,3,9,ATL 45,7,17,Matt Ryan pass incomplete short right intended for Julio Jones (defended by Morgan Burnett),0.760,-0.390
2,1:17,4,9,ATL 45,7,17,"Matthew Bosher punts 45 yards, fair catch by Trevor Davis. Penalty on Jeff Janis: Illegal Block Above the Waist, 5 yards",-0.390,0.380
2,1:09,1,10,GNB 5,7,17,Aaron Rodgers pass complete short left to Davante Adams for 8 yards (tackle by Robert Alford),-0.380,-0.190
2,1:03,2,2,GNB 13,7,17,"Aaron Rodgers pass complete short middle to Randall Cobb for 36 yards (tackle by De'Vondre Campbell). Penalty on Martellus Bennett: Offensive Pass Interference, 6 yards (no play)",-0.190,-0.630
2,0:54,2,8,GNB 7,7,17,"Penalty on Randall Cobb: False Start, 4 yards (no play)",-0.630,-0.930
2,0:54,2,12,GNB 3,7,17,Aaron Rodgers pass incomplete deep right intended for Geronimo Allison is intercepted by Desmond Trufant at GNB-36,-0.930,-3.180
2,0:47,1,10,GNB 36,7,17,Matt Ryan right end for 8 yards (tackle by Davon House),3.180,0.000
2,0:36,,,,,,Timeout #2 by Atlanta Falcons,0.000,-3.720
2,0:36,2,2,GNB 28,7,17,Matt Ryan pass complete deep middle to Mohamed Sanu for 21 yards (tackle by Damarious Randall),3.720,0.000
2,0:29,,,,,,Timeout #3 by Atlanta Falcons,0.000,-5.600
2,0:29,1,7,GNB 7,7,17,Matt Ryan pass complete short right to Austin Hooper for 4 yards,5.600,5.530
2,0:24,2,3,GNB 3,7,23,"Matt Ryan pass complete short right to Tevin Coleman for 3 yards, touchdown",5.530,7.000
2,0:19,,,GNB 15,7,24,"Matt Bryant kicks extra point good. Penalty on GNB: Unsportsmanlike Conduct, 15 yards",0.000,0.000
2,0:19,,,,7,24,"Matthew Bosher kicks off 50 yards, touchback",0.000,-0.610
2,0:19,1,10,GNB 25,7,24,"Penalty on Lance Kendricks: False Start, 5 yards (no play)",0.610,0.280
2,0:19,1,15,GNB 20,7,24,Aaron Rodgers kneels for -1 yards,0.280,-0.810
Quarter,Time,Down,ToGo,Location,GNB,ATL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ATL 35,7,24,"Matthew Bosher kicks off 65 yards, touchback",0.000,-0.610
3,15:00,1,10,GNB 25,7,24,Ty Montgomery right guard for 5 yards (tackle by Deion Jones),0.610,0.740
3,14:17,2,5,GNB 30,7,30,"Aaron Rodgers sacked by Vic Beasley for -9 yards. Aaron Rodgers fumbles (forced by Vic Beasley), touchdown",0.740,-7.000
3,,,,GNB 15,7,31,Matt Bryant kicks extra point good,,
3,14:04,,,ATL 35,7,31,"Matthew Bosher kicks off 65 yards, touchback",0.000,-0.610
3,14:01,1,10,GNB 25,7,31,Aaron Rodgers pass incomplete short left intended for Richard Rodgers,0.610,0.060
3,13:54,2,10,GNB 25,7,31,Aaron Rodgers pass complete short left to Ty Montgomery for 15 yards (tackle by Robert Alford),0.060,1.600
3,13:29,1,10,GNB 40,7,31,Aaron Rodgers pass complete short right to Davante Adams for 16 yards (tackle by Robert Alford),1.600,2.650
3,13:14,1,10,ATL 44,7,31,Aaron Rodgers pass complete short left to Randall Cobb for 18 yards (tackle by Robert Alford),2.650,3.840
3,12:41,1,10,ATL 26,7,31,Aaron Rodgers pass complete short middle to Randall Cobb for 9 yards (tackle by Duke Riley),3.840,4.640
3,12:18,2,1,ATL 17,7,31,Jamaal Williams right guard for 4 yards (tackle by Jack Crawford and Vic Beasley),4.640,4.710
3,11:53,1,10,ATL 13,7,31,Aaron Rodgers pass complete short left to Randall Cobb for 10 yards (tackle by Robert Alford and De'Vondre Campbell),4.710,6.510
3,11:08,1,3,ATL 3,7,31,"Aaron Rodgers pass complete short right to Randall Cobb for 3 yards. Penalty on Geronimo Allison: Offensive Pass Interference, 10 yards (no play)",6.510,4.530
3,11:03,1,13,ATL 13,7,31,Aaron Rodgers sacked by Adrian Clayborn for -12 yards,4.530,2.330
3,10:19,2,25,ATL 25,7,31,Aaron Rodgers pass complete short left to Ty Montgomery for 15 yards (tackle by Ricardo Allen),2.330,3.130
3,9:40,3,10,ATL 10,7,31,Aaron Rodgers pass incomplete short middle intended for Randall Cobb,3.130,2.760
3,9:37,4,10,ATL 10,10,31,Mason Crosby 28 yard field goal good,2.760,3.000
3,9:33,,,GNB 35,10,31,"Mason Crosby kicks off 65 yards, touchback",0.000,-0.610
3,9:33,1,10,ATL 25,10,31,Devonta Freeman left end for 17 yards (tackle by Morgan Burnett),0.610,1.730
3,9:13,1,10,ATL 42,10,31,Devonta Freeman right guard for 8 yards (tackle by Clay Matthews and Davon House),1.730,2.270
3,8:49,2,2,,10,31,Devonta Freeman right end for 1 yard (tackle by Clay Matthews),2.270,1.690
3,8:06,3,1,GNB 49,10,31,Tevin Coleman right tackle for 6 yards (tackle by Ha Ha Clinton-Dix and Quinton Dial),1.690,2.720
3,7:32,1,10,GNB 43,10,31,Matt Ryan pass incomplete deep right intended for Justin Hardy,2.720,2.180
3,7:26,2,10,GNB 43,10,31,Matt Ryan pass complete short right to Devonta Freeman for 10 yards (tackle by Nick Perry),2.180,3.380
3,6:34,1,10,GNB 33,10,31,Matt Ryan pass complete short middle to Mohamed Sanu for 6 yards (tackle by Morgan Burnett),3.380,3.650
3,5:46,2,4,GNB 27,10,31,Matt Ryan pass complete short left to Tevin Coleman for no gain,3.650,2.940
3,5:02,3,4,GNB 27,10,31,Matt Ryan sacked by Blake Martinez for -8 yards,2.940,0.970
3,4:25,4,12,GNB 35,10,34,Matt Bryant 53 yard field goal good,0.970,3.000
3,4:19,,,ATL 35,10,34,"Matthew Bosher kicks off 65 yards, touchback",0.000,-0.610
3,4:19,1,10,GNB 25,10,34,Ty Montgomery right tackle for 7 yards (tackle by Deion Jones),0.610,1.010
3,3:47,2,3,GNB 32,10,34,Aaron Rodgers pass complete short left to Randall Cobb for 1 yard (tackle by Deion Jones and Brian Poole),1.010,0.430
3,3:11,3,2,GNB 33,10,34,Aaron Rodgers pass complete short right to Davante Adams for 8 yards (tackle by Robert Alford),0.430,1.660
3,2:46,1,10,GNB 41,10,34,Aaron Rodgers pass complete short right to Martellus Bennett for 4 yards (tackle by Desmond Trufant),1.660,1.660
3,2:13,2,6,GNB 45,10,34,"Aaron Rodgers pass incomplete short right intended for Geronimo Allison. Penalty on Aaron Rodgers: Illegal Shift, 5 yards (no play)",1.660,0.990
3,2:10,2,11,GNB 40,10,34,Aaron Rodgers pass complete short left to Martellus Bennett for 6 yards (tackle by Keanu Neal and Brian Poole),0.990,1.090
3,1:28,3,5,GNB 46,10,34,Aaron Rodgers pass incomplete short left intended for Martellus Bennett,1.090,-0.320
3,1:25,4,5,GNB 46,10,34,Aaron Rodgers pass complete short middle to Davante Adams for 7 yards (tackle by Ricardo Allen),-0.320,2.460
3,0:41,1,10,ATL 47,10,34,Aaron Rodgers left end for 9 yards (tackle by De'Vondre Campbell),2.460,3.130
Quarter,Time,Down,ToGo,Location,GNB,ATL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,1,ATL 38,10,34,Ty Montgomery left guard for 2 yards (tackle by De'Vondre Campbell),3.130,3.180
4,14:18,1,10,ATL 36,10,34,"Penalty on Kyle Murphy: False Start, 5 yards (no play)",3.180,2.850
4,13:43,1,15,ATL 41,10,34,Aaron Rodgers pass incomplete short right intended for Davante Adams,2.850,1.960
4,13:37,2,15,ATL 41,10,34,Aaron Rodgers pass complete short left to Richard Rodgers for 8 yards (tackle by Deion Jones),1.960,2.350
4,12:54,3,7,ATL 33,10,34,Aaron Rodgers pass incomplete short middle intended for Richard Rodgers (defended by De'Vondre Campbell),2.350,1.150
4,12:50,4,7,ATL 33,16,34,"Aaron Rodgers pass complete deep left to Davante Adams for 33 yards, touchdown",1.150,7.000
4,12:42,,,ATL 2,16,34,"Two Point Attempt: Aaron Rodgers pass incomplete intended for Davante Adams, conversion fails",0.000,-1.000
4,12:42,,,GNB 35,16,34,"Mason Crosby kicks off 65 yards, touchback",0.000,-0.610
4,12:42,1,10,ATL 25,16,34,Devonta Freeman left tackle for 9 yards (tackle by Jake Ryan),0.610,1.280
4,12:00,2,1,ATL 34,16,34,Devonta Freeman right guard for 9 yards (tackle by Josh Jones),1.280,1.800
4,11:15,1,10,ATL 43,16,34,Devonta Freeman right guard for 3 yards (tackle by Dean Lowry),1.800,1.660
4,10:32,2,7,ATL 46,16,34,Devonta Freeman right guard for 1 yard (tackle by Nick Perry),1.660,1.090
4,9:49,3,6,ATL 47,16,34,Matt Ryan pass incomplete deep right intended for Julio Jones,1.090,-0.260
4,9:43,4,6,ATL 47,16,34,"Matthew Bosher punts 38 yards, fair catch by Trevor Davis. Penalty on Jake Ryan: Running Into the Kicker (Declined)",-0.260,0.220
4,9:35,1,10,GNB 15,16,34,Aaron Rodgers pass complete short right to Ty Montgomery for 23 yards (tackle by Duke Riley),-0.220,1.470
4,9:02,1,10,GNB 38,16,34,Ty Montgomery left guard for 7 yards (tackle by Ricardo Allen and Duke Riley),1.470,1.870
4,8:22,2,3,GNB 45,16,34,Aaron Rodgers pass complete short left to Jamaal Williams for 5 yards (tackle by Duke Riley),1.870,2.260
4,7:56,1,10,,16,34,Aaron Rodgers pass complete short right to Martellus Bennett for 13 yards (tackle by Keanu Neal),2.260,3.120
4,7:37,1,10,ATL 37,16,34,Aaron Rodgers pass complete short right to Martellus Bennett for 6 yards (tackle by De'Vondre Campbell),3.120,3.380
4,7:12,2,4,ATL 31,16,34,Aaron Rodgers pass complete short left to Geronimo Allison for 13 yards (tackle by Brian Poole),3.380,4.370
4,6:28,1,10,ATL 18,16,34,Aaron Rodgers pass complete short right to Davante Adams for 17 yards (tackle by Ricardo Allen),4.370,6.970
4,5:54,1,1,ATL 1,22,34,"Aaron Rodgers pass complete short middle to Ty Montgomery for 1 yard, touchdown",6.970,7.000
4,5:51,,,ATL 15,23,34,Mason Crosby kicks extra point good,0.000,0.000
4,5:51,,,GNB 35,23,34,"Mason Crosby kicks off 60 yards, returned by Andre Roberts for 16 yards (tackle by Marwin Evans)",0.000,-0.340
4,5:46,1,10,ATL 21,23,34,Devonta Freeman right tackle for 2 yards (tackle by Dean Lowry),0.340,0.000
4,5:40,,,,,,Timeout #1 by Green Bay Packers,0.000,-0.070
4,5:40,2,8,ATL 23,23,34,"Penalty on Austin Hooper: False Start, 5 yards (no play)",0.070,-0.700
4,5:40,2,13,ATL 18,23,34,Matt Ryan pass complete short left to Taylor Gabriel for 12 yards (tackle by Josh Jones),-0.700,0.300
4,4:54,3,1,ATL 30,23,34,Devonta Freeman right tackle for 8 yards (tackle by Blake Martinez),0.300,1.470
4,4:46,1,10,ATL 38,23,34,"Penalty on Andy Levitre: False Start, 5 yards (no play)",1.470,1.140
4,4:11,1,15,ATL 33,23,34,Matt Ryan pass complete short right to Julio Jones for 13 yards (tackle by Damarious Randall),1.140,0.000
4,4:05,,,,,,Timeout #2 by Green Bay Packers,0.000,-2.000
4,4:05,2,2,ATL 46,23,34,Devonta Freeman right end for -1 yards (tackle by Josh Jones),2.000,0.000
4,3:59,,,,,,Timeout #3 by Green Bay Packers,0.000,-1.160
4,3:59,3,3,ATL 45,23,34,Matt Ryan pass complete short middle to Mohamed Sanu for 10 yards (tackle by Quinten Rollins),1.160,0.000
4,3:13,,,,,,Timeout #1 by Atlanta Falcons,0.000,-2.590
4,3:13,1,10,GNB 45,23,34,Devonta Freeman left end for 2 yards (tackle by Blake Martinez),2.590,2.310
4,2:29,2,8,GNB 43,23,34,Devonta Freeman right end for -1 yards (tackle by Blake Martinez),2.310,1.490
4,2:00,3,9,GNB 44,23,34,Tevin Coleman right end for no gain (tackle by Joe Thomas),1.490,0.000
4,1:13,,,,,,Timeout #2 by Atlanta Falcons,0.000,-0.330
4,1:13,4,9,GNB 44,23,34,Matthew Bosher punts 32 yards,0.330,0.350
4,1:02,1,10,GNB 12,23,34,Aaron Rodgers pass incomplete short right intended for Geronimo Allison,-0.350,-0.780
4,0:52,2,10,GNB 12,23,34,Aaron Rodgers pass incomplete,-0.780,-1.420
4,0:52,3,10,GNB 12,23,34,Aaron Rodgers pass incomplete short middle intended for Ty Montgomery. Penalty on Trevor Davis: Illegal Shift (Declined),-1.420,-2.490
4,0:48,4,10,GNB 12,23,34,Aaron Rodgers pass complete short middle to Martellus Bennett for 18 yards (tackle by De'Vondre Campbell),-2.490,0.940
4,0:24,1,10,GNB 30,23,34,Aaron Rodgers pass complete short right to Trevor Davis for 9 yards,0.940,1.610
4,0:17,2,1,GNB 39,23,34,Aaron Rodgers pass incomplete short left intended for Martellus Bennett,1.610,0.890
4,0:10,3,1,GNB 39,23,34,Aaron Rodgers pass complete short left to Geronimo Allison for 3 yards (tackle by Robert Alford),0.890,1.730
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
