Player,Pos
Derek Carr,QB
Josh Jacobs,RB
Hunter Renfrow,WR
DeSean Jackson,WR
Zay Jones,WR
Foster Moreau,TE
Brandon Parker,T
Kolton Miller,T
John Simpson,G
Alex Leatherwood,G
Andre James,C
Maxx Crosby,DE
Yannick Ngakoue,DE
Quinton Jefferson,DT
Darius Philon,DT
Denzel Perryman,LB
Divine Deablo,LB
K.J. Wright,LB
Casey Hayward,CB
Desmond Trufant,CB
Tre'von Moehrig,S
Dallin Leavitt,S
