Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Najee Harris,PIT,8,32,0,2,21,2.6,11,1.4,0,
Kenny Pickett,PIT,7,37,0,4,36,5.1,1,0.1,0,
Jaylen Warren,PIT,6,50,0,2,40,6.7,10,1.7,0,
Steven Sims,PIT,2,21,0,1,21,10.5,0,0.0,0,
Marcus Allen,PIT,1,4,0,1,4,4.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Miles Sanders,PHI,9,78,1,4,71,7.9,7,0.8,0,
Boston Scott,PHI,7,21,0,1,21,3.0,0,0.0,0,
Jalen Hurts,PHI,2,10,0,0,10,5.0,0,0.0,0,
Kenneth Gainwell,PHI,1,3,0,1,3,3.0,0,0.0,0,
Gardner Minshew II,PHI,1,-1,0,0,-1,-1.0,0,0.0,0,
