Quarter,Time,Down,ToGo,Location,IND,CIN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,16,CIN 29,14,10,Edgerrin James right end for -2 yards (tackle by Deltha O'Neal),2.690,1.750
2,14:21,3,18,CIN 31,14,10,"Peyton Manning pass incomplete intended for Reggie Wayne. Penalty on Tory James: Defensive Pass Interfere, 22 yards (no play)",1.750,5.140
2,14:16,1,9,CIN 9,20,10,"Peyton Manning pass complete to Bryan Fletcher for 9 yards, touchdown",5.140,7.000
2,,,,CIN 2,21,10,Mike Vanderjagt kicks extra point good,0.000,0.000
2,,,,IND 30,21,10,"Dave Rayner kicks off 64 yards, returned by Tab Perry for 30 yards (tackle by Gilbert Gardner)",0.000,1.330
2,14:04,1,10,CIN 36,21,10,Carson Palmer pass complete to Chad Johnson for 4 yards,1.330,1.330
2,13:42,2,6,CIN 40,21,10,Rudi Johnson right tackle for 4 yards (tackle by Corey Simon and Gary Brackett),1.330,1.160
2,13:01,3,2,CIN 44,21,10,Carson Palmer pass complete to Chad Johnson for 26 yards (tackle by Bob Sanders),1.160,3.580
2,12:20,1,10,IND 30,21,10,Rudi Johnson left tackle for 14 yards (tackle by Gary Brackett),3.580,4.510
2,11:41,1,10,IND 16,21,10,"Penalty on Levi Jones: False Start, 5 yards (no play)",4.510,4.170
2,11:23,1,15,IND 21,21,10,Carson Palmer pass complete to Rudi Johnson for 8 yards (tackle by Bob Sanders and Cato June),4.170,4.390
2,10:40,2,7,IND 13,21,10,Rudi Johnson right guard for 2 yards (tackle by Gary Brackett and Cato June),4.390,3.940
2,10:02,3,5,IND 11,21,10,Carson Palmer pass complete to T.J. Houshmandzadeh for 6 yards (tackle by Nick Harper),3.940,6.060
2,9:48,1,5,IND 5,21,10,Rudi Johnson right tackle for 4 yards (tackle by Nick Harper),6.060,5.910
2,9:17,2,1,IND 1,21,16,"Rudi Johnson right tackle for 1 yard, touchdown",5.910,7.000
2,,,,IND 2,21,17,Shayne Graham kicks extra point good,0.000,0.000
2,,,,CIN 30,21,17,"Shayne Graham kicks off 61 yards, returned by Dominic Rhodes for 17 yards (tackle by Kevin Walter)",0.000,0.670
2,9:09,1,10,IND 26,21,17,Peyton Manning pass complete to Edgerrin James for 12 yards (tackle by Robert Geathers),0.670,1.470
2,8:29,1,10,IND 38,21,17,Peyton Manning pass complete to Dallas Clark for 56 yards (tackle by Kevin Kaesviharn and Ifeanyi Ohalete),1.470,5.830
2,7:47,1,6,CIN 6,21,17,Edgerrin James up the middle for 2 yards (tackle by Bryan Robinson and John Thornton),5.830,5.340
2,7:17,2,4,CIN 4,21,17,"Peyton Manning pass incomplete intended for Dallas Clark. Penalty on Kevin Kaesviharn: Defensive Pass Interfere, 3 yards (no play)",5.340,6.970
2,7:13,1,1,CIN 1,27,17,"Edgerrin James right guard for 1 yard, touchdown",6.970,7.000
2,,,,CIN 2,28,17,Mike Vanderjagt kicks extra point good,0.000,0.000
2,,,,IND 30,28,17,"Dave Rayner kicks off 67 yards, returned by Tab Perry for 28 yards (tackle by Robert Mathis)",0.000,1.000
2,7:04,1,10,CIN 31,28,17,T.J. Houshmandzadeh left end for 5 yards (tackle by Corey Simon),1.000,1.140
2,6:23,2,5,CIN 36,28,17,Carson Palmer pass complete to Jeremi Johnson for 1 yard (tackle by Nick Harper),1.140,0.560
2,5:55,3,4,CIN 37,28,17,Carson Palmer pass incomplete intended for T.J. Houshmandzadeh (defended by Marlin Jackson),0.560,-0.910
2,5:51,4,4,CIN 37,28,17,"Kyle Larson punts 18 yards. Penalty on Ifeanyi Ohalete: Face Mask (15 Yards), 15 yards",-0.910,-2.920
2,5:44,1,10,CIN 40,28,17,Peyton Manning pass incomplete intended for Dallas Clark,2.920,2.370
,,,,,,,"IND challenged the ruling, and the play was upheld.",,
2,5:38,2,10,CIN 40,28,17,Edgerrin James up the middle for -1 yards (tackle by Robert Geathers),2.370,1.550
2,5:05,3,11,CIN 41,28,17,Peyton Manning pass complete to Reggie Wayne for 23 yards (tackle by Tory James),1.550,4.370
2,4:32,1,10,CIN 18,28,17,Peyton Manning pass complete to Marvin Harrison for -3 yards (tackle by Keiwan Ratliff),4.370,3.420
2,3:51,2,13,CIN 21,28,17,Peyton Manning pass incomplete intended for Bryan Fletcher,3.420,2.740
2,3:46,3,13,CIN 21,34,17,"Peyton Manning pass complete to Dallas Clark for 21 yards, touchdown",2.740,7.000
2,,,,CIN 2,35,17,Mike Vanderjagt kicks extra point good,0.000,0.000
2,,,,IND 30,35,17,"Dave Rayner kicks off 65 yards, returned by Tab Perry for 24 yards (tackle by David Thornton)",0.000,0.870
2,3:32,1,10,CIN 29,35,17,Chris Perry right guard for 5 yards (tackle by Gary Brackett),0.870,1.000
2,3:05,2,5,CIN 34,35,17,Chris Perry up the middle for 16 yards (tackle by Bob Sanders),1.000,2.260
2,2:38,1,10,CIN 50,35,17,Chris Perry up the middle for 30 yards (tackle by Nick Harper),2.260,4.240
2,2:01,1,10,IND 20,35,17,"Rudi Johnson right guard for 6 yards (tackle by Bob Sanders). Penalty on Willie Anderson: Offensive Holding, 10 yards (no play)",4.240,3.580
2,1:54,1,20,IND 30,35,17,Carson Palmer pass incomplete intended for Chris Perry,3.580,2.340
2,1:50,2,20,IND 30,35,17,Carson Palmer pass incomplete intended for Chad Johnson,2.340,1.680
2,1:45,,,,35,17,Timeout #1 by Cincinnati Bengals,0.000,1.680
2,1:45,3,20,IND 30,35,17,Carson Palmer pass complete to T.J. Houshmandzadeh for 7 yards (tackle by Marlin Jackson),1.680,1.930
2,1:34,,,,35,17,Timeout #2 by Indianapolis Colts,0.000,1.930
2,1:34,4,13,IND 23,35,20,Shayne Graham 41 yard field goal good,1.930,3.000
2,,,,CIN 30,35,20,"Shayne Graham kicks off 55 yards, returned by Dominic Rhodes for 13 yards (tackle by Tab Perry)",0.000,0.810
2,1:25,1,10,IND 28,35,20,Peyton Manning pass incomplete intended for Brandon Stokley,0.810,0.260
2,1:21,2,10,IND 28,35,20,Peyton Manning pass incomplete intended for Reggie Wayne (defended by Tory James),0.260,-0.430
2,1:14,3,10,IND 28,35,20,Peyton Manning pass incomplete intended for Marvin Harrison is intercepted by Keiwan Ratliff at IND-49 and returned for 35 yards,-0.430,-4.650
2,1:01,1,10,IND 14,35,20,Carson Palmer pass complete to Chris Perry for 2 yards (tackle by Bob Sanders),4.650,4.330
2,0:29,2,8,IND 12,35,20,Carson Palmer pass complete to Chris Henry for 11 yards (tackle by Mike Doss),4.330,6.970
2,0:23,,,,35,20,Timeout #2 by Cincinnati Bengals,0.000,6.970
2,0:23,1,1,IND 1,35,20,Carson Palmer pass incomplete intended for Chris Henry,6.970,5.910
2,0:17,,,,35,20,Timeout #3 by Indianapolis Colts,0.000,5.910
2,0:17,2,1,IND 1,35,26,"Rudi Johnson right tackle for 1 yard, touchdown",5.910,7.000
2,,,,IND 2,35,27,Shayne Graham kicks extra point good,0.000,0.000
2,,,,CIN 30,35,27,"Shayne Graham kicks off 36 yards, returned by Ben Utecht for 7 yards (tackle by Kevin Walter)",0.000,1.660
2,0:08,1,10,IND 41,35,27,Peyton Manning kneels for -1 yards,1.660,0.990
Quarter,Time,Down,ToGo,Location,IND,CIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,IND 30,35,27,"Dave Rayner kicks off 55 yards, returned by Tab Perry for 39 yards (tackle by David Thornton)",0.000,2.520
3,14:54,1,10,IND 46,35,27,Carson Palmer pass complete to Chad Johnson for 10 yards (tackle by Nick Harper),2.520,3.180
3,14:15,1,10,IND 36,35,27,Carson Palmer pass complete to Chad Johnson for 20 yards (tackle by Gary Brackett),3.180,4.510
3,13:39,1,10,IND 16,35,27,Carson Palmer pass incomplete intended for T.J. Houshmandzadeh,4.510,3.900
3,13:34,2,10,IND 16,35,27,Rudi Johnson left guard for 1 yard (tackle by Gary Brackett and Corey Simon),3.900,3.220
3,12:58,3,9,IND 15,35,33,"Carson Palmer pass complete to Chris Henry for 15 yards, touchdown",3.220,7.000
3,,,,IND 2,35,34,Shayne Graham kicks extra point good,0.000,0.000
3,,,,CIN 30,35,34,"Shayne Graham kicks off 62 yards, returned by Dominic Rhodes for 15 yards (tackle by Kevin Walter)",0.000,0.480
3,12:47,1,10,IND 23,35,34,Peyton Manning pass incomplete intended for Marvin Harrison,0.480,-0.070
3,12:40,2,10,IND 23,35,34,Edgerrin James right tackle for 12 yards (tackle by Ifeanyi Ohalete),-0.070,1.270
3,11:57,1,10,IND 35,35,34,Peyton Manning pass complete to Dallas Clark for 16 yards (tackle by Kevin Kaesviharn),1.270,2.320
3,11:20,1,10,CIN 49,35,34,Edgerrin James left end for 7 yards (tackle by Kevin Kaesviharn),2.320,2.730
3,10:35,2,3,CIN 42,35,34,Edgerrin James right tackle for 1 yard (tackle by Justin Smith and Keiwan Ratliff),2.730,2.150
3,9:58,3,2,CIN 41,35,34,Edgerrin James left end for no gain (tackle by Odell Thurman),2.150,0.530
3,9:15,4,2,CIN 41,35,34,Edgerrin James right tackle for 6 yards (tackle by Ifeanyi Ohalete),0.530,3.250
3,8:30,1,10,CIN 35,35,34,Edgerrin James right end for 4 yards (tackle by Odell Thurman and Deltha O'Neal),3.250,3.240
3,7:47,2,6,CIN 31,35,34,Edgerrin James left tackle for 5 yards (tackle by Carl Powell),3.240,3.200
3,7:08,3,1,CIN 26,35,34,Edgerrin James left guard for 9 yards (tackle by Ifeanyi Ohalete),3.200,4.440
3,6:25,1,10,CIN 17,35,34,Peyton Manning pass incomplete intended for Marvin Harrison,4.440,3.850
3,6:19,2,10,CIN 17,35,34,Peyton Manning pass complete to James Mungro for 7 yards (tackle by Odell Thurman),3.850,4.340
3,5:53,3,3,CIN 10,35,34,Peyton Manning pass complete to Marvin Harrison for 8 yards (tackle by Deltha O'Neal),4.340,6.740
3,5:16,1,2,CIN 2,35,34,Edgerrin James right guard for no gain (tackle by Justin Smith and Odell Thurman),6.740,5.720
3,4:34,2,2,CIN 2,41,34,"Edgerrin James right tackle for 2 yards, touchdown",5.720,7.000
3,,,,CIN 2,42,34,Mike Vanderjagt kicks extra point good,0.000,0.000
3,,,,IND 30,42,34,"Dave Rayner kicks off 58 yards, returned by Tab Perry for 16 yards (tackle by Keith O'Neil)",0.000,0.810
3,4:22,1,10,CIN 28,42,34,Carson Palmer pass incomplete intended for Chad Johnson (defended by Nick Harper),0.810,0.260
3,4:14,2,10,CIN 28,42,34,Rudi Johnson left tackle for 1 yard (tackle by Montae Reagor),0.260,-0.300
3,3:38,3,9,CIN 29,42,34,Carson Palmer pass complete to Chad Johnson for 35 yards (tackle by Mike Doss),-0.300,3.180
3,2:59,1,10,IND 36,42,34,Chris Perry left tackle for 5 yards (tackle by Mike Doss),3.180,3.310
3,2:19,2,5,IND 31,42,34,Chris Perry up the middle for 4 yards (tackle by Montae Reagor),3.310,3.140
3,1:40,3,1,IND 27,42,34,Carson Palmer pass incomplete intended for Chad Johnson (defended by Jason David),3.140,1.820
3,1:34,,,,42,34,Timeout #1 by Cincinnati Bengals,0.000,1.820
3,1:34,4,1,IND 27,42,34,Chris Perry left end for no gain (tackle by Gary Brackett),1.820,-0.740
3,1:28,1,10,IND 27,42,34,Peyton Manning pass complete to Bryan Fletcher for 7 yards (tackle by Brian Simmons),0.740,1.140
3,0:48,2,3,IND 34,42,34,Edgerrin James right guard for 7 yards (tackle by Landon Johnson),1.140,1.660
3,0:09,1,10,IND 41,42,34,Edgerrin James up the middle for -3 yards (tackle by Justin Smith),1.660,0.720
Quarter,Time,Down,ToGo,Location,IND,CIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,13,IND 38,42,34,Peyton Manning pass incomplete intended for Marvin Harrison,0.720,0.040
4,14:53,3,13,IND 38,42,34,Peyton Manning pass incomplete intended for Marvin Harrison. Penalty on Tarik Glenn: Offensive Holding (Declined),0.040,-0.850
4,14:46,4,13,IND 38,42,34,"Hunter Smith punts 37 yards, returned by Keiwan Ratliff for no gain",-0.850,-0.610
4,14:37,1,10,CIN 25,42,34,Rudi Johnson right guard for 10 yards (tackle by Mike Doss),0.610,1.270
4,14:09,1,10,CIN 35,42,34,Rudi Johnson right end for 5 yards (tackle by Bob Sanders),1.270,1.400
4,13:38,2,5,CIN 40,42,34,Carson Palmer pass complete to Chad Johnson for 7 yards (tackle by Cato June),1.400,2.060
4,13:08,1,10,CIN 47,42,34,"Rudi Johnson right end for 4 yards (tackle by Gary Brackett). Penalty on Jeremi Johnson: Offensive Holding, 10 yards (no play)",2.060,1.400
4,12:40,1,20,CIN 37,42,34,Carson Palmer pass complete to Rudi Johnson for 1 yard (tackle by Cato June and Jason David),1.400,0.300
4,11:53,2,19,CIN 38,42,34,Carson Palmer pass complete to T.J. Houshmandzadeh for 7 yards (tackle by Marlin Jackson and Gary Brackett),0.300,0.560
4,11:14,3,12,CIN 45,42,34,"Carson Palmer pass incomplete is intercepted by Marlin Jackson at IND-38 and returned for 16 yards. Penalty on Nick Harper: Offensive Holding, 10 yards",0.560,-1.860
4,10:56,1,10,IND 44,42,34,Peyton Manning pass complete to Marvin Harrison for 16 yards (tackle by Deltha O'Neal),1.860,2.920
4,10:23,1,10,CIN 40,42,34,Edgerrin James right tackle for 5 yards (tackle by Landon Johnson),2.920,3.050
4,9:46,2,5,CIN 35,42,34,"Edgerrin James right guard for 4 yards (tackle by Landon Johnson). Penalty on Jeff Saturday: Offensive Holding, 10 yards (no play)",3.050,1.700
4,9:24,2,15,CIN 45,42,34,Peyton Manning pass incomplete intended for Reggie Wayne (defended by Tory James),1.700,1.030
4,9:19,3,15,CIN 45,42,34,Peyton Manning pass complete to Brandon Stokley for 24 yards (tackle by Deltha O'Neal),1.030,4.170
4,8:37,1,10,CIN 21,42,34,Peyton Manning pass complete to Marvin Harrison for 9 yards (tackle by Deltha O'Neal),4.170,5.160
4,8:12,2,1,CIN 12,42,34,Edgerrin James right tackle for 5 yards (tackle by Robert Geathers),5.160,5.600
4,7:33,1,7,CIN 7,42,34,Peyton Manning pass complete to Reggie Wayne for 6 yards (tackle by Tory James),5.600,5.910
4,7:02,2,1,CIN 1,42,34,Edgerrin James left guard for no gain (tackle by Ifeanyi Ohalete),5.910,5.170
4,6:23,3,1,CIN 1,42,34,Peyton Manning pass incomplete intended for Marvin Harrison (defended by Deltha O'Neal),5.170,3.550
4,6:19,4,1,CIN 1,45,34,Mike Vanderjagt 19 yard field goal good,3.550,3.000
4,,,,IND 30,45,34,"Dave Rayner kicks off 67 yards, returned by Tab Perry for 24 yards (tackle by Robert Mathis)",0.000,0.740
4,6:09,1,10,CIN 27,45,34,Chris Perry right tackle for 8 yards (tackle by Marlin Jackson),0.740,1.280
4,5:41,2,2,CIN 35,45,34,Chris Perry left tackle for 14 yards (tackle by Gary Brackett and Mike Doss),1.280,2.190
4,5:07,1,10,CIN 49,45,34,Carson Palmer pass incomplete intended for Chad Johnson,2.190,1.650
4,5:02,2,10,CIN 49,45,34,Carson Palmer pass incomplete intended for Chris Henry,1.650,0.960
4,4:57,3,10,CIN 49,45,34,Carson Palmer pass complete to T.J. Houshmandzadeh for 6 yards (tackle by Nick Harper),0.960,0.270
4,4:22,4,4,IND 45,45,34,Carson Palmer pass incomplete intended for T.J. Houshmandzadeh,0.270,-1.930
4,4:17,1,10,IND 45,45,34,Peyton Manning pass incomplete intended for Reggie Wayne,1.930,1.380
4,4:10,2,10,IND 45,45,34,Peyton Manning pass incomplete intended for Reggie Wayne,1.380,0.700
4,4:04,3,10,IND 45,45,34,Peyton Manning pass incomplete intended for Marvin Harrison,0.700,-0.390
4,3:57,4,10,IND 45,45,34,"Hunter Smith punts 41 yards, fair catch by Keiwan Ratliff",-0.390,0.280
4,3:49,1,10,CIN 14,45,34,Carson Palmer pass complete to Chris Perry for 8 yards (tackle by Nick Harper and Cato June),-0.280,0.420
4,3:23,2,2,CIN 22,45,34,Carson Palmer pass incomplete intended for Chris Perry,0.420,-0.440
4,3:17,3,2,CIN 22,45,34,Carson Palmer pass complete to Chris Henry for 5 yards (tackle by Marlin Jackson),-0.440,0.740
4,2:55,1,10,CIN 27,45,34,Carson Palmer pass complete to Chad Johnson for 19 yards (tackle by Bob Sanders),0.740,1.990
4,2:48,1,10,CIN 46,45,34,Carson Palmer pass complete to Chris Perry for 28 yards (tackle by Bob Sanders),1.990,3.840
4,2:21,1,10,IND 26,45,34,Carson Palmer pass complete to Chris Perry for 3 yards (tackle by Nick Harper),3.840,3.700
4,2:00,2,7,IND 23,45,34,Carson Palmer sacked by Robert Mathis for -7 yards,3.700,2.080
4,1:39,3,14,IND 30,45,34,"Penalty on T.J. Houshmandzadeh: False Start, 5 yards (no play)",2.080,1.420
4,1:36,3,19,IND 35,45,34,Carson Palmer pass complete to Matt Schobel for 9 yards (tackle by Bob Sanders and Marlin Jackson),1.420,1.740
4,1:28,,,,45,34,Timeout #2 by Cincinnati Bengals,0.000,1.740
4,1:28,4,10,IND 26,45,37,Shayne Graham 44 yard field goal good,1.740,3.000
4,,,,CIN 30,45,37,"Shayne Graham kicks off 48 yards, returned by Dallas Clark for no gain. Penalty on Robert Mathis: Defensive Holding, 5 yards (no play)",0.000,0.000
4,,,,CIN 35,45,37,Shayne Graham kicks onside 9 yards,0.000,2.650
4,1:21,1,10,CIN 44,45,37,Peyton Manning kneels for -1 yards,2.650,1.980
4,1:18,,,,45,37,Timeout #3 by Cincinnati Bengals,0.000,1.980
4,1:18,2,11,CIN 45,45,37,Peyton Manning kneels for -1 yards,1.980,1.160
4,0:38,3,12,CIN 46,45,37,Peyton Manning kneels for no gain,1.160,0.200
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
