Quarter,Time,Down,ToGo,Location,OAK,MIA,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Dolphins won the coin toss and deferred, Raiders to receive the opening kickoff.",,
1,15:00,,,MIA 35,0,0,"Cody Parkey kicks off 65 yards, touchback",0.000,-0.610
1,15:00,1,10,OAK 25,0,0,Marshawn Lynch right tackle for no gain (tackle by Reshad Jones),0.610,0.060
1,14:34,2,10,OAK 25,0,0,Derek Carr pass complete short left to Marshawn Lynch for 1 yard (tackle by Rey Maualuga),0.060,-0.490
1,13:42,3,9,OAK 26,0,0,Derek Carr pass complete deep left to Jared Cook for 35 yards,-0.490,2.980
1,13:07,1,10,MIA 39,0,0,Marshawn Lynch left end for 2 yards (tackle by Rey Maualuga),2.980,2.710
1,12:29,2,8,MIA 37,0,0,Marshawn Lynch left tackle for -1 yards (tackle by Kiko Alonso),2.710,1.880
1,11:43,3,9,MIA 38,0,0,Derek Carr pass complete short right to Jared Cook for 14 yards (tackle by Bobby McCain),1.880,3.970
1,11:00,1,10,MIA 24,0,0,Marshawn Lynch right tackle for 1 yard (tackle by Andre Branch and Davon Godchaux),3.970,3.570
1,10:20,2,9,MIA 23,0,0,Derek Carr pass complete short right to Jared Cook for 10 yards (tackle by Kiko Alonso),3.570,4.710
1,9:38,1,10,MIA 13,0,0,"Penalty on Donald Penn: False Start, 5 yards (no play)",4.710,4.290
1,9:19,1,15,MIA 18,0,0,DeAndre Washington left end for 3 yards (tackle by Reshad Jones),4.290,3.760
1,8:26,2,12,MIA 15,0,0,Derek Carr pass complete short left to DeAndre Washington for -2 yards (tackle by Lawrence Timmons),3.760,2.880
1,7:48,3,14,MIA 17,0,0,Derek Carr pass incomplete,2.880,2.310
1,7:35,4,14,MIA 17,3,0,Giorgio Tavecchio 36 yard field goal good,2.310,3.000
1,7:31,,,OAK 35,3,0,"Giorgio Tavecchio kicks off 69 yards, returned by Jakeem Grant for 22 yards (tackle by Karl Joseph). Penalty on Terrence Fede: Offensive Holding, 9 yards",0.000,0.380
1,7:26,1,10,MIA 9,3,0,Damien Williams left guard for -1 yards (tackle by Reggie Nelson and Bruce Irvin),-0.380,-0.850
1,7:01,2,11,MIA 8,3,0,Jay Cutler pass complete short right to Anthony Fasano for 6 yards (tackle by Cory James),-0.850,-0.840
1,6:33,3,5,MIA 14,3,0,Jay Cutler pass complete short right to DeVante Parker for 13 yards (tackle by Dexter McDonald and Karl Joseph),-0.840,0.740
1,5:46,1,10,MIA 27,3,0,Jay Cutler pass complete short left to Jarvis Landry for 11 yards (tackle by T.J. Carrie),0.740,1.470
1,5:21,1,10,MIA 38,3,0,Damien Williams middle for no gain (tackle by NaVorro Bowman),1.470,0.920
1,4:51,2,10,MIA 38,3,0,Damien Williams right guard for 4 yards (tackle by Justin Ellis),0.920,0.760
1,4:09,3,6,MIA 42,3,0,"Jay Cutler pass complete short left to Jarvis Landry for 14 yards (tackle by Reggie Nelson). Penalty on Ja'Wuan James: Illegal Formation, 5 yards (no play)",0.760,0.100
1,3:34,3,11,MIA 37,3,0,Damien Williams right guard for 4 yards (tackle by Khalil Mack). Penalty on Mike Pouncey: Offensive Holding (Declined),0.100,-0.650
1,3:10,4,7,MIA 41,3,0,"Matt Haack punts 31 yards. Penalty on Johnny Holton: Offensive Holding, 10 yards",-0.650,-0.040
1,3:02,1,10,OAK 18,3,0,Derek Carr pass complete short right to Michael Crabtree for 12 yards (tackle by Cordrea Tankersley),0.040,0.940
1,2:18,1,10,OAK 30,3,0,DeAndre Washington left guard for 1 yard (tackle by William Hayes),0.940,0.530
1,1:34,2,9,OAK 31,3,0,Derek Carr pass incomplete short right intended for Amari Cooper,0.530,0.000
1,1:31,,,,,,Timeout #1 by Oakland Raiders,0.000,0.160
1,1:31,3,9,OAK 31,3,0,"Derek Carr pass incomplete deep right intended for Michael Crabtree (defended by Maurice Smith). Penalty on Charles Harris: Defensive Offside, 5 yards (no play)",-0.160,0.500
1,1:24,3,4,OAK 36,3,0,Derek Carr pass incomplete deep right intended for Amari Cooper,0.500,-0.980
1,1:20,4,4,OAK 36,3,0,"Marquette King punts 46 yards, out of bounds",-0.980,-0.040
1,1:12,1,10,MIA 18,3,0,Jay Cutler pass complete short right to Kenyan Drake for 3 yards (tackle by Dexter McDonald and NaVorro Bowman),0.040,0.010
1,0:38,2,7,MIA 21,3,0,Jay Cutler pass complete short left to DeVante Parker for 6 yards (tackle by Sean Smith),0.010,-0.020
Quarter,Time,Down,ToGo,Location,OAK,MIA,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,1,MIA 27,3,0,Damien Williams right guard for 2 yards (tackle by Dexter McDonald and Khalil Mack),-0.020,0.870
2,14:22,1,10,MIA 29,3,0,"Kenyan Drake left guard for 11 yards (tackle by Sean Smith). Penalty on Mario Edwards: Unnecessary Roughness, 15 yards",0.870,2.590
2,13:59,1,10,OAK 45,3,0,"Kenyan Drake middle for no gain (tackle by Eddie Vanderdoes). Penalty on Jermon Bushrod: Offensive Holding, 10 yards (no play)",2.590,1.930
2,13:41,1,20,MIA 45,3,0,Jay Cutler pass complete short left to Kenyan Drake for 9 yards (tackle by NaVorro Bowman),1.930,1.910
2,13:27,2,11,OAK 46,3,0,Kenyan Drake right guard for 5 yards (tackle by Khalil Mack),1.910,1.880
2,12:53,3,6,OAK 41,3,0,Jay Cutler pass complete short middle to DeVante Parker for 19 yards (tackle by Obi Melifonwu),1.880,4.110
2,12:05,1,10,OAK 22,3,0,Damien Williams right tackle for 1 yard (tackle by Bruce Irvin),4.110,3.700
2,11:32,2,9,OAK 21,3,0,Jay Cutler pass complete short middle to Damien Williams for 11 yards (tackle by Dexter McDonald and NaVorro Bowman),3.700,4.910
2,10:47,1,10,OAK 10,3,6,"Jay Cutler pass complete short right to Damien Williams for 10 yards, touchdown",4.910,7.000
2,10:37,,,OAK 15,3,6,Cody Parkey kicks extra point no good,0.000,-1.000
2,10:37,,,MIA 35,3,6,"Cody Parkey kicks onside 13 yards, recovered by Cody Parkey (onside kick successful)",0.000,2.130
2,10:36,1,10,MIA 48,3,6,Kenyan Drake left guard for no gain (tackle by Eddie Vanderdoes),2.130,1.580
2,9:53,2,10,MIA 48,3,6,Jay Cutler pass complete short left to Julius Thomas for 9 yards (tackle by Reggie Nelson and NaVorro Bowman),1.580,2.080
2,9:11,3,1,OAK 43,3,6,MarQueis Gray right guard for 3 yards (tackle by Justin Ellis),2.080,2.920
2,8:26,1,10,OAK 40,3,6,Jay Cutler pass complete short right to Julius Thomas for 16 yards (tackle by Cory James),2.920,3.970
2,7:37,1,10,OAK 24,3,6,"Kenyan Drake left guard for 4 yards (tackle by Bruce Irvin). Kenyan Drake fumbles (forced by Bruce Irvin), recovered by T.J. Carrie at OAK-19",3.970,-0.150
2,7:28,1,10,OAK 19,3,6,Derek Carr pass complete short middle to Jared Cook for 27 yards (tackle by Reshad Jones),0.150,1.990
2,6:58,1,10,OAK 46,3,6,"Derek Carr pass complete short left to Michael Crabtree for 12 yards (tackle by Michael Thomas). Penalty on Lee Smith: Unnecessary Roughness, 15 yards",1.990,1.800
2,6:18,1,10,OAK 43,3,6,"Marshawn Lynch middle for no gain (tackle by Kiko Alonso). Penalty on Jared Cook: Illegal Motion, 5 yards (no play)",1.800,1.470
2,6:05,1,15,OAK 38,3,6,"Marshawn Lynch left guard for no gain (tackle by Xavien Howard). Penalty on Jared Cook: Offensive Holding, 10 yards (no play)",1.470,0.810
2,5:42,1,25,OAK 28,3,6,Derek Carr pass complete short left to Jared Cook for 11 yards (tackle by Reshad Jones),0.810,0.710
2,5:05,2,14,OAK 39,3,6,DeAndre Washington left tackle for 11 yards (tackle by Kiko Alonso),0.710,1.490
2,4:18,3,3,,3,6,Marshawn Lynch left guard for 6 yards (tackle by Cameron Wake),1.490,2.650
2,3:35,1,10,MIA 44,9,6,"Derek Carr pass complete deep right to Johnny Holton for 44 yards, touchdown",2.650,7.000
2,3:26,,,MIA 15,10,6,Giorgio Tavecchio kicks extra point good,0.000,0.000
2,3:26,,,OAK 35,10,6,"Giorgio Tavecchio kicks off 70 yards, returned by Jakeem Grant for 25 yards (tackle by Erik Harris)",0.000,-0.280
2,3:21,1,10,MIA 20,10,6,Jay Cutler pass complete short left to Damien Williams for 3 yards (tackle by NaVorro Bowman),0.280,0.140
2,2:44,2,7,MIA 23,10,6,Jay Cutler pass complete short right to Jarvis Landry for 3 yards (tackle by T.J. Carrie),0.140,-0.160
2,2:20,3,4,MIA 26,10,6,"Penalty on Denico Autry: Encroachment, 5 yards (no play)",-0.160,1.000
2,2:00,1,10,MIA 31,10,6,Jay Cutler pass complete short left to Damien Williams for 5 yards (tackle by NaVorro Bowman and Reggie Nelson),1.000,1.140
2,1:38,2,5,MIA 36,10,6,"Jay Cutler pass complete short right to Damien Williams for 10 yards (tackle by Karl Joseph). Penalty on Karl Joseph: Unnecessary Roughness, 15 yards",1.140,2.980
2,1:30,1,10,OAK 39,10,6,Jay Cutler pass complete short middle to Kenyan Drake for 7 yards (tackle by Mario Edwards),2.980,3.390
2,1:10,2,3,OAK 32,10,6,Kenyan Drake left guard for 1 yard (tackle by Mario Edwards),3.390,2.810
2,0:47,3,2,OAK 31,10,6,Jay Cutler pass incomplete short left intended for Julius Thomas (defended by Denico Autry),2.810,1.400
2,0:37,4,2,OAK 31,10,9,Cody Parkey 49 yard field goal good,1.400,3.000
2,0:32,,,MIA 35,10,9,"Cody Parkey kicks off 68 yards, returned by Cordarrelle Patterson for 26 yards (tackle by Michael Thomas)",0.000,-0.480
2,0:28,1,10,OAK 23,10,9,Derek Carr pass complete deep middle to Amari Cooper for 26 yards (tackle by Cordrea Tankersley),0.480,0.000
2,0:20,,,,,,Timeout #2 by Oakland Raiders,0.000,-2.190
2,0:20,1,10,OAK 49,10,9,Derek Carr pass incomplete short middle intended for Jalen Richard (defended by Davon Godchaux),2.190,1.650
2,0:13,2,10,OAK 49,10,9,Derek Carr pass incomplete deep left intended for Amari Cooper (defended by Maurice Smith),1.650,0.960
2,0:05,3,10,OAK 49,10,9,Derek Carr pass complete short middle to Jared Cook for 16 yards (tackle by Bobby McCain),0.960,0.000
2,0:01,,,,,,Timeout #1 by Miami Dolphins,0.000,-3.250
2,0:01,1,10,MIA 35,13,9,Giorgio Tavecchio 53 yard field goal good,3.250,3.000
2,0:01,,,,,,Timeout #3 by Oakland Raiders,0.000,0.000
Quarter,Time,Down,ToGo,Location,OAK,MIA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,OAK 35,13,9,"Giorgio Tavecchio kicks off 65 yards, touchback",0.000,-0.610
3,15:00,1,10,MIA 25,13,9,Jay Cutler pass incomplete short left intended for Julius Thomas (defended by Cory James),0.610,0.060
3,14:57,2,10,MIA 25,13,9,"Damien Williams left tackle for 8 yards (tackle by Bruce Irvin). Penalty on Jesse Davis: Offensive Holding, 10 yards (no play)",0.060,-1.430
3,14:37,2,20,MIA 15,13,9,"Penalty on Jesse Davis: False Start, 5 yards (no play)",-1.430,-1.880
3,14:15,2,25,MIA 10,13,9,Kenyan Drake middle for 4 yards (tackle by Mario Edwards),-1.880,-2.550
3,13:38,3,21,MIA 14,13,9,Jay Cutler pass complete short left to Julius Thomas for 12 yards (tackle by Obi Melifonwu),-2.550,-1.630
3,12:59,4,9,MIA 26,13,9,"Matt Haack punts 54 yards, returned by Jalen Richard for 13 yards (tackle by Michael Thomas)",-1.630,-1.140
3,12:47,1,10,OAK 33,13,9,Marshawn Lynch left guard for 3 yards (tackle by Davon Godchaux),1.140,1.000
3,12:24,2,7,OAK 36,13,9,Marshawn Lynch right tackle for 14 yards (tackle by Reshad Jones),1.000,2.260
3,11:36,1,10,,13,9,Derek Carr pass complete short right to Amari Cooper for 20 yards (tackle by Cordrea Tankersley),2.260,3.580
3,11:05,1,10,MIA 30,13,9,Jalen Richard left end for 3 yards (tackle by Davon Godchaux),3.580,3.440
3,10:25,2,7,MIA 27,13,9,Derek Carr pass complete short left to Marshawn Lynch for 5 yards (tackle by Lawrence Timmons),3.440,3.400
3,9:38,3,2,MIA 22,19,9,"Marshawn Lynch middle for 22 yards, touchdown",3.400,7.000
3,9:23,,,MIA 15,20,9,Giorgio Tavecchio kicks extra point good,0.000,0.000
3,9:23,,,OAK 35,20,9,"Giorgio Tavecchio kicks off 65 yards, touchback",0.000,-0.610
3,9:23,1,10,MIA 25,20,9,Jay Cutler pass complete short left to Kenyan Drake for 10 yards (tackle by NaVorro Bowman),0.610,1.270
3,9:09,1,10,MIA 35,20,9,Jay Cutler pass incomplete,1.270,0.720
3,9:05,2,10,MIA 35,20,9,Kenyan Drake right tackle for 42 yards (tackle by Karl Joseph and Dexter McDonald),0.720,4.040
3,8:34,1,10,OAK 23,20,9,Jay Cutler pass complete short left to Jarvis Landry for 5 yards (tackle by T.J. Carrie),4.040,4.210
3,8:08,2,5,OAK 18,20,9,Jay Cutler pass complete short middle to Kenny Stills for 9 yards (tackle by Reggie Nelson),4.210,5.140
3,7:20,1,9,OAK 9,20,9,Jay Cutler pass complete short right to Anthony Fasano for 3 yards (tackle by Dexter McDonald),5.140,4.950
3,6:41,2,6,OAK 6,20,15,"Jay Cutler pass complete short right to Jarvis Landry for 6 yards, touchdown",4.950,7.000
3,6:34,,,OAK 15,20,16,Cody Parkey kicks extra point good,0.000,0.000
3,6:34,,,MIA 35,20,16,"Cody Parkey kicks off 68 yards, returned by Cordarrelle Patterson for 35 yards (tackle by Cody Parkey)",0.000,-1.070
3,6:28,1,10,OAK 32,20,16,Derek Carr pass incomplete short right intended for Jared Cook,1.070,0.530
3,6:24,2,10,OAK 32,20,16,Derek Carr pass complete short left to Amari Cooper for 6 yards (tackle by Maurice Smith),0.530,0.630
3,5:56,3,4,OAK 38,20,16,Derek Carr pass complete short right to Seth Roberts for -1 yards (tackle by Bobby McCain),0.630,-0.910
3,5:20,4,5,OAK 37,20,16,"Marquette King punts 45 yards, fair catch by Jakeem Grant",-0.910,-0.040
