Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST
Player,Pos,Num,Pct,Num,Pct,Num,Pct
Tyler Shatley,C,54,100%,0,0%,5,19%
Jermey Parnell,T,54,100%,0,0%,5,19%
A.J. Cann,G,54,100%,0,0%,5,19%
Blake Bortles,QB,54,100%,0,0%,0,0%
Cam Robinson,T,54,100%,0,0%,0,0%
Patrick Omameh,G,52,96%,0,0%,5,19%
Marcedes Lewis,TE,45,83%,0,0%,5,19%
Leonard Fournette,RB,39,72%,0,0%,0,0%
Allen Hurns,WR,39,72%,0,0%,0,0%
Marqise Lee,WR,33,61%,0,0%,0,0%
Keelan Cole,WR,27,50%,0,0%,6,23%
Ben Koyack,TE,25,46%,0,0%,4,15%
James O'Shaughnessy,TE,18,33%,0,0%,18,69%
Chris Ivory,RB,15,28%,0,0%,0,0%
Tommy Bohanon,FB,12,22%,0,0%,9,35%
Arrelious Benn,WR,11,20%,0,0%,18,69%
Max McCaffrey,WR,3,6%,0,0%,3,12%
Josh Wells,T,2,4%,0,0%,5,19%
Chris Reed,G,2,4%,0,0%,0,0%
Corey Grant,RB,1,2%,0,0%,18,69%
Tashaun Gipson,FS,0,0%,80,100%,3,12%
Telvin Smith,LB,0,0%,80,100%,3,12%
Jalen Ramsey,CB,0,0%,80,100%,3,12%
Myles Jack,LB,0,0%,80,100%,3,12%
A.J. Bouye,CB,0,0%,78,98%,3,12%
Barry Church,SS,0,0%,74,92%,4,15%
Yannick Ngakoue,DE,0,0%,63,79%,3,12%
Calais Campbell,DE,0,0%,58,72%,8,31%
Aaron Colvin,CB,0,0%,56,70%,3,12%
Malik Jackson,DT,0,0%,56,70%,0,0%
Dante Fowler,DE,0,0%,38,48%,0,0%
Abry Jones,DT,0,0%,37,46%,8,31%
Sheldon Day,DT,0,0%,25,31%,7,27%
Eli Ankou,DT,0,0%,22,28%,0,0%
Dawuane Smoot,DE,0,0%,21,26%,8,31%
Paul Posluszny,LB,0,0%,18,22%,9,35%
Tyler Patmon,CB,0,0%,8,10%,9,35%
Peyton Thompson,FS,0,0%,6,8%,18,69%
Donald Payne,LB,0,0%,0,0%,18,69%
Blair Brown,LB,0,0%,0,0%,18,69%
Lafayette Pitts,CB,0,0%,0,0%,16,62%
Jason Myers,K,0,0%,0,0%,11,42%
Matt Overton,LS,0,0%,0,0%,10,38%
Brad Nortman,P,0,0%,0,0%,10,38%
Jalen Myrick,CB,0,0%,0,0%,5,19%
