Quarter,Time,Down,ToGo,Location,SFO,TAM,Detail,EPB,EPA
1,7:10,2,6,SFO 7,0,0,Brad Johnson pass complete to Mike Alstott for 5 yards (tackle by Tony Parrish),4.890,5.120
1,6:41,3,1,SFO 2,0,6,"Mike Alstott right guard for 2 yards, touchdown",5.120,7.000
1,6:41,,,SFO 2,0,7,Martin Gramatica kicks extra point good,0.000,0.000
1,6:41,,,TAM 30,0,7,"Martin Gramatica kicks off 57 yards, returned by Paul Smith for 18 yards (tackle by Darian Barnes)",0.000,1.000
1,6:28,1,10,SFO 31,0,7,Jeff Garcia pass complete to Eric Johnson for 2 yards (tackle by Greg Spires),1.000,0.730
1,5:48,2,8,SFO 33,0,7,Jeff Garcia pass complete to J.J. Stokes for 6 yards (tackle by Shelton Quarles),0.730,0.830
1,5:07,3,2,SFO 39,0,7,Jeff Garcia pass complete to Tai Streets for 4 yards (tackle by Ronde Barber),0.830,1.800
1,4:25,1,10,SFO 43,0,7,Kevan Barlow middle for 7 yards (tackle by John Lynch),1.800,2.200
1,3:47,2,3,,0,7,Jeff Garcia pass complete to Terrell Owens for 10 yards (tackle by Ronde Barber),2.200,2.920
1,3:19,1,10,TAM 40,0,7,Jeff Garcia pass complete to Tai Streets for 4 yards (tackle by Dwight Smith),2.920,2.910
1,2:39,2,6,TAM 36,0,7,Kevan Barlow middle for 2 yards (tackle by Ronde Barber and Shelton Quarles),2.910,2.480
1,1:57,3,4,TAM 34,0,7,Jeff Garcia pass complete to Tai Streets for 30 yards (tackle by Ronde Barber),2.480,6.280
1,1:19,1,4,TAM 4,0,7,Jeff Garcia pass incomplete intended for J.J. Stokes,6.280,5.340
1,1:14,2,4,TAM 4,0,7,Kevan Barlow middle for -2 yards (tackle by Shelton Quarles and Dexter Jackson),5.340,4.040
1,0:31,3,6,TAM 6,0,7,Jeff Garcia pass incomplete intended for Terrell Owens,4.040,2.990
1,0:22,4,6,TAM 6,3,7,Jeff Chandler 24 yard field goal good,2.990,3.000
1,0:22,,,SFO 30,3,7,"Jeff Chandler kicks off 66 yards, returned by Aaron Stecker for 19 yards (tackle by Terry Killens)",0.000,0.480
1,0:11,1,10,TAM 23,3,7,Mike Alstott left guard for 4 yards (tackle by Chike Okeafor and Jeff Ulbrich),0.480,0.470
Quarter,Time,Down,ToGo,Location,SFO,TAM,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,6,TAM 27,3,7,Brad Johnson pass complete to Mike Alstott for 5 yards (tackle by Julian Peterson),0.470,0.430
2,14:27,3,1,TAM 32,3,7,Mike Alstott right guard for 4 yards (tackle by Derek Smith),0.430,1.330
2,13:42,1,10,TAM 36,3,7,Brad Johnson pass incomplete (defended by Bryant Young),1.330,0.790
2,13:35,2,10,TAM 36,3,7,"Mike Alstott middle for 5 yards (tackle by Julian Peterson). Penalty on Keyshawn Johnson: Illegal Motion, 5 yards (no play)",0.790,0.120
2,13:12,2,15,TAM 31,3,7,Brad Johnson pass complete to Keyshawn Johnson for 14 yards (tackle by Derek Smith),0.120,1.290
2,12:31,3,1,TAM 45,3,7,Mike Alstott right tackle for 4 yards (tackle by Jeff Ulbrich),1.290,2.190
2,11:56,1,10,TAM 49,3,7,Brad Johnson pass incomplete intended for Keenan McCardell (defended by Zack Bronson),2.190,1.650
2,11:47,2,10,TAM 49,3,7,Brad Johnson pass complete to Keyshawn Johnson for 28 yards (tackle by Zack Bronson),1.650,4.040
2,10:58,1,10,SFO 23,3,7,"Penalty on TAM: Offensive 12 On-field, 5 yards (no play)",4.040,3.710
2,10:58,1,15,SFO 28,3,7,Michael Pittman right end for -2 yards (tackle by Zack Bronson and Rashad Holman),3.710,2.550
2,10:16,2,17,SFO 30,3,7,Brad Johnson pass complete to Michael Pittman for 10 yards (tackle by Derek Smith and Jeff Ulbrich),2.550,3.200
2,9:35,3,7,SFO 20,3,13,"Brad Johnson pass complete to Joe Jurevicius for 20 yards, touchdown",3.200,7.000
2,9:35,,,SFO 20,3,14,Martin Gramatica kicks extra point good,0.000,0.000
2,9:35,,,TAM 30,3,14,"Martin Gramatica kicks off 63 yards, returned by Vinny Sutherland for 32 yards (tackle by Nate Webster). Penalty on Nate Webster: Unnecessary Roughness, 15 yards",0.000,2.520
2,9:19,1,10,TAM 46,3,14,"Garrison Hearst right tackle for 9 yards (tackle by John Lynch). Penalty on John Lynch: Unnecessary Roughness, 15 yards",2.520,4.110
2,8:53,1,10,TAM 22,3,14,Jeff Garcia pass incomplete intended for Tai Streets (defended by Alshermond Singleton),4.110,3.560
2,8:47,2,10,TAM 22,3,14,Jeff Garcia pass incomplete intended for Tai Streets,3.560,2.870
2,8:40,3,10,TAM 22,3,14,Jeff Garcia pass incomplete intended for Terrell Owens,2.870,1.990
2,8:36,4,10,TAM 22,6,14,Jeff Chandler 40 yard field goal good,1.990,3.000
2,8:36,,,SFO 30,6,14,"Jeff Chandler kicks off 62 yards, muffed catch by Aaron Stecker, recovered by Aaron Stecker at TB-17, and returned for 31 yards",0.000,2.130
2,8:21,1,10,TAM 48,6,14,"Brad Johnson pass incomplete intended for Joe Jurevicius (defended by Tony Parrish). Penalty on Tony Parrish: Defensive Pass Interference, 36 yards (no play)",2.130,4.510
2,8:12,1,10,SFO 16,6,14,Mike Alstott middle for 4 yards (tackle by Jim Flanigan),4.510,4.570
2,7:31,2,6,SFO 12,6,20,"Brad Johnson pass complete to Rickey Dudley for 12 yards, touchdown",4.570,7.000
2,7:31,,,SFO 12,6,21,Martin Gramatica kicks extra point good,0.000,0.000
2,7:31,,,TAM 30,6,21,"Martin Gramatica kicks off 52 yards, returned by Paul Smith for 13 yards (tackle by Jermaine Phillips). Penalty on Corey Ivy: Offside on Free Kick, 5 yards (no play)",0.000,0.000
2,7:31,,,TAM 25,6,21,"Martin Gramatica kicks off 69 yards, returned by Vinny Sutherland for 31 yards (tackle by Corey Ivy). Vinny Sutherland fumbles, recovered by Dwight Smith at SFO-49",0.000,-2.320
2,7:04,1,10,SFO 49,6,21,Michael Pittman middle for -1 yards (tackle by Derek Smith),2.320,1.650
2,6:34,2,11,,6,21,Brad Johnson pass complete to Ken Dilger for 9 yards (tackle by Mike Rumph),1.650,2.150
2,5:55,3,2,SFO 41,6,21,Brad Johnson pass complete to Ken Dilger for 5 yards (tackle by Tony Parrish),2.150,3.180
2,5:22,1,10,SFO 36,6,21,"Brad Johnson pass incomplete intended for Michael Pittman (defended by Andre Carter). Penalty on Cosey Coleman: Offensive Holding, 10 yards (no play)",3.180,2.520
2,5:17,1,20,SFO 46,6,21,Michael Pittman right end for 2 yards (tackle by Julian Peterson and Mike Rumph),2.520,1.560
2,4:36,2,18,SFO 44,6,21,Brad Johnson pass incomplete intended for Rickey Dudley,1.560,0.890
2,4:33,3,18,SFO 44,6,21,"Brad Johnson pass incomplete. Penalty on Bryant Young: Defensive Holding, 5 yards (no play)",0.890,2.980
2,4:27,1,10,SFO 39,6,21,Mike Alstott right tackle for 2 yards (tackle by Tony Parrish and John Keith),2.980,2.710
2,3:50,2,8,SFO 37,6,21,Brad Johnson pass incomplete intended for Keenan McCardell,2.710,2.020
2,3:44,3,8,SFO 37,6,21,"Brad Johnson sacked by Julian Peterson for -9 yards. Brad Johnson fumbles (forced by Julian Peterson), recovered by Michael Pittman at SFO-43",2.020,0.400
2,2:56,4,14,SFO 43,6,21,"Tom Tupa punts 28 yards, fair catch by Vinny Sutherland. Penalty on Ryan Benjamin: Offensive Holding, 10 yards (no play)",0.400,-0.260
2,2:46,4,24,TAM 47,6,21,Tom Tupa punts 51 yards,-0.260,0.380
2,2:34,1,10,SFO 3,6,21,Jeff Garcia pass complete to Terrell Owens for 13 yards (tackle by Dwight Smith),-0.380,-0.140
2,2:08,1,10,SFO 16,6,21,Jeff Garcia pass incomplete intended for Tai Streets is intercepted by Derrick Brooks at SFO-26,-0.140,-3.840
2,2:00,1,10,SFO 26,6,21,Brad Johnson pass incomplete intended for Keenan McCardell (defended by Rashad Holman),3.840,3.300
2,1:54,2,10,SFO 26,6,21,Michael Pittman left end for 22 yards (tackle by Tony Parrish),3.300,6.280
2,1:10,1,4,SFO 4,6,21,Michael Pittman middle for 2 yards (tackle by Zack Bronson and Chike Okeafor),6.280,5.720
2,0:55,1,4,SFO 4,,,Timeout #1 by San Francisco 49ers,6.280,5.720
2,0:55,2,2,SFO 2,6,27,"Mike Alstott left end for 2 yards, touchdown",5.720,7.000
2,0:55,,,SFO 2,6,28,Martin Gramatica kicks extra point good,0.000,0.000
2,0:55,,,TAM 30,6,28,"Martin Gramatica kicks off 64 yards, returned by Vinny Sutherland for 25 yards (tackle by Aaron Stecker)",0.000,1.000
2,0:50,1,10,SFO 31,6,28,Garrison Hearst middle for 9 yards (tackle by Ellis Wyms),1.000,1.680
Quarter,Time,Down,ToGo,Location,SFO,TAM,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TAM 30,6,28,"Martin Gramatica kicks off 61 yards, returned by Paul Smith for 27 yards (tackle by Todd Yoder)",0.000,1.330
3,14:54,1,10,SFO 36,6,28,Jeff Garcia pass incomplete intended for Terrell Owens is intercepted by Dwight Smith at SFO-43 and returned for 6 yards,1.330,-3.120
3,14:44,1,10,SFO 37,6,28,Aaron Stecker for 7 yards (tackle by Zack Bronson),3.120,3.520
3,14:15,2,3,SFO 30,6,28,Mike Alstott middle for 1 yard (tackle by Jeff Ulbrich),3.520,2.940
3,13:39,3,2,SFO 29,6,28,Brad Johnson pass complete to Keyshawn Johnson for 11 yards (tackle by Zack Bronson and Mike Rumph),2.940,4.370
3,12:52,1,10,SFO 18,6,28,Michael Pittman right guard for 4 yards (tackle by John Keith and Derek Smith),4.370,4.430
3,12:09,2,6,SFO 14,6,28,Brad Johnson middle for 5 yards (tackle by Derek Smith),4.430,4.740
3,11:31,3,1,SFO 9,6,28,Mike Alstott left tackle for 1 yard (tackle by Derek Smith),4.740,5.370
3,10:46,1,8,SFO 8,6,28,Mike Alstott right tackle for no gain (tackle by Jeff Ulbrich and Julian Peterson),5.370,4.570
3,10:01,2,8,SFO 8,6,28,Michael Pittman right guard for no gain (tackle by Jeff Ulbrich),4.570,3.580
3,9:23,3,8,SFO 8,6,28,Rob Johnson for 7 yards (tackle by Zack Bronson),3.580,3.550
3,8:33,4,1,SFO 1,6,31,Martin Gramatica 19 yard field goal good,3.550,3.000
3,8:33,,,TAM 30,6,31,"Martin Gramatica kicks off 55 yards, returned by Paul Smith for 29 yards (tackle by Todd Yoder)",0.000,1.860
3,8:22,1,10,SFO 44,6,31,"Jeff Garcia for no gain. Jeff Garcia fumbles, recovered by Jeff Garcia at SFO-36",1.860,0.240
3,8:00,2,18,SFO 36,6,31,Jeff Garcia pass complete to Tai Streets for 8 yards (tackle by Dwight Smith),0.240,0.630
3,7:28,3,10,SFO 44,6,31,Jeff Garcia pass incomplete intended for Terrell Owens,0.630,-0.460
3,7:23,4,10,SFO 44,6,31,"Bill LaFleur punts 52 yards, out of bounds",-0.460,0.380
3,7:13,1,10,TAM 4,6,31,Mike Alstott middle for 4 yards (tackle by Julian Peterson and John Engelberger),-0.380,-0.490
3,6:31,2,6,TAM 8,6,31,Michael Pittman right tackle for 2 yards (tackle by Bryant Young and Derek Smith),-0.490,-0.720
3,5:51,3,4,TAM 10,6,31,Brad Johnson pass incomplete intended for Mike Alstott,-0.720,-2.490
3,5:51,4,4,TAM 10,6,31,"Tom Tupa punts 52 yards, returned by Vinny Sutherland for 31 yards (tackle by Corey Ivy). Penalty on Mike Rumph: Illegal Block Above the Waist, 10 yards",-2.490,-0.810
3,5:33,1,10,SFO 28,6,31,Jeff Garcia pass incomplete intended for Eric Johnson (defended by Chartric Darby),0.810,0.260
3,5:27,2,10,SFO 28,6,31,Garrison Hearst middle for 5 yards (tackle by Shelton Quarles),0.260,0.230
3,4:51,3,5,SFO 33,6,31,Jeff Garcia pass complete to J.J. Stokes for 7 yards (tackle by Dwight Smith),0.230,1.600
3,4:23,1,10,SFO 40,6,31,"Penalty on Matt Willig: False Start, 5 yards (no play)",1.600,1.270
3,4:07,1,15,SFO 35,6,31,Garrison Hearst left tackle for 14 yards (tackle by Shelton Quarles),1.270,2.270
3,3:42,2,1,SFO 49,6,31,Jeff Garcia pass complete to Garrison Hearst for 5 yards (tackle by John Lynch and Shelton Quarles),2.270,2.520
3,3:15,1,10,TAM 46,6,31,Jeff Garcia pass complete to Tai Streets for 16 yards (tackle by Dwight Smith),2.520,3.580
3,2:51,1,10,TAM 30,6,31,Garrison Hearst middle for 3 yards (tackle by Ellis Wyms),3.580,3.440
3,2:27,2,7,TAM 27,6,31,"Jeff Garcia sacked by Simeon Rice for -8 yards. Jeff Garcia fumbles (forced by Simeon Rice), recovered by Derrick Brooks at TAM-35 (tackle by Scott Gragg)",3.440,-1.270
3,2:20,1,10,TAM 35,6,31,Mike Alstott left guard for 20 yards (tackle by Tony Parrish),1.270,2.590
3,1:29,1,10,SFO 45,6,31,Michael Pittman right end for no gain (tackle by Mike Rumph and Julian Peterson),2.590,2.040
3,0:45,2,10,SFO 45,6,31,Brad Johnson pass complete to Keyshawn Johnson for 15 yards (tackle by Tony Parrish and Jeff Ulbrich),2.040,3.580
Quarter,Time,Down,ToGo,Location,SFO,TAM,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,SFO 30,6,31,Michael Pittman middle for 2 yards (tackle by John Engelberger and Derek Smith),3.580,3.300
4,14:17,2,8,SFO 28,6,31,Mike Alstott left tackle for 2 yards (tackle by Jeff Ulbrich),3.300,2.870
4,13:31,3,6,SFO 26,6,31,Brad Johnson pass incomplete intended for Keyshawn Johnson (defended by Bryant Young),2.870,1.760
4,13:27,4,6,SFO 26,6,31,Martin Gramatica 45 yard field goal no good,1.760,-1.270
4,13:22,1,10,SFO 35,6,31,"Jeff Garcia sacked by Alshermond Singleton for -6 yards. Jeff Garcia fumbles (forced by Alshermond Singleton), recovered by Matt Willig at SFO-28",1.270,-0.220
,,,,,,,"SFO challenged the ruling, and the play was upheld.",,
4,12:53,2,17,SFO 28,6,31,Garrison Hearst middle for 5 yards (tackle by Greg Spires),-0.220,-0.230
4,12:14,3,12,SFO 33,6,31,Jeff Garcia pass complete to Fred Beasley for 3 yards (tackle by Brian Kelly),-0.230,-0.980
4,11:32,4,9,SFO 36,6,31,"Bill LaFleur punts 37 yards, returned by Karl Williams for 12 yards (tackle by Terry Killens)",-0.980,-1.530
4,11:23,1,10,TAM 39,6,31,Mike Alstott middle for 3 yards (tackle by Jeff Ulbrich),1.530,1.390
4,10:40,2,7,TAM 42,6,31,Michael Pittman right end for 3 yards (tackle by Chike Okeafor and Jeff Ulbrich),1.390,1.090
4,9:57,3,4,TAM 45,6,31,Brad Johnson pass incomplete intended for Keyshawn Johnson (defended by Rashad Holman),1.090,-0.390
4,9:50,4,4,TAM 45,6,31,"Tom Tupa punts 39 yards, returned by Vinny Sutherland for 25 yards (tackle by John Howell)",-0.390,-1.660
4,9:41,1,10,SFO 41,6,31,Jeff Garcia pass complete to Garrison Hearst for 6 yards (tackle by Derrick Brooks),1.660,1.930
4,9:17,2,4,SFO 47,6,31,Garrison Hearst middle for -2 yards (tackle by Ellis Wyms and Chartric Darby),1.930,0.960
4,8:42,3,6,SFO 45,6,31,Jeff Garcia pass incomplete intended for Terrell Owens (defended by Brian Kelly),0.960,-0.390
4,8:36,4,6,SFO 45,6,31,Jeff Garcia pass complete to Eric Johnson for 5 yards (tackle by Derrick Brooks),-0.390,-2.260
4,8:25,1,10,TAM 50,6,31,Michael Pittman right end for 2 yards (tackle by Bryant Young),2.260,1.980
4,7:39,2,8,SFO 48,6,31,Aaron Stecker left tackle for 1 yard (tackle by Jeff Ulbrich),1.980,1.420
4,6:57,3,7,SFO 47,6,31,Brad Johnson pass incomplete intended for Keyshawn Johnson,1.420,0.130
4,6:52,4,7,SFO 47,6,31,"Tom Tupa punts 47 yards, touchback",0.130,-0.280
4,6:41,1,10,SFO 20,6,31,Jeff Garcia pass complete to J.J. Stokes for 7 yards (tackle by Dwight Smith),0.280,0.680
4,6:22,2,3,SFO 27,6,31,Garrison Hearst middle for 3 yards (tackle by Ellis Wyms and Shelton Quarles),0.680,0.940
4,5:58,1,10,SFO 30,6,31,"Jeff Garcia pass complete to Terrell Owens for 3 yards (tackle by Derrick Brooks). Penalty on Ellis Wyms: Roughing the Passer, 15 yards",0.940,2.130
4,5:33,1,10,SFO 48,6,31,Jeff Garcia pass complete to Fred Beasley for 12 yards (tackle by Simeon Rice),2.130,2.920
4,5:03,1,10,TAM 40,6,31,Jeff Garcia pass incomplete intended for Tai Streets,2.920,2.370
,,,,,,,"TAM challenged the ruling, and the original play was overturned.",,
4,4:55,2,10,TAM 40,6,31,Jeff Garcia pass complete to Garrison Hearst for 5 yards (tackle by Simeon Rice and Derrick Brooks),2.370,2.340
4,4:16,3,5,TAM 35,6,31,Garrison Hearst middle for 4 yards (tackle by Derrick Brooks),2.340,1.410
4,3:31,4,1,TAM 31,6,31,Jeff Garcia pass complete to Kevan Barlow for 3 yards (tackle by Shelton Quarles),1.410,3.710
4,2:56,1,10,TAM 28,6,31,Jeff Garcia pass incomplete intended for Eric Johnson,3.710,3.170
4,2:53,2,10,TAM 28,6,31,Jeff Garcia pass incomplete intended for Eric Johnson (defended by Ellis Wyms),3.170,2.480
4,2:49,3,10,TAM 28,6,31,"Jeff Garcia pass incomplete intended for Terrell Owens is intercepted by Ronde Barber at TAM-20 and returned for 80 yards. Penalty on Simeon Rice: Face Mask (15 Yards), 15 yards",2.480,-0.940
4,2:34,1,10,TAM 30,6,31,Michael Pittman left tackle for 1 yard (tackle by Bryant Young),0.940,0.530
4,2:25,1,10,TAM 30,,,Timeout #2 by San Francisco 49ers,0.940,0.530
4,2:25,2,9,TAM 31,6,31,Rob Johnson pass complete to Ken Dilger for 21 yards (tackle by Derek Smith),0.530,2.390
4,2:00,1,10,SFO 48,6,31,"Aaron Stecker right end for 3 yards (tackle by Julian Peterson). Penalty on Michael Pittman: Illegal Motion, 5 yards (no play)",2.390,2.060
4,1:53,1,15,TAM 47,6,31,Mike Alstott middle for 2 yards (tackle by Julian Peterson and Derek Smith),2.060,1.440
4,1:06,2,13,TAM 49,6,31,"Michael Pittman left end for -2 yards (tackle by Julian Peterson). Michael Pittman fumbles (forced by Julian Peterson), recovered by Chike Okeafor at TAM-47 (tackle by Mike Alstott)",1.440,-2.460
4,0:59,1,10,TAM 47,6,31,Jeff Garcia pass complete to Cedrick Wilson for 22 yards (tackle by Jermaine Phillips),2.460,3.910
4,0:51,1,10,TAM 25,6,31,"Penalty on Matt Willig: False Start, 5 yards (no play)",3.910,3.580
4,0:51,1,15,TAM 30,6,31,Jeff Garcia pass complete to Garrison Hearst for 13 yards (tackle by Derrick Brooks and Chartric Darby),3.580,4.550
4,0:41,1,15,TAM 30,,,Timeout #3 by San Francisco 49ers,3.580,4.550
4,0:41,2,2,TAM 17,6,31,Jeff Garcia pass complete to Terrell Owens for 9 yards (tackle by Corey Ivy),4.550,5.370
4,0:25,1,8,TAM 8,6,31,Jeff Garcia pass incomplete,5.370,4.570
4,0:24,2,8,TAM 8,6,31,Jeff Garcia pass incomplete intended for Eric Johnson (defended by Alshermond Singleton),4.570,3.580
4,0:13,3,8,TAM 8,6,31,Jeff Garcia pass incomplete,3.580,2.950
4,0:09,4,8,TAM 8,6,31,Jeff Garcia pass incomplete intended for J.J. Stokes,2.950,-0.380
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
