Unnamed: 0_level_0,Unnamed: 1_level_0,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Dedric Ward,DAL,0,0,,0,0,1,12,12.0,0,0
ReShard Lee,DAL,3,97,32.3,0,0,0,0,,0,0
Jacques Reeves,DAL,2,46,23.0,0,0,0,0,,0,0
Matt Lehr,DAL,1,9,9.0,0,0,0,0,,0,0
,,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Mewelde Moore,MIN,1,17,17.0,0,0,1,1,1.0,0,0
Onterrio Smith,MIN,3,54,18.0,0,0,0,0,,0,0
