Quarter,Time,Down,ToGo,Location,TAM,PIT,Detail,EPB,EPA
1,4:19,4,1,TAM 36,0,0,"Penalty on Kendall Simmons: False Start, 5 yards (no play)",0.890,0.530
1,4:03,4,6,TAM 41,0,0,"Chris Gardocki punts 27 yards, fair catch by Ike Hilliard",0.530,0.280
1,3:56,1,10,TAM 14,0,0,"Penalty on John Wade: False Start, 5 yards (no play)",-0.280,-0.570
1,3:56,1,15,TAM 9,0,0,Bruce Gradkowski pass complete deep middle to Michael Clayton for 21 yards (tackle by Tyrone Carter),-0.570,0.940
1,3:12,1,10,TAM 30,0,0,Bruce Gradkowski pass incomplete short right intended for Joey Galloway is intercepted by Larry Foote at TAM-38 and returned for 11 yards,0.940,-3.780
1,3:05,1,10,TAM 27,0,0,Willie Parker middle for 3 yards (tackle by Shelton Quarles and Will Allen),3.780,3.640
1,2:31,2,7,TAM 24,0,0,Ben Roethlisberger pass complete short right to Santonio Holmes for 18 yards (tackle by Jermaine Phillips),3.640,5.830
1,1:49,1,6,TAM 6,0,0,Willie Parker right guard for 3 yards (tackle by Derrick Brooks and Jovan Haye),5.830,5.530
1,1:12,2,3,TAM 3,0,0,Willie Parker left tackle for 1 yard (tackle by Shelton Quarles and Jermaine Phillips),5.530,4.950
1,0:34,3,2,TAM 2,0,6,"Ben Roethlisberger pass complete short middle to Jerame Tuman for 2 yards, touchdown",4.950,7.000
1,,,,TAM 2,0,7,Jeff Reed kicks extra point good,0.000,0.000
1,,,,PIT 30,0,7,"Jeff Reed kicks off 63 yards, returned by Torrie Cox for 21 yards (tackle by Sean Morey)",0.000,0.810
1,0:21,1,10,TAM 28,0,7,Bruce Gradkowski pass complete short right to Joey Galloway for 5 yards (tackle by Bryant McFadden),0.810,0.940
1,0:21,2,5,TAM 33,0,7,Cadillac Williams left tackle for 6 yards (tackle by James Farrior),0.940,1.530
Quarter,Time,Down,ToGo,Location,TAM,PIT,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,TAM 39,0,7,Joey Galloway right end for 7 yards (tackle by Deshea Townsend),1.530,1.930
2,14:21,2,3,TAM 46,0,7,Cadillac Williams left tackle for -4 yards (tackle by Ryan Clark),1.930,0.700
2,13:41,3,7,TAM 42,0,7,Bruce Gradkowski sacked by Joey Porter for -8 yards,0.700,-1.110
2,13:11,4,15,TAM 34,0,7,"Josh Bidwell punts 52 yards, returned by Santonio Holmes for 8 yards (tackle by Earnest Graham). Penalty on James Harrison: Illegal Block Above the , 10 yards",-1.110,0.350
2,12:59,1,10,PIT 12,0,7,Dan Kreider middle for 5 yards (tackle by Jovan Haye and Shelton Quarles),-0.350,-0.230
2,12:27,2,5,PIT 17,0,7,Ben Roethlisberger pass complete deep right to Nate Washington for 24 yards (tackle by Kalvin Pearson),-0.230,1.660
2,11:36,1,10,PIT 41,0,7,Willie Parker left tackle for -2 yards (tackle by Shelton Quarles),1.660,0.850
2,10:54,2,12,PIT 39,0,7,Ben Roethlisberger pass incomplete short middle intended for Sean Morey (defended by Phillip Buchanon),0.850,0.170
2,10:50,3,12,PIT 39,0,7,Ben Roethlisberger pass incomplete short middle intended for Nate Washington (defended by Ronde Barber),0.170,-0.780
2,10:46,4,12,PIT 39,0,7,"Chris Gardocki punts 38 yards, returned by Phillip Buchanon for -1 yards (tackle by Anthony Madison)",-0.780,-0.410
2,10:37,1,10,TAM 22,0,7,Bruce Gradkowski pass complete short right to Joey Galloway for 8 yards (tackle by Ryan Clark),0.410,0.950
2,10:13,2,2,TAM 30,0,7,Bruce Gradkowski pass complete short left to Michael Clayton for 9 yards (tackle by Deshea Townsend),0.950,1.530
2,9:36,1,10,TAM 39,0,7,Bruce Gradkowski pass complete short left to Cadillac Williams for 9 yards (tackle by Casey Hampton),1.530,2.200
,,,,,,,"TAM challenged the ruling, and the original play was overturned.",,
2,9:19,2,1,TAM 48,0,7,"Penalty on Cadillac Williams: False Start, 5 yards (no play)",2.200,1.530
2,9:19,2,6,TAM 43,0,7,Cadillac Williams left tackle for 5 yards (tackle by Bryant McFadden and Larry Foote),1.530,1.490
2,8:30,3,1,TAM 48,0,7,Mike Alstott left guard for 5 yards (tackle by Bryant McFadden),1.490,2.460
2,7:55,1,10,PIT 47,0,7,Bruce Gradkowski pass complete short left to Anthony Becht for 9 yards (tackle by Ryan Clark and James Farrior),2.460,3.130
2,7:20,2,1,PIT 38,0,7,Mike Alstott middle for no gain (tackle by Brett Keisel and James Farrior),3.130,2.410
2,6:35,3,1,PIT 38,0,7,Michael Clayton left end for 3 yards (tackle by Brett Keisel and Bryant McFadden),2.410,3.250
2,6:35,1,10,PIT 35,0,7,Cadillac Williams middle for 3 yards (tackle by Larry Foote and Mike Logan),3.250,3.110
2,5:17,2,7,PIT 32,0,7,Bruce Gradkowski pass incomplete short right intended for Joey Galloway,3.110,2.410
2,5:14,,,,0,7,Timeout #1 by Tampa Bay Buccaneers,0.000,2.410
2,5:14,3,7,PIT 32,0,7,Bruce Gradkowski sacked by Brett Keisel for -6 yards,2.410,0.720
2,4:41,4,13,PIT 38,0,7,"Josh Bidwell punts 38 yards, touchback",0.720,-0.280
2,4:37,1,10,PIT 20,0,7,Ben Roethlisberger pass complete short right to Willie Parker for 25 yards (tackle by Ronde Barber and Jamie Winborn),0.280,1.930
2,4:09,1,10,PIT 45,0,7,Ben Roethlisberger right guard for 1 yard (tackle by Greg Spires),1.930,1.520
2,3:29,2,9,PIT 46,0,7,Ben Roethlisberger pass complete deep right to Nate Washington for 18 yards (tackle by Ronde Barber and Ryan Nece),1.520,3.180
2,2:59,1,10,TAM 36,0,7,Willie Parker middle for 3 yards (tackle by Kalvin Pearson),3.180,3.040
2,2:21,2,7,TAM 33,0,7,Ben Roethlisberger pass incomplete short right intended for Santonio Holmes (defended by Jermaine Phillips),3.040,2.350
2,2:16,3,7,TAM 33,0,7,Ben Roethlisberger right guard for 1 yard (tackle by Dewayne White),2.350,1.250
2,2:00,4,6,TAM 32,0,10,Jeff Reed 50 yard field goal good,1.250,3.000
2,,,,PIT 30,0,10,"Jeff Reed kicks off 64 yards, returned by Torrie Cox for 15 yards (tackle by James Harrison)",0.000,0.340
2,1:51,1,10,TAM 21,0,10,"Michael Pittman for -1 yards. Michael Pittman fumbles, recovered by Michael Pittman at TAM-21",0.340,-0.340
2,1:51,2,11,TAM 20,0,10,Cadillac Williams right tackle for 10 yards (tackle by Tyrone Carter),-0.340,0.300
2,0:52,3,1,TAM 30,0,10,Bruce Gradkowski middle for 3 yards (tackle by Brett Keisel),0.300,1.140
2,0:52,1,10,TAM 33,0,10,Bruce Gradkowski pass complete short middle to Michael Pittman for 7 yards (tackle by Ryan Clark),1.140,1.540
2,0:23,,,,0,10,Timeout #2 by Tampa Bay Buccaneers,0.000,1.540
2,0:23,2,3,TAM 40,0,10,Bruce Gradkowski middle for 5 yards (tackle by Joey Porter),1.540,1.930
2,0:15,,,,0,10,Timeout #3 by Tampa Bay Buccaneers,0.000,1.930
2,0:15,1,10,TAM 45,0,10,Bruce Gradkowski sacked by Aaron Smith for -1 yards,1.930,1.250
Quarter,Time,Down,ToGo,Location,TAM,PIT,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TAM 30,0,10,"Matt Bryant kicks off 64 yards, returned by Najeh Davenport for 21 yards (tackle by Jermaine Phillips). Najeh Davenport fumbles (forced by Jermaine Phillips), recovered by Najeh Davenport at PIT-27",0.000,0.740
3,14:54,1,10,PIT 27,0,10,Ben Roethlisberger pass incomplete short right intended for Nate Washington,0.740,0.200
3,14:48,2,10,PIT 27,0,10,Willie Parker left guard for no gain (tackle by Ronde Barber),0.200,-0.490
3,14:08,3,10,PIT 27,0,10,Ben Roethlisberger pass incomplete short right intended for Najeh Davenport,-0.490,-1.570
3,14:02,4,10,PIT 27,0,10,"Chris Gardocki punts 48 yards, returned by Ike Hilliard for 4 yards (tackle by Rian Wallace)",-1.570,-0.870
3,13:51,1,10,TAM 29,0,10,Cadillac Williams left guard for 3 yards (tackle by Larry Foote),0.870,0.730
3,13:51,2,7,TAM 32,0,10,Bruce Gradkowski pass complete short middle to Cadillac Williams for 11 yards,0.730,1.800
3,12:36,1,10,TAM 43,0,10,Bruce Gradkowski pass complete short right to Mike Alstott for 6 yards (tackle by James Farrior),1.800,2.060
3,11:49,2,4,TAM 49,0,10,Mike Alstott middle for 1 yard (tackle by Brett Keisel and James Farrior),2.060,1.490
3,11:13,3,3,TAM 50,0,10,Bruce Gradkowski right end for 4 yards (tackle by Deshea Townsend),1.490,2.520
3,10:46,1,10,PIT 46,0,10,Bruce Gradkowski pass incomplete short left intended for Joey Galloway (defended by Bryant McFadden),2.520,1.980
3,10:42,2,10,PIT 46,0,10,"Bruce Gradkowski pass complete short left to Cadillac Williams for 2 yards (tackle by James Farrior). Cadillac Williams fumbles (forced by James Farrior), recovered by Larry Foote at PIT-44 (tackle by Cadillac Williams)",1.980,-1.860
,,,,,,,"TAM challenged the ruling, and the play was upheld.",,
3,10:31,1,10,PIT 44,0,10,Willie Parker middle for no gain (tackle by Jamie Winborn),1.860,1.320
3,10:31,2,10,PIT 44,0,10,Ben Roethlisberger pass incomplete short left intended for Willie Parker,1.320,0.630
3,9:48,3,10,PIT 44,0,10,Ben Roethlisberger pass incomplete short right intended for Santonio Holmes,0.630,-0.460
3,9:41,4,10,PIT 44,0,10,"Chris Gardocki punts 32 yards, returned by Ike Hilliard for no gain",-0.460,-0.540
3,9:33,1,10,TAM 24,0,10,Cadillac Williams left end for 4 yards (tackle by Bryant McFadden),0.540,0.540
3,9:33,2,6,TAM 28,0,10,Bruce Gradkowski pass complete short left to Alex Smith for 3 yards (tackle by Bryant McFadden and Larry Foote),0.540,0.230
3,8:21,3,3,TAM 31,0,10,Bruce Gradkowski pass complete short middle to Michael Clayton for 16 yards (tackle by Ike Taylor),0.230,2.060
3,7:40,1,10,TAM 47,0,10,Mike Alstott left tackle for 2 yards (tackle by Aaron Smith and Clark Haggans),2.060,1.790
3,7:01,2,8,TAM 49,0,10,Bruce Gradkowski pass incomplete short right intended for Joey Galloway (defended by Deshea Townsend),1.790,1.090
3,6:57,3,8,TAM 49,0,10,Bruce Gradkowski pass complete short right to Ike Hilliard for 6 yards (tackle by Ike Taylor),1.090,0.270
3,6:14,4,2,PIT 45,0,10,Josh Bidwell punts 44 yards,0.270,0.380
,,,,,,,"PIT challenged the ruling, and the play was upheld.",,
3,6:02,1,10,PIT 1,0,10,Ben Roethlisberger pass incomplete deep right intended for Nate Washington,-0.380,-0.780
3,5:56,2,10,PIT 1,0,10,Willie Parker right guard for 1 yard (tackle by Derrick Brooks and Ellis Wyms),-0.780,-1.300
3,5:56,3,9,PIT 2,0,10,Ben Roethlisberger pass incomplete short middle intended for Heath Miller,-1.300,-2.490
3,5:10,4,9,PIT 2,0,10,"Chris Gardocki punts 38 yards, returned by Phillip Buchanon for 6 yards (tackle by Sean Morey)",-2.490,-3.310
3,4:58,1,10,PIT 34,0,10,"Penalty on Cadillac Williams: False Start, 5 yards (no play)",3.310,2.980
3,4:58,1,15,PIT 39,0,10,Bruce Gradkowski pass incomplete deep right intended for Michael Clayton,2.980,2.090
3,4:51,2,15,PIT 39,0,10,Bruce Gradkowski pass incomplete short left intended for Alex Smith,2.090,1.420
3,4:47,3,15,PIT 39,0,10,Bruce Gradkowski pass complete deep middle to Joey Galloway for 24 yards (tackle by Bryant McFadden),1.420,4.580
3,4:08,1,10,PIT 15,0,10,Cadillac Williams left tackle for 1 yard (tackle by Brett Keisel),4.580,4.110
3,3:31,2,9,PIT 14,0,10,Bruce Gradkowski pass complete short middle to Michael Clayton for 11 yards (tackle by Anthony Smith and James Farrior),4.110,6.510
3,2:50,1,3,PIT 3,0,10,Mike Alstott right guard for -1 yards (tackle by James Harrison and James Farrior),6.510,5.340
3,2:08,2,4,PIT 4,0,10,Bruce Gradkowski pass incomplete short left intended for Maurice Stovall is intercepted by Bryant McFadden,5.340,-0.280
3,2:00,1,10,PIT 20,0,10,"Willie Parker right end for 5 yards (tackle by Shelton Quarles). Penalty on Derrick Brooks: Face Mask (15 Yards), 15 yards",0.280,1.600
3,1:39,1,10,PIT 40,0,10,Willie Parker right guard for 5 yards (tackle by Juran Bolden and Jermaine Phillips),1.600,1.730
3,1:06,2,5,PIT 45,0,10,Willie Parker left end for 3 yards (tackle by Shelton Quarles),1.730,1.420
3,0:21,3,2,PIT 48,0,10,Ben Roethlisberger pass complete deep left to Nate Washington for 36 yards (tackle by Juran Bolden),1.420,4.510
Quarter,Time,Down,ToGo,Location,TAM,PIT,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,TAM 16,0,16,"Ben Roethlisberger pass complete deep left to Heath Miller for 16 yards, touchdown",4.510,7.000
4,,,,TAM 2,0,17,Jeff Reed kicks extra point good,0.000,0.000
4,,,,PIT 30,0,17,"Jeff Reed kicks off 56 yards, returned by Torrie Cox for 15 yards (tackle by Anthony Smith)",0.000,0.870
4,14:46,1,10,TAM 29,0,17,Cadillac Williams left guard for -3 yards (tackle by Tyrone Carter),0.870,-0.080
4,14:10,2,13,TAM 26,0,17,Bruce Gradkowski pass complete short left to Cadillac Williams for 8 yards (tackle by Bryant McFadden and James Farrior),-0.080,0.300
4,13:26,3,5,TAM 34,0,17,Bruce Gradkowski sacked by Deshea Townsend for -8 yards,0.300,-1.630
4,13:26,4,13,TAM 26,0,17,"Josh Bidwell punts 27 yards. Penalty on Earnest Graham: Offensive Holding, 10 yards",-1.630,-2.720
4,12:48,1,10,TAM 43,0,17,Ben Roethlisberger pass incomplete short left intended for Santonio Holmes (defended by Ronde Barber),2.720,2.180
4,12:43,2,10,TAM 43,0,17,Willie Parker middle for no gain (tackle by Shelton Quarles and Jermaine Phillips),2.180,1.490
4,12:02,3,10,TAM 43,0,17,Ben Roethlisberger pass complete short left to Najeh Davenport for 8 yards (tackle by Juran Bolden),1.490,0.990
4,11:16,4,2,TAM 35,0,17,Ben Roethlisberger pass incomplete short right intended for Santonio Holmes,0.990,-1.270
4,11:09,1,10,TAM 35,0,17,Bruce Gradkowski middle for 7 yards (tackle by Larry Foote),1.270,1.670
4,11:09,2,3,TAM 42,0,17,Bruce Gradkowski pass complete short right to Alex Smith for 1 yard (tackle by Deshea Townsend and Clark Haggans),1.670,1.090
4,9:52,3,2,TAM 43,0,17,Bruce Gradkowski pass incomplete short middle intended for Ike Hilliard,1.090,-0.520
4,9:47,4,2,TAM 43,0,17,Bruce Gradkowski pass complete short left to Anthony Becht for 1 yard (tackle by Tyrone Carter),-0.520,-2.650
4,9:42,1,10,TAM 44,0,17,Willie Parker middle for 3 yards (tackle by Dewayne White),2.650,2.520
4,9:00,2,7,TAM 41,0,17,Willie Parker middle for 7 yards (tackle by Greg Spires and Ryan Nece),2.520,3.310
4,8:16,1,10,TAM 34,0,17,Willie Parker middle for 4 yards (tackle by Jermaine Phillips),3.310,3.310
4,7:34,2,6,TAM 30,0,17,Willie Parker right end for 14 yards (tackle by Ronde Barber),3.310,4.510
4,6:48,1,10,TAM 16,0,17,Najeh Davenport right guard for 3 yards (tackle by Ryan Nece and Jermaine Phillips),4.510,4.390
4,6:07,2,7,TAM 13,0,17,Najeh Davenport left tackle for 1 yard (tackle by Jovan Haye and Derrick Brooks),4.390,3.730
4,5:24,3,6,TAM 12,0,17,Najeh Davenport right tackle for -2 yards (tackle by Ryan Nece and Derrick Brooks),3.730,2.510
4,4:40,4,8,TAM 14,0,17,Jeff Reed 32 yard field goal no good,2.510,-0.410
4,4:37,1,10,TAM 22,0,17,Earnest Graham left guard for 2 yards (tackle by Rodney Bailey and Clint Kriewaldt),0.410,0.140
4,3:46,2,8,TAM 24,0,17,Bruce Gradkowski pass incomplete short middle intended for Ike Hilliard is intercepted by Clint Kriewaldt at TAM-39 and returned for 12 yards,0.140,-3.780
4,3:46,1,10,TAM 27,0,17,Najeh Davenport middle for 1 yard (tackle by Derrick Brooks),3.780,3.370
4,3:03,2,9,TAM 26,0,17,Najeh Davenport right end for 6 yards (tackle by Ronde Barber),3.370,3.470
4,2:15,3,3,TAM 20,0,17,Najeh Davenport right tackle for -1 yards (tackle by Chris Hovan),3.470,2.130
4,2:00,4,4,TAM 21,0,20,Jeff Reed 39 yard field goal good,2.130,3.000
4,,,,PIT 30,0,20,"Jeff Reed kicks off 63 yards, returned by Torrie Cox for 27 yards (tackle by John Kuhn)",0.000,1.200
4,1:49,1,10,TAM 34,0,20,Earnest Graham left tackle for 5 yards (tackle by James Harrison and Anthony Madison),1.200,1.330
4,1:49,2,5,TAM 39,0,20,Earnest Graham middle for 11 yards (tackle by Tyrone Carter and Chad Brown),1.330,2.260
4,1:49,1,10,TAM 50,0,20,Earnest Graham middle for 17 yards (tackle by Tyrone Carter),2.260,3.380
4,0:41,1,10,PIT 33,0,20,Bruce Gradkowski right end for 6 yards (tackle by Mike Logan),3.380,3.650
4,0:35,2,4,PIT 27,0,20,Bruce Gradkowski pass complete short right to Ike Hilliard for 7 yards (tackle by Ike Taylor),3.650,4.240
4,0:35,1,10,PIT 20,0,20,Bruce Gradkowski pass incomplete short right intended for Ike Hilliard,4.240,3.690
4,0:23,2,10,PIT 20,0,20,Bruce Gradkowski pass incomplete short middle intended for Earnest Graham,3.690,3.010
4,0:23,3,10,PIT 20,0,20,Bruce Gradkowski pass complete short right to Maurice Stovall for 11 yards (tackle by Bryant McFadden),3.010,5.140
4,0:14,,,,0,20,Timeout #2 by Tampa Bay Buccaneers,0.000,5.140
4,0:14,1,9,PIT 9,0,20,Bruce Gradkowski pass incomplete short right intended for Ike Hilliard (defended by Ike Taylor),5.140,4.380
4,0:08,2,9,PIT 9,0,20,Bruce Gradkowski pass incomplete short middle intended for Ike Hilliard,4.380,3.360
4,0:04,3,9,PIT 9,3,20,Matt Bryant 27 yard field goal good,3.360,3.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
