Quarter,Time,Tm,Detail,TAM,PIT
1.0,0:29,Steelers,Jerame Tuman 2 yard pass from Ben Roethlisberger (Jeff Reed kick),0,7
2.0,1:56,Steelers,Jeff Reed 50 yard field goal,0,10
4.0,14:52,Steelers,Heath Miller 16 yard pass from Ben Roethlisberger (Jeff Reed kick),0,17
,1:56,Steelers,Jeff Reed 39 yard field goal,0,20
,0:00,Buccaneers,Matt Bryant 27 yard field goal,3,20
