Unnamed: 0_level_0,Unnamed: 1_level_0,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Phillip Buchanon,TAM,0,0,,0,0,2,5,2.5,0,0
Ike Hilliard,TAM,0,0,,0,0,2,4,2.0,0,0
Torrie Cox,TAM,4,78,19.5,0,0,0,0,,0,0
Michael Pittman,TAM,1,12,12.0,0,0,0,0,,0,0
,,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Santonio Holmes,PIT,0,0,,0,0,2,12,6.0,0,0
Najeh Davenport,PIT,1,21,21.0,0,0,0,0,,0,0
