0,1
Game Info,Game Info
Won Toss,Buccaneers
Roof,outdoors
Surface,dessograss
Duration,2:57
Attendance,59843
Weather,"42 degrees, relative humidity 43%, wind 7 mph"
Vegas Line,Pittsburgh Steelers -7.0
Over/Under,41.0 (under)
