Quarter,Time,Down,ToGo,Location,KAN,DET,Detail,EPB,EPA
1,5:56,2,10,DET 18,0,3,Patrick Mahomes pass incomplete deep left intended for Demarcus Robinson,3.800,3.050
1,5:56,3,10,DET 18,0,3,Patrick Mahomes pass incomplete deep left intended for LeSean McCoy. Penalty on Mecole Hardman: Illegal Motion (Declined),3.050,2.250
1,5:43,4,10,DET 18,0,3,Harrison Butker 36 yard field goal no good,2.250,-0.670
1,5:39,1,10,DET 26,0,3,"Kerryon Johnson left tackle for 9 yards (tackle by Damien Wilson). Penalty on Xavier Williams: Face Mask (15 Yards), 15 yards",0.670,2.260
1,5:03,1,10,DET 50,0,3,"Matthew Stafford pass incomplete deep left intended for T.J. Hockenson (defended by Anthony Hitchens). Penalty on Charvarius Ward: Defensive Holding, 5 yards (no play)",2.260,2.590
1,5:01,1,10,KAN 45,0,3,Matthew Stafford pass incomplete deep left intended for Marvin Hall,2.590,2.040
1,4:56,2,10,KAN 45,0,3,J.D. McKissic right tackle for 1 yard (tackle by Damien Wilson and Emmanuel Ogbah). Penalty on Marvin Jones: Illegal Motion (Declined),2.040,1.490
1,4:39,3,9,KAN 44,0,3,Matthew Stafford pass complete deep middle to Marvin Jones for 33 yards (tackle by Bashaud Breeland),1.490,4.840
1,3:55,1,10,KAN 11,0,3,Matthew Stafford pass incomplete short left intended for Marvin Jones,4.840,4.140
1,3:51,2,10,KAN 11,0,3,Kerryon Johnson left tackle for 6 yards (tackle by Charvarius Ward),4.140,4.440
1,3:10,3,4,KAN 5,0,9,"Matthew Stafford pass complete short right to T.J. Hockenson for 5 yards, touchdown",4.440,7.000
1,3:05,,,KAN 15,0,10,Matt Prater kicks extra point good,0.000,0.000
1,3:05,,,DET 35,0,10,"Sam Martin kicks off 70 yards, returned by Byron Pringle for 19 yards (tackle by C.J. Moore)",0.000,-0.280
1,2:58,1,10,KAN 14,0,10,LeSean McCoy left end for 4 yards (tackle by A'Shawn Robinson),-0.280,-0.210
1,2:14,2,6,KAN 18,0,10,Patrick Mahomes pass incomplete deep right intended for Mecole Hardman,-0.210,-0.920
1,2:07,3,6,KAN 18,0,10,Patrick Mahomes right end for 25 yards (tackle by Tracy Walker),-0.920,1.800
1,1:31,1,10,KAN 43,0,10,Darrel Williams right end for 8 yards (tackle by Tracy Walker),1.800,2.330
1,1:01,2,2,DET 49,0,10,"Penalty on Mike Ford: Defensive Too Many Men on Field, 5 yards (no play)",2.330,2.650
1,0:39,1,10,DET 44,0,10,Patrick Mahomes pass complete deep right to Sammy Watkins for 30 yards (tackle by Justin Coleman),2.650,4.650
1,0:05,1,10,DET 14,0,10,"LeSean McCoy right end for 5 yards (tackle by Tavon Wilson). Penalty on Jarrad Davis: Illegal Use of Hands, 5 yards",4.650,6.280
1,0:00,1,4,DET 4,0,10,Patrick Mahomes pass complete short middle to Travis Kelce for -3 yards (tackle by Jarrad Davis and Trey Flowers),6.280,4.760
Quarter,Time,Down,ToGo,Location,KAN,DET,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,7,DET 7,0,10,LeSean McCoy up the middle for 2 yards (tackle by Jarrad Davis),4.760,4.260
2,14:21,3,5,DET 5,0,10,Patrick Mahomes pass incomplete short left intended for Sammy Watkins (defended by Justin Coleman). Penalty on Blake Bell: Offensive Pass Interference (Declined),4.260,3.010
2,14:16,4,5,DET 5,3,10,Harrison Butker 23 yard field goal good,3.010,3.000
2,14:12,,,KAN 35,3,10,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
2,14:12,1,10,DET 25,3,10,Matthew Stafford pass incomplete short left intended for J.D. McKissic,0.610,0.060
2,14:09,2,10,DET 25,3,10,Matthew Stafford pass complete short middle to Kenny Golladay for 13 yards (tackle by Tyrann Mathieu),0.060,1.470
2,13:35,1,10,DET 38,3,10,Matthew Stafford pass complete short left to Ty Johnson for 1 yard (tackle by Tanoh Kpassagnon),1.470,1.060
2,12:56,2,9,DET 39,3,10,Ty Johnson left tackle for 2 yards (tackle by Derrick Nnadi),1.060,0.630
2,12:19,3,7,DET 41,3,10,Matthew Stafford sacked by Chris Jones for -10 yards,0.630,-1.310
2,11:29,4,17,DET 31,3,10,"Sam Martin punts 37 yards, returned by De'Anthony Thomas for -6 yards (tackle by Jalen Reeves-Maybin). De'Anthony Thomas fumbles (forced by Jalen Reeves-Maybin), recovered by Ben Niemann at KC-26 (tackle by Jalen Reeves-Maybin)",-1.310,-0.670
2,11:17,1,10,KAN 26,3,10,Patrick Mahomes pass incomplete deep left intended for Demarcus Robinson,0.670,0.130
2,11:09,2,10,KAN 26,3,10,Patrick Mahomes pass complete short left to Demarcus Robinson for 6 yards (tackle by Tracy Walker),0.130,0.230
2,10:32,3,4,KAN 32,3,10,Patrick Mahomes pass incomplete deep left intended for Mecole Hardman,0.230,-1.240
2,10:25,4,4,KAN 32,3,10,"Dustin Colquitt punts 51 yards, returned by Jamal Agnew for -1 yards (tackle by Daniel Sorensen)",-1.240,0.140
2,10:13,1,10,DET 16,3,10,"Matthew Stafford sacked by Chris Jones for no gain. Matthew Stafford fumbles (forced by Chris Jones), recovered by Ricky Wagner at DET-7 (tackle by Kendall Fuller). Penalty on Damien Wilson: Defensive Holding, 5 yards (no play)",-0.140,0.340
2,9:55,1,10,DET 21,3,10,Kerryon Johnson left end for 6 yards (tackle by Chris Jones),0.340,0.610
2,9:22,2,4,DET 27,3,10,"Kerryon Johnson left tackle for -3 yards (tackle by Darron Lee). Penalty on Frank Ragnow: Offensive Holding, 10 yards (no play)",0.610,-0.860
2,8:55,2,14,DET 17,3,10,Matthew Stafford pass complete short right to Nick Bawden for 4 yards (tackle by Reggie Ragland),-0.860,-0.890
2,8:23,3,10,DET 21,3,10,Matthew Stafford pass incomplete deep right intended for Kenny Golladay (defended by Bashaud Breeland),-0.890,-1.960
2,8:18,4,10,DET 21,3,10,Sam Martin punts 49 yards out of bounds,-1.960,-0.940
2,8:10,1,10,KAN 30,3,10,LeSean McCoy left tackle for 39 yards (tackle by Will Harris),0.940,3.510
2,7:21,1,10,DET 31,3,10,Patrick Mahomes pass complete short middle to Travis Kelce for 14 yards (tackle by Tavon Wilson),3.510,4.440
2,6:42,1,10,DET 17,3,10,Darrel Williams up the middle for 5 yards (tackle by Damon Harrison),4.440,4.690
2,6:02,2,5,DET 12,3,10,"Patrick Mahomes pass complete short left to Mecole Hardman for 7 yards (tackle by Tracy Walker and Mike Ford). Penalty on Mike Ford: Unnecessary Roughness, 3 yards",4.690,6.740
2,5:30,1,2,DET 2,3,10,LeSean McCoy up the middle for 1 yard (tackle by A'Shawn Robinson),6.740,5.910
2,4:57,2,1,DET 1,3,10,LeSean McCoy left tackle for no gain (tackle by Romeo Okwara),5.910,5.170
2,4:18,3,1,DET 1,9,10,"LeSean McCoy up the middle for 1 yard, touchdown",5.170,7.000
2,4:13,,,DET 15,10,10,Harrison Butker kicks extra point good,0.000,0.000
2,4:13,,,KAN 35,10,10,"Harrison Butker kicks off 58 yards, returned by Jamal Agnew for 14 yards (tackle by Armani Watts)",0.000,0.340
2,4:07,1,10,DET 21,10,10,Kerryon Johnson up the middle for 14 yards (tackle by Tanoh Kpassagnon),0.340,1.270
2,3:31,1,10,DET 35,10,10,Matthew Stafford pass complete short left to Marvin Hall for 13 yards (tackle by Tyrann Mathieu),1.270,2.130
2,3:01,1,10,DET 48,10,10,Ty Johnson up the middle for 5 yards (tackle by Anthony Hitchens and Tanoh Kpassagnon),2.130,2.260
2,2:23,2,5,KAN 47,10,10,Matthew Stafford pass complete short left to T.J. Hockenson for 13 yards (tackle by Damien Wilson),2.260,3.310
2,2:00,1,10,KAN 34,10,10,Kerryon Johnson left end for 9 yards (tackle by Derrick Nnadi),3.310,3.990
2,1:27,2,1,KAN 25,10,10,Matthew Stafford pass incomplete deep middle intended for Kenny Golladay,3.990,3.270
2,1:22,3,1,KAN 25,10,10,Kerryon Johnson up the middle for no gain (tackle by Anthony Hitchens and Kendall Fuller),3.270,1.950
2,1:08,,,,,,Timeout #2 by Kansas City Chiefs,,
2,1:08,4,1,KAN 25,10,10,"Penalty on Frank Ragnow: False Start, 4 yards (no play)",1.950,1.540
2,1:08,4,5,KAN 29,10,13,Matt Prater 48 yard field goal good,1.540,3.000
2,1:03,,,DET 35,10,13,"Sam Martin kicks off 65 yards, touchback.",0.000,0.610
2,1:03,1,10,KAN 25,10,13,Patrick Mahomes pass incomplete deep right intended for Demarcus Robinson,0.610,0.060
2,0:56,2,10,KAN 25,10,13,Patrick Mahomes pass complete deep middle to Sammy Watkins for 19 yards (tackle by Tavon Wilson),0.060,1.860
2,0:37,1,10,KAN 44,10,13,Patrick Mahomes pass incomplete short left,1.860,1.320
2,0:32,2,10,KAN 44,10,13,Patrick Mahomes pass complete deep right to Darrel Williams for 30 yards (tackle by Jarrad Davis),1.320,3.840
2,0:09,1,10,DET 26,10,13,Patrick Mahomes pass incomplete deep left,3.840,3.300
2,0:06,2,10,DET 26,13,13,Harrison Butker 44 yard field goal good,3.300,3.000
2,0:02,,,KAN 35,13,13,"Harrison Butker kicks off 45 yards, returned by Ty Johnson for 15 yards (tackle by Daniel Sorensen)",0.000,1.270
Quarter,Time,Down,ToGo,Location,KAN,DET,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DET 35,13,13,"Sam Martin kicks off 64 yards, returned by Mecole Hardman for 29 yards (tackle by Jamal Agnew). Mecole Hardman fumbles (forced by Jamal Agnew), recovered by Jalen Reeves-Maybin at KC-36 (tackle by Blake Bell)",0.000,-3.180
3,14:51,1,10,KAN 36,13,13,Kerryon Johnson left tackle for 5 yards (tackle by Derrick Nnadi),3.180,3.310
3,14:16,2,5,KAN 31,13,13,Kerryon Johnson left tackle for 11 yards (tackle by Anthony Hitchens and Tyrann Mathieu),3.310,4.240
3,13:37,1,10,KAN 20,13,13,Kerryon Johnson right end for 13 yards (tackle by Damien Wilson),4.240,5.600
3,13:01,1,7,KAN 7,13,13,Kerryon Johnson right tackle for 2 yards (tackle by Kendall Fuller),5.600,5.150
3,12:20,2,5,KAN 5,13,13,Matthew Stafford pass incomplete short left intended for Kenny Golladay (defended by Kendall Fuller),5.150,4.260
3,12:15,3,5,KAN 5,13,13,"Matthew Stafford sacked by Derrick Nnadi for -1 yards. Matthew Stafford fumbles (forced by Derrick Nnadi), recovered by Chris Jones at KC-6 and returned for 12 yards (tackle by Kenny Golladay)",4.260,-0.040
3,12:03,1,10,KAN 18,13,13,LeSean McCoy right end for 1 yard (tackle by Tavon Wilson),0.040,-0.320
3,11:25,2,9,KAN 19,13,13,Patrick Mahomes pass complete short left to LeSean McCoy for 8 yards (tackle by Tracy Walker),-0.320,-0.020
3,10:51,,,,,,Timeout #1 by Kansas City Chiefs,,
3,10:51,3,1,KAN 27,13,13,Patrick Mahomes up the middle for 2 yards (tackle by Christian Jones),-0.020,0.870
3,10:10,1,10,KAN 29,13,13,Patrick Mahomes pass incomplete deep left intended for Travis Kelce,0.870,0.330
3,10:04,2,10,KAN 29,13,13,"Darrel Williams right tackle for 1 yard (tackle by Trey Flowers). Darrel Williams fumbles (forced by Trey Flowers), recovered by A'Shawn Robinson at KC-31 and returned for 3 yards (tackle by Mitchell Schwartz)",0.330,-3.710
3,9:55,1,10,KAN 28,13,13,Matthew Stafford pass incomplete deep right intended for Kerryon Johnson (defended by Anthony Hitchens),3.710,3.170
3,9:49,2,10,KAN 28,13,13,"J.D. McKissic up the middle for 26 yards (tackle by Charvarius Ward). Penalty on Xavier Williams: Face Mask (15 Yards), 1 yard",3.170,6.970
3,9:31,1,1,KAN 1,19,13,"Kerryon Johnson up the middle for no gain (tackle by Xavier Williams). Kerryon Johnson fumbles (forced by Xavier Williams), recovered by Bashaud Breeland at KC-0 and returned for 100 yards, touchdown",6.970,-7.000
3,9:08,,,DET 15,20,13,Harrison Butker kicks extra point good,0.000,0.000
3,9:08,,,KAN 35,20,13,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
3,9:08,1,10,DET 25,20,13,Matthew Stafford pass complete short middle to Kerryon Johnson for 22 yards (tackle by Kendall Fuller),0.610,2.060
3,8:36,1,10,DET 47,20,13,Kerryon Johnson up the middle for 2 yards (tackle by Derrick Nnadi and Kendall Fuller),2.060,1.790
3,7:56,2,8,DET 49,20,13,Matthew Stafford pass complete short right to Logan Thomas for 12 yards (tackle by Tyrann Mathieu),1.790,2.980
3,7:20,1,10,KAN 39,20,13,Matthew Stafford pass incomplete short left intended for Marvin Jones (defended by Bashaud Breeland),2.980,2.440
3,7:13,2,10,KAN 39,20,13,Kerryon Johnson right tackle for -1 yards (tackle by Kendall Fuller),2.440,1.620
3,6:28,3,11,KAN 40,20,13,Matthew Stafford pass incomplete short right intended for Jesse James (defended by Daniel Sorensen),1.620,0.590
3,6:24,4,11,KAN 40,20,13,"Penalty on Jordan Lucas: Neutral Zone Infraction, 5 yards (no play)",0.590,0.970
3,6:24,4,6,KAN 35,20,16,Matt Prater 53 yard field goal good,0.970,3.000
3,6:19,,,DET 35,20,16,"Sam Martin kicks off 64 yards, returned by De'Anthony Thomas for 29 yards (tackle by Sam Martin). Penalty on Jordan Lucas: Offensive Holding, 10 yards",0.000,0.280
3,6:13,1,10,KAN 20,20,16,Patrick Mahomes pass complete short right to Demarcus Robinson for 15 yards (tackle by Justin Coleman),0.280,1.270
3,5:34,1,10,KAN 35,20,16,Patrick Mahomes pass complete short left to Demarcus Robinson for 5 yards (tackle by Rashaan Melvin),1.270,1.400
3,4:58,2,5,KAN 40,20,16,"Patrick Mahomes pass complete short right to Sammy Watkins for 5 yards (tackle by Justin Coleman). Sammy Watkins fumbles (forced by Justin Coleman), recovered by Justin Coleman at KC-45. Penalty on Sammy Watkins: Offensive Pass Interference (Declined)",1.400,-2.590
3,4:50,1,10,KAN 45,20,16,Kerryon Johnson right end for 12 yards (tackle by Daniel Sorensen),2.590,3.380
3,4:18,1,10,KAN 33,20,16,Kerryon Johnson up the middle for 1 yard (tackle by Damien Wilson),3.380,2.970
3,3:37,2,9,KAN 32,20,16,Matthew Stafford up the middle for 11 yards (tackle by Kendall Fuller),2.970,4.170
3,2:56,1,10,KAN 21,20,16,J.D. McKissic right end for 4 yards (tackle by Anthony Hitchens),4.170,4.200
3,2:19,2,6,KAN 17,20,16,Matthew Stafford pass complete short middle to T.J. Hockenson for 9 yards (tackle by Damien Wilson),4.200,5.370
3,1:59,1,8,KAN 8,20,16,Matthew Stafford pass incomplete short right intended for Nick Bawden (defended by Tanoh Kpassagnon),5.370,4.570
3,1:54,2,8,KAN 8,20,16,J.D. McKissic right end for -1 yards (tackle by Damien Wilson),4.570,3.360
3,1:14,3,9,KAN 9,20,22,"Matthew Stafford pass complete short middle to Kenny Golladay for 9 yards, touchdown",3.360,7.000
3,1:10,,,KAN 15,20,23,Matt Prater kicks extra point good,0.000,0.000
3,1:10,,,DET 35,20,23,"Sam Martin kicks off 64 yards, returned by De'Anthony Thomas for 24 yards (tackle by Jalen Reeves-Maybin)",0.000,0.610
3,1:05,1,10,KAN 25,20,23,Patrick Mahomes pass complete short left to Travis Kelce for 16 yards (tackle by Tracy Walker),0.610,1.660
3,0:20,1,10,KAN 41,20,23,Patrick Mahomes pass incomplete deep left intended for Demarcus Robinson,1.660,1.120
3,0:15,2,10,KAN 41,20,23,"Patrick Mahomes pass incomplete short right intended for Travis Kelce. Penalty on Devon Kennard: Roughing the Passer, 15 yards (no play)",1.120,2.650
3,0:09,1,10,DET 44,20,23,Darrel Williams left end for -2 yards (tackle by Tavon Wilson),2.650,1.840
Quarter,Time,Down,ToGo,Location,KAN,DET,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,12,DET 46,20,23,"Patrick Mahomes pass complete short middle to Travis Kelce for 10 yards, lateral to Justin Coleman for 23 yards, lateral to LeSean McCoy for 23 yards",1.840,4.710
4,14:15,1,10,DET 13,20,23,LeSean McCoy left tackle for no gain (tackle by Christian Jones and Trey Flowers),4.710,4.050
4,13:36,2,10,DET 13,20,23,Patrick Mahomes up the middle for 4 yards (tackle by Tavon Wilson),4.050,3.880
4,12:55,3,6,DET 9,20,23,Patrick Mahomes left end for 7 yards (tackle by Tavon Wilson),3.880,6.740
4,12:18,1,2,DET 2,20,23,Patrick Mahomes pass incomplete short left,6.740,5.720
4,12:12,2,2,DET 2,20,23,"Penalty on Damon Harrison: Neutral Zone Infraction, 1 yard (no play)",5.720,5.910
4,12:12,2,1,DET 1,26,23,"Darrel Williams up the middle for 1 yard, touchdown",5.910,7.000
4,12:09,,,DET 15,27,23,Harrison Butker kicks extra point good,0.000,0.000
4,12:09,,,KAN 35,27,23,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
4,12:09,1,10,DET 25,27,23,Kerryon Johnson up the middle for 3 yards (tackle by Emmanuel Ogbah),0.610,0.470
4,11:34,2,7,DET 28,27,23,Matthew Stafford pass complete short middle to Logan Thomas for 7 yards (tackle by Anthony Hitchens),0.470,1.270
4,11:13,1,10,DET 35,27,23,Matthew Stafford pass complete short right to Kerryon Johnson for 10 yards (tackle by Darron Lee),1.270,1.930
4,10:40,1,10,DET 45,27,23,Kerryon Johnson left tackle for 3 yards (tackle by Derrick Nnadi and Frank Clark),1.930,1.790
4,10:05,2,7,DET 48,27,23,Matthew Stafford pass incomplete short left intended for Kenny Golladay,1.790,1.090
4,10:00,3,7,DET 48,27,23,Matthew Stafford sacked by Tyrann Mathieu for -14 yards,1.090,-1.110
4,9:25,4,21,DET 34,27,23,"Sam Martin punts 45 yards, returned by De'Anthony Thomas for 9 yards (tackle by Logan Thomas). Penalty on Tanoh Kpassagnon: Illegal Block Above the Waist, 10 yards",-1.110,-0.280
4,9:16,1,10,KAN 20,27,23,LeSean McCoy left tackle for 4 yards (tackle by Tavon Wilson),0.280,0.270
4,8:32,2,6,KAN 24,27,23,Patrick Mahomes pass complete short left to Travis Kelce for 18 yards (tackle by Tracy Walker),0.270,1.730
4,7:53,1,10,KAN 42,27,23,Patrick Mahomes pass incomplete deep right intended for Mecole Hardman (defended by A'Shawn Robinson),1.730,1.190
4,7:46,2,10,KAN 42,27,23,Darrel Williams left end for -3 yards (tackle by Devon Kennard and Romeo Okwara),1.190,0.100
4,7:03,3,13,KAN 39,27,23,Patrick Mahomes pass incomplete deep right intended for Sammy Watkins,0.100,-0.780
4,6:54,4,13,KAN 39,27,23,Dustin Colquitt punts 40 yards downed by Daniel Sorensen,-0.780,-0.340
4,6:42,1,10,DET 21,27,23,Kerryon Johnson right end for -3 yards (tackle by Emmanuel Ogbah),0.340,-0.700
4,6:03,2,13,DET 18,27,23,Matthew Stafford pass complete short left to J.D. McKissic for 11 yards (tackle by Bashaud Breeland),-0.700,0.170
4,5:16,3,2,DET 29,27,23,Matthew Stafford pass complete short left to Kenny Golladay for 6 yards (tackle by Charvarius Ward),0.170,1.270
4,4:44,1,10,DET 35,27,23,Matthew Stafford left end for 7 yards (tackle by Anthony Hitchens),1.270,1.670
4,4:03,2,3,DET 42,27,23,Kerryon Johnson left tackle for 9 yards (tackle by Charvarius Ward),1.670,2.320
4,3:58,1,10,KAN 49,27,23,Ty Johnson left tackle for 6 yards (tackle by Charvarius Ward),2.320,2.590
4,3:19,2,4,KAN 43,27,23,Matthew Stafford pass complete deep left to Marvin Hall for 34 yards (tackle by Charvarius Ward),2.590,5.140
4,3:12,1,9,KAN 9,27,23,Kerryon Johnson up the middle for 3 yards (tackle by Xavier Williams),5.140,4.950
4,2:31,2,6,KAN 6,27,29,"Matthew Stafford pass complete short left to Kenny Golladay for 6 yards, touchdown",4.950,7.000
4,2:26,,,KAN 15,27,30,Matt Prater kicks extra point good,0.000,0.000
4,2:26,,,DET 35,27,30,"Sam Martin kicks off 63 yards, returned by De'Anthony Thomas for 19 yards (tackle by Jalen Reeves-Maybin)",0.000,0.340
4,2:20,1,10,KAN 21,27,30,Patrick Mahomes pass complete short middle to Darrel Williams for 11 yards (tackle by Mike Ford),0.340,1.070
4,2:12,1,10,KAN 32,27,30,Patrick Mahomes pass incomplete short middle intended for Darrel Williams,1.070,0.530
4,2:06,2,10,KAN 32,27,30,Patrick Mahomes pass complete short right to Darrel Williams for 2 yards (tackle by Tavon Wilson),0.530,0.100
4,2:00,3,8,KAN 34,27,30,Patrick Mahomes pass incomplete deep left intended for Demarcus Robinson,0.100,-1.110
4,1:55,,,,,,Timeout #2 by Kansas City Chiefs,,
4,1:55,4,8,KAN 34,27,30,Patrick Mahomes up the middle for 15 yards (tackle by Will Harris),-1.110,2.190
4,1:32,1,10,KAN 49,27,30,Patrick Mahomes pass complete short left to Travis Kelce for 18 yards (tackle by Tracy Walker),2.190,3.380
4,1:20,1,10,DET 33,27,30,"Patrick Mahomes up the middle for 1 yard (tackle by Devon Kennard). Penalty on Rashaan Melvin: Defensive Holding, 5 yards",3.380,3.780
4,1:13,1,10,DET 27,27,30,Patrick Mahomes pass complete short middle to Demarcus Robinson for 9 yards (tackle by Tracy Walker),3.780,4.530
4,1:06,2,1,DET 18,27,30,Patrick Mahomes pass complete short right to Mecole Hardman for 2 yards (tackle by Tracy Walker),4.530,4.510
4,0:43,1,10,DET 16,27,30,Patrick Mahomes pass incomplete deep left intended for Sammy Watkins (defended by Justin Coleman),4.510,3.900
4,0:39,2,10,DET 16,27,30,Patrick Mahomes pass complete short left to Byron Pringle for 13 yards (tackle by Will Harris),3.900,6.510
4,0:30,,,,,,Timeout #1 by Detroit Lions,,
4,0:30,1,3,DET 3,27,30,Darrel Williams up the middle for 2 yards (tackle by Jarrad Davis and Trey Flowers),6.510,5.910
4,0:24,,,,,,Timeout #2 by Detroit Lions,,
4,0:23,2,1,DET 1,33,30,"Darrel Williams up the middle for 1 yard, touchdown",5.910,7.000
4,0:20,,,DET 15,34,30,Harrison Butker kicks extra point good,0.000,0.000
4,0:20,,,KAN 35,34,30,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
4,0:20,1,10,DET 25,34,30,Matthew Stafford pass complete deep middle to Marvin Jones for 25 yards (tackle by Kendall Fuller),0.610,2.260
4,0:13,,,,,,Timeout #3 by Detroit Lions,,
4,0:13,1,10,DET 50,34,30,Matthew Stafford pass complete short left to Logan Thomas for 6 yards (tackle by Daniel Sorensen),2.260,2.520
4,0:09,2,4,KAN 44,34,30,Matthew Stafford pass incomplete deep right (defended by Jordan Lucas),2.520,1.820
4,0:02,3,4,KAN 44,34,30,Matthew Stafford pass incomplete deep left (defended by Juan Thornhill),1.820,0.330
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
