Quarter,Time,Down,ToGo,Location,CIN,TAM,Detail,EPB,EPA
1,5:47,1,10,CIN 28,0,0,Rudi Johnson left end for -2 yards (tackle by Shelton Quarles and Ronde Barber),0.810,-0.010
1,5:16,2,12,CIN 26,0,0,"Rudi Johnson left end for -1 yards (tackle by Shelton Quarles). Rudi Johnson fumbles (forced by Shelton Quarles), recovered by Rudi Johnson at CIN-25",-0.010,-0.820
1,4:36,3,13,CIN 25,0,0,Carson Palmer pass complete short left to Kenny Watson for 8 yards (tackle by Ellis Wyms),-0.820,-1.180
1,3:51,4,5,CIN 33,0,0,Kyle Larson punts 43 yards (tackle by Kelley Washington),-1.180,-0.940
1,3:40,1,10,TAM 30,0,0,Joey Galloway for 2 yards (tackle by Tory James),0.940,0.660
1,3:06,2,8,TAM 32,0,0,Cadillac Williams right end for 3 yards (tackle by Madieu Williams and John Thornton),0.660,0.370
1,2:25,3,5,TAM 35,0,0,Bruce Gradkowski pass complete short middle to Michael Clayton for 11 yards (tackle by Caleb Miller),0.370,1.990
1,1:45,1,10,TAM 46,0,0,"Bruce Gradkowski pass complete short middle to Michael Pittman for 5 yards (tackle by Ahmad Brooks). Penalty on Jeremy Trueblood: Tripping, 10 yards (no play)",1.990,1.330
1,1:18,1,20,TAM 36,0,0,Cadillac Williams left end for 1 yard (tackle by Ahmad Brooks),1.330,0.240
1,0:33,2,19,TAM 37,0,0,"Bruce Gradkowski pass incomplete short left intended for Michael Pittman. Penalty on Bruce Gradkowski: Face Mask (15 Yards), 15 yards",0.240,-2.410
,,,,,,,"TAM challenged the ruling, and the original play was overturned.",,
1,0:31,3,34,TAM 22,0,0,Michael Pittman middle for 11 yards (tackle by Robert Geathers),-2.410,-1.180
Quarter,Time,Down,ToGo,Location,CIN,TAM,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,23,TAM 33,0,0,"Josh Bidwell punts 57 yards, returned by Antonio Chatman for 2 yards (tackle by Blue Adams)",-1.180,0.350
2,14:49,1,10,CIN 12,0,0,"Carson Palmer pass incomplete short right intended for Chad Johnson. Penalty on Juran Bolden: Defensive Holding (Offsetting), Penalty on Chad Johnson: Illegal Formation (Offsetting) (no play)",-0.350,-0.350
2,14:45,1,10,CIN 12,0,0,"Penalty on Carson Palmer: Delay of Game, 5 yards (no play)",-0.350,-0.570
2,14:44,1,15,CIN 7,0,0,Carson Palmer pass complete short left to T.J. Houshmandzadeh for 9 yards (tackle by Ellis Wyms),-0.570,-0.370
2,14:05,2,6,CIN 16,0,0,Carson Palmer pass complete short right to T.J. Houshmandzadeh for 1 yard (tackle by Jermaine Phillips),-0.370,-0.840
2,13:24,3,5,CIN 17,0,0,Carson Palmer pass incomplete short right intended for Chad Johnson,-0.840,-2.320
2,13:18,4,5,CIN 17,0,0,"Kyle Larson punts 43 yards, returned by Joey Galloway for 1 yard (tackle by Landon Johnson)",-2.320,-1.660
2,13:02,1,10,TAM 41,0,0,Bruce Gradkowski pass complete deep left to Joey Galloway for 18 yards (tackle by Tory James),1.660,2.850
2,12:25,1,10,CIN 41,0,0,Bruce Gradkowski pass incomplete short right intended for Joey Galloway (defended by Ahmad Brooks),2.850,2.310
2,12:20,2,10,CIN 41,0,0,Bruce Gradkowski pass incomplete deep right intended for Joey Galloway,2.310,1.620
2,12:14,,,,0,0,Timeout #1 by Tampa Bay Buccaneers,0.000,1.620
2,12:14,3,10,CIN 41,0,0,Bruce Gradkowski pass incomplete short left intended for Joey Galloway,1.620,0.530
2,12:10,4,10,CIN 41,0,0,"Josh Bidwell punts 41 yards, touchback. Penalty on Antoine Cash: Offensive Holding, 10 yards",0.530,-0.940
2,12:00,1,10,CIN 30,0,0,Rudi Johnson middle for 1 yard (tackle by Kalvin Pearson). Penalty on Rudi Johnson: Illegal Motion (Declined),0.940,0.530
2,11:34,2,9,CIN 31,0,0,Carson Palmer pass complete short right to Chad Johnson for 10 yards (tackle by Will Allen),0.530,1.660
2,11:34,1,10,CIN 41,0,0,"Penalty on Simeon Rice: Defensive Offside, 5 yards (no play)",1.660,2.390
2,10:55,1,5,CIN 46,0,0,Rudi Johnson left end for -1 yards (tackle by Simeon Rice and Will Allen),2.390,1.660
2,10:31,2,6,CIN 45,0,0,Rudi Johnson middle for 3 yards (tackle by Shelton Quarles),1.660,1.360
2,9:53,3,3,CIN 48,0,0,Carson Palmer pass complete short right to T.J. Houshmandzadeh for 7 yards (tackle by Juran Bolden),1.360,2.590
2,9:38,1,10,TAM 45,0,0,Carson Palmer pass incomplete deep right intended for Chad Johnson (defended by Kalvin Pearson),2.590,2.040
2,9:29,2,10,TAM 45,0,0,Carson Palmer pass complete short right to Chad Johnson for 12 yards (tackle by Ryan Nece),2.040,3.380
2,9:18,1,10,TAM 33,6,0,"Carson Palmer pass complete deep left to T.J. Houshmandzadeh for 33 yards, touchdown",3.380,7.000
,,,,,,,"TAM challenged the ruling, and the play was upheld.",,
2,,,,TAM 2,7,0,Shayne Graham kicks extra point good,0.000,0.000
2,,,,CIN 30,7,0,"Shayne Graham kicks off 71 yards, returned by Michael Pittman for 33 yards (tackle by Andre Frazier)",0.000,1.070
2,9:01,1,10,TAM 32,7,0,Cadillac Williams middle for 18 yards (tackle by Landon Johnson and Madieu Williams),1.070,2.260
2,9:01,1,10,,7,0,"Penalty on Sam Adams: Encroachment, 5 yards (no play)",2.260,2.990
2,8:06,1,5,CIN 45,7,0,Cadillac Williams middle for 1 yard (tackle by Landon Johnson and Madieu Williams),2.990,2.520
2,7:35,2,4,CIN 44,7,0,Cadillac Williams left guard for 5 yards (tackle by Robert Geathers and Madieu Williams),2.520,2.980
2,6:52,1,10,CIN 39,7,0,"Cadillac Williams left guard for 3 yards (tackle by John Thornton). Penalty on Michael Clayton: Illegal Shift, 5 yards (no play)",2.980,2.650
2,6:31,1,15,CIN 44,7,0,Bruce Gradkowski pass complete short middle to Alex Smith for 4 yards (tackle by Ahmad Brooks and Landon Johnson),2.650,2.300
2,5:48,2,11,CIN 40,7,0,"Bruce Gradkowski sacked by Robert Geathers for -2 yards. Penalty on Robert Geathers: Face Mask (15 Yards), 15 yards",2.300,3.780
2,5:30,1,10,CIN 27,7,0,Cadillac Williams left tackle for 2 yards (tackle by Ahmad Brooks and John Thornton),3.780,3.500
2,4:48,2,8,CIN 25,7,0,Bruce Gradkowski pass incomplete deep left intended for Michael Clayton,3.500,2.810
2,4:41,3,8,CIN 25,7,0,Bruce Gradkowski pass incomplete deep right intended for Michael Clayton,2.810,1.800
2,4:34,4,8,CIN 25,7,0,Matt Bryant 43 yard field goal no good,1.800,-1.140
2,4:29,1,10,CIN 33,7,0,Carson Palmer pass incomplete short middle intended for T.J. Houshmandzadeh,1.140,0.590
2,4:25,2,10,CIN 33,7,0,"Rudi Johnson middle for 6 yards (tackle by Anthony McFarland). Penalty on Andrew Whitworth: Offensive Holding, 10 yards (no play)",0.590,-0.760
2,4:09,2,20,CIN 23,7,0,Carson Palmer pass incomplete short right intended for Rudi Johnson,-0.760,-1.420
2,4:02,3,20,CIN 23,7,0,Carson Palmer pass complete short middle to Antonio Chatman for 3 yards (tackle by Ryan Nece and Shelton Quarles),-1.420,-1.630
2,3:22,4,17,CIN 26,7,0,"Kyle Larson punts 38 yards, returned by Ike Hilliard for 6 yards (tackle by Landon Johnson)",-1.630,-1.730
2,3:10,1,10,TAM 42,7,0,Cadillac Williams left end for no gain (tackle by Johnathan Joseph and Ahmad Brooks),1.730,1.190
2,2:33,2,10,TAM 42,7,0,Bruce Gradkowski pass complete short middle to Michael Clayton for 11 yards (tackle by Deltha O'Neal and Caleb Miller),1.190,2.460
2,2:00,1,10,CIN 47,7,0,Bruce Gradkowski pass incomplete deep right intended for Joey Galloway is intercepted by Kevin Kaesviharn at CIN-23,2.460,-0.480
2,1:52,1,10,CIN 23,7,0,Carson Palmer pass complete short middle to Chad Johnson for 18 yards (tackle by Ronde Barber),0.480,1.660
2,1:31,1,10,CIN 41,7,0,Carson Palmer pass complete short middle to Kenny Watson for 4 yards (tackle by Derrick Brooks),1.660,1.660
2,1:23,,,,7,0,Timeout #1 by Cincinnati Bengals,0.000,1.660
2,1:22,2,6,CIN 45,7,0,Carson Palmer pass complete short right to Kenny Watson for 8 yards (tackle by Derrick Brooks),1.660,2.460
2,1:17,1,10,TAM 47,7,0,Carson Palmer sacked by Ellis Wyms for -1 yards,2.460,1.780
2,0:54,2,11,TAM 48,7,0,Carson Palmer pass complete short right to T.J. Houshmandzadeh for 6 yards (tackle by Ronde Barber),1.780,1.880
2,0:45,,,,7,0,Timeout #2 by Cincinnati Bengals,0.000,1.880
2,0:45,3,5,TAM 42,7,0,Carson Palmer pass complete short right to Chad Johnson for 3 yards (tackle by Juran Bolden),1.880,0.660
2,0:40,4,2,TAM 39,7,0,Carson Palmer pass incomplete intended for Chad Johnson (defended by Dewayne White),0.660,-1.530
2,0:35,1,10,TAM 39,7,0,"Penalty on Sean Mahan: False Start, 5 yards (no play)",1.530,1.200
2,0:35,1,15,TAM 34,7,0,Bruce Gradkowski middle for 2 yards (tackle by Justin Smith),1.200,0.580
2,0:11,2,13,TAM 36,7,0,Bruce Gradkowski pass complete short right to Mike Alstott for 4 yards (tackle by Keiwan Ratliff),0.580,0.430
2,0:03,,,,7,0,Timeout #3 by Tampa Bay Buccaneers,0.000,0.430
2,0:03,3,9,TAM 40,7,0,Bruce Gradkowski pass incomplete deep right intended for Ike Hilliard,0.430,-0.720
Quarter,Time,Down,ToGo,Location,CIN,TAM,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TAM 30,7,0,"Matt Bryant kicks off 70 yards, touchback",0.000,0.280
3,15:00,1,10,CIN 20,7,0,Rudi Johnson right tackle for 13 yards (tackle by Will Allen),0.280,1.140
3,14:26,1,10,CIN 33,7,0,Carson Palmer pass complete short left to Chad Johnson for 5 yards (tackle by Ronde Barber),1.140,1.270
3,14:00,2,5,CIN 38,7,0,Rudi Johnson middle for 5 yards (tackle by Simeon Rice),1.270,1.800
3,13:34,1,10,CIN 43,7,0,Rudi Johnson middle for 6 yards (tackle by Derrick Brooks),1.800,2.060
3,13:13,2,4,CIN 49,7,0,T.J. Houshmandzadeh left end for no gain (tackle by Shelton Quarles and Ronde Barber),2.060,1.350
3,12:49,3,4,CIN 49,7,0,Carson Palmer pass incomplete deep left intended for Chad Johnson,1.350,-0.130
3,12:39,4,4,CIN 49,7,0,"Kyle Larson punts 40 yards, returned by Ike Hilliard for 9 yards (tackle by Landon Johnson)",-0.130,-0.280
3,12:25,1,10,TAM 20,7,0,Bruce Gradkowski pass complete short left to Joey Galloway for 8 yards (tackle by Tory James and Madieu Williams),0.280,0.810
3,11:50,2,2,TAM 28,7,0,Cadillac Williams middle for 5 yards (tackle by Ahmad Brooks and Justin Smith),0.810,1.140
3,11:12,1,10,TAM 33,7,0,Bruce Gradkowski pass complete short right to Alex Smith for 4 yards (tackle by Caleb Miller),1.140,1.130
3,10:41,2,6,TAM 37,7,0,Cadillac Williams middle for 38 yards (tackle by Kevin Kaesviharn),1.130,3.910
3,9:55,1,10,CIN 25,7,0,Cadillac Williams left end for -1 yards (tackle by Ahmad Brooks),3.910,3.230
3,9:14,2,11,CIN 26,7,0,Bruce Gradkowski pass complete short middle to Michael Clayton for 5 yards (tackle by Ahmad Brooks and Deltha O'Neal),3.230,3.200
3,8:33,3,6,CIN 21,7,0,Bruce Gradkowski right end for 6 yards (tackle by Landon Johnson),3.200,4.580
3,8:13,1,10,CIN 15,7,0,"Bruce Gradkowski pass complete short middle to Mike Alstott for -3 yards (tackle by Kevin Kaesviharn). Penalty on Robert Geathers: Roughing the Passer, 9 yards",4.580,5.140
3,7:49,1,9,CIN 9,7,0,Cadillac Williams middle for 4 yards (tackle by Madieu Williams),5.140,5.150
3,7:15,2,5,CIN 5,7,0,Cadillac Williams left end for 3 yards (tackle by Ahmad Brooks and Madieu Williams),5.150,4.950
3,6:43,,,,7,0,Timeout #1 by Tampa Bay Buccaneers,0.000,4.950
3,6:43,3,2,CIN 2,7,6,"Bruce Gradkowski pass complete short middle to Alex Smith for 2 yards, touchdown",4.950,7.000
3,,,,CIN 2,7,7,Matt Bryant kicks extra point good,0.000,0.000
3,,,,TAM 30,7,7,"Matt Bryant kicks off 63 yards, returned by Antonio Chatman for 19 yards (tackle by Antoine Cash)",0.000,0.670
3,6:31,1,10,CIN 26,7,7,Carson Palmer pass complete to Reggie Kelly for 27 yards (tackle by Jermaine Phillips),0.670,2.460
3,6:13,1,10,TAM 47,7,7,"Penalty on Eric Ghiaciuc: False Start, 5 yards (no play)",2.460,2.130
3,6:11,1,15,CIN 48,7,7,Rudi Johnson middle for 12 yards (tackle by Derrick Brooks),2.130,2.860
3,5:42,2,3,TAM 40,7,7,Carson Palmer pass incomplete short middle intended for T.J. Houshmandzadeh (defended by Juran Bolden),2.860,2.150
3,5:36,3,3,TAM 40,7,7,Carson Palmer pass complete short left to Antonio Chatman for 10 yards (tackle by Torrie Cox). Penalty on Chris Hovan: Defensive Offside (Declined),2.150,3.580
3,5:17,1,10,TAM 30,7,7,Rudi Johnson right tackle for 6 yards (tackle by Ryan Nece and Jermaine Phillips),3.580,3.840
3,4:48,2,4,TAM 24,7,7,Carson Palmer pass complete short middle to T.J. Houshmandzadeh for 3 yards (tackle by Derrick Brooks and Shelton Quarles),3.840,3.530
3,4:17,3,1,TAM 21,7,7,Carson Palmer middle for 1 yard (tackle by Anthony McFarland),3.530,4.240
3,3:40,1,10,TAM 20,7,7,Rudi Johnson middle for 1 yard (tackle by Simeon Rice and Juran Bolden),4.240,3.820
3,3:04,2,9,TAM 19,7,7,Carson Palmer pass complete short left to T.J. Houshmandzadeh for -1 yards (tackle by Ryan Nece),3.820,3.010
3,2:39,,,,7,7,Timeout #2 by Tampa Bay Buccaneers,0.000,3.010
3,2:39,3,10,TAM 20,7,7,Carson Palmer pass incomplete deep middle intended for T.J. Houshmandzadeh (defended by Dewayne White),3.010,2.120
3,2:34,4,10,TAM 20,10,7,Shayne Graham 37 yard field goal good,2.120,3.000
3,,,,CIN 30,10,7,"Shayne Graham kicks off 70 yards, touchback",0.000,0.280
3,2:29,1,10,TAM 20,10,7,Bruce Gradkowski pass incomplete short left intended for Joey Galloway (defended by Johnathan Joseph),0.280,-0.270
3,2:23,2,10,TAM 20,10,7,Bruce Gradkowski pass complete short left to Joey Galloway for 3 yards (tackle by Johnathan Joseph),-0.270,-0.560
3,1:54,3,7,TAM 23,10,7,Bruce Gradkowski pass complete short middle to Joey Galloway for 10 yards (tackle by Deltha O'Neal),-0.560,1.140
3,1:20,1,10,TAM 33,10,7,Cadillac Williams middle for 2 yards (tackle by John Thornton and Caleb Miller),1.140,0.860
3,0:37,2,8,TAM 35,10,7,Bruce Gradkowski pass incomplete short right intended for Joey Galloway (defended by Deltha O'Neal),0.860,0.170
3,0:31,3,8,TAM 35,10,7,Bruce Gradkowski pass incomplete short left intended for Cadillac Williams,0.170,-1.040
3,0:25,4,8,TAM 35,10,7,"Josh Bidwell punts 52 yards, returned by Antonio Chatman for 3 yards (tackle by Torrie Cox). Penalty on Dewayne White: Ineligible Downfield Kic, 5 yards (no play)",-1.040,-1.370
3,0:13,4,13,TAM 30,10,7,"Josh Bidwell punts 45 yards, returned by Antonio Chatman for 1 yard (tackle by Blue Adams)",-1.370,-0.670
3,0:01,1,10,CIN 26,10,7,Carson Palmer pass incomplete short left intended for Rudi Johnson,0.670,0.130
Quarter,Time,Down,ToGo,Location,CIN,TAM,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,10,CIN 26,10,7,Rudi Johnson middle for 4 yards (tackle by Chris Hovan and Will Allen),0.130,-0.030
4,15:00,3,6,CIN 30,10,7,"Penalty on Eric Steinbach: False Start, 5 yards (no play)",-0.030,-0.690
4,14:00,3,11,CIN 25,10,7,Carson Palmer pass incomplete intended for Reggie Kelly,-0.690,-1.700
4,13:53,4,11,CIN 25,10,7,"Kyle Larson punts 35 yards, returned by Ike Hilliard for 14 yards (tackle by Ethan Kilmer)",-1.700,-2.520
4,13:42,1,10,CIN 46,10,7,Cadillac Williams middle for 5 yards (tackle by Ahmad Brooks and Madieu Williams),2.520,2.650
4,13:04,2,5,CIN 41,10,7,Cadillac Williams middle for 2 yards (tackle by Caleb Miller),2.650,2.210
4,12:22,3,3,CIN 39,10,7,Bruce Gradkowski pass incomplete short middle intended for Alex Smith,2.210,0.660
4,12:17,4,3,CIN 39,10,7,"Josh Bidwell punts 39 yards, touchback",0.660,-0.280
4,12:08,1,10,CIN 20,10,7,Carson Palmer pass complete deep right to Chad Johnson for 51 yards (tackle by Juran Bolden),0.280,3.640
4,11:31,1,10,TAM 29,10,7,Carson Palmer pass incomplete short middle intended for Kelley Washington (defended by Juran Bolden),3.640,3.100
4,11:25,2,10,TAM 29,10,7,Rudi Johnson right tackle for no gain (tackle by Ryan Nece),3.100,2.410
4,10:44,3,10,TAM 29,10,7,Carson Palmer pass incomplete intended for T.J. Houshmandzadeh,2.410,1.500
4,10:39,4,10,TAM 29,13,7,Shayne Graham 47 yard field goal good,1.500,3.000
4,,,,CIN 30,13,7,"Shayne Graham kicks off 66 yards, returned by Michael Pittman for 13 yards (tackle by Herana-Daze Jones)",0.000,-0.060
4,10:28,1,10,TAM 17,13,7,Bruce Gradkowski pass complete short middle to Anthony Becht for 12 yards (tackle by Caleb Miller),-0.060,0.870
4,9:53,1,10,TAM 29,13,7,Bruce Gradkowski pass complete short left to Joey Galloway for 12 yards (tackle by Tory James),0.870,1.660
4,9:11,1,10,TAM 41,13,7,Bruce Gradkowski middle for 4 yards (tackle by Landon Johnson),1.660,1.660
4,8:49,2,6,TAM 45,13,7,Bruce Gradkowski pass complete short left to Cadillac Williams for -1 yards (tackle by Landon Johnson),1.660,0.830
4,8:02,3,7,TAM 44,13,7,Bruce Gradkowski right end for 7 yards (tackle by Keiwan Ratliff),0.830,2.320
4,7:42,1,10,CIN 49,13,7,Cadillac Williams left end for -6 yards (tackle by Madieu Williams),2.320,0.970
4,6:56,2,16,TAM 45,13,7,Bruce Gradkowski pass incomplete deep middle intended for Michael Clayton,0.970,0.300
4,6:49,3,16,TAM 45,13,7,Bruce Gradkowski pass incomplete short left intended for Joey Galloway (defended by Johnathan Joseph),0.300,-0.390
4,6:43,4,16,TAM 45,13,7,"Josh Bidwell punts 55 yards, touchback. Penalty on Andre Frazier: Offensive Holding, 10 yards",-0.390,0.380
4,6:33,1,10,CIN 10,13,7,Rudi Johnson middle for 1 yard (tackle by Simeon Rice and Greg Spires),-0.380,-0.710
4,5:54,2,9,CIN 11,13,7,Rudi Johnson left tackle for 1 yard (tackle by Shelton Quarles and Ryan Nece),-0.710,-1.190
4,5:15,3,8,CIN 12,13,7,Carson Palmer pass complete short middle to Kenny Watson for -2 yards (tackle by Ellis Wyms and Greg Spires),-1.190,-2.490
4,4:33,4,10,CIN 10,13,7,"Kyle Larson punts 46 yards, returned by Joey Galloway for 2 yards (tackle by Herana-Daze Jones)",-2.490,-1.990
4,4:21,1,10,TAM 46,13,7,Bruce Gradkowski pass incomplete deep left intended for Joey Galloway (defended by Johnathan Joseph),1.990,1.450
4,4:14,2,10,TAM 46,13,7,Bruce Gradkowski pass complete short middle to Cadillac Williams for 7 yards (tackle by Ahmad Brooks),1.450,1.690
4,3:37,3,3,CIN 47,13,7,Bruce Gradkowski pass complete short middle to Michael Clayton for 15 yards (tackle by Madieu Williams),1.690,3.450
4,2:58,1,10,CIN 32,13,7,"Bruce Gradkowski sacked by Justin Smith for -8 yards. Penalty on Justin Smith: Unnecessary Roughness, 15 yards",3.450,3.910
4,2:45,1,10,CIN 25,13,7,Bruce Gradkowski pass complete short left to Michael Pittman for 10 yards (tackle by Kevin Kaesviharn),3.910,4.580
4,2:00,1,10,CIN 15,13,7,Bruce Gradkowski pass incomplete short left intended for Cadillac Williams,4.580,3.950
4,1:52,2,10,CIN 15,13,7,Bruce Gradkowski pass complete short middle to Joey Galloway for 7 yards (tackle by Caleb Miller),3.950,4.450
4,1:10,3,3,CIN 8,13,7,"Bruce Gradkowski pass complete short right to Mike Alstott for 3 yards (tackle by Deltha O'Neal). Penalty on Sean Mahan: Tripping, 10 yards (no play)",4.450,2.890
4,1:00,3,13,CIN 18,13,7,Bruce Gradkowski pass complete short middle to Michael Pittman for 10 yards (tackle by Deltha O'Neal),2.890,2.980
4,0:43,,,,13,7,Timeout #3 by Tampa Bay Buccaneers,0.000,2.980
4,0:43,4,3,CIN 8,13,13,"Bruce Gradkowski pass complete short middle to Michael Clayton for 8 yards, touchdown",2.980,7.000
,,,,,,,"Replay Assistant challenged the ruling, and the original play was overturned.",,
4,,,,CIN 2,13,14,Matt Bryant kicks extra point good,0.000,0.000
4,,,,TAM 30,,,"Matt Bryant kicks off 73 yards, returned by Antonio Chatman for 31 yards (tackle by Blue Adams)",,
4,0:30,1,10,CIN 28,13,14,Carson Palmer pass complete deep left to T.J. Houshmandzadeh for 19 yards (tackle by Jermaine Phillips),0.810,2.060
4,0:22,,,,13,14,Timeout #1 by Cincinnati Bengals,0.000,2.060
4,0:22,1,10,CIN 47,13,14,Carson Palmer pass incomplete intended for Chad Johnson,2.060,1.520
4,0:18,2,10,CIN 47,13,14,Carson Palmer sacked by Ellis Wyms for -8 yards,1.520,-0.230
4,0:13,,,,13,14,Timeout #2 by Cincinnati Bengals,0.000,-0.230
4,0:13,3,18,CIN 39,13,14,Carson Palmer pass complete deep middle to T.J. Houshmandzadeh for 17 yards (tackle by Ronde Barber),-0.230,0.330
4,0:06,,,,13,14,Timeout #3 by Cincinnati Bengals,0.000,0.330
4,0:06,4,1,TAM 44,13,14,Shayne Graham 62 yard field goal no good,0.330,2.320
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
