#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,TAM 20,3,1:34,8,Punt
2,1,10:18,TAM 10,7,4:31,26,Punt
3,1,3:40,TAM 30,6,3:51,3,Punt
4,2,13:02,TAM 41,4,1:02,18,Punt
5,2,9:08,TAM 32,9,4:39,43,Missed FG
6,2,3:10,TAM 42,3,1:18,11,Interception
7,2,0:35,TAM 39,3,0:35,1,End of Half
8,3,12:25,TAM 20,11,5:48,80,Touchdown
9,3,2:29,TAM 20,6,2:28,10,Punt
10,4,13:42,CIN 46,3,1:34,7,Punt
11,4,10:34,TAM 17,8,4:01,28,Punt
12,4,4:21,TAM 46,9,3:46,54,Touchdown
