Quarter,Time,Tm,Detail,NWE,MIA
1.0,0:08,Dolphins,Jay Fiedler 8 yard rush (Olindo Mare kick failed),0,6
2.0,11:38,Dolphins,Chris Chambers 7 yard pass from Jay Fiedler (Olindo Mare kick),0,13
,1:11,Dolphins,Olindo Mare 40 yard field goal,0,16
3.0,9:35,Patriots,David Patten 34 yard pass from Tom Brady (pass failed),6,16
,1:05,Dolphins,Randy McMichael 1 yard pass from Jay Fiedler (Olindo Mare kick),6,23
4.0,4:41,Patriots,David Patten 25 yard pass from Tom Brady (Adam Vinatieri kick),13,23
,1:25,Dolphins,Olindo Mare 33 yard field goal,13,26
