Quarter,Time,Down,ToGo,Location,SFO,ARI,Detail,EPB,EPA
1,3:59,2,15,ARI 30,0,0,Alex Smith pass complete deep left to Delanie Walker for 23 yards (tackle by Kerry Rhodes),2.690,5.600
1,3:17,1,7,ARI 7,0,0,Frank Gore up the middle for -3 yards (tackle by Sam Acho),5.600,4.190
1,2:36,2,10,ARI 10,0,0,Kendall Hunter up the middle for 7 yards (tackle by Paris Lenon),4.190,4.720
1,1:58,3,3,ARI 3,6,0,"Alex Smith pass complete to Michael Crabtree for 3 yards, touchdown",4.720,7.000
1,1:58,,,ARI 2,7,0,David Akers kicks extra point good,0.000,0.000
1,1:53,,,SFO 35,7,0,"David Akers kicks off 65 yards, touchback",0.000,0.280
1,1:53,1,10,ARI 20,7,0,John Skelton pass incomplete short right intended for Rob Housler,0.280,-0.270
1,1:48,2,10,ARI 20,7,0,John Skelton pass complete short right to Patrick Peterson for -2 yards (tackle by Ahmad Brooks),-0.270,-1.330
1,1:13,3,12,ARI 18,7,0,"Penalty on Bobby Massie: False Start, 5 yards (no play)",-1.330,-2.190
1,0:54,3,17,ARI 13,7,0,John Skelton pass incomplete short left intended for Larry Fitzgerald,-2.190,-2.490
1,0:48,4,17,ARI 13,7,0,"Dave Zastudil punts 52 yards, returned by Ted Ginn Jr. for 9 yards (tackle by Reggie Walker)",-2.490,-1.860
1,0:42,1,10,SFO 44,7,0,Frank Gore up the middle for 3 yards (tackle by Darnell Dockett),1.860,1.720
Quarter,Time,Down,ToGo,Location,SFO,ARI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,7,SFO 47,7,0,Frank Gore left end for -1 yards (tackle by Calais Campbell),1.720,0.890
2,14:19,3,8,SFO 46,7,0,Alex Smith pass complete short right to Kyle Williams for 4 yards (tackle by Quentin Groves),0.890,-0.060
2,13:33,4,4,,7,0,"Andy Lee punts 40 yards, fair catch by Patrick Peterson",-0.060,0.380
2,13:25,1,10,ARI 10,7,0,LaRod Stephens-Howling up the middle for -5 yards (tackle by Ray McDonald),-0.380,-1.150
2,12:47,2,15,ARI 5,7,0,LaRod Stephens-Howling right tackle for 5 yards (tackle by Patrick Willis),-1.150,-1.420
2,12:06,3,10,ARI 10,7,0,John Skelton pass complete short right to Early Doucet for 16 yards (tackle by Chris Culliver),-1.420,0.670
2,11:24,1,10,ARI 26,7,0,John Skelton pass incomplete short left intended for Andre Roberts (defended by Chris Culliver),0.670,0.130
2,11:18,2,10,ARI 26,7,0,LaRod Stephens-Howling left tackle for -2 yards (tackle by Isaac Sopoaga),0.130,-0.820
2,10:33,3,12,ARI 24,7,0,John Skelton pass complete short right to Rob Housler for 3 yards (tackle by Carlos Rogers),-0.820,-1.570
2,9:52,4,9,ARI 27,7,0,Dave Zastudil punts 53 yards (tackle by Dave Zastudil),-1.570,-2.590
2,9:34,1,10,ARI 45,7,0,Alex Smith pass incomplete short middle intended for Delanie Walker,2.590,2.040
2,9:29,2,10,ARI 45,7,0,Kendall Hunter for 8 yards (tackle by Daryl Washington),2.040,2.410
2,9:02,3,2,ARI 37,7,0,Frank Gore up the middle for 3 yards (tackle by Paris Lenon),2.410,3.310
2,9:02,1,10,ARI 34,7,0,"Penalty on Mike Iupati: False Start, 5 yards (no play)",3.310,2.980
2,8:05,1,15,ARI 39,7,0,Frank Gore up the middle for no gain (tackle by Dan Williams),2.980,2.090
2,7:25,2,15,ARI 39,7,0,Alex Smith sacked by Daryl Washington for -8 yards,2.090,0.000
2,6:52,,,,7,0,Timeout #2 by San Francisco 49ers,0.000,0.370
2,6:52,3,23,ARI 47,7,0,Alex Smith pass complete short middle to Michael Crabtree for 22 yards (tackle by Kerry Rhodes),0.370,1.950
2,6:52,4,1,ARI 25,10,0,David Akers 43 yard field goal good,1.950,3.000
2,5:58,,,SFO 35,10,0,"David Akers kicks off 65 yards, touchback",0.000,0.280
2,5:58,1,10,ARI 20,10,0,John Skelton pass complete short right to Andre Roberts for 6 yards (tackle by Carlos Rogers),0.280,0.540
2,5:22,2,4,ARI 26,10,0,LaRod Stephens-Howling right tackle for -3 yards (tackle by Ray McDonald),0.540,-0.560
2,4:42,3,7,ARI 23,10,0,John Skelton pass incomplete short right intended for Larry Fitzgerald (defended by Chris Culliver),-0.560,-1.830
2,4:37,4,7,ARI 23,10,0,"Dave Zastudil punts 54 yards, returned by Ted Ginn Jr. for 9 yards (tackle by Justin Bethel)",-1.830,-1.070
2,4:27,1,10,SFO 32,10,0,Frank Gore left tackle for 4 yards (tackle by Paris Lenon),1.070,1.070
2,3:47,2,6,SFO 36,10,0,Alex Smith pass complete short left to Mario Manningham for 6 yards (tackle by William Gay),1.070,1.730
2,3:17,1,10,SFO 42,10,0,Alex Smith pass complete short right to Delanie Walker for 15 yards,1.730,2.720
2,2:46,1,10,ARI 43,10,0,Alex Smith pass complete short right to Michael Crabtree for 8 yards (tackle by William Gay),2.720,3.260
2,2:17,2,2,ARI 35,10,0,Alex Smith pass complete deep middle to Vernon Davis for 25 yards (tackle by Kerry Rhodes),3.260,4.910
2,2:00,1,10,ARI 10,10,0,Alex Smith sacked by Calais Campbell for -6 yards,4.910,0.000
2,1:54,,,,10,0,Timeout #1 by Arizona Cardinals,0.000,3.340
2,1:54,2,16,ARI 16,10,0,Alex Smith pass complete short left to Mario Manningham for 7 yards (tackle by Patrick Peterson),3.340,0.000
2,1:47,,,,10,0,Timeout #3 by San Francisco 49ers,0.000,3.360
2,1:47,3,9,ARI 9,16,0,"Alex Smith pass complete short right to Michael Crabtree for 9 yards, touchdown",3.360,7.000
2,1:47,,,ARI 2,17,0,David Akers kicks extra point good,0.000,0.000
2,1:41,,,SFO 35,17,0,"David Akers kicks off 65 yards, touchback",0.000,0.280
2,1:41,1,10,ARI 20,17,0,John Skelton pass incomplete short right intended for Michael Floyd,0.280,-0.270
2,1:36,2,10,ARI 20,17,0,John Skelton pass complete short left to Larry Fitzgerald for 13 yards (tackle by Carlos Rogers),-0.270,1.140
2,1:17,1,10,ARI 33,17,0,John Skelton pass complete short right to Andre Roberts for 12 yards (tackle by Donte Whitner),1.140,0.000
2,1:11,,,,17,0,Timeout #2 by Arizona Cardinals,0.000,1.930
2,1:11,1,10,ARI 45,17,0,John Skelton sacked by Navorro Bowman for -9 yards,1.930,0.170
2,0:48,2,19,ARI 36,17,0,John Skelton pass incomplete short right intended for Michael Floyd (defended by Perrish Cox),0.170,-0.490
2,0:42,3,19,ARI 36,17,0,LaRod Stephens-Howling up the middle for 11 yards (tackle by Ray McDonald),-0.490,0.000
2,0:05,,,,17,0,Timeout #3 by Arizona Cardinals,0.000,-0.260
2,0:04,4,8,ARI 47,17,0,John Skelton pass incomplete deep right intended for Larry Fitzgerald is intercepted by Chris Culliver at SFO-8,-0.260,0.000
Quarter,Time,Down,ToGo,Location,SFO,ARI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SFO 35,17,0,"David Akers kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,ARI 20,17,0,John Skelton pass complete short right to Rob Housler for 5 yards (tackle by Donte Whitner),0.280,0.410
3,14:27,2,5,ARI 25,17,0,John Skelton pass complete short right to Andre Roberts for 8 yards (tackle by Carlos Rogers),0.410,1.140
3,13:46,1,10,ARI 33,17,0,LaRod Stephens-Howling right tackle for no gain (tackle by Aldon Smith),1.140,0.590
3,13:08,2,10,ARI 33,17,0,John Skelton pass complete short left to Jeff King for 27 yards (tackle by Patrick Willis),0.590,2.920
3,12:40,1,10,SFO 40,17,0,John Skelton pass complete short right to LaRod Stephens-Howling for -1 yards (tackle by Patrick Willis),2.920,2.240
3,11:57,2,11,SFO 41,17,0,John Skelton pass incomplete deep left intended for Andre Roberts,2.240,1.550
3,11:52,3,11,SFO 41,17,0,John Skelton pass complete short left to Andre Roberts for 4 yards (tackle by Donte Whitner),1.550,0.790
3,11:11,4,7,SFO 37,17,0,"Dave Zastudil punts 37 yards, touchback",0.790,-0.280
3,10:59,1,10,SFO 20,17,0,Frank Gore left tackle for 1 yard (tackle by Calais Campbell),0.280,-0.130
3,10:22,2,9,SFO 21,17,0,Alex Smith pass complete short left to Ted Ginn Jr. for no gain,-0.130,-0.820
3,9:47,3,9,SFO 21,17,0,Alex Smith pass complete short right to Michael Crabtree for 30 yards (tackle by Jamell Fleming),-0.820,2.320
3,9:06,1,10,ARI 49,17,0,Frank Gore up the middle for 3 yards (tackle by Darnell Dockett),2.320,2.190
3,8:19,2,7,ARI 46,17,0,Frank Gore up the middle for -1 yards (tackle by Darnell Dockett),2.190,1.360
3,7:39,3,8,ARI 47,23,0,"Alex Smith pass complete short left to Randy Moss for 47 yards, touchdown",1.360,7.000
3,7:39,,,ARI 2,24,0,David Akers kicks extra point good,0.000,0.000
3,7:27,,,SFO 35,24,0,"David Akers kicks off 65 yards, touchback",0.000,0.280
3,7:27,1,10,ARI 20,24,0,John Skelton pass complete short right to Andre Roberts for 5 yards (tackle by Carlos Rogers),0.280,0.410
3,6:56,2,5,ARI 25,24,0,John Skelton pass complete short right to Rob Housler for 8 yards (tackle by Aldon Smith),0.410,1.140
3,6:29,1,10,ARI 33,24,0,John Skelton pass incomplete short left intended for Michael Floyd (defended by Tarell Brown),1.140,0.590
3,6:22,2,10,ARI 33,24,0,John Skelton pass complete deep left to Andre Roberts for 20 yards (tackle by Donte Whitner),0.590,2.460
3,6:09,1,10,SFO 47,24,0,"John Skelton pass complete short left to Early Doucet for 17 yards. Penalty on Larry Fitzgerald: Offensive Pass Interference, 10 yards (no play)",2.460,1.800
3,5:41,1,20,ARI 43,24,0,John Skelton pass complete short right to Michael Floyd for 8 yards (tackle by Aldon Smith),1.800,1.640
3,5:15,2,12,SFO 49,24,0,John Skelton pass incomplete deep middle intended for Michael Floyd (defended by Tarell Brown),1.640,0.960
3,5:11,3,12,SFO 49,24,0,John Skelton pass complete short left to Andre Roberts for 10 yards (tackle by Perrish Cox),0.960,0.660
3,4:26,4,2,SFO 39,24,0,John Skelton pass complete short middle to Jeff King for 10 yards (tackle by Perrish Cox),0.660,3.640
3,3:47,1,10,SFO 29,24,0,John Skelton pass complete short right to Jeff King for 6 yards (tackle by Donte Whitner),3.640,3.910
3,3:17,2,4,SFO 23,24,0,John Skelton pass complete short right to Early Doucet for 5 yards (tackle by Carlos Rogers),3.910,4.370
3,2:31,1,10,SFO 18,24,0,John Skelton up the middle for 1 yard (tackle by Clark Haggans),4.370,3.940
3,1:47,2,9,SFO 17,24,0,John Skelton pass incomplete deep right intended for Larry Fitzgerald (defended by Chris Culliver),3.940,3.170
3,1:42,3,9,SFO 17,24,0,John Skelton pass complete short right to Anthony Sherman for 7 yards (tackle by Patrick Willis),3.170,2.890
3,1:00,4,2,SFO 10,24,3,Jay Feely 28 yard field goal good,2.890,3.000
3,0:57,,,ARI 35,24,3,"Jay Feely kicks off 65 yards, touchback",0.000,0.280
3,0:57,1,10,SFO 20,24,3,Frank Gore left tackle for 1 yard (tackle by Paris Lenon),0.280,-0.130
3,0:15,2,9,SFO 21,24,3,Alex Smith sacked by Darnell Dockett for -10 yards,-0.130,-2.470
Quarter,Time,Down,ToGo,Location,SFO,ARI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,19,SFO 11,24,3,Michael Crabtree right end for 8 yards (tackle by Paris Lenon),-2.470,-2.140
4,15:00,4,11,SFO 19,24,3,"Andy Lee punts 45 yards, returned by Patrick Peterson for 1 yard (tackle by C.J. Spillman)",-2.140,-1.400
4,14:18,1,10,ARI 37,24,3,John Skelton pass incomplete short middle intended for Early Doucet (defended by Dashon Goldson),1.400,0.860
4,14:13,2,10,ARI 37,24,3,John Skelton sacked by Ahmad Brooks for -5 yards,0.860,-0.490
4,13:40,3,15,ARI 32,24,3,John Skelton sacked by Aldon Smith for -10 yards,-0.490,-1.900
4,13:01,4,25,ARI 22,24,3,"Dave Zastudil punts 42 yards, fair catch by Ted Ginn Jr.",-1.900,-1.330
4,12:54,1,10,SFO 36,24,3,Kendall Hunter up the middle for 5 yards (tackle by Daryl Washington),1.330,1.470
4,12:14,2,5,SFO 41,24,3,Kendall Hunter right tackle for 3 yards (tackle by Calais Campbell),1.470,1.160
4,11:32,3,2,SFO 44,24,3,Alex Smith sacked by Daryl Washington for -4 yards,1.160,-0.720
4,11:05,4,6,SFO 40,24,3,"Andy Lee punts 54 yards, returned by Patrick Peterson for 6 yards (tackle by Tavares Gooden). Penalty on Justin Bethel: Illegal Block Above the Waist, 4 yards",-0.720,0.380
4,10:51,1,10,ARI 5,24,3,"John Skelton pass complete short right to Andre Roberts for 6 yards (tackle by Donte Whitner). Penalty on Aldon Smith: Defensive Offside, 5 yards (no play)",-0.380,-0.190
4,10:27,1,5,ARI 10,24,3,"Penalty on Ahmad Brooks: Defensive Offside, 5 yards (no play)",-0.190,-0.220
4,10:09,1,10,ARI 15,24,3,John Skelton pass complete short middle to Larry Fitzgerald for 2 yards (tackle by Dashon Goldson),-0.220,-0.440
4,9:33,2,8,ARI 17,24,3,John Skelton pass complete short middle to Rob Housler for 16 yards (tackle by Dashon Goldson),-0.440,1.140
4,8:59,1,10,ARI 33,24,3,John Skelton sacked by Aldon Smith for -8 yards,1.140,-0.490
4,8:21,2,18,ARI 25,24,3,"Penalty on D'Anthony Batiste: False Start, 5 yards (no play)",-0.490,-1.160
4,8:00,2,23,ARI 20,24,3,John Skelton pass incomplete short left intended for Andre Roberts (defended by Tarell Brown),-1.160,0.000
4,7:54,,,,24,3,Timeout #1 by Arizona Cardinals,0.000,-1.810
4,7:54,3,23,ARI 20,24,3,John Skelton pass complete short right to LaRod Stephens-Howling for 9 yards (tackle by Dashon Goldson),-1.810,-1.440
4,7:37,4,14,ARI 29,24,3,"Dave Zastudil punts 52 yards, returned by Ted Ginn Jr. for 9 yards (tackle by Sam Acho). Penalty on Larry Grant: Offensive Holding, 10 yards, Penalty on Anthony Dixon: Illegal Block Above the Waist (Declined)",-1.440,0.380
4,7:27,1,10,SFO 10,24,3,Alex Smith pass complete short right to Vernon Davis for 9 yards (tackle by William Gay),-0.380,0.240
4,6:52,2,1,SFO 19,24,3,Kendall Hunter left end for no gain (tackle by Quentin Groves),0.240,-0.370
4,6:12,3,1,SFO 19,24,3,Bruce Miller up the middle for 1 yard (tackle by O'Brien Schofield),-0.370,0.280
4,5:26,1,10,SFO 20,24,3,Kendall Hunter up the middle for 2 yards (tackle by Daryl Washington),0.280,0.000
4,4:41,2,8,SFO 22,24,3,Kendall Hunter up the middle for no gain (tackle by Quentin Groves),0.000,-0.690
4,3:54,3,8,SFO 22,24,3,"Penalty on Alex Smith: Delay of Game, 5 yards (no play)",-0.690,-1.510
4,3:53,3,13,SFO 17,24,3,Kendall Hunter up the middle for 4 yards (tackle by O'Brien Schofield and Paris Lenon),-1.510,0.000
4,3:47,,,,24,3,Timeout #2 by Arizona Cardinals,0.000,-1.960
4,3:47,4,9,SFO 21,24,3,"Andy Lee punts 50 yards, returned by Patrick Peterson for 6 yards (tackle by Dashon Goldson)",-1.960,-1.270
4,3:38,1,10,ARI 35,24,3,John Skelton pass complete short right to Michael Floyd for 9 yards (tackle by Chris Culliver),1.270,1.940
4,3:15,2,1,ARI 44,24,3,John Skelton pass incomplete short left intended for Larry Fitzgerald (defended by Tarell Brown),1.940,1.220
4,3:11,3,1,ARI 44,24,3,John Skelton pass complete short right to Michael Floyd for 4 yards (tackle by Chris Culliver),1.220,2.130
4,2:47,1,10,ARI 48,24,3,John Skelton pass complete short right to Michael Floyd for 8 yards (tackle by Donte Whitner),2.130,2.660
4,2:23,2,2,SFO 44,24,3,"John Skelton pass incomplete short left intended for Andre Roberts. Penalty on Daryn Colledge: Offensive Holding, 10 yards (no play)",2.660,1.310
4,2:16,2,12,ARI 46,24,3,John Skelton pass complete short left to Larry Fitzgerald for 15 yards (tackle by Dashon Goldson),1.310,2.980
4,2:00,1,10,SFO 39,24,3,"Penalty on Ahmad Brooks: Defensive Offside, 5 yards (no play)",2.980,3.710
4,2:00,1,5,SFO 34,24,3,John Skelton pass complete short left to Michael Floyd for 7 yards (tackle by Tarell Brown),3.710,3.780
4,1:55,1,10,SFO 27,24,3,John Skelton pass incomplete deep right intended for Michael Floyd (defended by Chris Culliver),3.780,3.230
4,1:49,2,10,SFO 27,24,3,John Skelton pass complete short left to Anthony Sherman for 4 yards (tackle by Patrick Willis),3.230,3.070
4,1:24,3,6,SFO 23,24,3,John Skelton pass incomplete short left intended for Larry Fitzgerald,3.070,1.950
4,1:20,4,6,SFO 23,24,3,John Skelton pass complete short middle to Larry Fitzgerald for 16 yards (tackle by Perrish Cox),1.950,0.000
4,1:13,,,,24,3,Timeout #3 by Arizona Cardinals,0.000,5.600
4,1:13,1,7,SFO 7,24,3,John Skelton pass incomplete short left intended for Early Doucet,5.600,4.760
4,1:09,2,7,SFO 7,24,3,John Skelton pass incomplete short middle intended for Michael Floyd (defended by Tarell Brown),4.760,3.810
4,1:05,3,7,SFO 7,24,3,John Skelton pass incomplete short middle intended for LaRod Stephens-Howling (defended by Patrick Willis),3.810,2.970
4,0:59,4,7,SFO 7,24,3,John Skelton pass complete short right to Larry Fitzgerald for 6 yards (tackle by Dashon Goldson and Patrick Willis),2.970,0.380
4,0:49,1,10,SFO 1,24,3,Alex Smith up the middle for 6 yards (tackle by Paris Lenon),-0.380,-0.340
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
