Quarter,Time,Tm,Detail,SFO,ARI
1.0,1:53,49ers,Michael Crabtree 3 yard pass from Alex Smith (David Akers kick),7,0
2.0,5:58,49ers,David Akers 43 yard field goal,10,0
,1:41,49ers,Michael Crabtree 9 yard pass from Alex Smith (David Akers kick),17,0
3.0,7:27,49ers,Randy Moss 47 yard pass from Alex Smith (David Akers kick),24,0
,0:57,Cardinals,Jay Feely 28 yard field goal,24,3
