Quarter,Time,Down,ToGo,Location,TAM,GNB,Detail,EPB,EPA
2,12:24,1,10,GNB 25,14,7,Aaron Rodgers pass incomplete short right intended for Aaron Jones,0.610,0.060
2,12:19,2,10,GNB 25,14,7,Aaron Rodgers pass complete short middle to Marquez Valdes-Scantling for 12 yards (tackle by Jamel Dean),0.060,1.400
2,11:37,1,10,GNB 37,14,7,Aaron Rodgers pass complete short left to Davante Adams for 4 yards (tackle by Carlton Davis),1.400,1.400
2,10:59,2,6,GNB 41,14,7,Jamaal Williams left end for 12 yards (tackle by Shaquil Barrett),1.400,2.460
2,10:20,1,10,TAM 47,14,7,Aaron Rodgers pass complete short left to Davante Adams for 5 yards (tackle by Devin White),2.460,2.590
2,9:40,2,5,TAM 42,14,7,Aaron Jones right end for 12 yards (tackle by Mike Edwards),2.590,3.580
2,8:56,1,10,TAM 30,14,7,Aaron Rodgers pass complete short right to Marcedes Lewis for 9 yards (tackle by Anthony Nelson),3.580,4.250
2,8:12,2,1,TAM 21,14,7,"Aaron Rodgers pass complete short left to Aaron Jones for 3 yards (tackle by Jordan Whitehead). Aaron Jones fumbles (forced by Jordan Whitehead), recovered by Robert Tonyan at TB-18",4.250,4.370
2,7:26,1,10,TAM 18,14,7,Aaron Jones up the middle for 1 yard (tackle by Mike Edwards),4.370,3.940
2,6:44,2,9,TAM 17,14,7,Aaron Jones up the middle for 7 yards (tackle by Shaquil Barrett and Jordan Whitehead),3.940,4.510
2,5:59,3,2,TAM 10,14,7,Aaron Jones up the middle for 4 yards (tackle by Devin White),4.510,5.830
2,5:13,,,,,,Timeout #1 by Green Bay Packers,,
2,5:13,1,6,TAM 6,14,7,Aaron Rodgers pass incomplete short left intended for Davante Adams,5.830,4.950
2,5:11,2,6,TAM 6,14,7,Aaron Rodgers pass incomplete short right intended for Davante Adams (defended by Lavonte David),4.950,4.040
2,5:07,3,6,TAM 6,14,7,Aaron Rodgers pass incomplete short middle intended for Davante Adams,4.040,2.990
2,5:02,4,6,TAM 6,14,10,Mason Crosby 24 yard field goal good,2.990,3.000
2,4:59,,,GNB 35,14,10,"Mason Crosby kicks off 65 yards, touchback.",0.000,0.610
2,4:59,1,10,TAM 25,14,10,Tom Brady pass complete short left to Leonard Fournette for 7 yards (tackle by Kevin King),0.610,1.010
2,4:28,2,3,TAM 32,14,10,Ronald Jones right tackle for 1 yard (tackle by Preston Smith and Kenny Clark),1.010,0.430
2,3:46,3,2,TAM 33,14,10,Tom Brady pass complete short right to Chris Godwin for 19 yards (tackle by Darnell Savage),0.430,2.390
2,3:07,1,10,GNB 48,14,10,Tom Brady pass incomplete short left intended for Scott Miller,2.390,1.850
2,3:04,2,10,GNB 48,14,10,Tom Brady pass complete short right to Leonard Fournette for 1 yard (tackle by Christian Kirksey),1.850,1.290
2,2:21,3,9,GNB 47,14,10,Tom Brady pass incomplete short right intended for Cameron Brate,1.290,0.130
2,2:17,4,9,GNB 47,14,10,"Bradley Pinion punts 34 yards, fair catch by Tavon Austin at GB-13",0.130,0.320
2,2:10,1,10,GNB 13,14,10,Jamaal Williams right tackle for no gain (tackle by Mike Edwards and Steve McLendon),-0.320,-0.770
2,2:00,2,10,GNB 13,14,10,Aaron Rodgers pass complete short middle to Jamaal Williams for 4 yards (tackle by Ndamukong Suh),-0.770,-0.940
2,1:14,3,6,GNB 17,14,10,Aaron Rodgers pass complete short middle to Allen Lazard for 23 yards (tackle by Lavonte David),-0.940,1.600
2,0:38,1,10,GNB 40,14,10,Aaron Rodgers sacked by Jason Pierre-Paul for -7 yards,1.600,0.110
2,0:34,,,,,,Timeout #1 by Tampa Bay Buccaneers,,
2,0:34,2,17,GNB 33,14,10,Aaron Rodgers pass deep middle intended for Allen Lazard is intercepted by Sean Murphy-Bunting at TB-49 and returned for no gain,0.110,-2.190
2,0:28,1,10,TAM 49,14,10,Tom Brady pass complete short right to Leonard Fournette for 6 yards (tackle by Adrian Amos),2.190,2.460
2,0:22,2,4,GNB 45,14,10,Tom Brady pass incomplete short right intended for Mike Evans,2.460,1.750
2,0:18,3,4,GNB 45,14,10,Tom Brady pass incomplete deep right intended for Cameron Brate,1.750,0.270
2,0:13,,,,,,Timeout #2 by Tampa Bay Buccaneers,,
2,0:13,,,,,,Timeout #2 by Green Bay Packers,,
2,0:13,4,4,GNB 45,14,10,Tom Brady pass complete short right to Leonard Fournette for 6 yards (tackle by Christian Kirksey and Krys Barnes),0.270,2.980
2,0:08,,,,,,Timeout #3 by Tampa Bay Buccaneers,,
2,0:08,1,10,GNB 39,20,10,"Tom Brady pass complete deep left to Scott Miller for 39 yards, touchdown",2.980,7.000
2,0:01,,,GNB 15,21,10,Ryan Succop kicks extra point good,0.000,0.000
2,0:01,,,TAM 35,21,10,"Bradley Pinion kicks off 47 yards, returned by Dominique Dafney for no gain",0.000,1.270
Quarter,Time,Down,ToGo,Location,TAM,GNB,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TAM 35,21,10,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,GNB 25,21,10,Aaron Rodgers pass complete short middle to Aaron Jones for 5 yards (tackle by Devin White),0.610,0.740
3,14:14,2,5,GNB 30,21,10,Aaron Rodgers pass incomplete short right intended for Aaron Jones,0.740,0.040
3,14:10,3,5,GNB 30,21,10,"Aaron Rodgers pass complete short left to Aaron Jones for -1 yards (tackle by Jordan Whitehead). Aaron Jones fumbles (forced by Jordan Whitehead), recovered by Devin White at GB-29 and returned for 21 yards and Lucas Patrick and Elgton Jenkins)",0.040,-5.370
3,13:58,1,8,GNB 8,27,10,"Tom Brady pass complete short middle to Cameron Brate for 8 yards, touchdown",5.370,7.000
3,13:54,,,GNB 15,28,10,Ryan Succop kicks extra point good,0.000,0.000
3,13:54,,,TAM 35,28,10,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
3,13:54,1,10,GNB 25,28,10,Jamaal Williams left end for 6 yards (tackle by Jordan Whitehead),0.610,0.870
3,13:16,2,4,GNB 31,28,10,Jamaal Williams left tackle for 1 yard (tackle by Ndamukong Suh and Steve McLendon),0.870,0.300
3,12:31,3,3,GNB 32,28,10,Aaron Rodgers pass complete short middle to Davante Adams for 10 yards (tackle by Sean Murphy-Bunting),0.300,1.730
3,11:52,1,10,GNB 42,28,10,Aaron Rodgers pass complete deep right to Marquez Valdes-Scantling for 24 yards (tackle by Andrew Adams),1.730,3.310
3,11:06,1,10,TAM 34,28,10,Aaron Rodgers pass complete short left to Equanimeous St. Brown for 10 yards (tackle by Sean Murphy-Bunting),3.310,3.970
3,10:31,1,10,TAM 24,28,10,Aaron Rodgers pass incomplete deep left,3.970,3.430
3,10:23,2,10,TAM 24,28,10,Aaron Rodgers pass complete short right to Allen Lazard for 16 yards (tackle by Sean Murphy-Bunting),3.430,5.370
3,9:33,1,8,TAM 8,28,16,"Aaron Rodgers pass complete short middle to Robert Tonyan for 8 yards, touchdown",5.370,7.000
3,9:28,,,TAM 15,28,17,Mason Crosby kicks extra point good,0.000,0.000
3,9:28,,,GNB 35,28,17,"Mason Crosby kicks off 59 yards, returned by Jaydon Mickens for 18 yards (tackle by Equanimeous St. Brown and Oren Burks)",0.000,0.540
3,9:23,1,10,TAM 24,28,17,Leonard Fournette left guard for 5 yards (tackle by Rashan Gary and Dean Lowry),0.540,0.670
3,8:46,2,5,TAM 29,28,17,Leonard Fournette right end for 9 yards (tackle by Jaire Alexander),0.670,1.470
3,8:06,1,10,TAM 38,28,17,Tom Brady pass incomplete deep right intended for Chris Godwin,1.470,0.920
3,8:00,2,10,TAM 38,28,17,Tom Brady pass deep right intended for Mike Evans is intercepted by Adrian Amos at GB-32 and returned for no gain,0.920,-1.070
3,7:54,1,10,GNB 32,28,17,"Aaron Rodgers pass incomplete deep right intended for Dominique Dafney. Penalty on Ndamukong Suh: Defensive Offside, 5 yards (no play)",1.070,1.800
3,7:49,1,5,GNB 37,28,17,Aaron Rodgers pass complete short right to Jamaal Williams for 2 yards (tackle by Lavonte David),1.800,1.470
3,7:06,2,3,GNB 39,28,17,Aaron Rodgers pass complete short left to Davante Adams for 4 yards (tackle by Carlton Davis),1.470,1.800
3,6:35,1,10,GNB 43,28,17,Aaron Rodgers pass complete short right to AJ Dillon for 13 yards (tackle by Carlton Davis and Devin White),1.800,2.650
3,5:52,1,10,TAM 44,28,17,AJ Dillon right tackle for 5 yards (tackle by Andrew Adams),2.650,2.780
3,5:09,2,5,TAM 39,28,17,Aaron Rodgers pass complete short left to Robert Tonyan for 7 yards (tackle by Andrew Adams),2.780,3.450
3,4:30,1,10,TAM 32,28,17,Aaron Rodgers pass complete short right to Marcedes Lewis for 5 yards (tackle by Carlton Davis),3.450,3.580
3,3:44,2,5,TAM 27,28,17,AJ Dillon up the middle for 3 yards (tackle by Lavonte David and Devin White),3.580,3.270
3,2:59,3,2,TAM 24,28,17,Aaron Rodgers pass complete short right to Jamaal Williams for 11 yards (tackle by Devin White),3.270,4.710
3,2:23,1,10,TAM 13,28,17,Jamaal Williams left guard for 1 yard (tackle by Andrew Adams and Jason Pierre-Paul),4.710,4.220
3,1:39,2,9,TAM 12,28,17,"Aaron Rodgers pass complete short right to Davante Adams for 7 yards (tackle by Devin White and Carlton Davis). Penalty on Carlton Davis: Lowering the Head to Initiate Contact, 3 yards",4.220,6.740
3,1:13,1,2,TAM 2,28,17,Jamaal Williams up the middle for no gain (tackle by Devin White and Jason Pierre-Paul),6.740,5.720
3,0:31,2,2,TAM 2,28,17,Aaron Rodgers pass incomplete short right,5.720,4.950
3,0:26,3,2,TAM 2,28,23,"Aaron Rodgers pass complete short middle to Davante Adams for 2 yards, touchdown",4.950,7.000
3,0:24,,,TAM 2,28,23,"Two Point Attempt: Aaron Rodgers pass incomplete intended for Equanimeous St. Brown, conversion fails",1.000,-1.000
3,0:24,,,GNB 35,28,23,"Mason Crosby kicks off 63 yards, returned by Jaydon Mickens for 43 yards (tackle by Henry Black)",0.000,1.930
3,0:17,1,10,TAM 45,28,23,Ronald Jones left tackle for 2 yards (tackle by Kenny Clark),1.930,1.650
Quarter,Time,Down,ToGo,Location,TAM,GNB,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,8,TAM 47,28,23,Tom Brady pass incomplete deep right intended for Mike Evans,1.650,0.960
4,14:54,3,8,TAM 47,28,23,Tom Brady pass complete deep middle to Tyler Johnson for 16 yards (tackle by Chandon Sullivan),0.960,3.120
4,14:13,1,10,GNB 37,28,23,Leonard Fournette right guard for 5 yards (tackle by Krys Barnes and Dean Lowry),3.120,3.250
4,13:38,2,5,GNB 32,28,23,"Leonard Fournette up the middle for 3 yards (tackle by Christian Kirksey) Penalty on GNB: Defensive Too Many Men on Field, 5 yards (no play)",3.250,3.780
4,13:15,1,10,GNB 27,28,23,Tom Brady pass complete short right to Leonard Fournette for -1 yards (tackle by Christian Kirksey),3.780,3.100
4,12:34,2,11,GNB 28,28,23,Tom Brady pass deep middle intended for Mike Evans is intercepted by Jaire Alexander at GB-3 and returned for 16 yards,3.100,-0.150
4,12:20,1,10,GNB 19,28,23,Aaron Rodgers pass incomplete deep middle intended for Davante Adams (defended by Jamel Dean),0.150,-0.390
4,12:14,2,10,GNB 19,28,23,Aaron Rodgers pass complete short left to Jamaal Williams for 5 yards (tackle by Carlton Davis and Devin White),-0.390,-0.420
4,11:32,3,5,GNB 24,28,23,Aaron Rodgers sacked by Shaquil Barrett for -10 yards,-0.420,-2.470
4,10:51,4,15,GNB 14,28,23,"JK Scott punts 55 yards, returned by Jaydon Mickens for 7 yards (tackle by Oren Burks)",-2.470,-1.470
4,10:39,1,10,TAM 38,28,23,Ronald Jones left guard for 2 yards (tackle by Za'Darius Smith),1.470,1.190
4,10:00,2,8,TAM 40,28,23,Tom Brady pass complete short left to Cameron Brate for 6 yards (tackle by Kevin King),1.190,1.290
4,9:22,3,2,TAM 46,28,23,Tom Brady pass deep right intended for Mike Evans is intercepted by Jaire Alexander at GB-24 and returned for no gain,1.290,-0.540
4,9:15,1,10,GNB 24,28,23,Aaron Rodgers sacked by Shaquil Barrett for no gain,0.540,0.000
4,8:31,2,10,GNB 24,28,23,Aaron Rodgers pass incomplete deep right intended for Marquez Valdes-Scantling,0.000,-0.690
4,8:26,3,10,GNB 24,28,23,Aaron Rodgers pass incomplete short middle intended for Allen Lazard,-0.690,-1.770
4,8:21,4,10,GNB 24,28,23,"JK Scott punts 51 yards, returned by Jaydon Mickens for 3 yards (tackle by KeiVarae Russell)",-1.770,-0.810
4,8:10,1,10,TAM 28,28,23,Ronald Jones up the middle for 3 yards (tackle by Dean Lowry),0.810,0.670
4,7:29,2,7,TAM 31,28,23,Tom Brady pass complete short right to Chris Godwin for 11 yards (tackle by Ty Summers),0.670,1.730
4,6:51,1,10,TAM 42,28,23,Ronald Jones left guard for -1 yards (tackle by Kamal Martin and Za'Darius Smith),1.730,1.050
4,6:14,2,11,TAM 41,28,23,Tom Brady pass complete short right to Rob Gronkowski for 29 yards (tackle by Chandon Sullivan and Adrian Amos),1.050,3.580
4,5:37,1,10,GNB 30,28,23,Ronald Jones right guard for 2 yards (tackle by Damon Harrison and Kenny Clark),3.580,3.300
4,4:53,2,8,GNB 28,28,23,Tom Brady pass incomplete short left intended for Chris Godwin,3.300,2.610
4,4:48,3,8,GNB 28,28,23,Tom Brady pass incomplete short middle,2.610,1.590
4,4:46,4,8,GNB 28,31,23,Ryan Succop 46 yard field goal good,1.590,3.000
4,4:42,,,TAM 35,31,23,"Bradley Pinion kicks off 61 yards, returned by Jamaal Williams for 30 yards (tackle by Justin Watson)",0.000,1.200
4,4:33,1,10,GNB 34,31,23,AJ Dillon right tackle for 9 yards (tackle by Devin White),1.200,1.870
4,3:56,2,1,GNB 43,31,23,Aaron Rodgers pass complete deep middle to Marquez Valdes-Scantling for 29 yards (tackle by Sean Murphy-Bunting and Andrew Adams),1.870,3.710
4,3:12,1,10,TAM 28,31,23,Aaron Rodgers pass incomplete deep left intended for Marquez Valdes-Scantling,3.710,3.170
4,3:07,2,10,TAM 28,31,23,Aaron Rodgers pass complete short middle to Davante Adams for 9 yards (tackle by Devin White),3.170,3.720
4,2:28,3,1,TAM 19,31,23,Aaron Rodgers pass complete short left to Davante Adams for 11 yards (tackle by Carlton Davis),3.720,5.370
4,2:22,1,8,TAM 8,31,23,Aaron Rodgers pass incomplete short middle intended for Allen Lazard,5.370,4.570
4,2:19,2,8,TAM 8,31,23,Aaron Rodgers pass incomplete short middle intended for Davante Adams,4.570,3.580
4,2:15,3,8,TAM 8,31,23,Aaron Rodgers pass incomplete short middle intended for Davante Adams (defended by Andrew Adams),3.580,2.950
4,2:09,4,8,TAM 8,31,26,Mason Crosby 26 yard field goal good,2.950,3.000
4,2:05,,,GNB 35,31,26,"Mason Crosby kicks off 57 yards, returned by Jaydon Mickens for 9 yards (tackle by Ty Summers)",0.000,-0.060
4,2:02,1,10,TAM 17,31,26,Tom Brady pass complete short left to Mike Evans for 9 yards (tackle by Kevin King),-0.060,0.750
4,1:56,2,1,TAM 26,31,26,"Penalty on Damon Harrison: Encroachment, 5 yards (no play)",0.750,1.000
4,1:56,1,10,TAM 31,31,26,Leonard Fournette up the middle for 2 yards (tackle by Za'Darius Smith and Kenny Clark),1.000,0.730
4,1:51,,,,,,Timeout #1 by Green Bay Packers,,
4,1:51,2,8,TAM 33,31,26,Leonard Fournette left tackle for 4 yards (tackle by Preston Smith),0.730,0.560
4,1:46,,,,,,Timeout #2 by Green Bay Packers,,
4,1:46,3,4,TAM 37,31,26,"Tom Brady pass incomplete short middle intended for Tyler Johnson. Penalty on Kevin King: Defensive Pass Interference, 15 yards (no play)",0.560,2.390
4,1:41,1,10,GNB 48,31,26,"Leonard Fournette right tackle for 3 yards (tackle by Kamal Martin) Penalty on GNB: Defensive Too Many Men on Field, 5 yards (no play)",2.390,3.120
4,1:37,1,5,GNB 43,31,26,Leonard Fournette up the middle for -1 yards (tackle by Ty Summers),3.120,2.390
4,1:32,,,,,,Timeout #3 by Green Bay Packers,,
4,1:32,2,6,GNB 44,31,26,Leonard Fournette left tackle for 1 yard (tackle by Dean Lowry and Za'Darius Smith),2.390,1.820
4,0:48,,,,,,Timeout #1 by Tampa Bay Buccaneers,,
4,0:48,3,5,GNB 43,31,26,Chris Godwin right end for 6 yards (tackle by Darnell Savage),1.820,3.120
4,0:02,,,,,,Timeout #2 by Tampa Bay Buccaneers,,
4,0:02,1,10,GNB 37,31,26,Tom Brady kneels for -1 yards,3.120,2.440
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
